Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
De'Aaron Fox,2023-10-25,33,18,5,6,1,1.0,0.333,0.143,0.436,28.3,-5.9,3,0.833,100.0,114.0,11.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,5.0,6.0,1.0,3.0,0.333,0.143,0.833,28.3,100.0,114.0,11.0,0.0
De'Aaron Fox,2023-10-27,39,39,4,4,2,0.0,0.5,0.556,0.627,33.6,8.8,2,0.857,124.0,117.0,27.4,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,4.5,5.0,1.5,2.5,0.4165,0.3495,0.845,30.950000000000003,112.0,115.5,19.2,1.01707
De'Aaron Fox,2023-10-29,34,37,4,8,1,1.0,0.583,0.375,0.672,37.9,11.6,3,0.75,127.0,111.0,28.9,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.33333333333333,4.333333333333333,6.0,1.3333333333333333,2.6666666666666665,0.472,0.358,0.8133333333333334,33.266666666666666,117.0,114.0,22.433333333333334,0.897496
De'Aaron Fox,2023-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,3.25,4.5,1.0,2.0,0.354,0.2685,0.61,24.95,87.75,85.5,16.825,1.00074
De'Aaron Fox,2023-11-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2.6,3.6,0.8,1.6,0.2832,0.2148,0.488,19.96,70.2,68.4,13.46,1.14533
De'Aaron Fox,2023-11-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,2.1666666666666665,3.0,0.6666666666666666,1.3333333333333333,0.236,0.179,0.4066666666666667,16.633333333333333,58.5,57.0,11.216666666666669,0.919778
De'Aaron Fox,2023-11-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.428571428571429,1.8571428571428568,2.571428571428572,0.5714285714285714,1.1428571428571428,0.2022857142857142,0.1534285714285714,0.3485714285714286,14.257142857142856,50.142857142857146,48.85714285714285,9.614285714285714,1.10727
De'Aaron Fox,2023-11-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,1.625,2.25,0.5,1.0,0.177,0.13425,0.305,12.475,43.875,42.75,8.4125,1.13301
De'Aaron Fox,2023-11-13,36,28,2,6,1,0.0,0.55,0.333,0.607,31.4,-1.1,1,0.571,133.0,132.0,21.6,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.555555555555555,1.6666666666666667,2.6666666666666665,0.5555555555555556,1.0,0.2184444444444444,0.1563333333333333,0.3345555555555555,14.577777777777776,53.77777777777778,52.66666666666666,9.877777777777778,1.02005
De'Aaron Fox,2023-11-15,38,28,5,5,4,0.0,0.455,0.333,0.558,29.7,2.6,3,0.714,113.0,103.0,21.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2.9,0.9,1.2,0.2420999999999999,0.174,0.3724999999999999,16.09,59.7,57.7,11.07,1.02343
De'Aaron Fox,2023-11-17,41,43,8,7,1,1.0,0.583,0.455,0.723,33.4,9.3,1,0.769,144.0,113.0,37.8,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.5,2.3,3.0,0.9,1.0,0.2671,0.2052,0.3661,16.6,64.1,57.6,13.75,1.11933
De'Aaron Fox,2023-11-19,31,30,4,7,3,0.0,0.5,0.6,0.676,30.7,16.7,0,0.8,155.0,114.0,28.7,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,2.3,3.3,1.0,0.8,0.2671,0.2096,0.3604,16.31,67.2,57.3,13.88,1.23221
De'Aaron Fox,2023-11-20,29,14,2,0,1,0.0,0.278,0.167,0.354,32.9,-13.2,2,0.5,62.0,131.0,1.8,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2.1,2.5,1.0,0.7,0.2366,0.1888,0.3354,15.809999999999995,60.7,59.3,11.17,1.19359
De'Aaron Fox,2023-11-22,38,26,2,5,1,0.0,0.529,0.286,0.647,26.2,2.6,2,0.857,123.0,119.0,18.4,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,2.3,3.0,1.1,0.9,0.2895,0.2173999999999999,0.4211,18.43,73.0,71.2,13.01,0.901272
De'Aaron Fox,2023-11-24,37,36,7,12,1,0.0,0.438,0.429,0.52,40.2,8.3,2,0.833,125.0,112.0,27.9,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,3.0,4.2,1.2,1.1,0.3333,0.2603,0.5044,22.45,85.5,82.4,15.8,0.972256
De'Aaron Fox,2023-11-28,40,29,9,7,2,0.0,0.45,0.25,0.528,29.3,1.3,2,0.529,112.0,116.0,21.8,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,3.9,4.9,1.4,1.3,0.3783,0.2853,0.5573,25.38,96.7,94.0,17.98,1.01772
De'Aaron Fox,2023-11-29,38,40,5,3,0,1.0,0.609,0.375,0.73,35.6,8.6,4,0.9,134.0,135.0,28.6,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,4.4,5.2,1.4,1.7,0.4392,0.3228,0.6473,28.94,110.1,107.5,20.84,1.15042
De'Aaron Fox,2023-12-02,38,26,4,16,3,1.0,0.455,0.5,0.547,26.9,13.6,1,0.75,132.0,106.0,29.3,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.8,6.8,1.7,1.8,0.4847,0.3728,0.7222999999999999,31.630000000000003,123.3,118.1,23.77,1.1153
De'Aaron Fox,2023-12-04,40,30,5,4,1,0.0,0.4,0.143,0.488,39.3,-11.1,6,0.692,92.0,135.0,13.4,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,5.1,6.6,1.7,2.3,0.4697,0.3538,0.7344,32.42,119.2,118.4,22.95,1.28
De'Aaron Fox,2023-12-08,35,34,4,7,1,0.0,0.458,0.571,0.599,37.1,12.6,2,0.8,131.0,114.0,26.7,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.8,5.0,6.8,1.4,2.2,0.47,0.3776,0.743,33.160000000000004,121.0,119.5,23.44,1.05028
De'Aaron Fox,2023-12-11,33,29,3,8,0,0.0,0.455,0.5,0.588,35.9,-1.5,3,0.667,119.0,123.0,18.7,21,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,4.5,6.9,1.3,2.4,0.4572,0.3821,0.7327999999999999,33.41,118.5,120.5,21.53,0.921506
De'Aaron Fox,2023-12-12,25,14,3,3,0,0.0,0.313,0.429,0.426,35.4,-11.8,4,1.0,70.0,122.0,2.6,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,4.4,6.5,1.0,2.8,0.4385,0.365,0.7528,33.88,110.0,121.3,18.92,1.25247
De'Aaron Fox,2023-12-14,34,41,3,7,2,0.0,0.56,0.455,0.687,40.3,10.6,5,0.727,125.0,116.0,29.5,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,4.5,7.2,1.1,3.1,0.4667,0.3938,0.7755,34.620000000000005,116.3,119.8,21.69,1.09564
