Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TRB_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
De'Aaron Fox,2024-11-11,36,24,6,3,1,0.0,0.474,0.4,0.578,27.3,0.8,1,1.0,120.0,125.0,17.0,11,0,0,25.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1,1.7,3.6,0.4811999999999999,0.3267,0.8991,29.360000000000003,109.2,112.5,16.92,1.02945
De'Aaron Fox,2024-11-13,32,29,6,10,2,1.0,0.647,0.5,0.707,34.4,7.3,3,0.75,141.0,105.0,28.4,12,1,0,25.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1,1.7,3.3,0.5009,0.3467,0.8865999999999999,29.74,112.6,110.5,17.71,1.15628
De'Aaron Fox,2024-11-15,44,60,3,7,3,1.0,0.629,0.6,0.753,46.4,19.2,6,0.909,139.0,121.0,47.0,13,1,0,28.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.8,3.6,0.5188,0.3817,0.8775000000000001,31.27,116.2,112.7,20.880000000000003,1.0174
De'Aaron Fox,2024-11-16,36,49,3,9,2,0.0,0.533,0.75,0.639,52.7,9.9,4,0.737,134.0,121.0,36.4,14,1,0,31.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8,1.9,3.7,0.5187999999999999,0.4067,0.8512000000000001,33.88,118.0,114.5,23.02,1.13297
De'Aaron Fox,2024-11-18,39,28,5,7,1,0.0,0.478,0.5,0.565,32.0,-1.0,4,0.75,110.0,115.0,18.5,15,1,0,31.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.6,3.5,0.4978000000000001,0.39,0.8429,34.34,117.2,115.6,22.39,1.06592
De'Aaron Fox,2024-11-22,43,29,7,7,1,0.0,0.5,0.143,0.594,28.4,6.7,3,0.8,116.0,108.0,24.0,16,0,0,32.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1.2,3.3,0.5114000000000001,0.4043,0.8429,34.27,119.8,115.1,23.4,0.952015
De'Aaron Fox,2024-11-24,38,31,1,5,2,0.0,0.625,0.75,0.728,27.7,11.1,2,0.667,142.0,118.0,25.6,17,1,0,32.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1.4,3.1,0.5215000000000001,0.4293,0.8346,33.79,122.4,114.9,24.18,1.17205
De'Aaron Fox,2024-11-25,40,14,3,5,1,0.0,0.333,0.167,0.418,23.0,-11.4,4,0.75,80.0,137.0,4.9,18,1,0,31.6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,1.4,3.4,0.5254,0.421,0.8196,33.3,118.8,117.0,23.51,0.983973
De'Aaron Fox,2024-11-27,38,26,8,8,2,0.0,0.455,0.375,0.537,31.4,3.1,5,0.6,103.0,104.0,18.4,19,0,0,31.1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.5,3.2,0.5109,0.4185,0.7963000000000001,32.760000000000005,119.3,116.0,23.84,1.06038
De'Aaron Fox,2024-11-29,36,22,5,5,0,0.0,0.444,0.167,0.522,31.3,-9.8,5,0.714,97.0,123.0,10.6,20,0,0,31.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6,1.5,3.7,0.5117999999999999,0.4352,0.7677,33.459999999999994,118.2,117.7,23.08,1.25665
De'Aaron Fox,2024-12-01,37,23,6,9,2,1.0,0.391,0.375,0.482,27.9,3.8,2,1.0,121.0,128.0,20.1,21,1,0,31.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.2,1.6,3.8,0.5035000000000001,0.4327,0.7676999999999999,33.52,118.3,118.0,23.39,1.23093
De'Aaron Fox,2024-12-03,37,22,6,7,3,1.0,0.474,0.667,0.579,26.0,5.7,3,0.0,115.0,112.0,19.7,22,1,1,30.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.7,3.8,0.4862,0.4493999999999999,0.6927,32.68,115.7,118.7,22.520000000000003,1.11861
De'Aaron Fox,2024-12-05,38,18,6,3,6,0.0,0.348,0.0,0.37,29.1,-1.0,4,0.667,75.0,98.0,10.6,23,0,0,26.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,3.6,0.4580999999999999,0.3894,0.6685,30.95,109.3,116.4,18.88,1.0874
De'Aaron Fox,2024-12-06,33,22,4,8,0,1.0,0.529,0.286,0.615,26.3,-0.5,2,1.0,126.0,113.0,18.0,24,0,0,23.5,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4,1.8,3.4,0.4577,0.343,0.6948,28.309999999999995,108.5,115.6,17.04,1.27845
De'Aaron Fox,2024-12-08,31,21,4,9,0,1.0,0.563,0.2,0.591,26.4,2.7,1,0.5,139.0,107.0,20.2,25,1,0,22.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6,1.7,3.1,0.4662,0.313,0.6698,27.75,111.4,114.8,17.21,0.908257
De'Aaron Fox,2024-12-12,37,18,7,8,1,1.0,0.35,0.167,0.414,29.6,-5.3,5,0.75,91.0,116.0,11.2,26,0,0,21.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,1.7,3.3,0.4511999999999999,0.3154,0.6648,27.87,108.9,115.6,15.93,1.15956
De'Aaron Fox,2024-12-16,39,29,5,7,0,1.0,0.458,0.286,0.544,30.2,-2.9,3,0.833,109.0,124.0,18.7,27,1,0,21.5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.5,3.4,0.4345,0.269,0.6814,28.12,105.6,116.2,15.239999999999998,0.912689
De'Aaron Fox,2024-12-19,36,26,3,5,3,0.0,0.412,0.4,0.595,32.3,2.1,4,0.909,106.0,108.0,17.9,28,1,0,22.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.7,3.4,0.4423999999999999,0.2923,0.6973,29.05,108.2,113.3,16.54,0.961644
De'Aaron Fox,2024-12-21,38,31,5,7,1,0.0,0.706,0.6,0.826,26.4,13.0,4,1.0,137.0,109.0,26.5,29,1,0,23.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.6,3.3,0.4674999999999999,0.3148,0.7373,28.55,111.6,113.8,17.35,0.944733
De'Aaron Fox,2024-12-22,35,23,5,7,1,0.0,0.368,0.333,0.511,29.4,3.5,2,0.875,111.0,127.0,17.1,30,1,0,23.3,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.7,3.0,0.4599,0.3314,0.7534,28.36,113.0,114.2,18.0,1.06718
De'Aaron Fox,2024-12-26,38,26,6,4,0,2.0,0.44,0.286,0.494,34.1,-4.2,3,0.667,98.0,117.0,14.3,31,1,0,23.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.5,3.1,0.4648,0.3224999999999999,0.7201000000000001,28.98,110.7,113.1,17.419999999999998,1.14243
De'Aaron Fox,2024-12-28,39,29,5,12,4,1.0,0.48,0.111,0.516,33.4,5.9,3,0.571,115.0,126.0,26.3,32,0,0,24.3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6,3.1,0.4654,0.2669,0.7772,29.72,110.7,114.5,18.08,1.15527
De'Aaron Fox,2024-12-30,35,33,6,6,1,0.0,0.565,0.429,0.655,28.7,14.0,1,0.8,142.0,98.0,26.5,33,1,0,25.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.1,2.8,0.4871,0.3097999999999999,0.7905,29.68,117.4,114.5,19.67,1.19929
De'Aaron Fox,2025-01-01,38,35,3,4,0,1.0,0.813,0.5,0.897,25.8,10.3,3,0.875,156.0,116.0,28.8,34,1,0,27.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.1,2.9,0.5155,0.3312,0.778,29.629999999999995,120.4,114.8,20.75,1.00012
De'Aaron Fox,2025-01-03,40,23,3,5,3,0.0,0.304,0.125,0.427,28.3,-9.2,1,0.889,99.0,126.0,14.1,35,1,0,27.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.4,2.9,0.4896,0.3237,0.8169000000000001,29.82,116.4,116.7,20.14,1.01106
De'Aaron Fox,2025-01-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,1,25.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,1.3,2.4,0.4545999999999999,0.307,0.7419,26.86,107.3,105.1,19.02,1.09073
De'Aaron Fox,2025-01-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,1,1,22.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3,2.1,0.4088,0.2784,0.6586000000000001,23.84,96.4,92.7,17.15,1.29616
De'Aaron Fox,2025-01-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,20.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,1.7,0.3676,0.2384,0.5677000000000001,20.61,85.8,81.9,15.36,1.08371
De'Aaron Fox,2025-01-12,33,26,9,3,0,1.0,0.563,0.5,0.714,26.3,6.4,2,0.8,136.0,120.0,22.3,39,0,0,19.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.9,1.5,0.3533,0.2284,0.5477000000000001,20.6,85.7,83.0,14.94,0.986726
De'Aaron Fox,2025-01-14,38,20,11,6,0,2.0,0.391,0.25,0.435,30.9,-6.4,4,0.0,84.0,124.0,12.0,40,0,1,19.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,1.7,0.3556,0.2201,0.4602,20.75,83.0,82.7,14.43,1.38289
