Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Anthony Edwards,32,9,3,1,1,0.0,0.364,0.2,0.409,20.8,-12.0,5,0.0,59.0,90.0,-0.3,11,0,1,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3,1.6,3.4,0.4153,0.2921,0.5797,29.76,95.7,108.5,14.65,1.02083,10,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Anthony Edwards,34,21,11,3,0,0.0,0.409,0.333,0.459,31.9,-5.7,4,0.5,85.0,127.0,11.0,12,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.1,1.5,3.7,0.4198,0.2879,0.6296999999999999,30.45,94.2,112.4,14.3,1.06784,11,2021,11,13,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Anthony Edwards,39,9,12,6,1,3.0,0.182,0.167,0.33,20.9,-2.4,6,0.667,69.0,94.0,5.4,13,1,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.4,1.5,4.0,0.3945,0.2682,0.5964,29.620000000000005,90.7,110.8,13.13,0.839425,12,2021,11,15,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Anthony Edwards,40,26,5,1,0,1.0,0.458,0.4,0.542,28.4,-1.1,1,0.0,112.0,111.0,14.3,14,1,1,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.3,3.2,1.4,3.9,0.4028,0.2882,0.5131,28.880000000000003,92.0,111.0,13.14,1.00801,13,2021,11,17,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Anthony Edwards,33,13,5,6,2,2.0,0.455,0.375,0.591,20.9,3.2,4,0.0,108.0,95.0,11.6,15,1,1,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.7,3.7,1.6,4.0,0.4166999999999999,0.3257,0.4131,28.12,95.1,110.5,13.77,0.969032,14,2021,11,18,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Anthony Edwards,26,23,0,2,0,0.0,0.8,0.833,1.057,18.8,13.8,1,1.0,193.0,112.0,18.4,16,1,0,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.6,1.4,3.9,0.4512,0.384,0.4631,27.130000000000003,104.0,110.0,14.0,1.08189,15,2021,11,20,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Anthony Edwards,33,18,7,1,3,1.0,0.375,0.333,0.495,24.9,2.0,3,0.6,99.0,95.0,12.3,17,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.1,1.4,3.6,0.4363,0.3873,0.4231,26.57,103.1,107.3,13.18,1.08518,16,2021,11,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Anthony Edwards,43,33,14,6,3,1.0,0.481,0.4,0.601,30.5,9.4,5,1.0,111.0,95.0,25.2,18,1,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.4,1.5,3.9,0.4526,0.4023,0.5231,26.34,106.8,106.8,15.01,0.961212,17,2021,11,24,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Anthony Edwards,28,11,5,2,1,0.0,0.444,0.25,0.533,17.9,-6.4,2,0.667,101.0,132.0,7.4,19,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.3,1.3,3.7,0.4561,0.3829,0.5184,25.14,106.5,107.7,14.13,0.971898,18,2021,11,26,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Anthony Edwards,48,19,6,7,3,1.0,0.381,0.125,0.434,25.4,-0.2,4,1.0,92.0,104.0,13.5,20,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.5,1.4,3.5,0.4349,0.3416,0.5434,24.04,102.9,105.5,11.88,1.12159,19,2021,11,27,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Anthony Edwards,39,21,9,5,3,0.0,0.368,0.286,0.485,24.8,4.5,0,0.833,110.0,94.0,18.5,21,1,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,3.9,1.6,3.0,0.4352999999999999,0.3501999999999999,0.6267,24.44,108.0,105.9,13.76,1.16803,20,2021,11,29,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Anthony Edwards,38,25,3,3,1,1.0,0.412,0.444,0.609,26.4,4.8,3,0.875,115.0,120.0,17.2,22,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,3.9,1.7,2.9,0.4356,0.3613,0.6642,23.89,111.0,105.2,14.38,1.23552,21,2021,12,1,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Anthony Edwards,37,19,2,4,3,0.0,0.438,0.143,0.535,28.3,-3.9,8,1.0,81.0,107.0,8.6,23,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.7,1.9,3.1,0.4612,0.3589,0.6975,24.630000000000003,112.2,106.5,14.7,1.13067,22,2021,12,3,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Anthony Edwards,40,20,1,7,2,3.0,0.316,0.333,0.462,26.9,-1.0,4,1.0,98.0,127.0,14.0,24,1,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.3,2.1,3.4,0.4469999999999999,0.3522,0.7975,24.48,110.8,108.1,14.669999999999998,1.2945,23,2021,12,6,0,-2.4492935982947064e-16,1.0,0.0,1.0
Anthony Edwards,34,18,2,5,1,0.0,0.438,0.5,0.533,21.6,0.6,1,0.0,110.0,136.0,11.7,25,1,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.9,4.2,2.0,3.1,0.4453,0.3647,0.7975,24.55,111.0,112.2,14.679999999999998,1.11383,24,2021,12,8,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Anthony Edwards,33,13,4,2,2,1.0,0.353,0.125,0.382,24.9,-7.1,3,0.0,71.0,117.0,5.8,26,1,1,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.2,2.2,3.3,0.4005999999999999,0.2939,0.6975,25.16,98.8,112.7,13.419999999999998,0.921959,25,2021,12,10,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Anthony Edwards,29,24,4,3,1,0.0,0.538,0.286,0.708,26.9,6.2,2,0.889,134.0,111.0,18.0,27,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.4,2.0,3.2,0.4168999999999999,0.2892,0.7263999999999999,25.36,102.3,114.3,13.99,1.00959,26,2021,12,12,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Anthony Edwards,34,38,5,1,1,1.0,0.667,0.714,0.905,31.0,18.8,2,0.0,148.0,109.0,30.0,28,0,1,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.9,1.8,2.9,0.4355,0.3206,0.6264,25.41,106.0,115.7,14.47,1.03058,27,2021,12,15,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Anthony Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,1,1,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.7,1.7,2.7,0.3911,0.2956,0.5597,23.62,95.9,102.5,13.73,0.955773,28,2021,12,17,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Anthony Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,1,1,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4,2.3,0.353,0.2831,0.4596999999999999,21.08,86.7,92.1,12.38,0.983343,29,2021,12,19,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Anthony Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,0,1,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.5,1.1,2.3,0.3162,0.2545,0.3763999999999999,18.6,75.7,82.7,10.529999999999998,1.1552,30,2021,12,21,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Anthony Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,0,1,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,2.2,1.0,2.0,0.275,0.2101,0.2889,15.96,64.2,70.7,8.809999999999999,0.945101,31,2021,12,23,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Anthony Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.8,0.7,1.2,0.2312,0.1958,0.1889,13.13,56.1,60.0,7.95,1.14021,32,2021,12,27,0,-2.4492935982947064e-16,1.0,0.0,1.0
Anthony Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,1,1,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1,0.5,0.8,0.1996,0.1625,0.0889,10.44,46.3,47.3,6.55,0.918933,33,2021,12,28,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Anthony Edwards,32,26,3,2,0,0.0,0.429,0.4,0.56,34.1,-2.5,2,0.8,106.0,126.0,12.4,35,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,0.8,0.4,0.9,0.1987,0.1525,0.1689,11.69,45.9,46.3,6.62,1.0521,34,2021,12,31,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
