Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_PHI,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Tyrese Maxey,2024-11-27,45,39,2,10,5,0.0,0.412,0.5,0.539,38.7,10.0,4,1.0,111.0,109.0,27.8,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.3,2.1,1.2,0.6,0.1675,0.15,0.4,12.2,46.9,45.5,7.069999999999999,1.006
Tyrese Maxey,2024-11-30,35,28,4,6,2,0.0,0.458,0.5,0.563,32.8,6.3,2,0.5,119.0,98.0,19.8,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.7,2.7,1.4,0.8,0.2133,0.2,0.45,15.48,58.8,55.3,9.05,1.04087
Tyrese Maxey,2024-12-03,37,21,3,7,2,1.0,0.313,0.143,0.504,27.8,0.7,1,0.909,118.0,114.0,18.5,19,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2.0,3.4,1.6,0.9,0.2446,0.2143,0.5408999999999999,18.26,70.6,66.7,10.9,1.07619
Tyrese Maxey,2024-12-04,38,16,4,6,2,0.0,0.368,0.0,0.402,28.5,-8.1,4,1.0,87.0,118.0,8.5,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.4,4.0,1.8,1.3,0.2814,0.2143,0.6409,21.11,79.3,78.5,11.75,1.12886
Tyrese Maxey,2024-12-06,35,16,2,2,3,0.0,0.294,0.143,0.398,26.6,-4.2,1,0.714,88.0,97.0,8.1,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,2.6,4.2,2.1,1.4,0.3108,0.2286,0.7123,23.77,88.1,88.2,12.56,1.09091
Tyrese Maxey,2024-12-08,42,25,11,14,1,0.0,0.455,0.25,0.546,25.6,5.7,3,1.0,118.0,100.0,23.5,22,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,3.7,5.6,2.2,1.7,0.3563,0.2536,0.8122999999999999,26.33,99.9,98.2,14.91,1.25475
Tyrese Maxey,2024-12-13,37,22,3,2,1,1.0,0.467,0.6,0.608,27.6,-4.6,6,0.714,95.0,124.0,10.3,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,4.0,5.8,2.3,2.3,0.403,0.3136,0.8836999999999999,29.09,109.4,110.6,15.94,1.08406
Tyrese Maxey,2024-12-16,40,40,5,5,4,0.0,0.429,0.5,0.593,40.0,4.7,4,0.769,118.0,103.0,28.2,24,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.2,6.1,2.6,2.6,0.4227999999999999,0.3636,0.8606,29.829999999999995,114.1,108.8,18.56,1.01466
Tyrese Maxey,2024-12-20,38,23,4,6,1,1.0,0.5,0.364,0.609,25.1,1.2,2,0.5,118.0,112.0,18.3,25,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,4.2,6.2,2.3,2.8,0.4080999999999999,0.35,0.8106,29.54,109.4,110.2,17.71,1.17957
Tyrese Maxey,2024-12-21,33,27,1,3,1,0.0,0.381,0.5,0.551,33.8,6.8,1,0.75,117.0,136.0,17.1,26,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,3.9,6.1,2.2,2.8,0.4077,0.35,0.7856,30.65,108.9,111.1,18.009999999999998,0.96099
Tyrese Maxey,2024-12-23,41,32,10,8,3,0.0,0.48,0.455,0.588,29.1,11.7,1,0.6,124.0,100.0,28.7,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,4.7,5.9,2.0,2.5,0.4145,0.3455,0.7455999999999999,29.69,110.2,110.2,18.1,0.92236
Tyrese Maxey,2024-12-25,41,33,4,12,3,1.0,0.522,0.333,0.644,32.9,10.9,3,1.0,130.0,117.0,31.6,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,4.7,6.5,2.1,2.6,0.4208999999999999,0.3288,0.7956,29.7,111.3,112.1,19.28,1.01029
Tyrese Maxey,2024-12-28,41,32,0,6,2,1.0,0.391,0.385,0.584,32.4,2.7,2,0.9,121.0,122.0,22.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.6,4.4,6.4,2.1,2.7,0.4286999999999999,0.353,0.7947,30.16,111.6,112.9,19.71,1.21197
Tyrese Maxey,2024-12-30,36,23,1,3,1,0.0,0.538,0.429,0.735,24.4,-1.7,4,1.0,125.0,109.0,14.5,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.3,4.1,6.1,2.0,2.7,0.4457,0.3959,0.7947,29.75,115.4,112.0,20.31,1.16121
Tyrese Maxey,2025-01-01,42,27,2,7,5,1.0,0.435,0.3,0.545,29.8,3.9,4,1.0,106.0,111.0,20.9,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.4,4.1,6.6,2.2,3.0,0.4598000000000001,0.4115999999999999,0.8233,30.07,117.2,113.4,21.59,0.93985
Tyrese Maxey,2025-01-02,32,14,3,6,4,2.0,0.308,0.333,0.474,24.9,1.4,3,1.0,92.0,128.0,13.2,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,3.3,5.8,2.5,3.0,0.4451,0.4199,0.8233,30.0,114.6,116.2,20.56,1.03622
Tyrese Maxey,2025-01-04,32,18,2,7,0,0.0,0.417,0.333,0.597,25.4,-4.0,4,0.857,110.0,98.0,12.7,33,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,3.2,6.3,2.4,2.8,0.4401,0.3932,0.8375999999999999,29.78,116.1,113.6,20.8,1.07004
Tyrese Maxey,2025-01-06,44,31,0,10,2,0.0,0.44,0.429,0.57,31.5,6.6,4,0.6,112.0,115.0,21.7,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.7,6.8,2.2,2.8,0.4412,0.3861,0.8207000000000001,28.93,115.5,114.8,20.15,1.27951
Tyrese Maxey,2025-01-08,39,29,3,6,2,0.0,0.407,0.214,0.489,36.2,-1.7,1,0.667,109.0,113.0,19.0,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,2.6,6.8,2.3,2.7,0.4319,0.3711,0.8374,30.04,114.6,114.9,20.22,1.35389
Tyrese Maxey,2025-01-10,41,30,6,12,1,0.0,0.5,0.25,0.638,26.7,9.1,1,1.0,149.0,129.0,30.6,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,3.1,7.7,2.3,2.7,0.4438000000000001,0.3460999999999999,0.8624,29.33,117.8,114.2,21.57,1.25
Tyrese Maxey,2025-01-12,39,29,4,5,3,0.0,0.368,0.333,0.587,38.0,-0.9,6,0.923,102.0,107.0,18.2,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,2.5,7.4,2.3,3.2,0.4326,0.3339,0.8947,30.22000000000001,115.6,114.9,20.520000000000003,1.10506
Tyrese Maxey,2025-01-14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,2.1,6.2,2.0,2.9,0.3803999999999999,0.3006,0.7947,26.93,102.6,103.2,17.360000000000003,0.870362
Tyrese Maxey,2025-01-15,46,33,6,6,1,1.0,0.406,0.222,0.482,40.3,-5.8,4,1.0,102.0,131.0,19.1,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,2.7,6.2,1.9,3.1,0.3819,0.2843,0.8047000000000001,27.72000000000001,100.7,104.1,16.990000000000002,1.21375
Tyrese Maxey,2025-01-18,39,28,1,3,0,0.0,0.435,0.286,0.546,29.5,-0.3,0,1.0,119.0,129.0,17.1,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,2.7,6.2,1.8,2.7,0.3716,0.27,0.8047000000000001,28.23,100.1,106.1,17.25,0.939408
Tyrese Maxey,2025-01-19,41,37,6,7,1,0.0,0.5,0.4,0.631,34.7,7.5,2,1.0,120.0,126.0,28.3,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,3.1,6.2,1.4,2.5,0.3781,0.28,0.8047000000000001,28.72,101.5,107.6,17.990000000000002,1.08278
Tyrese Maxey,2025-01-21,34,28,2,10,2,0.0,0.524,0.3,0.627,31.4,7.8,2,1.0,125.0,148.0,24.9,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,3.0,6.6,1.2,2.4,0.3997,0.2767,0.8047000000000001,29.370000000000005,104.8,109.6,19.160000000000004,0.998378
Tyrese Maxey,2025-01-24,40,29,3,7,2,2.0,0.5,0.5,0.688,24.0,8.0,2,1.0,151.0,128.0,26.8,43,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,3.1,6.6,1.4,2.2,0.408,0.2934,0.819,29.23,108.9,112.6,20.57,1.08175
Tyrese Maxey,2025-01-25,43,31,5,9,2,1.0,0.522,0.385,0.649,27.4,9.8,3,1.0,122.0,98.0,27.2,44,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,3.6,6.5,1.4,2.1,0.4162,0.289,0.859,28.82,109.9,110.9,21.12,1.25675
Tyrese Maxey,2025-01-28,36,43,3,2,2,0.0,0.577,0.364,0.718,37.2,13.2,1,1.0,145.0,108.0,32.5,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,3.6,6.1,1.4,2.1,0.4332,0.304,0.8923,28.92,113.5,110.4,22.47,1.04928
Tyrese Maxey,2025-01-29,38,30,4,8,0,1.0,0.5,0.167,0.573,36.5,-0.4,3,1.0,114.0,117.0,21.7,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.8,3.4,5.7,1.3,2.3,0.4332,0.2957,0.8923,29.9,110.0,109.2,21.58,0.993146
Tyrese Maxey,2025-01-31,39,42,2,9,2,0.0,0.577,0.545,0.711,38.2,4.4,5,0.75,135.0,142.0,32.1,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,3.2,6.1,1.2,2.2,0.4541,0.3169,0.875,29.920000000000005,113.3,112.7,22.97,1.22321
Tyrese Maxey,2025-02-02,40,34,3,6,0,0.0,0.429,0.625,0.658,31.7,4.8,2,1.0,134.0,131.0,24.4,48,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,3.5,6.7,1.2,2.4,0.497,0.3794,0.975,33.09,126.7,125.8,25.41,1.08729
Tyrese Maxey,2025-02-04,40,33,4,13,2,0.0,0.591,0.273,0.682,30.0,9.3,3,0.8,136.0,123.0,30.5,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,3.3,7.4,1.3,2.3,0.5155000000000001,0.3845,0.955,32.06,130.1,125.0,26.55,1.33503
Tyrese Maxey,2025-02-05,38,31,3,5,4,0.0,0.393,0.273,0.506,36.2,6.8,1,1.0,107.0,108.0,22.4,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,3.5,7.6,1.7,2.4,0.5113,0.3832,0.955,32.730000000000004,128.9,122.9,27.08,1.26787
Tyrese Maxey,2025-02-07,39,27,3,7,2,0.0,0.45,0.4,0.596,31.6,-0.5,4,0.833,111.0,129.0,19.6,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,3.2,7.6,1.8,2.6,0.5063,0.3832,0.9383,32.42,128.0,123.2,26.21,1.09411
Tyrese Maxey,2025-02-09,40,39,4,5,1,1.0,0.696,0.5,0.802,30.4,6.4,4,0.667,136.0,137.0,31.3,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,3.4,7.1,1.7,2.8,0.5235,0.4032,0.905,32.32,129.1,122.1,26.85,1.1258
