Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kawhi Leonard,2024-12-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17572
Kawhi Leonard,2024-12-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15587
Kawhi Leonard,2024-12-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10168
Kawhi Leonard,2025-01-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04154
Kawhi Leonard,2025-01-04,19,12,3,1,1,0.0,0.364,0.6,0.487,29.4,-6.1,2,0.333,86.0,99.0,5.7,35,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.1,0.1,0.2,0.0364,0.06,0.0333,2.94,8.6,9.9,0.5700000000000001,1.15857
Kawhi Leonard,2025-01-06,21,8,2,2,1,0.0,0.273,0.4,0.364,24.6,-6.0,1,0.0,83.0,117.0,3.5,36,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.3,0.2,0.3,0.0637,0.1,0.0333,5.4,16.9,21.6,0.92,1.15618
Kawhi Leonard,2025-01-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.3,0.2,0.3,0.0637,0.1,0.0333,5.4,16.9,21.6,0.92,1.20639
Kawhi Leonard,2025-01-13,21,6,5,1,2,0.0,0.333,0.0,0.333,19.0,-4.2,0,0.0,79.0,94.0,5.5,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.0,0.4,0.4,0.3,0.097,0.1,0.0333,7.3,24.8,31.0,1.47,0.94401
Kawhi Leonard,2025-01-15,24,23,2,0,1,0.0,0.727,0.0,0.817,28.1,9.0,1,1.0,153.0,75.0,19.1,39,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1.2,0.4,0.5,0.4,0.1697,0.1,0.1333,10.11,40.1,38.5,3.38,1.12343
Kawhi Leonard,2025-01-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.9,1.2,0.4,0.5,0.4,0.1697,0.1,0.1333,10.11,40.1,38.5,3.38,1.30081
Kawhi Leonard,2025-01-19,24,19,1,4,1,0.0,0.692,0.333,0.731,25.6,10.7,1,0.0,142.0,112.0,16.6,41,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.3,0.8,0.6,0.5,0.2389,0.1333,0.1333,12.67,54.3,49.7,5.040000000000001,1.07604
Kawhi Leonard,2025-01-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.3,0.8,0.6,0.5,0.2389,0.1333,0.1333,12.67,54.3,49.7,5.040000000000001,1.09589
Kawhi Leonard,2025-01-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.3,0.8,0.6,0.5,0.2389,0.1333,0.1333,12.67,54.3,49.7,5.040000000000001,0.862835
Kawhi Leonard,2025-01-23,24,15,7,1,1,0.0,0.438,0.2,0.469,33.7,-7.4,3,0.0,77.0,89.0,7.4,44,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,2.0,0.9,0.7,0.8,0.2827,0.1533,0.1333,16.04,62.0,58.6,5.78,1.06872
Kawhi Leonard,2025-01-25,24,18,3,4,0,0.0,0.471,0.286,0.529,28.7,3.1,0,0.0,122.0,122.0,12.6,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,2.0,1.2,0.6,0.6,0.2934,0.1219,0.1,15.97,65.6,60.9,6.470000000000001,0.943605
Kawhi Leonard,2025-01-27,28,17,5,2,2,1.0,0.5,0.2,0.571,28.8,-0.4,3,1.0,103.0,114.0,12.2,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,2.3,1.2,0.7,0.8,0.3161,0.1019,0.2,16.39,67.6,60.6,7.340000000000001,1.09232
Kawhi Leonard,2025-01-29,29,27,6,7,0,1.0,0.579,0.5,0.664,30.2,13.0,1,1.0,153.0,119.0,24.5,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,2.9,1.9,0.7,0.9,0.374,0.1519,0.3,19.41,82.9,72.5,9.79,1.3044
Kawhi Leonard,2025-01-31,28,21,9,2,1,1.0,0.471,0.571,0.587,33.0,0.8,3,0.5,103.0,102.0,13.9,48,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.3,2.0,0.6,1.2,0.3878,0.209,0.35,20.81,85.3,73.3,10.63,1.11007
Kawhi Leonard,2025-02-02,27,14,6,3,1,0.0,0.333,0.2,0.354,39.4,-16.6,4,0.25,71.0,122.0,2.7,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.1,3.7,2.3,0.6,1.5,0.3484,0.229,0.275,21.94,77.1,78.0,8.99,1.19667
Kawhi Leonard,2025-02-04,22,11,6,2,0,3.0,0.364,0.5,0.463,25.7,-0.2,1,1.0,90.0,122.0,9.2,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,4.3,2.5,0.6,1.6,0.3848,0.279,0.375,24.51,86.1,90.2,9.91,1.10033
Kawhi Leonard,2025-02-06,33,19,4,4,0,1.0,0.438,0.5,0.563,27.3,-3.0,5,1.0,94.0,122.0,9.9,51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,4.6,2.5,0.5,2.0,0.3594,0.2956999999999999,0.475,24.68,81.3,91.2,9.239999999999998,1.12535
Kawhi Leonard,2025-02-08,31,10,5,3,1,0.0,0.444,0.0,0.506,20.3,-12.6,5,1.0,76.0,111.0,3.3,52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.2,5.1,2.8,0.6,2.5,0.4038,0.2956999999999999,0.575,26.71,88.9,102.3,9.57,1.20819
Kawhi Leonard,2025-02-12,34,25,5,4,3,0.0,0.474,0.333,0.59,27.5,3.6,2,1.0,122.0,107.0,20.6,53,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,5.6,3.2,0.9,2.7,0.4512,0.329,0.675,29.46,101.1,113.0,11.63,1.05029
Kawhi Leonard,2025-02-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.2,4.9,3.1,0.8,2.4,0.4074,0.309,0.675,26.09,93.4,104.1,10.89,1.13916
