Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_PHI,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,2.9,2.6,1.0,1.8,0.2231,0.1557,0.4357,14.86,50.7,55.2,6.36,1.06103,10,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paul George,36,13,4,5,4,0.0,0.267,0.333,0.398,26.3,0.7,3,0.667,81.0,101.0,9.0,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,3.3,3.1,1.4,2.1,0.2498,0.189,0.5024,17.490000000000002,58.8,65.3,7.26,0.910586,11,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Paul George,33,18,6,5,3,0.0,0.385,0.143,0.531,27.9,2.1,3,0.778,97.0,100.0,14.2,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,3.9,3.6,1.7,2.4,0.2883,0.2032999999999999,0.5801999999999999,20.28,68.5,75.3,8.68,1.24607,12,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Paul George,17,2,4,2,1,0.0,0.167,0.0,0.167,17.3,-12.5,1,0.0,59.0,119.0,0.8,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,4.3,3.8,1.8,2.5,0.305,0.2032999999999999,0.5801999999999999,22.01,74.4,87.2,8.76,1.02878,13,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,4.3,3.8,1.8,2.5,0.305,0.2032999999999999,0.5801999999999999,22.01,74.4,87.2,8.76,1.14158,14,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,3.8,3.4,1.7,1.9,0.2764,0.189,0.4945,18.82,66.7,74.9,8.309999999999999,0.862745,15,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,3.1,3.2,1.4,1.5,0.1986,0.1223,0.3944999999999999,16.03,53.6,64.1,6.58,1.006,16,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paul George,26,11,8,5,1,0.0,0.333,0.5,0.413,26.6,-5.3,3,0.667,90.0,94.0,6.9,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.5,2.9,1.4,1.8,0.2011,0.1722999999999999,0.4112,16.35,52.7,61.6,6.42,1.04087,17,2024,11,30,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Paul George,37,29,2,8,2,1.0,0.625,0.667,0.837,24.2,17.3,2,1.0,156.0,117.0,28.3,19,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,3.4,2.8,1.4,1.6,0.2303,0.2279,0.4112,15.52,59.9,63.4,8.290000000000001,1.07619,18,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.4,2.5,1.1,1.2,0.1777,0.1642999999999999,0.3112,12.23,48.3,53.1,5.92,1.12886,19,2024,12,4,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Paul George,37,21,4,9,1,0.0,0.421,0.286,0.506,27.5,4.5,2,0.75,111.0,102.0,15.8,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,2.8,3.4,1.2,1.4,0.2198,0.1929,0.3862,14.98,59.4,63.3,7.5,1.09091,20,2024,12,6,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paul George,35,12,7,2,0,1.0,0.462,0.0,0.462,17.0,-5.4,1,0.0,93.0,100.0,7.7,22,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.1,3.1,0.8,1.2,0.2393,0.1596,0.3195,14.05,60.6,63.2,7.37,1.25475,21,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Paul George,35,15,5,2,2,2.0,0.417,0.4,0.545,18.9,1.6,2,0.75,106.0,117.0,12.1,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.8,0.7,1.1,0.2425,0.1853,0.3167,13.15,61.5,64.9,7.159999999999999,1.08406,22,2024,12,13,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paul George,40,33,5,8,2,1.0,0.65,0.667,0.79,26.5,11.9,4,0.5,140.0,107.0,28.8,24,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,3.1,3.4,0.8,1.4,0.2908,0.252,0.3666999999999999,14.07,69.6,63.7,9.96,1.01466,23,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
Paul George,39,5,10,8,3,1.0,0.167,0.143,0.208,16.4,-7.5,2,0.0,80.0,102.0,6.9,25,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,4.1,4.2,1.1,1.6,0.3075,0.2663,0.3666999999999999,15.71,77.6,73.9,10.65,1.17957,24,2024,12,20,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paul George,27,11,5,1,1,0.0,0.333,0.25,0.427,25.5,-9.1,3,1.0,79.0,131.0,4.4,26,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,4.6,4.3,1.2,1.9,0.3408,0.2913,0.4667,18.26,85.5,87.0,11.09,0.96099,25,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Paul George,37,19,9,4,0,0.0,0.375,0.286,0.498,24.0,-2.9,2,0.714,103.0,109.0,12.9,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.6,5.5,4.7,1.2,2.1,0.3783,0.3198999999999999,0.5381,20.66,95.8,97.9,12.38,0.92236,26,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Paul George,34,12,4,4,3,1.0,0.267,0.0,0.358,24.7,-6.0,1,1.0,82.0,113.0,9.8,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,5.1,4.6,1.4,1.9,0.3717,0.2699,0.5714,20.47,95.0,99.8,12.67,1.01029,27,2024,12,25,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Paul George,32,13,3,2,5,0.0,0.364,0.4,0.492,20.1,-2.5,1,0.6,100.0,106.0,10.4,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.1,5.2,4.0,1.7,1.8,0.3456,0.2432,0.5314,20.06,89.4,98.7,10.88,1.21197,28,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Paul George,23,9,6,4,1,0.0,0.444,0.333,0.5,25.4,-6.7,4,0.0,98.0,104.0,5.1,30,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.8,4.4,1.8,2.2,0.39,0.2765,0.5314,22.6,99.2,109.1,11.39,1.16121,29,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
Paul George,36,30,8,5,0,1.0,0.55,0.571,0.689,32.5,2.4,5,1.0,117.0,118.0,20.0,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.9,6.2,4.0,1.7,2.5,0.4029,0.305,0.5564,23.1,99.8,110.7,11.81,0.93985,30,2025,1,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Paul George,32,19,2,0,0,0.0,0.583,0.5,0.738,20.8,-5.1,2,1.0,119.0,148.0,11.2,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,5.7,3.8,1.7,2.6,0.415,0.355,0.6564,23.48,102.4,115.5,12.16,1.03622,31,2025,1,2,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Paul George,29,17,4,6,2,0.0,0.429,0.333,0.571,24.7,3.0,2,1.0,114.0,89.0,14.2,33,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,5.6,4.2,1.7,2.6,0.4162,0.3483,0.6814,24.06,103.2,112.7,12.37,1.07004,32,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Paul George,38,13,9,5,2,0.0,0.278,0.333,0.361,23.4,-4.7,2,0.0,80.0,112.0,7.8,34,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,6.0,3.9,1.7,2.4,0.3789999999999999,0.3149,0.6314,23.75,97.2,113.2,10.27,1.27951,33,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,5.0,3.1,1.4,2.2,0.3622999999999999,0.3006,0.6314,22.11,89.2,103.0,9.58,1.35389,34,2025,1,8,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Paul George,35,25,11,5,2,0.0,0.455,0.417,0.568,31.4,2.5,3,0.0,110.0,119.0,18.6,36,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,5.6,3.5,1.5,2.2,0.3745,0.3173,0.5314,22.7,92.3,101.8,11.0,1.25,35,2025,1,10,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Paul George,37,25,10,6,1,0.0,0.5,0.625,0.625,29.8,3.3,3,0.0,112.0,107.0,17.8,37,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,5.7,3.7,1.6,2.3,0.387,0.3512,0.4599999999999999,23.28,93.2,101.6,11.49,1.10506,36,2025,1,12,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,5.3,3.3,1.3,2.2,0.3602999999999999,0.3512,0.36,20.81,85.0,90.3,10.51,0.870362,37,2025,1,14,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Paul George,43,26,3,6,3,0.0,0.45,0.375,0.586,27.9,1.5,3,1.0,117.0,127.0,19.9,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,5.3,3.7,1.1,2.4,0.3689,0.3487,0.4,21.59,86.7,92.4,11.46,1.21375,38,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.7,3.3,1.0,2.0,0.3245,0.3154,0.4,19.05,76.9,82.0,10.95,0.939408,39,2025,1,18,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,3.9,2.8,1.0,1.5,0.2695,0.2583,0.3,15.8,65.2,70.2,8.95,1.08278,40,2025,1,19,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Paul George,28,11,5,9,1,1.0,0.455,0.333,0.5,21.7,-0.7,3,0.0,104.0,146.0,11.8,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,4.2,3.7,1.1,1.6,0.2567,0.2415999999999999,0.2,15.89,63.7,70.0,9.010000000000002,0.998378,41,2025,1,21,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Paul George,36,30,5,3,1,0.0,0.524,0.545,0.672,32.1,-2.8,6,0.667,114.0,133.0,17.1,43,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.3,3.4,1.0,2.0,0.2662,0.2628,0.1667,16.63,63.7,74.4,9.3,1.08175,42,2025,1,24,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Paul George,13,9,1,1,0,0.0,0.5,0.333,0.654,27.2,1.0,1,1.0,114.0,105.0,6.0,44,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,3.5,3.0,0.8,1.9,0.2884,0.2628,0.2667,17.009999999999998,67.1,73.7,9.12,1.25675,43,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,3.5,3.0,0.8,1.9,0.2884,0.2628,0.2667,17.009999999999998,67.1,73.7,9.12,1.04928,44,2025,1,28,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Paul George,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.1,2.4,2.5,0.6,1.6,0.2429,0.2211,0.2667,13.87,56.1,61.8,7.26,0.993146,45,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
