Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Paul George,32,27,3,6,3,0.0,0.647,0.571,0.774,28.5,9.4,4,1.0,128.0,110.0,22.8,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,6.0,3.0,4.0,0.647,0.571,1.0,28.5,128.0,110.0,22.8,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Paul George,38,36,4,1,0,0.0,0.529,0.333,0.763,31.5,4.4,2,1.0,149.0,132.0,27.6,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.5,3.5,3.5,1.5,3.0,0.5880000000000001,0.4519999999999999,1.0,30.0,138.5,121.0,25.200000000000003,1.22511,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Paul George,28,19,4,5,5,0.0,0.471,0.286,0.545,27.4,12.2,1,1.0,121.0,70.0,19.0,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.33333333333333,3.6666666666666665,4.0,2.6666666666666665,2.333333333333333,0.549,0.3966666666666666,1.0,29.133333333333336,132.66666666666666,104.0,23.133333333333336,1.06179,2,2023,10,29,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Paul George,33,27,7,7,2,0.0,0.471,0.667,0.687,28.8,13.7,3,0.833,129.0,98.0,23.5,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,4.5,4.75,2.5,2.5,0.5295,0.46425,0.95825,29.05,131.75,102.5,23.225,1.04382,3,2023,10,31,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Paul George,37,35,6,1,2,0.0,0.688,0.667,0.897,26.1,13.0,3,0.875,150.0,117.0,26.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,4.8,4.0,2.4,2.6,0.5612,0.5048,0.9416,28.46,135.4,105.4,23.96,1.01428,4,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paul George,34,10,7,3,3,0.0,0.182,0.167,0.379,23.5,-6.2,4,1.0,71.0,108.0,5.5,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,5.166666666666667,3.8333333333333335,2.5,2.833333333333333,0.498,0.4484999999999999,0.9513333333333334,27.633333333333336,124.66666666666669,105.83333333333331,20.883333333333333,1.07226,5,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Paul George,39,24,7,1,3,1.0,0.35,0.2,0.51,29.1,1.8,3,1.0,98.0,100.0,15.9,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.428571428571427,5.428571428571429,3.4285714285714284,2.571428571428572,2.857142857142857,0.4768571428571428,0.413,0.9582857142857144,27.842857142857145,120.85714285714286,105.0,20.17142857142857,1.23106,6,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paul George,23,8,3,2,1,0.0,0.25,0.143,0.322,26.0,-15.8,2,1.0,77.0,146.0,0.9,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,5.125,3.25,2.375,2.75,0.4485,0.37925,0.9635,27.6125,115.375,110.125,17.7625,1.16755,7,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Paul George,37,26,7,7,2,0.0,0.5,0.429,0.651,31.6,3.0,7,0.778,104.0,105.0,17.6,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.55555555555556,5.333333333333333,3.6666666666666665,2.333333333333333,3.2222222222222223,0.4542222222222222,0.3847777777777778,0.942888888888889,28.05555555555556,114.11111111111111,109.55555555555556,17.744444444444444,1.22735,8,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Paul George,40,35,7,3,3,0.0,0.5,0.364,0.621,32.6,10.3,1,1.0,132.0,117.0,26.6,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.5,3.6,2.4,3.0,0.4588,0.3827,0.9486,28.51,115.9,110.3,18.630000000000003,1.10068,9,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
