Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jamal Murray,38,12,6,4,2,0.0,0.308,0.4,0.432,17.5,-3.4,3,1.0,87.0,104.0,8.1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,2.0,3.0,0.308,0.4,1.0,17.5,87.0,104.0,8.1,0.0,0,2024,10,24,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jamal Murray,37,22,2,5,2,0.0,0.5,0.5,0.679,22.0,6.2,2,1.0,132.0,119.0,18.7,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,4.5,2.0,2.5,0.404,0.45,1.0,19.75,109.5,111.5,13.4,1.02023,1,2024,10,26,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jamal Murray,40,17,9,7,1,0.0,0.3,0.0,0.383,23.7,-4.4,0,1.0,105.0,112.0,13.6,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,5.666666666666667,5.333333333333333,1.6666666666666667,1.6666666666666667,0.3693333333333333,0.3,1.0,21.066666666666663,108.0,111.66666666666669,13.466666666666669,1.1006,2,2024,10,28,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Jamal Murray,37,24,3,3,0,0.0,0.421,0.286,0.533,29.6,-8.7,1,0.75,110.0,135.0,13.9,4,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,5.0,4.75,1.25,1.5,0.38225,0.2965,0.9375,23.2,108.5,117.5,13.575,1.01165,3,2024,10,29,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Jamal Murray,22,6,2,3,1,0.0,0.286,0.0,0.381,14.2,-4.9,0,1.0,110.0,123.0,5.6,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,4.4,4.4,1.2,1.2,0.363,0.2372,0.95,21.4,108.8,118.6,11.98,1.21273,4,2024,11,1,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jamal Murray,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,3.6666666666666665,3.6666666666666665,1.0,1.0,0.3025,0.1976666666666666,0.7916666666666666,17.833333333333332,90.66666666666669,98.83333333333331,9.983333333333333,1.0344,5,2024,11,2,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jamal Murray,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.571428571428571,3.142857142857143,3.142857142857143,0.8571428571428571,0.8571428571428571,0.2592857142857143,0.1694285714285714,0.6785714285714286,15.285714285714286,77.71428571428571,84.71428571428571,8.557142857142857,1.08971,6,2024,11,4,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Jamal Murray,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,2.75,2.75,0.75,0.75,0.226875,0.14825,0.59375,13.375,68.0,74.125,7.4875,0.813527,7,2024,11,6,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jamal Murray,35,28,4,6,0,0.0,0.529,0.4,0.713,30.3,-2.1,4,1.0,126.0,125.0,21.1,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11111111111111,2.888888888888889,3.111111111111111,0.6666666666666666,1.1111111111111112,0.2604444444444445,0.1762222222222222,0.6388888888888888,15.255555555555556,74.44444444444444,79.77777777777777,9.0,1.16722,8,2024,11,8,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jamal Murray,38,18,1,6,0,0.0,0.412,0.333,0.469,24.2,-9.8,2,0.4,100.0,131.0,9.0,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2.7,3.4,0.6,1.2,0.2756,0.1919,0.615,16.15,77.0,84.9,9.0,1.22581,9,2024,11,10,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
