Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Trae Young,2021-10-21,ATL,,DAL,32:41,19,2,14,0,0,.375,.400,.522,30.7,0.9,5,1.000,106,96,15.6
Trae Young,2021-10-23,ATL,@,CLE,35:27,24,1,7,3,0,.364,.167,.478,32.0,9.1,2,1.000,107,104,17.6
Trae Young,2021-10-25,ATL,,DET,32:04,32,4,9,1,0,.619,.400,.703,33.0,11.8,2,1.000,145,108,28.2
Trae Young,2021-10-27,ATL,@,NOP,36:18,31,5,7,0,0,.481,.333,.547,36.2,7.7,3,1.000,117,112,21.1
Trae Young,2021-10-28,ATL,@,WAS,34:46,15,3,13,2,1,.353,.200,.409,27.5,0.6,3,.667,96,120,14.8
Trae Young,2021-10-30,ATL,@,PHI,31:43,13,2,10,0,0,.313,.250,.366,25.7,-4.8,3,.500,91,128,6.8
Trae Young,2021-11-01,ATL,,WAS,36:03,26,4,6,1,0,.438,.167,.624,33.5,-4.8,6,1.000,111,122,17.2
Trae Young,2021-11-03,ATL,@,BRK,36:46,21,9,10,0,0,.273,.333,.411,31.4,-1.2,2,.875,106,123,16.1
Trae Young,2021-11-04,ATL,,UTA,34:11,21,4,7,1,1,.400,.000,.473,33.2,1.7,2,1.000,102,125,16.0
Trae Young,2021-11-06,ATL,@,PHO,39:14,31,2,13,0,0,.435,.444,.584,33.4,5.3,6,.875,115,121,21.4
Trae Young,2021-11-08,ATL,@,GSW,32:06,28,3,9,1,0,.550,.500,.657,34.0,7.2,4,.667,120,124,21.4
Trae Young,2021-11-09,ATL,@,UTA,35:13,27,0,6,1,0,.476,.455,.617,37.8,0.7,6,1.000,100,124,14.7
Trae Young,2021-11-12,ATL,@,DEN,32:26,30,5,9,1,0,.563,.600,.735,34.1,16.8,5,.900,128,112,24.6
Trae Young,2021-11-14,ATL,,MIL,31:58,42,8,10,1,0,.615,.615,.781,41.7,27.8,5,1.000,148,104,35.2
Trae Young,2021-11-15,ATL,,ORL,30:25,23,4,6,1,0,.429,.429,.505,39.8,-11.0,5,.500,93,113,10.9
Trae Young,2021-11-17,ATL,,BOS,35:05,18,0,11,1,0,.333,.000,.549,30.7,-5.2,6,1.000,105,115,13.1
Trae Young,2021-11-20,ATL,,CHO,34:24,19,4,9,1,0,.333,.286,.525,29.8,-0.9,4,1.000,110,114,15.0
Trae Young,2021-11-22,ATL,,OKC,31:55,30,4,6,1,0,.450,.556,.650,37.3,9.4,2,1.000,130,114,23.6
Trae Young,2021-11-24,ATL,@,SAS,30:07,31,7,11,2,0,.636,.333,.677,36.9,16.7,2,.500,140,106,30.2
Trae Young,2021-11-26,ATL,@,MEM,27:24,31,1,10,0,0,.750,.750,.852,35.3,15.1,4,.800,147,110,27.5
Trae Young,2021-11-27,ATL,,NYK,39:11,33,4,7,0,0,.455,.500,.625,33.4,10.9,3,.800,121,115,23.5
Trae Young,2021-12-01,ATL,@,IND,37:06,33,8,10,2,0,.481,.300,.574,40.6,4.8,4,1.000,117,113,26.3
Trae Young,2021-12-03,ATL,,PHI,36:00,25,4,10,0,1,.364,.400,.490,38.1,3.1,4,.875,106,110,16.1
Trae Young,2021-12-05,ATL,,CHO,36:26,25,4,15,1,0,.409,.400,.526,35.3,-0.9,6,.750,111,135,19.9
Trae Young,2021-12-06,ATL,@,MIN,35:54,29,7,11,2,0,.389,.444,.611,35.4,6.4,5,.846,126,115,25.6
Trae Young,2021-12-10,ATL,,BRK,35:43,31,7,10,2,0,.370,.250,.494,43.5,6.5,7,.900,104,115,21.4
Trae Young,2021-12-13,ATL,,HOU,35:31,41,4,9,1,0,.636,.556,.790,40.3,8.4,7,.889,131,133,31.5
Trae Young,2021-12-15,ATL,@,ORL,30:23,28,4,4,2,0,.500,.125,.579,37.9,5.3,1,1.000,118,102,22.0
Trae Young,2021-12-17,ATL,,DEN,33:56,34,3,10,2,0,.444,.167,.541,42.5,6.1,4,.900,111,126,24.6
