Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Victor Wembanyama,2024-11-11,34,34,14,6,1,3.0,0.591,0.5,0.743,34.3,20.7,3,1.0,140.0,92.0,33.5,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,10.7,2.9,1.5,3.6,0.4404,0.294,0.9042,28.83,101.6,97.7,17.97,1.0079
Victor Wembanyama,2024-11-13,32,50,6,2,1,3.0,0.621,0.5,0.758,43.7,15.7,1,0.667,140.0,119.0,40.2,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.1,10.6,3.0,1.6,3.4,0.4436999999999999,0.304,0.8834,29.75,103.0,99.1,19.81,1.0286
Victor Wembanyama,2024-11-15,34,28,14,5,1,2.0,0.48,0.308,0.56,39.2,3.2,5,0.0,105.0,118.0,21.6,13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,10.0,3.0,1.7,3.5,0.4488,0.3148,0.8333999999999999,31.4,103.7,100.8,20.44,1.12909
Victor Wembanyama,2024-11-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,9.2,2.8,1.7,3.1,0.4288,0.3148,0.7333999999999999,29.72,96.5,90.8,19.92,1.15303
Victor Wembanyama,2024-11-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,8.3,2.1,1.2,2.8,0.3838,0.284,0.6334,26.64,85.0,83.6,17.19,1.21623
Victor Wembanyama,2024-11-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.7,7.7,1.8,1.1,2.5,0.3371,0.2697,0.5334,23.81,75.2,73.3,16.05,1.20902
Victor Wembanyama,2024-11-23,34,25,7,9,1,3.0,0.429,0.308,0.549,36.6,11.9,4,0.75,105.0,98.0,19.8,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,7.1,2.4,0.9,2.7,0.3390999999999999,0.2783,0.5084,24.12,74.8,73.4,15.52,1.06286
Victor Wembanyama,2024-11-26,37,34,7,2,1,3.0,0.565,0.429,0.712,29.7,9.3,2,1.0,130.0,112.0,27.3,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.7,7.2,2.6,0.9,2.5,0.3527,0.3045,0.5084,23.75,79.8,72.9,17.36,1.01569
Victor Wembanyama,2024-11-27,33,20,10,2,2,3.0,0.45,0.222,0.5,32.2,-0.4,4,0.0,89.0,116.0,14.9,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,7.4,2.6,0.7,2.5,0.3669,0.2934,0.4417,24.4,80.6,74.8,17.77,1.22928
Victor Wembanyama,2024-12-01,37,34,14,11,1,3.0,0.647,0.556,0.811,31.4,17.1,5,0.778,145.0,116.0,34.5,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,7.2,3.7,0.8,2.4,0.3783,0.2823,0.4195,24.71,85.4,77.1,19.18,1.14186
Victor Wembanyama,2024-12-03,34,15,13,7,1,1.0,0.333,0.111,0.397,26.1,1.8,4,1.0,84.0,103.0,11.3,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.6,7.1,3.8,0.8,2.5,0.3525,0.2434,0.4195,23.890000000000004,79.8,78.2,16.96,1.06061
Victor Wembanyama,2024-12-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,6.5,3.6,0.7,2.4,0.2904,0.1934,0.3528,19.52,65.8,66.3,12.94,0.961584
Victor Wembanyama,2024-12-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.8,5.1,3.1,0.6,1.9,0.2424,0.1626,0.3528,15.6,55.3,54.5,10.78,1.05263
Victor Wembanyama,2024-12-08,26,25,10,1,0,3.0,0.563,0.429,0.704,32.3,8.9,3,1.0,124.0,111.0,20.6,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,6.1,3.2,0.6,2.2,0.2987,0.2055,0.4528,18.83,67.7,65.6,12.839999999999998,1.15087
Victor Wembanyama,2024-12-13,34,28,7,7,1,2.0,0.421,0.333,0.598,34.1,6.3,3,1.0,127.0,117.0,23.5,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.1,6.8,3.9,0.7,2.5,0.3408,0.2387999999999999,0.5528000000000001,22.24,80.4,77.3,15.189999999999998,1.09212
Victor Wembanyama,2024-12-15,33,20,12,5,0,7.0,0.4,0.143,0.469,31.9,5.3,4,1.0,88.0,94.0,16.0,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,8.0,4.4,0.7,2.9,0.3807999999999999,0.2531,0.6528,25.43,89.2,86.7,16.79,0.859365
Victor Wembanyama,2024-12-19,37,42,6,5,2,4.0,0.542,0.467,0.717,38.1,15.3,5,0.75,121.0,104.0,34.3,27,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,7.9,4.0,0.8,3.0,0.3921,0.269,0.6528,25.58,90.8,87.3,18.24,1.04774
Victor Wembanyama,2024-12-21,30,30,7,3,0,10.0,0.5,0.5,0.72,31.2,26.0,1,0.909,148.0,84.0,33.0,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.4,7.9,4.1,0.7,2.9,0.3856,0.2761,0.6437,25.73,92.6,84.5,18.81,1.21942
Victor Wembanyama,2024-12-23,36,26,9,4,0,8.0,0.474,0.462,0.654,30.6,9.9,5,1.0,102.0,98.0,22.0,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,7.8,4.3,0.5,3.0,0.388,0.3001,0.7437,25.57,93.9,82.7,19.52,1.27951
Victor Wembanyama,2024-12-25,40,42,18,4,1,4.0,0.516,0.375,0.641,41.4,12.2,4,1.0,115.0,109.0,35.1,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,8.2,3.6,0.5,2.9,0.3748999999999999,0.282,0.7659,26.57,90.9,82.0,19.58,1.16632
Victor Wembanyama,2024-12-27,35,19,7,4,0,6.0,0.5,0.5,0.638,23.1,6.0,3,1.0,108.0,89.0,16.5,31,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,7.6,3.3,0.4,2.8,0.3916,0.3208999999999999,0.7659,26.27,93.3,80.6,20.1,1.00889
Victor Wembanyama,2024-12-29,37,34,8,2,1,2.0,0.433,0.333,0.528,39.7,7.8,1,0.8,105.0,113.0,23.8,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,8.4,3.5,0.5,2.9,0.4349,0.3541999999999999,0.8459,30.24,103.8,91.9,22.48,1.13346
Victor Wembanyama,2024-12-31,26,27,9,5,1,3.0,0.556,0.167,0.64,37.4,17.3,2,0.857,128.0,79.0,24.5,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,9.3,4.0,0.6,3.1,0.4905,0.3709,0.9316,33.98,116.6,99.8,24.93,1.12732
Victor Wembanyama,2025-01-03,33,35,18,4,1,2.0,0.636,0.667,0.737,37.5,14.2,7,0.75,111.0,97.0,27.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,10.1,4.3,0.7,3.5,0.4978000000000001,0.3947,0.9066,34.5,115.3,98.4,25.630000000000003,1.0669
Victor Wembanyama,2025-01-04,39,20,23,3,1,4.0,0.368,0.167,0.482,26.7,3.3,4,1.0,86.0,93.0,16.7,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,11.7,3.9,0.7,3.6,0.4925,0.3781,0.9066,33.760000000000005,111.2,96.0,24.95,1.09298
Victor Wembanyama,2025-01-06,35,23,14,4,0,8.0,0.409,0.364,0.503,33.0,3.2,5,0.5,91.0,99.0,18.0,36,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,11.9,3.8,0.7,3.7,0.4933999999999999,0.4002,0.8566,33.870000000000005,111.5,96.5,25.15,1.18952
Victor Wembanyama,2025-01-08,33,10,10,1,2,3.0,0.4,0.333,0.5,16.6,-4.8,3,0.0,89.0,113.0,9.4,37,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,12.3,3.4,0.7,3.5,0.4791999999999999,0.3868,0.7816000000000001,31.72,108.3,97.4,22.66,0.994739
Victor Wembanyama,2025-01-13,34,23,8,5,3,2.0,0.588,0.333,0.643,24.3,11.0,1,0.5,137.0,100.0,24.0,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,12.4,3.6,1.0,3.5,0.488,0.3701,0.7407,31.03,107.2,99.0,21.76,1.26848
Victor Wembanyama,2025-01-15,37,13,12,2,2,8.0,0.263,0.3,0.342,23.2,-0.7,1,0.0,71.0,108.0,12.1,39,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,12.7,3.4,1.2,3.1,0.4669,0.3539,0.6407,30.29,104.1,100.0,20.77,1.15551
Victor Wembanyama,2025-01-17,31,19,12,3,1,6.0,0.421,0.429,0.5,32.0,2.7,4,0.0,90.0,124.0,16.6,40,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,12.1,3.3,1.2,3.1,0.4574000000000001,0.3593,0.5407,29.35,101.6,101.5,18.92,1.09056
Victor Wembanyama,2025-01-19,30,21,10,3,0,1.0,0.444,0.375,0.509,33.3,-2.3,3,0.333,94.0,128.0,12.4,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,12.4,3.2,1.2,3.1,0.4518,0.3468,0.474,30.37,100.2,105.4,18.51,1.33216
Victor Wembanyama,2025-01-23,32,30,11,6,1,5.0,0.619,0.364,0.714,31.2,11.5,4,0.0,130.0,98.0,28.9,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,12.7,3.6,1.2,3.4,0.4704,0.3499,0.394,29.52,102.7,103.9,19.02,1.03883
Victor Wembanyama,2025-01-25,36,20,12,2,2,1.0,0.438,0.286,0.549,24.9,-0.6,4,0.8,98.0,126.0,14.9,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,13.0,3.3,1.3,3.6,0.4585999999999999,0.3618,0.3883,28.27,99.7,108.6,18.06,1.3426
Victor Wembanyama,2025-01-29,35,23,12,4,2,3.0,0.5,0.5,0.632,27.2,4.8,3,0.8,113.0,117.0,20.5,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,12.4,3.3,1.4,3.2,0.445,0.3451,0.3933,27.24,99.9,110.6,17.35,1.14595
Victor Wembanyama,2025-01-31,30,30,14,1,0,6.0,0.45,0.455,0.65,31.8,8.6,1,1.0,136.0,103.0,27.3,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,11.5,3.1,1.3,2.9,0.4532,0.3739,0.3933,27.75,104.9,111.6,18.410000000000004,1.27
Victor Wembanyama,2025-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,10.1,2.7,1.3,2.4,0.4123,0.3375,0.3433,24.45,95.8,101.7,16.610000000000003,1.29247
Victor Wembanyama,2025-02-03,31,27,10,5,2,2.0,0.5,0.333,0.585,34.0,8.6,4,0.714,106.0,107.0,21.7,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,10.1,3.1,1.3,2.5,0.4223,0.3375,0.4147,26.19,97.5,101.1,17.84,1.12013
Victor Wembanyama,2025-02-05,31,24,12,2,0,1.0,0.533,0.4,0.648,25.3,0.4,1,0.75,134.0,120.0,20.2,48,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,10.5,2.8,1.0,2.5,0.4168,0.3442,0.4397,26.290000000000003,97.2,103.1,17.46,1.21737
Victor Wembanyama,2025-02-07,34,16,11,3,0,5.0,0.35,0.111,0.391,27.7,-4.0,1,1.0,94.0,119.0,13.1,49,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.4,2.9,0.8,2.5,0.4255,0.3253,0.5397000000000001,26.74,99.5,104.2,17.560000000000002,1.18723
Victor Wembanyama,2025-02-08,31,18,9,4,4,4.0,0.455,0.167,0.62,28.8,8.0,4,0.875,105.0,97.0,19.8,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,10.1,3.0,1.1,2.5,0.4288999999999999,0.2991,0.6272,26.42,101.0,101.5,17.88,1.11874
Victor Wembanyama,2025-02-10,38,31,15,4,2,3.0,0.571,0.625,0.681,26.7,10.7,1,0.5,140.0,110.0,31.1,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.9,10.6,3.1,1.3,2.3,0.4416,0.3240999999999999,0.6439,25.76,105.6,99.7,19.75,1.15714
Victor Wembanyama,2025-02-12,36,17,13,4,0,2.0,0.438,0.167,0.504,22.8,-0.2,2,1.0,98.0,111.0,13.5,52,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,10.8,2.9,1.2,2.1,0.4235,0.3044,0.7439,24.92,102.4,101.0,18.21,0.924039
