Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Domantas Sabonis,32,22,12,5,1,2,0.571,0.5,0.644,24.6,7.3,3,0.714,131,109,22.3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,12.0,5.0,1.0,3.0,0.571,0.5,0.714,24.6,131.0,109.0,22.3,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,36,19,18,7,3,0,0.467,0.0,0.539,20.7,9.9,1,0.833,128,109,24.4,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.0,6.0,2.0,2.0,0.519,0.25,0.7735,22.65,129.5,109.0,23.35,1.01707,1,2023,10,27,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,34,12,15,5,1,0,0.625,1.0,0.644,15.4,-1.0,3,0.333,109,106,11.6,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,15.0,5.666666666666667,1.6666666666666667,2.333333333333333,0.5543333333333333,0.5,0.6266666666666666,20.23333333333333,122.66666666666669,108.0,19.433333333333334,0.897496,2,2023,10,29,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,37,23,11,8,0,0,0.5,0.0,0.54,27.4,6.6,2,0.583,122,112,20.3,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,6.25,1.25,2.25,0.5407500000000001,0.375,0.61575,22.025,122.5,109.0,19.65,1.00074,3,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,31,11,15,4,1,2,0.5,0.0,0.468,25.4,-2.2,5,0.25,79,102,9.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,14.2,5.8,1.2,2.8,0.5326000000000001,0.3,0.5426,22.7,113.8,107.6,17.7,1.14533,4,2023,11,4,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,30,8,8,5,0,0,0.75,0.0,0.752,14.4,-5.8,4,0.667,110,138,7.5,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.833333333333334,13.166666666666666,5.666666666666667,1.0,3.0,0.5688333333333334,0.25,0.5633333333333334,21.316666666666663,113.16666666666669,112.66666666666669,16.0,0.919778,5,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Domantas Sabonis,40,27,11,9,1,1,0.786,0.0,0.79,24.3,8.8,6,0.714,130,111,27.3,7,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.428571428571427,12.857142857142858,6.142857142857143,1.0,3.4285714285714284,0.5998571428571429,0.2142857142857142,0.5848571428571427,21.74285714285714,115.57142857142856,112.42857142857144,17.614285714285717,1.10727,6,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,38,17,13,13,1,2,0.467,0.0,0.482,24.3,7.8,5,0.5,109,97,18.9,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.375,12.875,7.0,1.0,3.625,0.58325,0.1875,0.5742499999999999,22.0625,114.75,110.5,17.775,1.13301,7,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,35,23,9,10,0,2,0.8,0.5,0.775,23.5,10.2,3,0.545,147,123,23.7,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.444444444444445,7.333333333333333,0.8888888888888888,3.555555555555556,0.6073333333333334,0.2222222222222222,0.5710000000000001,22.22222222222222,118.33333333333331,111.88888888888889,18.433333333333334,1.02005,8,2023,11,13,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Domantas Sabonis,39,29,16,7,3,1,0.684,1.0,0.729,24.9,10.7,4,1.0,134,101,31.1,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,12.8,7.3,1.1,3.6,0.615,0.3,0.6139,22.49,119.9,110.8,19.7,1.02343,9,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
