Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Domantas Sabonis,36,23,12,4,2,0.0,0.579,0.333,0.605,28.9,1.8,4,0.0,110.0,119.0,18.1,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.4,13.3,7.2,0.6,2.9,0.6487999999999999,0.2166,0.7596999999999999,20.57,138.9,110.5,21.16,1.02945,10,2024,11,11,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Domantas Sabonis,30,11,10,9,0,1.0,0.75,1.0,1.127,18.7,4.8,7,1.0,111.0,105.0,12.0,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.6,13.1,7.1,0.5,3.4,0.6524,0.2833,0.7708,20.13,133.8,108.8,19.05,1.15628,11,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,40,23,12,4,0,3.0,0.667,0.0,0.705,23.1,3.3,4,1.0,123.0,120.0,21.4,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,13.0,6.8,0.5,3.5,0.6566000000000001,0.2333,0.7875,20.75,132.5,110.9,19.49,1.0174,12,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5,11.9,6.4,0.5,3.2,0.5843999999999999,0.1833,0.7375,17.95,119.3,100.7,17.16,1.13297,13,2024,11,16,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.5,5.8,0.5,2.9,0.5388999999999999,0.1833,0.6375,15.929999999999998,107.6,89.4,15.81,1.06592,14,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Domantas Sabonis,40,24,15,4,1,1.0,0.529,0.4,0.64,27.1,3.4,6,1.0,99.0,100.0,18.3,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,10.0,5.2,0.5,3.2,0.5418000000000001,0.2233,0.65,17.089999999999996,103.7,87.9,15.3,0.952015,15,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,35,13,18,7,1,0.0,0.5,0.333,0.542,20.6,2.3,4,0.0,108.0,113.0,14.3,17,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,10.2,5.2,0.6,3.3,0.5418000000000001,0.2065999999999999,0.55,17.26,102.0,87.9,15.1,1.17205,16,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,35,21,10,3,3,1.0,0.636,0.5,0.723,23.3,4.2,4,0.75,119.0,124.0,18.9,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,10.1,4.2,0.8,3.7,0.5054000000000001,0.2566,0.525,18.56,92.0,89.1,13.97,0.983973,17,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Domantas Sabonis,34,27,12,5,1,0.0,0.588,0.5,0.672,27.8,9.1,3,0.857,134.0,107.0,23.8,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,10.1,4.1,0.8,3.8,0.4891999999999999,0.3066,0.5274,19.27,91.1,89.5,14.05,1.06038,18,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,41,21,14,11,1,1.0,0.8,0.667,0.893,17.8,12.0,5,0.75,137.0,114.0,25.4,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.3,10.3,4.7,0.9,3.7,0.5049,0.3733,0.5357,18.73,94.1,90.2,15.22,1.25665,19,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,37,25,13,6,0,0.0,0.5,0.5,0.613,24.1,3.1,2,0.7,143.0,136.0,23.9,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,10.4,4.9,0.7,3.5,0.497,0.39,0.6056999999999999,18.25,97.4,91.9,15.8,1.23093,20,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,32,27,7,4,0,0.0,0.684,0.0,0.65,31.4,2.3,2,0.25,121.0,118.0,19.8,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,10.1,4.4,0.7,3.0,0.4904,0.29,0.5307000000000001,19.520000000000003,98.4,93.2,16.580000000000002,1.11861,21,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Domantas Sabonis,36,17,13,6,0,0.0,0.636,0.5,0.715,16.1,5.8,3,1.0,130.0,111.0,17.6,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,10.2,4.6,0.7,2.9,0.4873,0.34,0.5307000000000001,18.82,99.1,92.3,16.2,1.0874,22,2024,12,5,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Domantas Sabonis,33,22,16,4,0,0.0,0.583,0.0,0.689,22.4,3.6,1,0.889,151.0,108.0,23.8,24,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.7,11.8,5.0,0.7,3.0,0.5456,0.34,0.6196,21.06,114.2,103.1,18.58,1.27845,23,2024,12,6,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,28,19,12,6,1,1.0,0.615,0.667,0.707,22.1,11.3,1,1.0,153.0,93.0,22.4,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.6,13.0,5.6,0.8,3.1,0.6071,0.4067,0.7196,23.270000000000003,129.5,112.4,20.82,0.908257,24,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,34,32,20,3,2,0.0,0.733,1.0,0.844,24.1,19.6,1,1.0,174.0,105.0,36.2,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,13.5,5.5,0.9,2.6,0.6275,0.4667,0.7196,22.97,137.0,112.9,22.61,1.15956,25,2024,12,12,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Domantas Sabonis,41,28,14,6,3,0.0,0.6,0.333,0.657,22.2,6.6,2,1.0,134.0,115.0,28.6,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,13.1,5.4,1.1,2.4,0.6375,0.4667,0.8196,23.130000000000003,139.6,113.1,24.04,0.912689,26,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
Domantas Sabonis,38,18,12,9,0,2.0,0.615,1.0,0.61,18.4,8.2,1,0.25,127.0,107.0,19.6,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,13.3,6.0,0.8,2.1,0.6354,0.5166999999999999,0.7696,22.64,140.4,111.4,24.110000000000003,0.961644,27,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Domantas Sabonis,37,19,19,5,1,0.0,0.474,0.0,0.468,23.9,6.1,0,0.333,114.0,103.0,19.9,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,14.0,6.0,0.8,1.8,0.624,0.4667,0.7172000000000001,22.25,138.4,111.0,23.72,0.944733,28,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,31,17,21,4,1,0.0,0.364,0.25,0.372,33.6,-0.1,2,0.0,90.0,122.0,14.1,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,14.7,5.3,0.8,1.5,0.5803999999999999,0.425,0.6422000000000001,23.83,133.7,111.8,22.59,1.06718,29,2024,12,22,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,13.4,4.7,0.8,1.3,0.5304,0.375,0.5722,21.42,119.4,98.2,20.2,1.14243,30,2024,12,26,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Domantas Sabonis,26,14,12,7,0,0.0,0.462,0.667,0.538,22.6,3.3,1,0.0,131.0,137.0,14.0,32,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,13.9,5.0,0.8,1.2,0.5082,0.4417,0.5472,20.54,120.4,100.1,19.62,1.15527,31,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,33,17,16,7,1,0.0,0.5,0.0,0.504,21.8,7.6,2,0.5,120.0,97.0,18.9,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,14.2,5.1,0.9,1.1,0.4946,0.3917,0.4972,21.11,119.4,98.7,19.75,1.19929,32,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
Domantas Sabonis,37,17,21,7,0,0.0,0.571,0.0,0.571,25.7,-2.1,7,0.5,105.0,112.0,16.6,34,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,14.7,5.4,0.9,1.7,0.4934,0.3917,0.4583,21.44,114.8,99.1,19.03,1.00012,33,2025,1,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,38,17,10,6,0,2.0,0.545,0.5,0.715,13.6,2.6,1,1.0,153.0,128.0,18.5,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,14.5,5.4,0.8,1.7,0.4864,0.375,0.4583,20.59,114.8,102.6,18.640000000000004,1.01106,34,2025,1,3,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,30,22,13,7,0,0.0,0.769,0.5,0.793,19.8,14.4,0,0.5,179.0,102.0,25.3,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,13.8,5.8,0.6,1.6,0.49,0.325,0.4083,20.16,115.3,102.3,17.55,1.09073,35,2025,1,5,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,50,21,18,11,1,3.0,0.438,1.0,0.55,21.4,5.3,6,0.714,108.0,100.0,22.0,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,14.2,6.3,0.4,2.0,0.4737999999999999,0.3917,0.3797,20.08,112.7,100.8,16.89,1.29616,36,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Domantas Sabonis,39,23,28,3,0,1.0,0.667,0.75,0.767,19.9,6.9,4,0.0,132.0,95.0,25.7,38,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,15.8,5.7,0.4,2.3,0.479,0.3666999999999999,0.3546999999999999,20.23,113.2,99.6,17.5,1.08371,37,2025,1,10,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,38,22,15,8,0,0.0,0.8,0.5,0.87,16.6,9.8,2,0.833,163.0,119.0,26.3,39,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.4,6.0,0.3,2.5,0.5115999999999999,0.4166999999999999,0.4046999999999999,19.5,118.1,101.2,18.14,0.986726,38,2025,1,12,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,36,16,10,9,1,0.0,0.667,1.0,0.743,16.3,5.9,3,0.5,136.0,126.0,17.8,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,14.3,6.5,0.3,2.6,0.5419,0.4916999999999999,0.4547,17.770000000000003,122.7,101.6,18.51,1.38289,39,2025,1,14,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Domantas Sabonis,38,20,14,7,0,1.0,0.615,1.0,0.678,18.8,3.1,3,0.75,134.0,120.0,20.1,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,15.7,7.2,0.3,2.9,0.6034,0.5917,0.5297,19.65,136.1,113.6,20.520000000000003,1.10741,40,2025,1,16,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Domantas Sabonis,32,29,18,4,1,0.0,0.75,0.667,0.797,30.0,9.4,5,0.6,126.0,89.0,26.0,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.4,16.3,6.9,0.4,3.3,0.6321999999999999,0.5917,0.5897,20.39,135.6,108.8,21.72,1.20005,41,2025,1,19,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Domantas Sabonis,39,26,18,3,0,0.0,0.667,0.5,0.838,22.3,4.4,3,1.0,148.0,115.0,25.7,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,16.5,6.5,0.3,3.4,0.6489,0.6416999999999999,0.6397,20.44,138.4,110.6,22.4,1.26887,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,39,23,19,8,0,0.0,0.476,0.25,0.526,24.6,2.1,4,1.0,112.0,119.0,20.4,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,16.3,6.6,0.3,3.1,0.6394,0.6667,0.6897,20.33,139.1,111.3,22.78,1.09727,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
