Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Domantas Sabonis,34,25,13,12,0,0.0,0.786,0.5,0.816,23.6,12.8,4,0.667,145.0,136.0,27.9,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,16.6,7.2,0.3,3.4,0.6635,0.6667,0.6564,21.33,138.3,112.1,23.72,0.961904,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,41,21,22,10,0,0.0,0.8,1.0,0.777,21.1,8.2,6,0.5,126.0,94.0,23.6,46,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,17.5,7.5,0.3,4.0,0.6666000000000001,0.7167,0.6564,21.46,133.0,111.3,23.55,1.06133,45,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Domantas Sabonis,40,13,14,11,1,0.0,0.667,0.5,0.838,12.7,7.7,4,1.0,134.0,123.0,20.5,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,17.1,7.5,0.3,3.8,0.6895,0.6667,0.6849999999999999,20.59,135.6,113.6,23.4,1.03586,46,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,31,16,7,5,1,0.0,0.385,0.25,0.498,20.6,1.0,0,0.714,119.0,137.0,15.1,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,15.0,7.7,0.4,3.4,0.6613,0.6167,0.7564,20.66,134.3,117.8,22.34,1.10384,47,2025,2,1,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,37,14,11,3,0,1.0,0.333,0.0,0.397,21.3,-8.5,1,0.667,106.0,122.0,9.8,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,14.6,7.2,0.4,3.3,0.6146,0.5667,0.7398,21.130000000000003,128.6,118.1,20.69,1.01144,48,2025,2,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Domantas Sabonis,32,21,13,3,0,0.0,0.8,1.0,0.861,22.0,2.9,4,0.8,138.0,139.0,20.0,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,14.9,6.6,0.3,3.4,0.6279,0.5667,0.7698,21.7,128.8,119.4,20.91,1.06177,49,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,29,10,14,4,1,1.0,0.333,0.333,0.579,19.1,-3.1,4,0.833,104.0,105.0,10.1,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.8,14.9,6.3,0.4,3.5,0.5997,0.5,0.7781,21.73,125.8,117.9,19.91,0.894248,50,2025,2,6,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Domantas Sabonis,34,27,16,2,0,0.0,0.556,0.333,0.603,27.6,0.4,2,0.6,122.0,111.0,20.2,52,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,14.7,6.1,0.3,3.2,0.5803,0.4666,0.7781,21.49,125.4,120.1,19.33,1.37487,51,2025,2,8,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Domantas Sabonis,42,16,15,8,0,0.0,0.7,0.0,0.656,15.4,4.5,3,0.4,127.0,116.0,17.7,53,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,14.4,6.6,0.3,3.2,0.5836,0.4166,0.7181,20.8,123.3,120.2,18.53,1.08471,52,2025,2,10,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Domantas Sabonis,33,16,15,5,2,0.0,0.615,0.0,0.615,18.2,4.5,1,0.0,139.0,107.0,18.7,54,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,14.0,6.3,0.5,2.9,0.5974999999999999,0.3916,0.6181,20.160000000000004,126.0,119.0,18.36,1.30538,53,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Domantas Sabonis,43,22,28,5,0,0.0,0.625,0.5,0.652,20.0,0.3,5,0.5,122.0,128.0,26.1,55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,15.5,5.6,0.5,3.0,0.5814,0.3916,0.6014,19.8,123.7,118.2,18.18,1.19403,54,2025,2,13,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Domantas Sabonis,32,14,14,9,1,0.0,0.6,0.333,0.643,20.4,7.1,4,0.5,121.0,130.0,17.3,56,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,14.7,5.5,0.6,2.8,0.5614,0.3249,0.6014,19.73,123.2,121.8,17.55,0.93167,55,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Domantas Sabonis,27,7,10,7,0,0.0,0.429,0.0,0.444,18.5,-3.9,4,0.5,102.0,90.0,6.8,57,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,14.3,5.1,0.5,2.8,0.5376,0.2749,0.5514,20.31,120.0,118.5,16.18,1.27717,56,2025,2,24,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Domantas Sabonis,34,12,9,5,1,1.0,0.417,0.0,0.466,20.7,-5.5,3,1.0,93.0,102.0,9.3,58,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.9,14.5,5.1,0.5,3.1,0.5408,0.2499,0.5800000000000001,20.32,117.4,115.0,15.6,1.04864,57,2025,2,26,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
