Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHI,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
DeMar DeRozan,2021-10-20,38,17,7,2,3,0.0,0.471,1.0,0.475,23.1,0.6,2,0.0,88.0,85.0,11.2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,2.0,3.0,2.0,0.471,1.0,0.0,23.1,88.0,85.0,11.2,0.0
DeMar DeRozan,2021-10-22,32,26,6,4,0,0.0,0.45,0.0,0.543,33.3,-4.2,1,0.889,122.0,118.0,18.8,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,6.5,3.0,1.5,1.5,0.4605,0.5,0.4445,28.2,105.0,101.5,15.0,1.15399
DeMar DeRozan,2021-10-23,34,21,6,6,0,2.0,0.389,0.0,0.478,32.5,0.9,2,0.778,99.0,87.0,15.4,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33333333333333,6.333333333333333,4.0,1.0,1.6666666666666667,0.4366666666666667,0.3333333333333333,0.5556666666666666,29.633333333333336,103.0,96.66666666666669,15.133333333333333,0.924742
DeMar DeRozan,2021-10-25,36,26,5,6,0,0.0,0.368,0.5,0.556,32.8,-0.5,2,1.0,114.0,118.0,18.4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,6.0,4.5,0.75,1.75,0.4195,0.375,0.66675,30.425,105.75,102.0,15.95,1.07027
DeMar DeRozan,2021-10-28,35,20,3,5,2,1.0,0.389,0.25,0.495,30.4,1.1,2,1.0,98.0,109.0,14.5,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.4,4.6,1.0,1.8,0.4134,0.35,0.7333999999999999,30.42,104.2,103.4,15.66,1.04651
DeMar DeRozan,2021-10-30,35,32,6,3,0,0.0,0.591,0.0,0.649,31.0,10.8,1,1.0,131.0,102.0,24.7,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.666666666666668,5.5,4.333333333333333,0.8333333333333334,1.6666666666666667,0.443,0.2916666666666667,0.7778333333333333,30.516666666666666,108.66666666666669,103.16666666666669,17.166666666666668,0.853759
DeMar DeRozan,2021-11-01,34,37,6,2,1,1.0,0.75,0.75,0.833,30.6,12.9,1,0.8,159.0,116.0,31.3,7,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.571428571428573,5.571428571428571,4.0,0.8571428571428571,1.5714285714285714,0.4868571428571428,0.3571428571428571,0.781,30.52857142857143,115.85714285714286,105.0,19.185714285714287,0.938871
DeMar DeRozan,2021-11-03,36,37,10,1,1,0.0,0.591,0.0,0.678,38.3,9.0,3,0.917,128.0,112.0,28.1,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.125,3.625,0.875,1.75,0.4998749999999999,0.3125,0.798,31.5,117.375,105.875,20.3,1.08908
DeMar DeRozan,2021-11-06,35,25,4,4,2,0.0,0.467,1.0,0.616,24.2,11.2,0,0.833,146.0,119.0,22.5,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.77777777777778,5.888888888888889,3.6666666666666665,1.0,1.5555555555555556,0.4962222222222222,0.3888888888888889,0.801888888888889,30.688888888888886,120.55555555555556,107.33333333333331,20.544444444444444,1.03993
DeMar DeRozan,2021-11-08,35,28,4,3,1,0.0,0.5,0.25,0.584,32.2,2.7,3,0.778,115.0,99.0,17.7,10,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,5.7,3.6,1.0,1.7,0.4966,0.375,0.7995,30.84,120.0,106.5,20.26,1.08966
