Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
DeMar DeRozan,2021-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,4.1,5.4,0.7,1.1,0.3732999999999999,0.2833,0.5698000000000001,18.57,95.8,90.7,14.37,1.08678
DeMar DeRozan,2021-01-14,35,13,6,7,1,1.0,0.357,0.0,0.424,20.6,-2.5,1,1.0,103.0,111.0,12.6,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,4.2,5.3,0.6,1.0,0.3501999999999999,0.2083,0.5898,18.36,92.2,91.0,13.09,1.08121
DeMar DeRozan,2021-01-16,37,24,7,4,2,1.0,0.36,0.0,0.434,33.0,2.3,3,1.0,95.0,89.0,15.5,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,4.6,4.7,0.8,1.1,0.3611999999999999,0.2083,0.5898,19.52,93.5,89.6,14.1,1.0364
DeMar DeRozan,2021-01-18,32,20,6,11,2,0.0,0.667,0.0,0.799,22.5,9.9,4,1.0,146.0,104.0,24.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.2,4.7,5.2,0.9,1.3,0.3696,0.1083,0.6098,19.48,94.8,87.9,14.38,1.01049
DeMar DeRozan,2021-01-20,25,15,2,3,1,0.0,0.375,0.0,0.627,23.2,1.2,2,1.0,121.0,120.0,11.5,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,4.0,4.8,1.0,1.5,0.3571,0.0333,0.6298,19.62,93.0,89.1,13.28,1.07529
DeMar DeRozan,2021-01-22,41,29,6,6,1,0.0,0.4,0.0,0.536,30.1,-1.0,1,0.813,119.0,125.0,21.4,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.1,5.0,0.9,1.4,0.3441999999999999,0.0333,0.6611,19.69,94.8,89.6,14.080000000000002,1.07666
DeMar DeRozan,2021-01-24,27,9,3,8,1,0.0,0.429,0.0,0.514,17.4,-5.3,2,0.75,113.0,104.0,8.4,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,3.9,5.2,1.0,1.4,0.3538,0.0333,0.7361,19.76,97.1,88.1,14.47,1.07781
DeMar DeRozan,2021-01-27,34,21,5,7,0,0.0,0.875,1.0,0.987,17.7,9.4,3,0.833,159.0,112.0,20.8,18,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,4.0,5.1,0.8,1.7,0.4027999999999999,0.1,0.7319,19.45,99.6,88.6,14.49,0.998788
DeMar DeRozan,2021-01-29,36,30,1,10,0,0.0,0.786,0.5,0.878,23.0,13.6,1,1.0,177.0,122.0,30.1,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,3.6,5.6,0.8,1.7,0.4249,0.15,0.7396,18.75,103.3,88.7,14.43,0.839089
DeMar DeRozan,2021-01-30,25,5,1,1,0,0.0,0.333,0.5,0.417,12.5,-14.9,1,0.0,76.0,136.0,0.8,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,3.7,5.7,0.8,1.8,0.4582,0.2,0.7396,20.0,110.9,102.3,14.51,1.03948
DeMar DeRozan,2021-02-01,30,14,5,6,1,0.0,0.5,0.0,0.509,22.5,-4.0,2,0.5,106.0,136.0,11.9,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.2,6.3,0.9,2.0,0.5082000000000001,0.2,0.7896,22.25,121.5,115.9,15.7,1.09549
DeMar DeRozan,2021-02-03,40,30,8,6,0,0.0,0.526,0.0,0.629,27.1,4.5,2,0.909,126.0,112.0,25.7,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,4.4,6.2,0.8,2.1,0.5251,0.2,0.7805,22.9,123.8,116.0,17.01,1.00528
DeMar DeRozan,2021-02-06,37,30,8,7,0,0.0,0.563,0.333,0.705,25.3,9.7,1,0.917,144.0,107.0,28.3,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,4.5,6.5,0.6,1.9,0.5454,0.2333,0.7722,22.130000000000003,128.7,117.8,18.29,1.01741
DeMar DeRozan,2021-02-08,36,21,6,10,0,0.0,0.4,0.333,0.567,24.0,4.8,2,1.0,121.0,104.0,19.7,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,4.5,6.4,0.4,1.7,0.5187,0.2666,0.7722,22.28,126.2,117.8,17.860000000000003,1.23974
DeMar DeRozan,2021-02-09,28,12,3,6,0,0.0,0.364,0.0,0.47,21.6,-0.3,1,1.0,107.0,121.0,10.0,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,4.6,6.7,0.3,1.6,0.5176000000000001,0.2666,0.7722,22.12,124.8,117.9,17.71,0.985222
DeMar DeRozan,2021-02-12,26,23,6,8,0,0.0,0.636,0.0,0.747,29.5,11.2,2,0.9,152.0,116.0,23.5,26,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,4.6,6.9,0.2,1.7,0.5412,0.2666,0.7809,22.06,128.1,117.0,17.919999999999998,1.16947
DeMar DeRozan,2021-02-14,35,8,2,9,2,0.0,0.375,0.333,0.474,11.4,-1.8,1,1.0,118.0,112.0,11.1,27,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.5,7.0,0.3,1.6,0.5358,0.2999,0.8059000000000001,21.46,128.6,117.8,18.19,1.07712
DeMar DeRozan,2021-02-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,4.0,6.3,0.3,1.3,0.4483,0.1999,0.7226,19.69,112.7,106.6,16.110000000000003,1.12559
DeMar DeRozan,2021-02-27,38,32,1,11,2,0.0,0.611,0.0,0.687,28.6,12.0,1,0.833,149.0,124.0,30.4,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,4.0,6.4,0.5,1.3,0.4307999999999999,0.1499,0.7059,20.25,109.9,106.8,16.139999999999997,1.22711
DeMar DeRozan,2021-03-01,42,22,6,11,0,0.0,0.429,0.0,0.474,29.4,-2.6,3,0.8,107.0,129.0,16.2,30,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,4.5,7.4,0.5,1.5,0.4404,0.0999,0.7859,21.94,113.0,106.1,17.68,1.16692
DeMar DeRozan,2021-03-02,30,10,4,11,4,0.0,0.4,0.0,0.654,11.6,13.0,0,1.0,177.0,91.0,19.8,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,4.4,7.9,0.8,1.3,0.4304,0.0999,0.8359,20.85,120.1,101.6,18.47,0.935186
DeMar DeRozan,2021-03-04,36,20,6,4,0,0.0,0.381,0.0,0.439,32.2,-10.7,4,1.0,84.0,111.0,8.7,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,4.2,7.7,0.8,1.5,0.4159,0.0999,0.845,21.360000000000003,115.9,101.5,16.770000000000003,0.869565
DeMar DeRozan,2021-03-10,37,30,0,11,4,0.0,0.632,1.0,0.666,30.2,17.2,1,0.625,143.0,123.0,29.4,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,3.4,8.1,1.2,1.5,0.4227999999999999,0.1666,0.8158000000000001,21.85,115.8,103.1,16.880000000000003,0.77961
DeMar DeRozan,2021-03-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,2.8,7.1,1.2,1.3,0.3828,0.1333,0.7158,19.45,103.7,92.7,14.910000000000002,1.08518
DeMar DeRozan,2021-03-14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.5,6.5,1.2,1.2,0.3464,0.1333,0.6157999999999999,17.29,93.0,80.6,13.910000000000002,0.961905
DeMar DeRozan,2021-03-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1.9,5.7,1.2,1.0,0.2828,0.1333,0.5258,14.34,77.8,69.0,11.56,1.01549
DeMar DeRozan,2021-03-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.7,4.8,1.0,0.9,0.2453,0.1,0.4258,13.2,66.0,57.8,10.45,1.00629
DeMar DeRozan,2021-03-19,36,20,1,7,0,0.0,0.583,0.0,0.663,20.6,1.4,3,0.857,127.0,122.0,15.8,38,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.8,5.5,1.0,1.2,0.3036,0.1,0.5115000000000001,15.26,78.7,70.0,12.03,1.10859
DeMar DeRozan,2021-03-20,38,22,3,13,1,2.0,0.444,0.333,0.533,24.8,7.6,1,0.833,122.0,115.0,23.6,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.0,5.7,0.9,1.2,0.2869,0.1333,0.5115000000000001,14.88,76.0,69.1,11.35,0.867052
DeMar DeRozan,2021-03-22,35,28,2,5,1,0.0,0.688,0.0,0.734,26.3,10.5,0,0.857,155.0,113.0,23.9,40,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.6,5.1,1.0,0.9,0.3128,0.1333,0.5172,14.57,80.8,67.5,12.12,1.30056
DeMar DeRozan,2021-03-24,28,19,3,3,1,0.0,0.389,0.0,0.47,37.8,-8.6,4,1.0,83.0,132.0,8.4,41,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.5,4.3,0.7,1.3,0.3117,0.1333,0.5172,17.19,71.4,71.6,10.98,1.16341
DeMar DeRozan,2021-03-25,31,23,4,2,2,0.0,0.421,0.0,0.511,41.6,2.6,3,0.875,91.0,106.0,13.7,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.3,4.1,0.9,1.2,0.3157,0.1333,0.5046999999999999,18.13,72.1,71.1,11.48,0.965237
DeMar DeRozan,2021-03-27,32,17,4,7,4,0.0,0.5,0.0,0.539,25.1,4.8,2,0.75,109.0,95.0,17.7,43,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.7,3.7,0.9,1.3,0.3024999999999999,0.0333,0.5172,17.619999999999997,68.7,68.3,10.31,1.08193
DeMar DeRozan,2021-03-29,32,17,3,8,0,0.0,0.4,0.0,0.494,25.9,-4.9,2,1.0,112.0,142.0,12.6,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.6,2.0,4.5,0.9,1.5,0.3424999999999999,0.0333,0.6172,20.21,79.9,82.5,11.57,1.00217
DeMar DeRozan,2021-03-31,33,26,5,7,0,1.0,0.6,0.0,0.623,30.9,5.3,4,1.0,118.0,112.0,20.3,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.2,2.5,5.2,0.9,1.9,0.4024999999999999,0.0333,0.7172,23.3,91.7,93.7,13.6,1.16441
DeMar DeRozan,2021-04-01,47,36,5,9,0,0.0,0.519,0.0,0.573,31.7,4.2,1,0.8,125.0,126.0,27.5,46,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,3.0,6.1,0.9,2.0,0.4543999999999999,0.0333,0.7971999999999999,26.47,104.2,106.3,16.35,1.19678
DeMar DeRozan,2021-04-03,37,25,4,6,0,0.0,0.5,0.0,0.672,26.0,-2.8,5,0.867,123.0,135.0,17.4,47,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,3.4,6.7,0.9,2.5,0.5044,0.0333,0.8839,29.07,116.5,119.8,18.09,1.08675
DeMar DeRozan,2021-04-05,27,20,4,2,0,0.0,0.444,0.0,0.679,26.3,2.8,1,0.923,139.0,134.0,16.5,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,3.7,6.2,0.9,2.3,0.4905,0.0333,0.8905,29.64,117.7,121.0,18.16,1.18878
DeMar DeRozan,2021-04-07,30,14,4,4,2,0.0,0.385,0.0,0.448,27.3,-3.9,4,0.667,82.0,104.0,8.1,49,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.8,5.3,1.0,2.6,0.4845999999999999,0.0,0.8738999999999999,29.890000000000004,113.7,119.9,16.61,1.2346
DeMar DeRozan,2021-04-09,37,24,3,12,1,0.0,0.571,0.0,0.685,23.6,6.4,3,1.0,136.0,127.0,23.9,50,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,3.9,6.0,1.0,2.9,0.4729,0.0,0.8882,29.62,111.8,121.3,16.61,0.895627
