Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NYK,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Julius Randle,2020-12-23,35,17,9,9,0,0.0,0.467,0.0,0.507,26.5,-4.6,5,0.75,95.0,117.0,11.3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,9.0,0.0,5.0,0.467,0.0,0.75,26.5,95.0,117.0,11.3,0.0
Julius Randle,2020-12-26,35,25,7,3,1,0.0,0.733,1.0,0.787,25.3,9.7,4,0.5,122.0,117.0,19.3,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,6.0,0.5,4.5,0.6,0.5,0.625,25.9,108.5,117.0,15.3,0.971954
Julius Randle,2020-12-27,37,29,14,7,0,1.0,0.471,0.6,0.664,27.6,9.2,2,0.909,143.0,106.0,27.3,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,10.0,6.333333333333333,0.3333333333333333,3.6666666666666665,0.557,0.5333333333333333,0.7196666666666666,26.46666666666667,120.0,113.33333333333331,19.3,0.890989
Julius Randle,2020-12-29,44,28,12,11,1,0.0,0.563,1.0,0.686,28.2,7.3,9,0.6,109.0,90.0,20.9,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,10.5,7.5,0.5,5.0,0.5585,0.65,0.68975,26.9,117.25,107.5,19.7,0.907993
Julius Randle,2020-12-31,38,16,10,5,0,1.0,0.417,0.0,0.531,20.6,1.2,3,0.857,98.0,101.0,12.2,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,10.4,7.0,0.4,4.6,0.5302,0.52,0.7232000000000001,25.64,113.4,106.2,18.2,0.920281
Julius Randle,2021-01-02,37,12,11,8,2,0.0,0.313,0.4,0.375,25.0,-2.7,4,0.0,85.0,104.0,8.5,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.166666666666668,10.5,7.166666666666667,0.6666666666666666,4.5,0.494,0.5,0.6026666666666667,25.53333333333333,108.66666666666669,105.83333333333331,16.583333333333332,0.971541
Julius Randle,2021-01-04,43,28,17,9,1,0.0,0.579,0.0,0.622,29.6,3.5,7,0.75,111.0,110.0,24.5,7,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142857142857142,11.428571428571429,7.428571428571429,0.7142857142857143,4.857142857142857,0.5061428571428571,0.4285714285714285,0.6237142857142857,26.11428571428572,109.0,106.42857142857144,17.714285714285715,0.95952
Julius Randle,2021-01-06,40,30,16,7,0,0.0,0.385,0.0,0.48,41.0,-2.4,5,0.833,102.0,105.0,19.3,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.125,12.0,7.375,0.625,4.875,0.491,0.375,0.649875,27.975,108.125,106.25,17.9125,1.24149
Julius Randle,2021-01-08,31,18,12,7,1,0.0,0.533,1.0,0.551,26.3,6.8,2,0.333,106.0,100.0,15.4,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.55555555555556,12.0,7.333333333333333,0.6666666666666666,4.555555555555555,0.4956666666666667,0.4444444444444444,0.6146666666666667,27.788888888888888,107.88888888888889,105.55555555555556,17.633333333333333,1.04501
Julius Randle,2021-01-10,38,29,10,5,0,0.0,0.688,0.4,0.778,26.7,11.4,3,0.833,135.0,124.0,24.9,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,11.8,7.1,0.6,4.4,0.5149,0.44,0.6365000000000001,27.68,110.6,107.4,18.36,1.01042
