Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,TM_PHI,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
James Harden,39,36,10,10,1,3.0,0.4,0.375,0.554,40.6,6.0,4,0.765,114.0,107.0,28.8,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,4.9,6.4,0.6,2.9,0.2261,0.1325,0.5047,17.5,63.1,65.7,11.04,1.29623,30,2021,12,25,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
James Harden,40,39,8,15,2,0.0,0.6,0.444,0.717,33.5,14.7,3,1.0,145.0,106.0,37.8,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,5.0,7.0,0.6,2.6,0.2496999999999999,0.1769,0.5246999999999999,17.99,67.4,66.3,13.27,1.00598,31,2021,12,27,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,40,33,14,10,2,0.0,0.45,0.2,0.591,37.1,9.6,6,0.778,116.0,108.0,28.2,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,5.7,6.6,0.7,3.2,0.2709,0.1769,0.5275,19.410000000000004,69.4,65.6,14.75,1.12661,32,2021,12,30,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
James Harden,40,34,12,13,1,0.0,0.409,0.273,0.594,31.8,10.4,4,0.867,130.0,119.0,30.7,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,6.0,6.7,0.8,3.1,0.258,0.1542,0.5285,20.17,70.1,66.7,15.59,1.1735,33,2022,1,1,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
James Harden,32,19,4,8,1,1.0,0.357,0.286,0.542,31.6,-0.8,5,0.875,101.0,128.0,14.7,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,5.3,6.7,0.7,2.8,0.2687,0.1578,0.5285,20.05,70.4,68.1,15.429999999999998,1.02439,34,2022,1,3,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,40,18,5,6,1,0.0,0.417,0.0,0.549,19.0,-5.4,1,0.8,124.0,127.0,15.3,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,5.3,6.2,0.8,2.3,0.2633,0.1578,0.5085000000000001,19.360000000000003,73.0,69.5,15.55,1.13352,35,2022,1,5,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,36,16,9,7,0,1.0,0.4,0.333,0.49,26.0,-6.4,5,1.0,91.0,125.0,10.8,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,6.2,6.9,0.8,2.8,0.3033,0.1911,0.6085,21.96,82.1,82.0,16.63,1.1026,36,2022,1,7,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,44,26,7,12,1,1.0,0.5,0.4,0.617,25.4,4.0,6,0.857,113.0,106.0,21.6,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.1,6.9,8.1,0.9,3.4,0.3533,0.2311,0.6942,24.5,93.4,92.6,18.79,1.17054,37,2022,1,9,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.1,6.9,8.1,0.9,3.4,0.3533,0.2311,0.6942,24.5,93.4,92.6,18.79,0.875187,38,2022,1,10,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,33,25,7,16,1,1.0,0.462,0.625,0.757,24.7,19.5,2,1.0,164.0,113.0,31.7,40,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,7.6,9.7,1.0,3.6,0.3995,0.2935999999999999,0.7942,26.97,109.8,103.9,21.96,0.829164,39,2022,1,12,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,36,26,7,9,3,3.0,0.318,0.273,0.501,31.9,10.1,3,1.0,121.0,127.0,23.5,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,7.3,9.6,1.2,3.5,0.3913,0.2834,0.8177,26.1,110.5,105.9,21.43,1.2197,40,2022,1,13,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
James Harden,40,27,8,15,1,1.0,0.6,0.4,0.729,27.8,9.6,6,0.875,133.0,110.0,27.5,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,7.3,9.6,1.1,3.8,0.3913,0.279,0.8051999999999999,25.53,109.3,106.3,20.4,0.898536,41,2022,1,15,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
James Harden,40,22,7,10,2,0.0,0.417,0.5,0.591,25.6,3.4,4,0.667,119.0,121.0,20.7,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,6.6,9.6,1.1,3.6,0.388,0.309,0.7941,24.38,109.6,107.6,19.65,1.0607,42,2022,1,17,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,39,18,8,9,0,0.0,0.333,0.0,0.381,35.2,-15.2,8,0.667,74.0,121.0,4.8,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.7,6.2,9.2,1.0,4.0,0.3804,0.2817,0.7741,24.72,104.0,107.8,17.06,0.955748,43,2022,1,19,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,37,37,10,11,0,1.0,0.542,0.5,0.683,34.6,18.8,3,1.0,139.0,106.0,33.0,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.5,6.8,9.5,0.9,3.8,0.3989,0.3031,0.7866000000000001,25.02,107.8,105.6,18.89,0.928546,44,2022,1,21,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,35,13,5,13,1,0.0,0.308,0.25,0.44,24.0,-4.4,6,1.0,100.0,134.0,10.3,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.8,10.2,0.9,4.3,0.388,0.3281,0.8065999999999999,25.52,105.4,106.3,18.39,1.25556,45,2022,1,23,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,38,33,12,11,2,1.0,0.458,0.286,0.59,36.7,16.6,6,1.0,120.0,106.0,29.4,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,7.1,10.6,1.1,4.4,0.3938,0.3234,0.8065999999999999,26.59,108.3,104.4,20.25,1.10379,46,2022,1,25,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.4,9.4,1.0,3.8,0.3438,0.2834,0.7209000000000001,24.050000000000004,97.0,93.8,18.09,0.993495,47,2022,1,26,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.4,9.4,1.0,3.8,0.3438,0.2834,0.7209000000000001,24.050000000000004,97.0,93.8,18.09,1.10683,48,2022,1,29,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
James Harden,37,22,5,10,1,0.0,0.316,0.375,0.479,34.4,-1.0,4,0.778,105.0,128.0,15.8,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,6.2,8.8,1.0,4.0,0.3292,0.2584,0.6986999999999999,25.02,91.1,95.3,16.5,1.08108,49,2022,2,1,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,37,4,7,12,0,1.0,0.182,0.0,0.182,21.3,-14.9,6,0.0,61.0,124.0,1.1,51,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.6,6.2,9.1,0.7,4.3,0.3156,0.2311,0.5987,23.96,85.1,95.0,14.26,1.12498,50,2022,2,2,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.9,5.4,7.6,0.6,3.7,0.2556,0.1911,0.5112,21.18,71.8,84.0,11.51,1.1055,51,2022,2,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,4.7,6.6,0.4,3.3,0.2139,0.1411,0.4444999999999999,18.62,59.9,71.9,9.44,1.18947,52,2022,2,6,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,3.9,5.7,0.4,2.5,0.1806,0.1411,0.3777999999999999,15.1,52.5,59.8,8.959999999999999,0.799518,53,2022,2,8,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2,2.9,4.6,0.4,2.2,0.1264,0.0911,0.2777999999999999,11.64,38.6,49.2,5.66,1.20458,54,2022,2,10,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2.4,3.3,0.3,1.6,0.0955999999999999,0.0661,0.1777999999999999,9.24,28.6,35.8,4.63,1.18003,55,2022,2,11,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.2,2.2,0.1,1.0,0.0498,0.0375,0.0777999999999999,5.57,16.6,25.2,1.6900000000000002,1.06178,56,2022,2,12,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.2,2.2,0.1,1.0,0.0498,0.0375,0.0777999999999999,5.57,16.6,25.2,1.6900000000000002,0.950238,57,2022,2,15,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.2,2.2,0.1,1.0,0.0498,0.0375,0.0777999999999999,5.57,16.6,25.2,1.6900000000000002,1.13185,58,2022,2,17,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
James Harden,35,27,8,12,0,0.0,0.583,0.714,0.846,22.5,14.3,2,0.889,167.0,104.0,28.6,60,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.5,2.4,0.0,0.8,0.0764999999999999,0.0714,0.0888999999999999,4.38,22.8,22.8,2.97,1.07611,59,2022,2,25,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
James Harden,39,29,10,16,5,0.0,0.571,0.429,0.788,24.4,19.1,3,1.0,152.0,97.0,37.0,61,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.8,2.8,0.5,0.5,0.1153999999999999,0.1143,0.1888999999999999,4.69,31.9,20.1,6.56,1.09147,60,2022,2,27,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
James Harden,36,26,9,9,0,0.0,0.615,0.333,0.747,26.5,6.2,3,0.8,143.0,111.0,24.1,62,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2.7,3.7,0.5,0.8,0.1769,0.1476,0.2689,7.340000000000001,46.2,31.2,8.97,1.18189,61,2022,3,2,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
James Harden,36,25,3,11,1,0.0,0.6,0.5,0.818,24.6,9.1,3,0.917,155.0,129.0,25.0,63,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,3.0,4.8,0.6,1.1,0.2368999999999999,0.1976,0.3606,9.8,61.7,44.1,11.47,1.20552,62,2022,3,4,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,3.0,4.8,0.6,1.1,0.2368999999999999,0.1976,0.3606,9.8,61.7,44.1,11.47,1.07134,63,2022,3,5,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
James Harden,38,16,8,14,0,0.0,0.333,0.2,0.454,23.9,-1.1,3,0.833,111.0,112.0,15.5,65,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,3.8,6.2,0.6,1.4,0.2702,0.2176,0.4439,12.19,72.8,55.3,13.02,1.11373,64,2022,3,7,0,1.0,6.123233995736766e-17,0.0,1.0
James Harden,29,11,6,5,2,0.0,0.176,0.429,0.308,29.5,-7.6,4,1.0,71.0,124.0,2.8,66,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,4.4,6.7,0.8,1.8,0.2878,0.2605,0.5439,15.14,79.9,67.7,13.3,1.13495,65,2022,3,10,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
James Harden,44,26,6,6,3,0.0,0.263,0.273,0.508,29.6,3.0,3,0.867,106.0,110.0,19.9,67,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,7.3,1.1,2.1,0.3141,0.2878,0.6306,18.1,90.5,78.7,15.29,1.09973,66,2022,3,13,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
James Harden,39,24,9,11,0,1.0,0.545,0.25,0.737,22.4,7.3,4,0.917,136.0,119.0,25.0,68,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,5.9,8.4,1.1,2.5,0.3686,0.3128,0.7222999999999999,20.34,104.1,90.6,17.79,1.28105,67,2022,3,14,0,1.0,6.123233995736766e-17,0.0,1.0
James Harden,42,21,2,11,2,0.0,0.417,0.167,0.608,23.7,2.5,4,0.833,122.0,122.0,19.7,69,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,6.1,9.5,1.3,2.9,0.4103,0.3295,0.8055999999999999,22.71,116.3,102.8,19.76,1.07623,68,2022,3,16,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
James Harden,42,24,7,12,2,1.0,0.429,0.375,0.652,24.4,11.2,2,0.9,142.0,111.0,26.6,70,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,6.0,9.5,1.5,2.9,0.3949,0.2956,0.8067,22.9,113.8,103.5,19.56,1.20554,69,2022,3,18,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
James Harden,38,17,9,8,2,0.0,0.417,0.0,0.518,30.0,-2.0,6,0.7,88.0,98.0,12.1,71,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,5.9,8.7,1.2,3.2,0.3795,0.2527,0.7767,23.46,107.4,103.6,17.07,1.2221,70,2022,3,20,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,5.0,7.8,1.2,2.9,0.3179999999999999,0.2193999999999999,0.6967,20.81,93.1,92.5,14.660000000000002,1.1272,71,2022,3,21,0,1.0,6.123233995736766e-17,0.0,1.0
James Harden,37,24,7,7,1,0.0,0.389,0.167,0.536,30.2,-3.7,3,0.9,111.0,119.0,18.0,73,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,5.4,7.4,1.2,2.9,0.2969,0.1861,0.6950000000000001,21.37,88.7,91.5,13.96,1.20225,72,2022,3,23,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
James Harden,34,29,15,7,2,1.0,0.467,0.444,0.731,29.5,14.9,4,1.0,138.0,90.0,29.4,74,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,6.9,8.1,1.4,3.3,0.3436,0.2305,0.795,24.32,102.5,100.5,16.9,1.28754,73,2022,3,25,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
James Harden,39,14,7,9,1,0.0,0.182,0.4,0.482,18.3,0.7,2,1.0,115.0,118.0,13.7,75,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.8,7.6,1.5,3.2,0.3285,0.2505,0.8116999999999999,23.76,102.9,101.1,16.72,1.27077,74,2022,3,27,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
