Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
James Harden,37,17,11,9,0,0.0,0.333,0.429,0.494,24.5,-6.5,5,0.8,117.0,136.0,11.9,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,9.1,1.6,4.9,0.3706,0.329,0.8280999999999998,29.45,108.5,108.0,16.54,1.23736,10,2024,11,11,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,31,19,6,7,3,0.0,0.4,0.375,0.552,24.2,10.4,1,0.8,118.0,104.0,18.8,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,8.0,8.2,1.8,4.3,0.3651,0.3465,0.8158,29.08,107.9,107.5,16.16,0.884403,11,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,31,21,6,2,0,1.0,0.5,0.333,0.666,27.3,0.0,5,1.0,105.0,122.0,11.7,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.9,7.3,1.8,4.3,0.3835,0.3631,0.8158,28.62,107.7,109.0,15.639999999999995,0.996734,12,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,34,20,6,11,2,2.0,0.5,0.25,0.617,20.5,14.9,0,0.8,153.0,107.0,25.5,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.5,8.0,7.4,1.7,3.8,0.4002,0.3426,0.8458,27.32,113.4,109.2,16.82,1.21106,13,2024,11,17,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
James Harden,41,12,6,16,2,2.0,0.267,0.333,0.378,20.3,3.6,3,1.0,101.0,95.0,15.7,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,7.6,7.7,1.7,3.5,0.3848,0.3459,0.8601000000000001,26.1,112.3,106.6,16.07,1.02364,14,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,34,24,7,5,0,0.0,0.357,0.5,0.622,31.0,0.3,5,0.917,120.0,103.0,15.2,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.0,7.5,1.4,3.8,0.3897,0.3737,0.8518000000000001,27.110000000000003,114.8,107.9,16.029999999999998,1.08345,15,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,36,22,6,9,3,1.0,0.278,0.2,0.491,30.9,7.6,4,1.0,101.0,85.0,19.2,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.9,6.8,8.0,1.6,4.0,0.3575,0.3337,0.9018,28.37,111.3,105.6,16.2,1.08148,16,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,27,23,2,8,1,0.0,0.4,0.429,0.753,31.3,8.6,4,1.0,142.0,108.0,20.4,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,6.6,8.2,1.4,3.8,0.3641999999999999,0.3599,0.924,27.95,116.5,106.1,17.1,1.01647,17,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
James Harden,30,19,8,9,0,0.0,0.471,0.375,0.559,32.2,2.4,5,0.0,99.0,131.0,13.6,19,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,7.0,8.3,1.2,3.6,0.38,0.3474,0.8240000000000001,27.83,116.3,109.3,17.08,1.11643,18,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,32,43,4,7,3,0.0,0.591,0.636,0.801,40.0,24.1,4,0.909,147.0,96.0,37.9,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,6.2,8.3,1.4,3.6,0.4097,0.386,0.8225999999999999,28.22,120.3,108.7,18.99,1.14324,19,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,37,20,6,11,5,0.0,0.35,0.333,0.46,32.1,9.9,4,0.75,96.0,91.0,18.5,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,5.7,8.5,1.9,3.5,0.4114,0.3764,0.8176,28.98,118.2,104.2,19.65,1.12773,20,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,38,39,9,11,1,0.0,0.385,0.4,0.615,39.6,7.7,5,1.0,129.0,122.0,30.4,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,6.0,8.9,1.7,3.9,0.4099,0.3789,0.8376000000000001,30.52,119.3,106.0,20.81,1.07027,21,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
James Harden,32,23,1,7,1,0.0,0.4,0.3,0.607,32.6,-2.9,4,0.889,127.0,120.0,15.9,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.5,5.5,9.4,1.8,3.8,0.3999,0.3756,0.8265,31.05,121.5,105.8,21.23,1.30897,22,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
James Harden,24,5,3,3,0,0.0,0.1,0.167,0.23,26.1,-15.1,4,1.0,46.0,113.0,-2.6,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.2,8.6,1.6,4.2,0.3599,0.3673,0.8465,31.610000000000003,110.8,106.4,18.42,0.8257,23,2024,12,4,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,4.6,7.0,1.4,3.9,0.3332,0.334,0.7464999999999999,29.579999999999995,100.7,96.9,16.85,1.01072,24,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
James Harden,32,15,5,6,2,0.0,0.429,0.333,0.504,33.1,-9.5,9,0.5,70.0,116.0,5.5,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,4.4,7.1,1.6,4.3,0.3404,0.3173,0.7048,29.79,95.7,98.2,15.88,1.00806,25,2024,12,13,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,31,41,1,6,1,1.0,0.647,0.636,0.885,37.9,15.5,4,0.857,156.0,108.0,34.1,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.8,3.9,6.8,1.4,4.3,0.3772999999999999,0.3609,0.6904999999999999,30.49,101.2,100.5,17.37,1.3818,26,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,36,24,4,7,1,0.0,0.429,0.4,0.652,30.5,-0.6,6,1.0,113.0,100.0,17.3,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,4.1,6.7,1.4,4.5,0.3802,0.358,0.6904999999999999,30.410000000000004,98.3,99.7,17.060000000000002,1.27823,27,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
James Harden,37,19,8,3,1,1.0,0.333,0.222,0.47,32.9,-8.8,7,1.0,76.0,115.0,7.2,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,4.1,6.1,1.5,4.7,0.3663999999999999,0.3427,0.7905,30.48,96.0,98.1,16.42,1.15474,28,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
James Harden,36,21,8,9,1,0.0,0.375,0.167,0.515,26.3,2.0,4,0.8,109.0,107.0,16.3,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,4.5,6.3,1.3,4.7,0.3448,0.2958,0.7796000000000001,29.110000000000003,92.2,99.2,14.260000000000002,1.0019,29,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,39,18,3,7,1,1.0,0.429,0.25,0.571,25.7,-1.4,6,1.0,99.0,103.0,11.3,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.2,5.9,0.9,4.9,0.3527,0.2875,0.8046,28.47,92.5,100.4,13.54,1.17572,30,2024,12,27,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,36,27,2,4,1,0.0,0.429,0.5,0.7,30.5,-2.2,7,0.833,110.0,121.0,15.0,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,3.5,5.2,0.9,5.1,0.3571,0.2975,0.7878999999999999,27.56,90.6,100.3,12.0,1.15587,31,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,25,17,3,1,1,1.0,0.455,0.333,0.623,32.3,-0.8,5,0.833,91.0,126.0,9.2,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.7,3.7,4.6,0.9,5.2,0.3626,0.3008,0.7823,27.53,87.0,100.9,11.33,1.10168,32,2024,12,31,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,3.4,4.3,0.9,4.8,0.3525999999999999,0.2841,0.6822999999999999,24.92,82.4,89.6,11.59,1.04154,33,2025,1,2,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
James Harden,29,10,2,15,2,0.0,0.333,0.2,0.465,20.0,2.2,4,0.75,109.0,98.0,12.8,35,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,3.6,5.8,1.1,5.2,0.3859,0.3041,0.7573,26.92,93.3,99.4,12.87,1.15857,34,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
James Harden,37,22,8,8,2,2.0,0.364,0.273,0.455,32.0,2.8,4,0.6,96.0,108.0,15.6,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,3.9,6.0,1.1,4.7,0.3794,0.2981,0.7673,26.81,95.9,98.6,13.88,1.15618,35,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,27,16,3,4,0,1.0,0.333,0.25,0.465,35.5,-8.8,5,0.8,81.0,131.0,6.5,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,4.1,5.8,1.0,4.8,0.348,0.2595,0.7616,26.57,88.4,100.9,11.12,1.20639,36,2025,1,8,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,37,26,5,11,1,1.0,0.529,0.6,0.727,26.0,11.8,4,1.0,127.0,102.0,23.8,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,4.2,6.2,1.0,4.6,0.358,0.2795,0.7615999999999999,26.12,89.8,101.1,11.77,0.94401,37,2025,1,13,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,23,21,6,11,2,0.0,0.6,0.6,0.831,26.3,30.3,1,1.0,175.0,62.0,26.5,39,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,4.0,7.0,1.1,4.0,0.3847,0.3173,0.7615999999999999,25.46,99.7,95.8,13.7,1.12343,38,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,29,19,2,6,1,0.0,0.438,0.125,0.535,32.0,-0.2,3,1.0,112.0,98.0,13.8,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.6,3.4,6.7,1.1,3.9,0.391,0.3131,0.7816,26.03,100.0,94.9,13.45,1.30081,39,2025,1,16,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
James Harden,40,21,4,12,1,0.0,0.368,0.444,0.517,28.2,-0.7,5,1.0,109.0,113.0,14.9,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,3.5,7.2,1.1,3.8,0.3849,0.3325,0.7816,26.28,101.0,95.9,13.81,1.07604,40,2025,1,19,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,36,17,5,10,1,1.0,0.294,0.231,0.453,28.5,-0.6,5,1.0,88.0,116.0,11.5,42,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,3.8,7.8,1.1,3.6,0.3714,0.3056,0.7983,26.08,98.8,95.4,13.46,1.09589,41,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,3.5,7.7,1.0,3.1,0.3259,0.2723,0.7150000000000001,22.85,89.7,82.8,12.54,0.862835,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,32,17,12,13,1,1.0,0.333,0.2,0.634,25.2,5.9,6,1.0,116.0,86.0,19.5,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9,4.7,9.0,1.1,3.7,0.3592,0.2923,0.8150000000000001,25.37,101.3,91.4,14.49,1.06872,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
James Harden,35,40,5,9,1,0.0,0.5,0.4,0.683,35.2,18.8,1,1.0,150.0,119.0,35.4,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,5.0,8.4,1.0,3.4,0.3759,0.3123,0.8400000000000001,26.89,105.4,93.5,16.75,0.943605,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
