Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_PHI,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,5.5,8.3,1.0,2.3,0.325,0.2017999999999999,0.7249,21.86,92.9,90.4,15.45,0.825365,10,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,4.7,7.4,0.8,2.1,0.2708,0.1875,0.6249,18.51,80.9,81.1,12.65,1.17027,11,2022,11,10,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.8,6.2,0.7,1.9,0.2486,0.1708,0.5498999999999999,16.119999999999997,71.2,69.1,11.4,0.899728,12,2022,11,12,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.1,2.9,5.1,0.5,1.8,0.193,0.1207999999999999,0.4498999999999999,13.22,55.6,58.4,8.3,1.18207,13,2022,11,13,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.2,4.2,0.5,1.5,0.1513,0.0708,0.3665999999999999,10.830000000000002,43.7,45.5,6.65,1.01083,14,2022,11,18,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.8,3.8,0.5,1.0,0.1069,0.0708,0.2665999999999999,8.670000000000002,34.9,35.3,6.0200000000000005,1.03164,15,2022,11,19,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.2,2.7,0.3,0.7,0.0915,0.0708,0.1666,6.09,24.3,24.4,4.5,1.07051,16,2022,11,22,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.5,1.0,0.1,0.3,0.0444,0.0375,0.0833,3.21,11.9,13.0,1.99,0.993091,17,2022,11,23,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1731,18,2022,11,25,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11822,19,2022,11,27,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05974,20,2022,11,28,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04343,21,2022,11,30,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01738,22,2022,12,2,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,38,21,4,7,2,0.0,0.211,0.364,0.449,37.7,-7.9,7,0.9,88.0,121.0,9.6,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.4,0.7,0.2,0.7,0.0211,0.0364,0.09,3.770000000000001,8.8,12.1,0.96,1.20452,23,2022,12,5,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,47,28,4,12,2,1.0,0.474,0.375,0.622,25.5,4.5,5,0.875,123.0,111.0,24.8,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.8,1.9,0.4,1.2,0.0684999999999999,0.0739,0.1775,6.32,21.1,23.2,3.44,1.14532,24,2022,12,9,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,38,19,9,16,0,1.0,0.5,0.375,0.669,20.4,5.8,4,0.8,135.0,112.0,22.4,26,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.7,3.5,0.4,1.6,0.1185,0.1113999999999999,0.2575,8.36,34.6,34.4,5.68,1.1889,25,2022,12,11,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
James Harden,36,21,7,15,5,0.0,0.538,0.571,0.671,27.1,11.8,6,0.5,116.0,91.0,24.3,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.9,2.4,5.0,0.9,2.2,0.1722999999999999,0.1685,0.3075,11.07,46.2,43.5,8.11,1.06947,26,2022,12,13,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
James Harden,36,27,5,9,0,0.0,0.533,0.5,0.712,26.6,4.4,4,0.778,132.0,113.0,21.5,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2.9,5.9,0.9,2.6,0.2256,0.2185,0.3853,13.73,59.4,54.8,10.26,1.11782,27,2022,12,16,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,42,14,7,8,1,0.0,0.357,0.167,0.457,23.8,-4.2,5,1.0,85.0,101.0,9.1,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,3.6,6.7,1.0,3.1,0.2613,0.2352,0.4852999999999999,16.11,67.9,64.9,11.17,1.26126,28,2022,12,19,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,33,15,2,8,1,1.0,0.429,0.286,0.504,24.3,-0.6,4,0.5,96.0,95.0,10.3,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,3.8,7.5,1.1,3.5,0.3041999999999999,0.2638,0.5353,18.54,77.5,74.4,12.2,1.25467,29,2022,12,21,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
James Harden,41,20,11,21,1,0.0,0.353,0.5,0.509,25.6,7.1,3,0.833,125.0,120.0,25.3,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,4.9,9.6,1.2,3.8,0.3395,0.3137999999999999,0.6186,21.1,90.0,86.4,14.73,0.938757,30,2022,12,23,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,43,29,4,13,4,1.0,0.438,0.455,0.696,25.3,17.0,1,0.909,155.0,117.0,33.0,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,5.3,10.9,1.6,3.9,0.3833,0.3593,0.7095,23.630000000000003,105.5,98.1,18.03,1.23625,31,2022,12,25,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
James Harden,40,26,7,13,3,1.0,0.5,0.25,0.707,25.0,13.2,5,1.0,131.0,114.0,28.5,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,6.0,12.2,1.9,4.4,0.4333,0.3843,0.8095000000000001,26.130000000000003,118.6,109.5,20.880000000000003,1.08279,32,2022,12,27,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
James Harden,35,20,1,10,0,0.0,0.625,0.571,0.94,23.3,0.9,7,1.0,125.0,136.0,16.3,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,5.7,12.5,1.7,4.4,0.4747,0.4049999999999999,0.8195,24.690000000000005,122.3,111.0,21.55,1.11518,33,2022,12,30,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,5.3,11.3,1.5,3.9,0.4273,0.3675,0.732,22.140000000000004,110.0,99.9,19.07,1.13216,34,2022,12,31,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
James Harden,38,27,2,8,2,1.0,0.421,0.333,0.577,28.5,5.8,1,0.8,125.0,114.0,22.8,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,4.6,10.5,1.7,3.6,0.4194,0.3633,0.732,22.95,109.0,100.1,19.110000000000003,1.04717,35,2023,1,2,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,43,26,6,8,1,2.0,0.4,0.25,0.533,30.2,-0.2,4,0.8,111.0,122.0,19.0,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,4.5,9.8,1.3,3.4,0.4056,0.3312,0.762,23.26,108.5,103.2,18.58,1.11614,36,2023,1,4,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,34,17,7,11,1,0.0,0.235,0.333,0.414,28.7,3.0,1,0.75,120.0,138.0,17.7,38,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.7,10.0,1.4,3.1,0.3757999999999999,0.3145,0.7592000000000001,23.47,107.3,105.7,18.2,1.05288,37,2023,1,6,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,28,20,11,11,0,1.0,0.5,0.6,0.635,24.5,13.4,1,0.75,147.0,106.0,22.9,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.1,10.3,1.3,2.7,0.3901,0.3578,0.7342000000000001,23.54,113.5,106.2,19.58,1.17234,38,2023,1,8,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,26,16,12,15,2,0.0,0.857,0.667,0.962,17.4,20.2,3,0.667,164.0,102.0,26.2,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.1,11.0,1.4,2.6,0.4329,0.3959,0.7509,22.85,120.3,106.9,21.17,1.15236,39,2023,1,10,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
James Harden,36,24,6,15,1,0.0,0.462,0.5,0.726,26.5,8.2,7,0.875,117.0,127.0,22.0,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,5.6,10.4,1.4,3.0,0.4438,0.3959,0.7551,22.94,119.5,107.6,20.84,1.06174,40,2023,1,12,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
James Harden,38,31,6,11,0,0.0,0.579,0.4,0.731,27.3,11.2,2,1.0,150.0,125.0,28.4,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.7,5.8,10.2,1.0,3.1,0.4579000000000001,0.3903999999999999,0.7642,23.14,119.0,108.4,20.38,0.99723,41,2023,1,14,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
James Harden,36,24,7,13,1,1.0,0.6,0.571,0.756,23.0,13.3,2,1.0,147.0,114.0,26.8,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,5.8,10.2,0.8,2.8,0.4679,0.4225,0.7642,22.94,120.6,108.4,20.21,0.987962,42,2023,1,15,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,32,6,3,9,1,1.0,0.167,0.0,0.387,16.1,-4.9,3,1.0,102.0,118.0,7.7,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,6.0,10.1,0.9,2.4,0.4221,0.3654,0.7642,22.22,118.3,106.6,19.35,0.957396,43,2023,1,17,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
