Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CLE,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Evan Mobley,38,17,9,6,1,1.0,0.538,0.5,0.594,16.2,3.8,0,0.667,129.0,127.0,18.1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,6.0,1.0,0.0,0.538,0.5,0.667,16.2,129.0,127.0,18.1,0.0,0,2021,10,20,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Evan Mobley,32,13,5,2,2,2.0,0.571,0.0,0.674,18.2,-1.3,4,0.833,102.0,114.0,11.2,2,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,4.0,1.5,2.0,0.5545,0.25,0.75,17.2,115.5,120.5,14.65,1.07857,1,2021,10,22,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Evan Mobley,35,17,11,1,2,4.0,0.583,0.0,0.638,17.6,8.8,1,1.0,126.0,88.0,18.8,3,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,8.333333333333334,3.0,1.6666666666666667,1.6666666666666667,0.564,0.1666666666666666,0.8333333333333334,17.333333333333332,119.0,109.66666666666669,16.033333333333335,0.830747,2,2021,10,23,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Evan Mobley,26,10,8,2,0,1.0,0.5,0.0,0.563,20.8,-2.0,3,1.0,98.0,91.0,7.5,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,8.25,2.75,1.25,2.0,0.548,0.125,0.875,18.2,113.75,105.0,13.9,0.930007,3,2021,10,25,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Evan Mobley,34,12,10,0,1,2.0,0.3,0.0,0.475,15.8,4.2,0,1.0,123.0,80.0,11.2,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,8.6,2.2,1.2,1.6,0.4984,0.1,0.9,17.72,115.6,100.0,13.36,0.745961,4,2021,10,27,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Evan Mobley,36,23,6,3,2,0.0,0.625,0.5,0.632,21.6,8.2,0,0.4,137.0,119.0,21.3,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333334,8.166666666666666,2.333333333333333,1.3333333333333333,1.3333333333333333,0.5195,0.1666666666666666,0.8166666666666668,18.366666666666667,119.16666666666669,103.16666666666669,14.683333333333332,1.16353,5,2021,10,29,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Evan Mobley,21,2,4,4,0,0.0,0.167,0.0,0.167,11.9,-1.8,0,0.0,76.0,105.0,2.2,7,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.428571428571429,7.571428571428571,2.571428571428572,1.1428571428571428,1.1428571428571428,0.4691428571428571,0.1428571428571428,0.7000000000000001,17.442857142857143,113.0,103.42857142857144,12.9,1.06011,6,2021,10,30,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Evan Mobley,40,15,10,3,2,1.0,0.467,0.0,0.472,19.4,-4.0,4,0.5,95.0,110.0,10.7,8,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.625,7.875,2.625,1.25,1.5,0.468875,0.125,0.675,17.6875,110.75,104.25,12.625,1.14604,7,2021,11,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Evan Mobley,40,11,11,0,0,1.0,0.455,0.0,0.463,19.4,-10.9,4,0.5,73.0,110.0,4.9,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,8.222222222222221,2.333333333333333,1.1111111111111112,1.7777777777777777,0.4673333333333334,0.1111111111111111,0.6555555555555556,17.87777777777778,106.55555555555556,104.88888888888889,11.766666666666667,1.19482,8,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Evan Mobley,38,18,5,2,0,1.0,0.5,0.0,0.571,20.5,-0.4,2,1.0,112.0,115.0,11.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.8,7.9,2.3,1.0,1.8,0.4706,0.1,0.6900000000000001,18.14,107.1,105.9,11.77,1.02696,9,2021,11,5,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
