Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DAL,TM_LAL,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Luka Doncic,2024-10-24,36,28,10,8,1,1.0,0.36,0.364,0.491,35.2,3.2,4,0.75,105.0,105.0,18.8,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,10.0,8.0,1.0,4.0,0.36,0.364,0.75,35.2,105.0,105.0,18.8,0.0
Luka Doncic,2024-10-26,39,40,10,4,0,1.0,0.48,0.385,0.661,35.8,13.7,2,0.917,132.0,118.0,30.2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,6.0,0.5,3.0,0.42,0.3745,0.8335,35.5,118.5,111.5,24.5,1.21422
Luka Doncic,2024-10-28,33,15,9,8,2,1.0,0.227,0.111,0.304,33.1,-5.6,2,0.667,80.0,95.0,7.8,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.666666666666668,9.666666666666666,6.666666666666667,1.0,2.6666666666666665,0.3556666666666666,0.2866666666666667,0.778,34.7,105.66666666666669,106.0,18.933333333333334,1.16943
Luka Doncic,2024-10-29,40,24,8,8,1,0.0,0.37,0.125,0.417,34.2,-5.3,3,0.75,98.0,121.0,14.3,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,9.25,7.0,1.0,2.75,0.3592499999999999,0.24625,0.771,34.575,103.75,109.75,17.775,0.992507
Luka Doncic,2024-10-31,38,29,5,2,1,0.0,0.48,0.429,0.542,34.2,2.3,1,0.5,109.0,118.0,16.4,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,8.4,6.0,1.0,2.4,0.3833999999999999,0.2828,0.7168,34.5,104.8,111.4,17.5,1.05003
Luka Doncic,2024-11-03,32,32,9,7,0,0.0,0.5,0.385,0.638,38.6,13.3,4,0.714,121.0,87.0,23.0,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.5,6.166666666666667,0.8333333333333334,2.6666666666666665,0.4028333333333333,0.2998333333333333,0.7163333333333334,35.18333333333334,107.5,107.33333333333331,18.416666666666668,1.13798
Luka Doncic,2024-11-04,42,34,7,15,2,0.0,0.375,0.4,0.556,33.9,7.5,2,0.8,124.0,126.0,31.0,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.857142857142858,8.285714285714286,7.428571428571429,1.0,2.571428571428572,0.3988571428571428,0.3141428571428571,0.7282857142857143,35.0,109.85714285714286,110.0,20.214285714285715,1.21242
Luka Doncic,2024-11-06,32,27,7,13,4,0.0,0.421,0.375,0.588,35.4,13.6,5,0.889,114.0,85.0,25.5,8,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.625,8.125,8.125,1.375,2.875,0.401625,0.32175,0.748375,35.05,110.375,106.875,20.875,1.28495
Luka Doncic,2024-11-08,42,30,7,7,1,0.0,0.44,0.417,0.57,33.1,4.0,3,1.0,117.0,125.0,20.7,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.77777777777778,8.0,8.0,1.3333333333333333,2.888888888888889,0.4058888888888889,0.3323333333333333,0.7763333333333333,34.833333333333336,111.11111111111111,108.88888888888889,20.855555555555554,1.13677
Luka Doncic,2024-11-10,41,24,9,9,1,1.0,0.474,0.25,0.555,28.9,0.3,5,0.667,106.0,125.0,18.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,8.1,8.1,1.3,3.1,0.4126999999999999,0.3241,0.7654,34.239999999999995,110.6,110.5,20.65,1.17761
Luka Doncic,2024-11-12,41,31,8,6,3,0.0,0.481,0.2,0.547,34.6,2.3,5,1.0,101.0,112.0,21.1,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,7.9,7.9,1.5,3.2,0.4248,0.3077,0.7904,34.18,110.2,111.2,20.88,1.13019
Luka Doncic,2024-11-14,38,37,7,9,1,0.0,0.52,0.308,0.659,35.4,11.5,3,1.0,138.0,123.0,31.5,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.3,7.6,8.4,1.6,3.3,0.4288,0.3,0.7987,34.14,110.8,111.7,21.01,1.23887
Luka Doncic,2024-11-16,28,16,6,6,2,0.0,0.375,0.333,0.462,30.8,0.8,4,0.333,92.0,94.0,9.6,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.4,7.3,8.2,1.6,3.5,0.4436,0.3222,0.7653000000000001,33.91,112.0,111.6,21.19,1.20892
Luka Doncic,2024-11-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.5,7.4,1.5,3.2,0.4065999999999999,0.3097,0.6903,30.49,102.2,99.5,19.76,0.840294
Luka Doncic,2024-11-19,30,26,5,5,3,1.0,0.625,0.375,0.714,29.4,14.3,3,0.6,130.0,85.0,23.7,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,6.5,7.7,1.7,3.4,0.4211,0.3042999999999999,0.7003,30.01,104.3,96.2,20.49,1.12752
Luka Doncic,2024-11-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,5.6,7.0,1.7,3.0,0.3711,0.2658,0.6289,26.15,92.2,87.5,18.19,0.927585
Luka Doncic,2024-11-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,4.9,5.5,1.5,2.8,0.3336,0.2258,0.5489,22.76,79.8,74.9,15.09,0.861464
Luka Doncic,2024-11-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,4.2,4.2,1.1,2.3,0.2915,0.1883,0.4599999999999999,19.22,68.4,66.4,12.54,1.21973
Luka Doncic,2024-11-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,3.5,3.5,1.0,2.0,0.2474999999999999,0.1466,0.36,15.91,56.7,53.9,10.47,1.1323
Luka Doncic,2024-11-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.6,2.6,0.9,1.5,0.2001,0.1216,0.2933,13.02,46.1,41.4,8.59,1.2677
Luka Doncic,2024-12-01,36,36,7,13,3,0.0,0.625,0.4,0.699,33.7,12.3,3,0.5,140.0,123.0,34.8,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.5,2.5,3.3,0.9,1.3,0.2145,0.1416,0.2433,12.93,50.0,42.5,9.96,1.0525
Luka Doncic,2024-12-03,40,37,12,4,4,1.0,0.5,0.556,0.637,30.3,13.9,3,0.625,130.0,100.0,31.3,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,3.0,2.8,1.2,1.3,0.2125,0.1664,0.2057999999999999,12.42,49.2,40.2,9.94,1.10414
Luka Doncic,2024-12-05,32,21,10,10,2,1.0,0.412,0.3,0.547,29.4,3.6,4,0.8,120.0,93.0,19.4,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,3.4,3.2,1.2,1.3,0.2162,0.1631,0.2525,12.28,52.0,40.1,10.919999999999998,1.13598
Luka Doncic,2024-12-07,38,30,13,11,4,0.0,0.45,0.462,0.663,29.0,13.2,4,1.0,135.0,107.0,29.6,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4.7,4.3,1.6,1.7,0.2612,0.2092999999999999,0.3525,15.18,65.5,50.8,13.88,1.22522
Luka Doncic,2024-12-10,40,16,11,5,4,0.0,0.333,0.25,0.465,25.8,-3.4,6,0.8,82.0,109.0,11.1,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.3,4.3,1.7,2.0,0.2319999999999999,0.1968,0.3725,14.82,60.7,53.2,12.62,1.05416
Luka Doncic,2024-12-15,38,45,11,13,3,2.0,0.696,0.545,0.835,33.3,24.9,3,0.778,167.0,121.0,48.7,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.4,5.6,2.0,2.3,0.3016,0.2512999999999999,0.4503,18.15,77.4,65.3,17.49,0.923741
Luka Doncic,2024-12-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.4,5.6,2.0,2.3,0.3016,0.2512999999999999,0.4503,18.15,77.4,65.3,17.49,1.00258
Luka Doncic,2024-12-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.4,5.6,2.0,2.3,0.3016,0.2512999999999999,0.4503,18.15,77.4,65.3,17.49,0.929664
