Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Trae Young,2022-10-19,38,23,3,13,1,1.0,0.318,0.111,0.451,33.0,-1.8,3,1.0,99.0,110.0,18.7,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,13.0,1.0,3.0,0.318,0.111,1.0,33.0,99.0,110.0,18.7,0.0
Trae Young,2022-10-21,37,25,4,13,0,0.0,0.292,0.364,0.462,37.6,-1.2,6,1.0,99.0,105.0,14.9,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.5,13.0,0.5,4.5,0.305,0.2375,1.0,35.3,99.0,107.5,16.8,1.07915
Trae Young,2022-10-23,33,28,5,9,0,0.0,0.36,0.25,0.483,36.2,2.1,1,0.889,117.0,132.0,19.7,3,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33333333333333,4.0,11.666666666666666,0.3333333333333333,3.333333333333333,0.3233333333333333,0.2416666666666666,0.963,35.6,105.0,115.66666666666669,17.766666666666666,1.15766
Trae Young,2022-10-26,38,35,3,6,1,0.0,0.429,0.143,0.614,32.9,5.1,1,0.941,136.0,117.0,27.8,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,3.75,10.25,0.5,2.75,0.34975,0.217,0.9575,34.925,112.75,116.0,20.275,1.1868
Trae Young,2022-10-28,30,36,2,12,0,0.0,0.6,0.667,0.738,36.5,18.5,1,0.8,160.0,123.0,34.0,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,3.4,10.6,0.4,2.4,0.3998,0.307,0.926,35.239999999999995,122.2,117.4,23.02,1.12207
Trae Young,2022-10-29,36,42,6,5,0,0.0,0.469,0.5,0.599,43.4,10.0,2,1.0,126.0,128.0,28.9,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,3.8333333333333335,9.666666666666666,0.3333333333333333,2.333333333333333,0.4113333333333333,0.3391666666666666,0.9383333333333334,36.6,122.83333333333331,119.16666666666669,24.0,0.990712
Trae Young,2022-10-31,32,14,0,10,1,0.0,0.231,0.2,0.424,34.7,-14.5,10,0.875,72.0,140.0,3.7,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,3.2857142857142856,9.714285714285714,0.4285714285714285,3.4285714285714284,0.3855714285714285,0.3192857142857143,0.9292857142857144,36.32857142857143,115.57142857142856,122.14285714285714,21.1,1.15093
Trae Young,2022-11-02,28,17,6,7,1,0.0,0.318,0.286,0.372,34.0,-0.3,1,0.5,93.0,101.0,10.7,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,3.625,9.375,0.5,3.125,0.377125,0.315125,0.875625,36.0375,112.75,119.5,19.8,1.18846
Trae Young,2022-11-05,42,34,1,10,2,1.0,0.346,0.222,0.521,37.1,2.7,5,0.933,107.0,113.0,23.2,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.22222222222222,3.333333333333333,9.444444444444445,0.6666666666666666,3.333333333333333,0.3736666666666666,0.3047777777777777,0.882,36.15555555555555,112.11111111111111,118.77777777777776,20.177777777777777,1.02614
Trae Young,2022-11-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,3.0,8.5,0.6,3.0,0.3363,0.2743,0.7938,32.54,100.9,106.9,18.16,0.951056
