Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Victor Wembanyama,28,24,12,4,1,4.0,0.5,0.0,0.558,36.9,4.0,3,0.75,116.0,130.0,23.0,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.8,2.7,0.4,2.4,0.4175,0.24,0.6709,30.76,94.3,87.7,16.880000000000003,1.05174,43,2024,1,24,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,29,23,12,4,2,2.0,0.389,0.429,0.557,38.5,2.5,7,1.0,97.0,91.0,16.8,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.9,8.0,2.8,0.5,2.8,0.4102,0.2429,0.68,30.8,91.7,86.7,16.33,1.23091,44,2024,1,26,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,30,23,10,6,2,2.0,0.529,0.5,0.599,38.5,4.1,6,0.4,98.0,111.0,16.9,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,7.8,2.4,0.7,3.4,0.4256,0.2929,0.6399999999999999,30.9,89.2,87.2,16.2,0.993658,45,2024,1,27,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,31,22,11,4,1,3.0,0.474,0.0,0.53,34.0,-0.3,4,1.0,102.0,112.0,18.3,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2,7.8,2.7,0.8,3.5,0.4086999999999999,0.2262,0.64,30.170000000000005,86.0,89.8,15.77,1.00096,46,2024,1,29,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Victor Wembanyama,30,21,8,3,2,5.0,0.467,0.4,0.61,29.9,10.2,3,1.0,107.0,96.0,19.1,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,8.6,3.0,1.0,3.8,0.4554,0.2662,0.74,33.160000000000004,96.7,99.4,17.68,1.29239,47,2024,1,31,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,28,16,14,7,2,3.0,0.5,0.0,0.538,28.9,5.9,6,1.0,100.0,102.0,17.4,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,8.7,3.5,1.0,4.1,0.4387,0.2461999999999999,0.74,32.87,95.3,101.2,16.82,1.02871,48,2024,2,2,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,27,19,14,3,2,2.0,0.313,0.5,0.487,34.0,8.6,3,0.875,101.0,103.0,17.7,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,9.6,3.7,1.2,3.9,0.4174,0.2629,0.7442,31.9,95.5,99.1,17.07,0.996915,49,2024,2,3,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,28,18,13,3,1,1.0,0.538,0.6,0.628,26.8,7.1,3,0.333,97.0,106.0,15.2,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,10.9,4.0,1.3,4.2,0.4711999999999999,0.3229,0.7775,34.58,105.2,109.7,18.59,0.961904,50,2024,2,7,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,23,15,1,2,1,3.0,0.5,0.5,0.603,36.3,-4.6,5,1.0,81.0,123.0,8.4,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,10.2,3.8,1.4,4.1,0.4735999999999999,0.3329,0.8275,34.17,104.4,111.0,17.919999999999998,1.22516,51,2024,2,8,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Victor Wembanyama,29,21,4,3,0,1.0,0.438,0.5,0.591,31.5,0.5,4,1.0,105.0,133.0,11.8,53,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,9.9,3.9,1.4,4.4,0.4648,0.3429,0.8358000000000001,33.53,100.4,110.7,16.46,1.19358,52,2024,2,10,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,29,27,14,5,2,10.0,0.714,0.5,0.811,34.3,18.6,7,0.833,111.0,70.0,30.5,54,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,10.1,4.0,1.5,4.8,0.4862,0.3928999999999999,0.8440999999999999,33.27,99.9,104.7,17.21,1.23894,53,2024,2,12,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Victor Wembanyama,27,26,9,5,1,3.0,0.476,0.333,0.56,37.8,18.3,2,0.8,110.0,107.0,23.4,55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,9.8,4.1,1.4,4.3,0.4949,0.3833,0.8240999999999999,33.2,101.2,106.3,17.87,0.906417,54,2024,2,14,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,31,19,13,4,5,5.0,0.381,0.167,0.426,31.7,6.3,1,0.667,103.0,102.0,22.9,56,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.4,10.1,3.9,1.7,3.8,0.4801,0.35,0.8508000000000001,32.52,101.7,105.4,18.47,0.968021,55,2024,2,22,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Victor Wembanyama,31,27,10,8,5,5.0,0.438,0.375,0.648,29.5,24.1,2,0.909,138.0,96.0,32.5,57,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,10.0,4.3,2.1,3.6,0.4765,0.3875,0.8417,32.07,105.3,103.8,19.89,1.23896,56,2024,2,23,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,27,22,10,2,1,5.0,0.529,0.333,0.586,33.9,2.9,4,0.75,98.0,105.0,18.6,58,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,10.2,4.2,2.0,3.7,0.4827,0.3808,0.8167,32.47,104.4,104.7,19.84,1.13147,57,2024,2,25,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,34,17,13,5,2,4.0,0.385,0.286,0.559,25.6,2.5,5,1.0,97.0,99.0,15.5,59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,10.1,4.0,2.0,3.6,0.4712,0.4094,0.8167,32.14,104.1,104.4,19.65,0.834344,58,2024,2,27,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Victor Wembanyama,32,28,13,7,2,5.0,0.529,0.714,0.697,29.6,19.2,2,0.714,142.0,104.0,31.6,60,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,4.4,2.0,3.5,0.4928,0.4307999999999999,0.8006,31.7,108.2,104.5,21.04,0.900047,59,2024,2,29,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Victor Wembanyama,31,31,12,6,1,6.0,0.647,0.75,0.772,32.9,23.2,3,0.857,141.0,95.0,33.1,61,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,9.9,4.7,2.0,3.5,0.5037,0.4458,0.8530000000000001,32.31,112.6,103.4,22.83,1.24698,60,2024,3,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,30,10,11,3,0,7.0,0.4,0.4,0.5,22.5,-2.2,6,0.0,72.0,103.0,8.1,62,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,10.9,4.8,1.9,3.6,0.4937,0.4357999999999999,0.753,30.93,111.7,101.4,22.8,1.00403,61,2024,3,5,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.7,10.5,4.5,1.9,3.2,0.4498999999999999,0.3858,0.653,27.78,101.2,88.1,21.62,1.13435,62,2024,3,7,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.1,4.0,1.7,2.5,0.3785,0.3358,0.5697,24.35,90.1,81.1,18.57,1.17247,63,2024,3,9,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,31,27,14,3,1,2.0,0.4,0.333,0.466,42.6,3.3,3,0.444,93.0,105.0,17.6,65,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,9.6,3.8,1.7,2.6,0.3709,0.3358,0.5341,24.83,88.4,80.9,17.990000000000002,1.22286,64,2024,3,11,0,1.0,6.123233995736766e-17,0.0,1.0
Victor Wembanyama,31,13,10,6,1,2.0,0.417,0.286,0.523,22.0,5.2,2,1.0,110.0,108.0,13.8,66,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,9.3,4.0,1.3,2.7,0.3745,0.3477,0.5673999999999999,23.860000000000003,89.1,81.5,17.08,1.01094,65,2024,3,12,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Victor Wembanyama,33,17,9,2,2,3.0,0.333,0.2,0.533,26.5,-2.0,4,0.889,103.0,111.0,13.6,67,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,9.2,3.4,1.0,2.9,0.364,0.3302,0.5654,23.56,85.6,83.0,15.190000000000005,0.973855,66,2024,3,15,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,36,33,15,7,0,7.0,0.538,0.143,0.576,37.9,14.7,4,0.667,113.0,95.0,31.1,68,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,9.7,3.9,0.9,2.9,0.3649,0.3112,0.5570999999999999,23.96,87.1,82.0,16.44,1.1561,67,2024,3,17,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,32,12,11,3,1,6.0,0.231,0.0,0.373,27.8,-7.1,5,0.857,75.0,96.0,8.9,69,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,9.5,3.7,0.8,2.9,0.3495,0.2825999999999999,0.5428,24.18,84.9,81.7,15.78,1.06911,68,2024,3,19,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Victor Wembanyama,33,31,16,5,2,3.0,0.458,0.25,0.546,41.9,11.4,7,0.6,95.0,87.0,23.6,70,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,9.8,3.5,0.8,3.4,0.3424,0.2362,0.5314,25.41,80.2,80.0,14.98,1.38804,69,2024,3,22,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,21,13,5,4,0,1.0,0.714,0.5,0.825,27.1,2.4,5,1.0,103.0,134.0,10.5,71,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.6,9.1,3.3,0.7,3.6,0.3491,0.2112,0.5457,24.83,76.4,83.9,12.720000000000002,1.14656,70,2024,3,23,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.6,8.0,3.0,0.7,3.0,0.3091,0.1712,0.5457,22.58,69.2,73.6,11.91,1.04062,71,2024,3,25,0,1.0,6.123233995736766e-17,0.0,1.0
Victor Wembanyama,30,19,8,6,0,5.0,0.467,0.25,0.525,32.6,-2.4,6,0.571,92.0,99.0,13.4,73,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5,8.8,3.6,0.7,3.6,0.3558,0.1962,0.6028,25.84,78.4,83.5,13.25,1.17347,72,2024,3,27,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,38,40,20,7,2,1.0,0.591,0.444,0.733,39.6,17.9,4,0.833,139.0,105.0,39.8,74,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,10.8,4.3,0.9,4.0,0.4149,0.2406,0.6860999999999999,29.8,92.3,94.0,17.23,1.03709,73,2024,3,29,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,31,32,9,5,4,3.0,0.455,0.3,0.606,41.5,13.3,5,0.9,115.0,101.0,27.1,75,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.3,4.5,1.2,4.2,0.4204,0.2372999999999999,0.7317,29.69,94.5,93.6,18.18,1.0228,74,2024,3,31,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,34,23,15,8,1,9.0,0.31,0.182,0.363,40.0,10.6,2,0.5,90.0,91.0,21.3,76,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.8,4.7,1.2,4.2,0.4097,0.2268999999999999,0.6817,31.49,92.5,91.9,18.93,1.00924,75,2024,4,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Victor Wembanyama,34,17,12,9,1,3.0,0.417,0.5,0.618,21.3,11.8,2,1.0,133.0,106.0,22.0,77,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.1,5.4,1.1,4.0,0.4181,0.2569,0.6928,30.97,95.5,91.4,19.77,1.19054,76,2024,4,5,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,43,33,18,6,0,7.0,0.55,0.5,0.715,32.0,9.8,9,0.857,107.0,100.0,29.3,78,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.4,5.3,1.1,4.5,0.4192999999999999,0.2926,0.7118,30.380000000000003,94.9,91.9,19.59,0.955699,77,2024,4,7,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,31,18,7,6,0,7.0,0.474,0.0,0.474,29.5,8.9,1,0.0,106.0,87.0,18.5,79,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,11.0,5.6,1.0,4.1,0.4436,0.2926,0.6260999999999999,30.55,98.0,91.0,20.55,1.1548,78,2024,4,9,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,9.4,5.1,0.8,3.4,0.3978,0.2676,0.5660999999999999,26.360000000000003,88.5,82.3,18.19,1.01413,79,2024,4,10,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,37,34,12,5,1,2.0,0.444,0.417,0.565,42.7,1.8,7,0.714,100.0,113.0,21.6,81,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,10.1,5.2,0.9,3.6,0.3708,0.2593,0.5375,27.92,88.2,80.2,19.3,1.12691,80,2024,4,12,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,10.1,5.2,0.9,3.6,0.3708,0.2593,0.5375,27.92,88.2,80.2,19.3,0.890111,81,2024,4,14,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
