Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_SAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Victor Wembanyama,28,8,14,2,0,2.0,0.267,0.0,0.267,28.0,-13.2,5,0.0,52.0,113.0,1.5,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.7,2.5,0.9,3.8,0.4021,0.217,0.6141,31.15,91.8,114.9,13.22,1.01227,10,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Victor Wembanyama,30,27,9,0,2,0.0,0.462,0.25,0.511,40.9,-8.5,4,1.0,82.0,118.0,13.5,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.6,9.4,2.4,0.8,3.8,0.4115,0.242,0.6266,31.59,90.5,116.9,12.9,1.01336,11,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,31,19,13,4,1,8.0,0.353,0.333,0.484,30.5,6.3,2,0.833,110.0,106.0,20.0,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,10.2,2.6,0.8,3.5,0.4067999999999999,0.2753,0.6599,31.76,94.8,115.8,14.5,1.28168,12,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,27,9,3,4,0,2.0,0.333,0.0,0.362,21.7,-4.4,1,1.0,84.0,125.0,5.9,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,9.7,2.9,0.8,3.1,0.3901,0.242,0.6799000000000001,31.03,93.3,117.5,13.84,0.972053,13,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Victor Wembanyama,33,22,15,3,1,3.0,0.538,0.5,0.684,23.2,11.2,2,1.0,129.0,98.0,23.4,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,10.2,3.0,0.8,3.1,0.3862,0.242,0.6966,29.520000000000003,93.5,115.5,13.2,0.972853,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,35,22,9,4,1,2.0,0.444,0.167,0.545,28.8,-1.7,6,1.0,96.0,108.0,14.5,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,10.2,3.0,0.8,3.5,0.3868,0.2300999999999999,0.7166,30.02,91.9,115.5,12.69,1.15236,15,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,25,22,11,2,6,4.0,0.412,0.4,0.548,37.2,11.4,3,0.857,107.0,94.0,23.0,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.3,3.2,1.3,3.6,0.4029999999999999,0.2301,0.719,30.570000000000004,94.0,111.8,14.11,1.04948,16,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,29,21,12,2,2,4.0,0.563,0.2,0.622,25.8,4.4,2,1.0,120.0,111.0,21.6,18,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,10.6,3.2,1.5,3.5,0.4307,0.2501,0.719,30.28,96.9,109.7,15.429999999999998,1.18807,17,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,9.7,2.8,1.4,3.2,0.3736,0.2072,0.6689999999999999,27.18,85.8,99.0,13.13,1.11383,18,2023,12,1,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,32,12,10,1,1,1.0,0.308,0.0,0.384,22.0,-4.3,2,0.667,81.0,100.0,7.9,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,9.6,2.2,1.4,2.7,0.368,0.185,0.7357,25.809999999999995,86.1,97.3,13.13,1.18616,19,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,32,21,20,4,1,4.0,0.4,0.0,0.464,34.4,1.1,1,0.833,116.0,111.0,23.4,21,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,10.2,2.4,1.5,2.3,0.3813,0.185,0.819,26.45,92.5,97.1,15.32,1.00263,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,33,15,18,3,0,5.0,0.467,0.167,0.486,26.2,3.3,5,0.0,75.0,76.0,12.5,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,11.1,2.7,1.3,2.4,0.3818,0.1767,0.719,24.98,91.8,92.9,15.22,1.05068,21,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Victor Wembanyama,32,30,13,2,3,6.0,0.524,0.8,0.623,35.5,8.1,5,0.571,106.0,92.0,25.2,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,11.1,2.5,1.5,2.7,0.3989,0.2234,0.6928,25.48,91.4,91.5,15.74,1.26039,22,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,31,13,15,5,2,2.0,0.385,0.5,0.454,22.8,0.0,2,0.667,106.0,104.0,14.9,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,12.3,2.6,1.7,2.8,0.4041,0.2734,0.6595,25.59,93.6,89.4,16.639999999999997,1.07389,23,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,31,17,13,4,1,4.0,0.462,0.333,0.576,23.6,2.7,3,0.75,103.0,125.0,17.0,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,12.1,2.7,1.7,2.9,0.3964999999999999,0.2567,0.6345,25.630000000000003,91.0,92.1,16.0,1.05849,24,2023,12,17,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,11.2,2.3,1.6,2.3,0.3520999999999999,0.24,0.5345,22.75,81.4,81.3,14.55,1.15999,25,2023,12,19,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Victor Wembanyama,22,7,5,5,2,3.0,0.375,0.0,0.376,22.8,5.0,2,0.333,83.0,100.0,8.9,27,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,10.6,2.6,1.2,2.2,0.3484,0.2,0.4821,21.31,79.0,81.9,13.14,1.03176,26,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,9.4,2.4,1.0,2.0,0.2921,0.18,0.3821,18.73,67.0,70.8,10.98,1.09774,27,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,24,15,7,4,1,5.0,0.4,0.25,0.46,34.3,-1.8,4,0.667,86.0,116.0,12.3,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,10.1,2.8,1.1,2.4,0.3321,0.205,0.4488,22.16,75.6,82.4,12.21,1.16853,28,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Victor Wembanyama,24,30,6,6,0,7.0,0.643,0.5,0.815,35.3,32.7,1,1.0,159.0,98.0,33.7,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.8,9.7,3.3,1.0,2.3,0.3656,0.255,0.4821,23.49,83.4,82.2,14.79,1.11275,29,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.7,7.7,2.9,0.9,2.2,0.3256,0.255,0.3988,20.05,71.8,71.1,12.45,1.12649,30,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,24,21,7,3,0,1.0,0.5,0.375,0.622,36.2,8.1,3,1.0,106.0,132.0,15.7,32,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,6.6,2.9,0.9,2.0,0.3289,0.2758,0.4987999999999999,21.05,74.9,76.7,12.77,1.17413,31,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,26,20,7,1,0,4.0,0.5,0.4,0.563,31.7,9.7,1,0.5,102.0,99.0,15.8,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,6.0,2.8,0.6,1.6,0.3265,0.2358,0.4916999999999999,20.67,74.5,77.4,11.830000000000002,1.192,32,2024,1,2,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Victor Wembanyama,26,27,9,1,1,5.0,0.556,0.25,0.654,41.4,2.0,5,0.833,106.0,109.0,20.1,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,5.4,2.4,0.5,1.9,0.3436,0.2108,0.5083,22.53,74.5,77.9,12.35,1.28886,33,2024,1,4,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Victor Wembanyama,25,24,10,3,1,5.0,0.462,0.4,0.673,38.1,13.8,3,0.909,123.0,101.0,22.3,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,5.1,2.3,0.5,1.9,0.3436,0.2174999999999999,0.5242000000000001,23.98,76.5,75.5,12.88,0.8953,34,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Victor Wembanyama,21,16,12,10,0,0.0,0.375,0.0,0.44,37.5,11.9,0,0.8,123.0,106.0,18.2,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.3,3.3,0.5,1.9,0.3811,0.2174999999999999,0.6042000000000001,27.73,88.8,86.1,14.7,1.23804,35,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,20,26,11,1,0,2.0,0.643,0.667,0.781,41.3,12.0,3,1.0,134.0,86.0,22.6,37,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,6.9,2.9,0.3,2.0,0.4079,0.2842,0.6709,29.579999999999995,93.9,84.7,16.07,1.27776,36,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,6.9,2.9,0.3,2.0,0.4079,0.2842,0.6709,29.579999999999995,93.9,84.7,16.07,1.40105,37,2024,1,13,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,27,26,13,2,2,5.0,0.667,0.2,0.705,31.8,18.9,3,1.0,114.0,84.0,26.0,39,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.5,2.7,0.4,1.9,0.4346,0.2792,0.7041999999999999,29.33,96.7,81.5,17.440000000000005,1.165,38,2024,1,15,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Victor Wembanyama,27,27,5,1,0,1.0,0.526,0.333,0.624,43.7,3.2,5,0.833,99.0,124.0,15.2,40,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,7.4,2.2,0.4,2.3,0.4229,0.2625,0.6875,30.170000000000005,90.7,84.1,15.59,0.937271,39,2024,1,17,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Victor Wembanyama,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,7.4,2.2,0.4,2.3,0.4229,0.2625,0.6875,30.170000000000005,90.7,84.1,15.59,1.36452,40,2024,1,19,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Victor Wembanyama,28,24,8,4,0,6.0,0.476,0.4,0.527,40.4,-3.5,6,0.5,89.0,110.0,15.1,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,7.5,2.3,0.4,2.6,0.4205,0.265,0.6375,30.59,89.0,81.9,15.53,1.06704,41,2024,1,20,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Victor Wembanyama,28,33,7,2,0,2.0,0.526,0.4,0.68,37.9,10.2,1,0.917,145.0,136.0,26.4,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,7.5,2.4,0.4,2.6,0.4231,0.265,0.6792,31.21,93.3,85.6,16.59,0.88097,42,2024,1,22,0,0.49999999999999994,0.8660254037844387,0.0,1.0
