Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,TM_SAC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Domantas Sabonis,2021-11-19,22,8,6,1,1,1.0,0.5,0.0,0.515,22.6,-10.1,4,0.5,69.0,114.0,3.6,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,11.2,3.1,0.8,3.0,0.5528000000000001,0.1917,0.6016999999999999,21.7,110.4,107.4,13.04,0.908853
Domantas Sabonis,2021-11-20,22,20,10,6,2,0.0,0.545,0.667,0.689,33.2,20.0,2,0.75,135.0,86.0,21.1,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.9,3.1,0.9,3.1,0.534,0.2584,0.5767,22.96,107.8,104.2,12.47,0.860901
Domantas Sabonis,2021-11-22,26,21,11,4,1,0.0,0.571,0.0,0.648,32.1,7.6,3,1.0,124.0,83.0,18.5,19,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,11.3,3.2,1.0,3.0,0.5410999999999999,0.2584,0.61,24.44,111.1,101.6,13.9,1.02718
Domantas Sabonis,2021-11-24,35,14,12,6,1,0.0,0.556,0.0,0.651,14.3,6.0,1,1.0,147.0,114.0,17.5,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.3,3.4,1.1,2.5,0.5384,0.2584,0.6849999999999999,23.29,117.7,101.2,14.91,1.028
Domantas Sabonis,2021-11-26,36,23,18,2,0,0.0,0.533,0.333,0.636,25.6,1.5,4,0.857,122.0,102.0,19.7,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.6,12.1,3.5,0.8,2.6,0.5379,0.2917,0.6707,23.28,118.7,102.5,15.52,1.15115
Domantas Sabonis,2021-11-28,22,4,10,5,0,0.0,0.125,0.0,0.215,24.3,-9.5,3,0.667,64.0,116.0,1.9,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.2,3.8,0.7,2.6,0.4861000000000001,0.2417,0.6374,23.2,112.8,103.9,13.71,1.10576
Domantas Sabonis,2021-11-29,36,16,25,10,0,1.0,0.417,0.0,0.531,22.5,8.3,4,0.857,109.0,93.0,20.0,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,4.3,0.6,2.8,0.5078,0.2417,0.6731,23.61,115.7,102.9,15.4,1.04746
Domantas Sabonis,2021-12-01,39,22,10,4,0,0.0,0.9,1.0,0.972,16.3,4.5,3,0.667,152.0,122.0,19.8,24,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,12.8,4.2,0.6,3.0,0.5251,0.275,0.7398,23.4,114.7,103.4,15.38,1.03692
Domantas Sabonis,2021-12-03,37,14,16,3,2,0.0,0.625,0.0,0.717,18.0,-0.9,5,1.0,109.0,117.0,14.3,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,12.9,4.2,0.7,3.4,0.5343,0.2,0.7998000000000001,23.03,113.1,104.9,14.78,1.17398
Domantas Sabonis,2021-12-06,36,30,10,6,3,1.0,0.733,0.0,0.81,26.9,14.5,3,1.0,156.0,116.0,32.2,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.2,12.8,4.7,1.0,3.2,0.5505,0.2,0.8298,23.58,118.7,106.3,16.86,1.09574
Domantas Sabonis,2021-12-08,33,21,11,5,0,1.0,0.875,1.0,0.948,15.1,16.2,0,0.714,200.0,110.0,26.1,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,13.3,5.1,0.9,2.8,0.588,0.3,0.8512000000000001,22.83,131.8,105.9,19.11,1.13232
Domantas Sabonis,2021-12-10,35,24,10,7,1,0.0,0.692,1.0,0.767,23.6,15.3,2,0.833,152.0,104.0,24.6,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,13.3,5.2,0.8,2.8,0.6027,0.3333,0.8595,21.87,133.5,107.7,19.46,0.960961
Domantas Sabonis,2021-12-13,36,30,11,0,2,1.0,0.706,0.0,0.701,26.7,12.8,1,0.6,142.0,105.0,27.9,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,13.3,4.8,0.9,2.6,0.6162,0.3333,0.8195,21.33,135.3,109.9,20.4,1.05754
Domantas Sabonis,2021-12-15,35,16,14,5,1,0.0,0.6,0.0,0.68,21.9,1.1,5,1.0,117.0,122.0,17.1,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.5,4.7,0.9,3.0,0.6206,0.3333,0.8195,22.09,132.3,110.7,20.360000000000003,1.18003
Domantas Sabonis,2021-12-16,31,12,9,6,0,0.0,0.556,0.0,0.607,17.8,-3.1,3,1.0,107.0,117.0,10.0,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,12.6,5.1,0.9,2.9,0.6229,0.3,0.8337999999999999,21.31,130.8,112.2,19.390000000000004,1.04305
Domantas Sabonis,2021-12-21,28,12,4,4,0,0.0,0.364,0.0,0.455,23.2,-6.5,2,0.8,92.0,136.0,7.1,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,12.0,5.0,0.9,2.8,0.6468,0.3,0.8471,21.2,133.6,114.2,19.910000000000004,1.03667
Domantas Sabonis,2021-12-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,9.5,4.0,0.9,2.4,0.6051,0.3,0.7614,18.95,122.7,104.9,17.910000000000004,1.20747
Domantas Sabonis,2021-12-26,35,14,16,5,2,0.0,0.294,0.0,0.356,25.2,-1.1,1,0.667,102.0,116.0,15.4,34,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,10.1,4.1,1.1,2.2,0.5445,0.2,0.7614,19.84,117.7,104.3,17.47,1.2115
Domantas Sabonis,2021-12-29,37,15,18,7,2,1.0,0.333,0.2,0.495,23.7,-1.1,6,0.571,91.0,104.0,13.7,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,10.3,4.5,1.1,2.3,0.5153,0.22,0.7184999999999999,20.41,115.9,103.0,17.41,0.955598
Domantas Sabonis,2021-12-31,40,24,14,6,1,2.0,0.571,0.5,0.685,20.5,9.5,3,0.875,135.0,107.0,25.6,36,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,10.7,4.5,0.9,2.3,0.4991,0.27,0.706,19.77,113.8,102.1,16.75,1.12069
Domantas Sabonis,2022-01-02,39,32,13,7,0,1.0,0.667,1.0,0.825,26.4,14.8,3,0.9,152.0,114.0,31.2,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,10.9,4.7,0.9,2.6,0.4783,0.27,0.7246,20.9,109.0,102.5,17.26,1.26453
Domantas Sabonis,2022-01-04,39,15,8,4,0,0.0,0.556,0.0,0.525,21.2,-4.7,3,0.417,95.0,119.0,9.3,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.7,4.4,0.8,2.7,0.4647,0.1699999999999999,0.683,20.66,103.3,104.0,15.73,1.1508
Domantas Sabonis,2022-01-05,38,32,12,10,0,0.0,0.769,1.0,0.855,28.6,11.1,6,0.846,142.0,130.0,29.9,39,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,10.8,5.4,0.6,3.2,0.471,0.27,0.7076,20.85,103.3,106.5,15.93,1.17223
Domantas Sabonis,2022-01-08,38,42,6,3,1,1.0,0.818,0.75,0.884,32.7,13.2,3,0.75,148.0,119.0,35.6,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.8,10.0,5.2,0.6,3.0,0.4928,0.345,0.6826,21.93,106.4,106.2,17.779999999999998,1.18778
Domantas Sabonis,2022-01-10,45,11,22,10,1,0.0,0.25,0.0,0.376,18.7,3.1,4,0.833,96.0,92.0,16.0,41,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,11.3,5.6,0.7,3.1,0.4622,0.345,0.6658999999999999,22.02,105.3,103.7,18.380000000000003,0.851305
Domantas Sabonis,2022-01-12,32,17,6,6,2,0.0,0.636,0.0,0.644,20.2,8.8,1,0.6,136.0,128.0,17.9,42,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,11.5,5.8,0.9,3.0,0.4894,0.345,0.6458999999999999,21.72,109.7,102.9,19.46,0.889393
Domantas Sabonis,2022-01-14,37,14,14,6,1,0.0,0.4,0.333,0.554,17.7,2.5,2,0.833,112.0,110.0,14.8,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,12.9,6.4,1.0,3.2,0.5294000000000001,0.3782999999999999,0.7292,23.49,120.9,113.9,20.94,1.00357
Domantas Sabonis,2022-01-17,34,19,11,7,0,2.0,0.5,0.0,0.556,23.5,-1.1,3,0.714,124.0,140.0,18.2,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,12.4,6.6,0.8,3.4,0.55,0.3782999999999999,0.7339,23.32,123.1,116.3,21.22,1.04325
Domantas Sabonis,2022-01-19,35,20,12,10,0,1.0,0.75,1.0,0.833,16.2,16.3,1,0.0,174.0,113.0,25.9,45,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,11.8,6.9,0.6,2.9,0.5917,0.4583,0.6768,22.57,131.4,117.2,22.44,0.939083
Domantas Sabonis,2022-01-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,10.4,6.3,0.5,2.6,0.5346,0.4083,0.5892999999999999,20.52,117.9,106.5,19.880000000000003,0.8721
Domantas Sabonis,2022-01-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.1,5.6,0.5,2.3,0.4679,0.3082999999999999,0.4992999999999999,17.88,102.7,95.1,16.76,0.993239
Domantas Sabonis,2022-01-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,8.3,5.2,0.5,2.0,0.4123,0.3083,0.4575999999999999,15.76,93.2,83.2,15.830000000000002,0.95513
Domantas Sabonis,2022-01-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,7.1,4.2,0.5,1.4,0.3354,0.2083,0.373,12.9,79.0,70.2,12.839999999999998,1.21374
Domantas Sabonis,2022-01-28,44,24,18,10,2,2.0,0.563,0.0,0.601,23.9,10.5,5,0.667,123.0,100.0,28.0,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,8.3,4.9,0.6,1.6,0.3098999999999999,0.1333,0.3646999999999999,12.02,76.5,68.3,12.08,1.05002
