Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Domantas Sabonis,2021-01-12,37,18,14,6,0,1.0,0.467,0.0,0.523,24.6,1.3,4,0.8,103.0,96.0,16.2,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,12.5,5.9,0.5,3.6,0.5546,0.3333,0.6595000000000001,24.14,115.4,110.3,17.69,0.997743
Domantas Sabonis,2021-01-14,38,23,15,5,2,0.0,0.556,0.0,0.582,25.4,6.1,3,0.75,119.0,88.0,22.2,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.9,13.0,5.3,0.6,3.4,0.5375,0.3333,0.68,24.17,115.1,109.0,17.889999999999997,1.2589
Domantas Sabonis,2021-01-17,34,19,14,6,2,0.0,0.5,0.0,0.542,23.1,5.3,1,0.625,118.0,121.0,19.8,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,13.4,5.4,0.8,3.1,0.5431,0.2833,0.7092,23.99,117.6,110.0,18.67,1.02263
Domantas Sabonis,2021-01-20,41,25,10,4,0,1.0,0.6,0.75,0.659,24.3,1.7,4,0.444,114.0,124.0,17.8,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.3,5.0,0.6,3.3,0.5614,0.3083,0.6786000000000001,24.46,117.6,111.1,18.81,1.12417
Domantas Sabonis,2021-01-22,45,18,11,9,5,0.0,0.538,0.2,0.61,18.9,7.8,3,0.75,122.0,105.0,22.9,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,13.3,5.2,1.1,3.5,0.5438,0.2283,0.6536000000000001,24.45,113.2,111.3,18.46,0.957009
Domantas Sabonis,2021-01-24,40,10,19,5,0,0.0,0.1,0.0,0.37,17.3,-5.9,3,1.0,99.0,107.0,10.4,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,13.9,5.3,0.9,3.4,0.5037999999999999,0.1283,0.6536000000000001,24.49,111.5,111.1,18.17,0.830663
Domantas Sabonis,2021-01-25,11,11,3,2,0,0.0,0.6,1.0,0.814,35.1,11.4,2,0.75,126.0,115.0,8.2,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.2,13.1,4.8,0.9,3.1,0.5075000000000001,0.195,0.7286,25.18,114.1,112.2,17.59,0.963173
Domantas Sabonis,2021-01-27,37,22,11,10,1,0.0,0.9,0.667,0.935,20.6,11.6,5,0.5,138.0,109.0,23.3,18,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,13.0,5.4,1.0,3.1,0.5332,0.2617,0.7119,24.750000000000004,116.8,112.1,18.25,1.11815
Domantas Sabonis,2021-01-29,38,22,11,6,0,0.0,0.5,0.0,0.551,28.0,-1.0,4,0.667,104.0,113.0,15.9,19,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,11.9,5.6,1.0,3.2,0.5332,0.2617,0.7285999999999999,24.410000000000004,116.1,110.6,17.68,1.19173
Domantas Sabonis,2021-01-31,37,21,8,3,0,0.0,0.471,0.0,0.547,29.6,-7.0,6,1.0,92.0,121.0,10.4,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,11.6,5.6,1.0,3.5,0.5232,0.2617,0.7285999999999999,24.69,113.5,109.9,16.71,0.905588
Domantas Sabonis,2021-02-02,35,32,13,5,2,0.0,0.867,1.0,0.907,25.1,13.7,3,0.667,160.0,108.0,32.7,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,11.5,5.5,1.2,3.4,0.5631999999999999,0.3617,0.7152999999999999,24.74,119.2,111.1,18.360000000000003,0.985507
Domantas Sabonis,2021-02-03,31,33,12,6,0,0.0,0.56,0.6,0.638,37.3,12.4,2,1.0,121.0,123.0,26.9,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,11.2,5.6,1.0,3.3,0.5636,0.4216999999999999,0.7403,25.93,119.4,114.6,18.83,0.99589
Domantas Sabonis,2021-02-05,29,8,6,5,0,1.0,0.231,0.0,0.271,26.3,-13.5,3,0.5,74.0,123.0,2.7,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,10.4,5.5,0.8,3.5,0.5367,0.4216999999999999,0.7278,26.25,115.0,114.8,17.12,1.06051
Domantas Sabonis,2021-02-07,34,20,9,2,1,2.0,0.368,0.5,0.462,30.2,0.7,2,0.667,88.0,100.0,11.2,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.7,10.3,5.3,0.9,3.3,0.5135,0.3967,0.7501,26.84,112.4,112.4,16.46,1.14896
Domantas Sabonis,2021-02-10,35,18,9,4,2,1.0,0.35,0.333,0.414,31.2,1.6,2,0.5,90.0,107.0,12.2,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,10.1,4.8,0.6,3.2,0.4947,0.41,0.7251,28.070000000000004,109.2,112.6,15.389999999999995,1.2165
Domantas Sabonis,2021-02-11,38,26,8,8,3,2.0,0.643,0.5,0.761,23.2,18.2,1,0.857,165.0,105.0,30.4,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,9.0,5.1,0.9,3.0,0.549,0.4599999999999999,0.7108,28.660000000000004,115.8,112.4,17.39,1.10682
Domantas Sabonis,2021-02-13,27,14,13,7,1,1.0,0.5,0.0,0.5,27.3,2.0,3,0.0,109.0,107.0,14.5,27,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,10.0,5.6,1.0,3.1,0.5389999999999999,0.36,0.6357999999999999,27.880000000000003,114.1,111.6,18.02,1.17938
Domantas Sabonis,2021-02-15,43,25,10,5,1,4.0,0.368,0.0,0.497,32.6,-3.5,8,0.786,83.0,102.0,13.6,28,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,9.9,5.1,1.0,3.4,0.4858,0.2933,0.6644,29.08,108.6,110.9,17.05,1.28041
Domantas Sabonis,2021-02-17,46,36,16,10,3,1.0,0.619,0.5,0.697,27.3,13.2,3,0.818,141.0,106.0,37.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,10.4,5.5,1.3,3.3,0.4977,0.3433,0.6795,29.01,112.3,110.2,19.24,1.1136
Domantas Sabonis,2021-02-24,39,22,16,4,2,1.0,0.583,0.0,0.637,25.0,2.0,6,0.667,104.0,102.0,18.7,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,11.2,5.6,1.5,3.3,0.5089,0.3433,0.6462,28.55,113.5,108.3,20.07,1.01997
Domantas Sabonis,2021-02-26,37,24,6,9,0,0.0,0.583,0.333,0.732,21.6,8.4,2,0.9,147.0,126.0,22.9,31,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,10.5,6.0,1.3,3.2,0.4805,0.2766,0.6695,28.2,112.2,110.1,19.09,1.28283
Domantas Sabonis,2021-02-27,36,15,7,9,0,0.0,0.5,1.0,0.615,20.4,1.8,5,0.6,103.0,112.0,11.4,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,10.0,6.3,1.3,3.5,0.4744999999999999,0.3166,0.6295,26.51,110.4,109.0,17.54,1.13802
Domantas Sabonis,2021-03-01,34,15,9,7,0,0.0,0.5,0.0,0.563,20.6,-0.7,4,1.0,105.0,124.0,12.6,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,10.3,6.5,1.3,3.6,0.5014,0.3166,0.6795,25.940000000000005,113.5,109.1,18.53,0.993789
Domantas Sabonis,2021-03-03,38,18,5,6,1,1.0,0.583,0.0,0.597,20.3,-1.1,1,0.571,123.0,117.0,16.8,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,9.9,6.9,1.3,3.5,0.5229,0.2666,0.6699,24.95,117.0,110.8,19.09,0.914634
Domantas Sabonis,2021-03-04,38,10,10,10,4,0.0,0.333,0.0,0.333,20.9,2.9,3,0.0,95.0,112.0,13.7,35,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,10.0,7.5,1.5,3.6,0.5212,0.2333,0.6199,23.92,117.5,111.3,19.24,0.982652
Domantas Sabonis,2021-03-12,34,20,14,8,0,1.0,0.467,0.0,0.54,27.0,8.2,3,0.75,111.0,103.0,18.2,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,10.6,7.5,1.2,3.8,0.5035999999999999,0.1833,0.6092000000000001,24.3,112.1,111.1,18.02,1.27017
Domantas Sabonis,2021-03-13,43,22,13,10,4,1.0,0.692,0.5,0.768,19.3,10.7,5,1.0,130.0,100.0,25.5,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,10.6,7.8,1.5,4.0,0.5227999999999999,0.2333,0.7092,23.5,114.2,110.4,19.12,1.21577
Domantas Sabonis,2021-03-15,31,10,9,10,0,0.0,0.455,0.0,0.455,18.9,0.3,2,0.0,118.0,131.0,12.0,38,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,10.5,8.3,1.4,3.4,0.5315,0.2333,0.6306,22.13,117.7,113.3,18.96,1.25304
Domantas Sabonis,2021-03-17,40,18,11,11,4,1.0,0.727,0.5,0.731,17.8,11.3,4,0.333,122.0,107.0,22.8,39,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,10.0,8.4,1.5,3.5,0.5423,0.2333,0.5821000000000001,21.18,115.8,113.4,17.46,1.12407
Domantas Sabonis,2021-03-19,28,13,15,4,1,0.0,0.455,0.0,0.477,26.6,-7.0,4,0.5,104.0,106.0,11.6,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,9.9,8.4,1.4,3.3,0.5295,0.2333,0.5654000000000001,21.34,115.8,113.8,16.75,0.892566
Domantas Sabonis,2021-03-21,35,17,11,1,3,0.0,0.385,0.0,0.529,26.3,-5.0,5,1.0,89.0,94.0,10.3,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,10.4,7.6,1.7,3.6,0.5097,0.1999999999999999,0.5753999999999999,21.81,110.0,110.6,15.49,1.31399
Domantas Sabonis,2021-03-22,33,22,9,6,2,0.0,0.529,0.0,0.573,24.1,5.5,1,0.8,119.0,126.0,20.0,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,10.6,7.3,1.9,3.2,0.5126000000000001,0.1,0.5954,22.18,111.6,112.0,16.35,1.07466
Domantas Sabonis,2021-03-24,33,14,11,4,1,1.0,0.385,0.0,0.474,22.8,-3.1,3,1.0,101.0,110.0,11.7,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,10.8,7.0,2.0,3.1,0.5011,0.1,0.5954,22.4,111.2,110.6,16.259999999999998,1.00238
Domantas Sabonis,2021-03-26,34,22,15,5,0,0.0,0.545,0.333,0.676,25.8,4.7,3,0.75,134.0,99.0,21.3,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,11.8,6.9,1.9,3.3,0.4972999999999999,0.1333,0.6133,22.95,112.3,108.8,16.71,1.02955
Domantas Sabonis,2021-03-29,37,35,11,6,2,0.0,0.632,0.333,0.684,32.4,5.4,5,0.667,119.0,116.0,28.6,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.3,11.9,6.5,1.7,3.5,0.5272,0.1666,0.6799999999999999,24.1,114.7,109.2,18.2,0.866698
Domantas Sabonis,2021-03-31,35,9,14,3,1,1.0,0.5,0.0,0.507,15.8,-1.2,3,0.5,98.0,98.0,10.0,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,11.9,6.0,1.8,3.5,0.5305000000000001,0.1666,0.655,22.98,113.4,108.7,17.380000000000003,0.9187
Domantas Sabonis,2021-04-02,27,8,10,4,1,0.0,0.571,0.0,0.571,14.2,0.4,2,0.0,107.0,109.0,10.3,47,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,11.6,5.4,1.5,3.2,0.5184,0.1166,0.5549999999999999,22.47,111.1,109.6,15.860000000000005,1.16276
Domantas Sabonis,2021-04-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.8,10.7,4.4,1.5,3.0,0.4729,0.1166,0.5549999999999999,20.58,99.3,96.5,14.660000000000002,1.16143
Domantas Sabonis,2021-04-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.6,3.3,1.1,2.6,0.4002,0.0666,0.5216999999999999,18.8,87.1,85.8,12.38,1.11126
Domantas Sabonis,2021-04-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,8.1,2.9,1.0,2.2,0.3547,0.0666,0.4716999999999999,16.14,76.7,75.2,11.22,1.00916
