Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jalen Brunson,26,17,3,3,0,0.0,0.538,0.6,0.654,21.4,8.8,0,0.0,133.0,115.0,12.9,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,3.0,0.0,0.0,0.538,0.6,0.0,21.4,133.0,115.0,12.9,0.0,0,2021,10,21,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jalen Brunson,23,5,6,4,1,0.0,0.222,0.5,0.278,19.6,-5.6,1,0.0,84.0,100.0,3.7,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.5,3.5,0.5,0.5,0.38,0.55,0.0,20.5,108.5,107.5,8.3,0.816929,1,2021,10,23,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jalen Brunson,28,11,4,11,1,0.0,0.5,0.25,0.619,15.6,5.6,2,1.0,136.0,108.0,14.1,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.333333333333333,6.0,0.6666666666666666,1.0,0.42,0.45,0.3333333333333333,18.866666666666667,117.66666666666669,107.66666666666669,10.233333333333333,1.05471,2,2021,10,26,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Jalen Brunson,30,19,7,5,0,0.0,0.533,0.5,0.598,23.7,8.2,0,0.0,135.0,106.0,16.1,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,5.0,5.75,0.5,0.75,0.44825,0.4625,0.25,20.075,122.0,107.25,11.7,1.05086,3,2021,10,28,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jalen Brunson,19,4,3,3,0,0.0,0.25,0.0,0.25,21.2,-10.4,1,0.0,56.0,111.0,0.8,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,4.6,5.2,0.4,0.8,0.4086,0.37,0.2,20.3,108.8,108.0,9.52,1.17775,4,2021,10,29,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Jalen Brunson,27,8,2,2,1,1.0,0.3,0.0,0.368,21.1,-8.3,2,1.0,72.0,106.0,3.9,6,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.666666666666666,4.166666666666667,4.666666666666667,0.5,1.0,0.3905,0.3083333333333333,0.3333333333333333,20.433333333333334,102.66666666666669,107.66666666666669,8.583333333333334,1.03933,5,2021,10,31,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Jalen Brunson,31,25,7,3,0,0.0,0.769,1.0,0.822,26.8,8.8,3,0.6,138.0,135.0,20.3,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.714285714285714,4.571428571428571,4.428571428571429,0.4285714285714285,1.2857142857142858,0.4445714285714285,0.4071428571428571,0.3714285714285714,21.342857142857145,107.71428571428572,111.57142857142856,10.257142857142856,0.990385,6,2021,11,2,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Jalen Brunson,36,31,10,3,2,0.0,0.529,0.25,0.657,27.0,10.3,2,0.8,134.0,101.0,26.2,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,5.25,4.25,0.625,1.375,0.455125,0.3875,0.425,22.05,111.0,110.25,12.25,1.26356,7,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jalen Brunson,35,13,5,5,1,0.0,0.5,0.167,0.542,19.6,-3.0,2,0.0,109.0,114.0,9.4,9,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77777777777778,5.222222222222222,4.333333333333333,0.6666666666666666,1.4444444444444444,0.4601111111111111,0.363,0.3777777777777777,21.77777777777778,110.77777777777776,110.66666666666669,11.933333333333334,0.831889,8,2021,11,6,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jalen Brunson,31,17,4,6,1,0.0,0.583,0.0,0.638,23.3,2.6,2,1.0,126.0,100.0,15.4,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.1,4.5,0.7,1.5,0.4724,0.3267,0.44,21.93,112.3,109.6,12.28,1.23985,9,2021,11,8,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
