Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Scottie Barnes,2021-11-07,31,8,7,4,5,0.0,0.571,0.0,0.571,12.2,4.6,1,0.0,117.0,110.0,12.0,11,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,6.9,2.1,1.0,1.2,0.4479,0.1,0.4714,16.189999999999998,96.0,86.4,12.05,0.890208
Scottie Barnes,2021-11-10,32,21,7,4,0,0.0,0.636,0.0,0.723,25.5,4.6,3,0.875,126.0,110.0,16.4,12,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,6.3,2.3,1.0,1.4,0.4468,0.05,0.4589,16.619999999999997,93.5,88.3,11.31,1.13078
Scottie Barnes,2021-11-11,39,13,9,4,1,2.0,0.462,0.0,0.484,16.6,-1.4,2,1.0,116.0,117.0,13.8,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,6.4,2.5,1.1,1.6,0.4429999999999999,0.05,0.4875,15.99,91.9,88.4,11.33,1.15305
Scottie Barnes,2021-11-13,38,11,6,4,1,0.0,0.4,0.0,0.468,16.4,-8.0,3,0.75,99.0,136.0,7.4,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,6.6,2.9,1.1,1.3,0.408,0.05,0.5125,15.98,94.1,90.4,11.48,0.992656
Scottie Barnes,2021-11-15,40,18,8,2,0,0.0,0.429,0.0,0.541,22.1,-7.5,3,1.0,105.0,131.0,11.0,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.7,6.7,2.4,1.1,1.4,0.4038,0.05,0.5125,15.960000000000004,92.6,92.5,11.01,1.34181
Scottie Barnes,2021-11-18,35,10,6,6,1,0.0,0.455,0.0,0.455,15.7,-1.7,2,0.0,107.0,128.0,10.5,16,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.6,6.4,2.9,1.0,1.5,0.385,0.0,0.4125,15.51,89.4,94.2,10.03,0.832925
Scottie Barnes,2021-11-19,33,2,7,6,1,1.0,0.125,0.0,0.125,10.7,-3.0,0,0.0,82.0,96.0,4.4,17,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7,5.9,3.4,1.0,1.4,0.3445999999999999,0.0,0.3625,14.039999999999996,86.4,94.3,8.89,1.05718
Scottie Barnes,2021-11-21,28,10,13,5,2,0.0,0.273,0.667,0.355,23.2,-0.2,2,0.286,92.0,116.0,9.3,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,7.2,3.9,1.2,1.6,0.3719,0.0667,0.3910999999999999,16.36,95.6,105.9,9.82,1.06681
Scottie Barnes,2021-11-24,39,17,9,3,0,0.0,0.571,0.333,0.607,19.3,-2.6,3,0.0,115.0,124.0,13.0,19,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,8.1,4.2,1.2,1.9,0.429,0.1,0.3910999999999999,18.29,107.1,118.3,11.12,1.17005
Scottie Barnes,2021-11-26,35,17,7,4,2,1.0,0.556,0.0,0.656,17.4,7.0,1,0.778,141.0,120.0,18.1,20,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,7.9,4.2,1.3,2.0,0.4478,0.1,0.4689,17.91,110.0,118.8,11.59,1.10628
Scottie Barnes,2021-11-28,37,21,7,3,2,1.0,0.438,0.444,0.591,24.3,6.5,3,0.75,115.0,114.0,16.9,21,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.9,4.1,1.0,2.2,0.4345,0.1444,0.5439,19.12,109.8,119.2,12.08,0.973878
Scottie Barnes,2021-11-30,38,19,7,3,2,4.0,0.5,0.5,0.594,22.2,10.3,4,0.0,103.0,96.0,16.4,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,7.9,4.0,1.2,2.3,0.4209,0.1944,0.4564,18.79,107.5,117.8,12.08,0.917869
Scottie Barnes,2021-12-02,39,13,7,4,3,1.0,0.556,0.5,0.722,10.4,8.8,0,0.0,166.0,101.0,16.1,23,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,7.7,4.0,1.4,2.1,0.4303,0.2444,0.3564,18.17,112.5,116.2,12.31,1.12956
Scottie Barnes,2021-12-05,37,11,6,1,0,1.0,0.5,0.0,0.506,14.9,-4.2,1,0.5,99.0,100.0,6.2,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,7.7,3.7,1.3,1.9,0.4403,0.2444,0.3314,18.020000000000003,112.5,112.6,12.19,1.16058
Scottie Barnes,2021-12-08,39,18,8,5,1,2.0,0.471,0.286,0.529,19.7,4.6,1,0.0,121.0,112.0,17.4,25,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,7.7,4.0,1.4,1.7,0.4445,0.273,0.2314,17.779999999999998,114.1,110.7,12.830000000000002,1.00931
Scottie Barnes,2021-12-10,41,12,15,3,2,2.0,0.5,0.0,0.5,14.4,3.5,1,0.0,110.0,90.0,15.0,26,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.6,3.7,1.5,1.6,0.449,0.273,0.2314,17.65,114.4,106.9,13.28,1.22736
Scottie Barnes,2021-12-13,32,16,3,2,0,5.0,0.429,0.5,0.508,21.4,-0.4,0,0.75,110.0,103.0,12.4,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.4,8.2,3.3,1.4,1.6,0.4794,0.323,0.3064,18.72,117.2,107.6,14.079999999999998,1.07463
Scottie Barnes,2021-12-14,44,23,12,5,0,0.0,0.538,0.6,0.696,17.8,4.3,2,0.75,146.0,126.0,22.2,28,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,8.1,3.3,1.2,1.6,0.5059,0.3162999999999999,0.3528,18.18,122.6,108.6,15.37,0.935147
Scottie Barnes,2021-12-18,33,21,8,6,0,0.0,0.667,0.0,0.696,21.4,6.7,1,0.714,152.0,111.0,21.0,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,8.0,3.6,1.2,1.4,0.5155,0.283,0.4242,18.39,126.3,107.3,16.17,1.05549
Scottie Barnes,2021-12-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,7.3,3.2,1.0,1.3,0.4599,0.283,0.3463999999999999,16.65,112.2,95.3,14.36,1.07793
Scottie Barnes,2021-12-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,6.6,2.9,0.8,1.0,0.4160999999999999,0.2386,0.2714,14.22,100.7,83.9,12.669999999999998,0.975858
Scottie Barnes,2021-12-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,5.9,2.6,0.6,0.6,0.3661,0.1886,0.2714,12.0,90.4,74.3,11.03,0.86635
Scottie Barnes,2022-01-02,30,13,4,0,1,1.0,0.444,0.4,0.604,20.8,-4.2,4,0.75,93.0,107.0,6.4,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,5.6,2.2,0.4,1.0,0.3549,0.1786,0.3463999999999999,13.04,83.1,74.9,10.06,1.00119
Scottie Barnes,2022-01-04,33,11,9,8,1,1.0,0.571,0.0,0.628,11.8,4.7,1,0.75,151.0,101.0,15.5,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.4,5.9,2.9,0.5,1.0,0.362,0.1786,0.3713999999999999,12.73,88.3,75.0,10.989999999999998,0.995851
Scottie Barnes,2022-01-05,38,6,6,4,1,0.0,0.333,0.0,0.387,13.1,-9.5,4,0.5,78.0,112.0,2.2,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.7,2.8,0.5,1.3,0.3481999999999999,0.15,0.4213999999999999,12.07,84.0,75.0,9.47,1.13805
Scottie Barnes,2022-01-07,31,11,9,6,1,1.0,0.357,0.0,0.37,21.0,-1.0,1,0.5,110.0,111.0,12.0,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.1,5.1,3.1,0.4,1.3,0.3339,0.15,0.4713999999999999,12.73,84.0,77.1,9.17,1.08633
Scottie Barnes,2022-01-09,33,7,4,2,0,0.0,0.3,0.333,0.35,16.3,-11.1,2,0.0,79.0,120.0,1.4,37,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,5.2,3.1,0.4,1.5,0.321,0.1333,0.3964,12.22,80.9,78.8,8.07,0.926082
Scottie Barnes,2022-01-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.9,4.0,2.6,0.4,1.3,0.2672,0.0733,0.3213999999999999,10.44,66.3,66.2,5.85,1.21242
Scottie Barnes,2022-01-14,33,8,7,2,1,0.0,0.308,0.0,0.308,18.6,-7.8,1,0.0,79.0,118.0,4.0,39,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,2.2,0.5,1.3,0.2312999999999999,0.0733,0.25,10.16,59.0,66.9,4.15,1.26757
Scottie Barnes,2022-01-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,2.2,0.5,1.3,0.2312999999999999,0.0733,0.25,10.16,59.0,66.9,4.15,0.916879
Scottie Barnes,2022-01-17,39,16,8,6,1,0.0,0.333,0.4,0.414,24.0,-2.5,2,0.667,96.0,116.0,9.8,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.7,2.8,0.6,1.5,0.2646,0.1133,0.3167,12.56,68.6,78.5,5.130000000000001,1.11097
Scottie Barnes,2022-01-19,28,11,5,0,1,1.0,0.444,0.333,0.557,14.7,1.8,0,1.0,130.0,112.0,8.3,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,5.2,2.8,0.7,1.5,0.309,0.1466,0.4166999999999999,14.03,81.6,89.7,5.96,1.00147
Scottie Barnes,2022-01-21,40,27,8,1,1,0.0,0.632,0.0,0.65,26.1,0.5,2,0.75,126.0,116.0,20.2,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.7,5.6,2.9,0.7,1.3,0.3278,0.1066,0.4166999999999999,14.56,84.9,90.6,7.340000000000001,1.14588
Scottie Barnes,2022-01-23,34,9,6,6,1,2.0,0.214,0.273,0.321,19.1,-4.3,2,0.0,86.0,116.0,7.2,44,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.5,5.3,2.7,0.7,1.4,0.2920999999999999,0.1339,0.3417,15.29,78.4,92.1,6.510000000000001,1.0871
Scottie Barnes,2022-01-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,4.7,2.3,0.6,1.0,0.2588,0.1339,0.2916999999999999,13.98,70.6,80.9,6.290000000000001,1.0906
Scottie Barnes,2022-01-26,38,16,5,7,0,1.0,0.545,0.0,0.587,20.5,-0.8,3,0.667,112.0,122.0,13.2,46,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,4.3,2.4,0.5,1.2,0.2775999999999999,0.1339,0.3083999999999999,13.93,70.8,82.0,6.409999999999999,1.04056
Scottie Barnes,2022-01-29,56,22,9,3,1,0.0,0.538,0.5,0.703,15.9,1.2,3,0.833,128.0,108.0,17.7,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,4.8,2.5,0.6,1.3,0.3014,0.1506,0.3917,13.89,75.7,80.8,8.040000000000001,1.06034
Scottie Barnes,2022-01-31,36,7,6,1,1,3.0,0.429,0.0,0.47,12.1,-4.0,2,1.0,89.0,100.0,6.9,48,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,5.4,2.6,0.7,1.5,0.3443,0.1506,0.4916999999999999,15.1,84.6,90.8,8.73,1.16276
Scottie Barnes,2022-02-01,42,11,9,2,0,0.0,0.385,0.5,0.423,14.8,-6.0,1,0.0,102.0,118.0,6.2,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,5.6,2.6,0.6,1.5,0.352,0.2006,0.4916999999999999,14.720000000000002,86.9,90.8,8.95,1.22875
Scottie Barnes,2022-02-03,37,21,8,2,0,1.0,0.563,0.5,0.622,19.2,2.8,1,0.5,130.0,116.0,16.9,50,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.4,2.8,0.6,1.6,0.4083,0.2506,0.5417,16.64,99.9,102.4,10.64,1.11111
Scottie Barnes,2022-02-04,38,16,9,4,2,0.0,0.545,0.5,0.627,21.6,-3.0,5,0.75,102.0,116.0,12.8,51,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.5,2.6,0.7,1.9,0.4295,0.2606,0.55,16.4,100.5,102.4,10.94,1.12195
