Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Bam Adebayo,2022-10-19,34,12,9,2,0,1.0,0.333,0.0,0.368,27.0,-13.1,5,0.667,65.0,111.0,1.7,1,1,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,5.0,0.333,0.0,0.667,27.0,65.0,111.0,1.7,0.0
Bam Adebayo,2022-10-21,35,19,8,5,2,0.0,0.727,0.0,0.745,22.7,4.3,5,0.75,116.0,117.0,16.6,2,1,1,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,3.5,1.0,5.0,0.53,0.0,0.7085,24.85,90.5,114.0,9.15,1.14931
Bam Adebayo,2022-10-22,36,10,7,1,0,0.0,0.667,0.0,0.727,12.9,-5.4,3,1.0,96.0,116.0,6.0,3,1,0,13.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.6666666666666665,0.6666666666666666,4.333333333333333,0.5756666666666667,0.0,0.8056666666666666,20.866666666666667,92.33333333333331,114.66666666666669,8.1,1.12763
Bam Adebayo,2022-10-24,38,14,10,3,1,2.0,0.286,0.0,0.421,23.4,-0.2,3,1.0,88.0,100.0,11.5,4,1,1,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.5,2.75,0.75,4.0,0.50325,0.0,0.85425,21.5,91.25,111.0,8.95,1.13633
Bam Adebayo,2022-10-26,28,18,8,3,1,0.0,0.545,0.0,0.639,26.0,-1.3,3,0.857,123.0,104.0,14.8,5,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.4,2.8,0.8,3.8,0.5115999999999999,0.0,0.8548,22.4,97.6,109.6,10.12,1.13183
Bam Adebayo,2022-10-27,38,26,8,1,4,3.0,0.769,0.0,0.787,25.0,5.3,5,0.75,122.0,119.0,25.1,6,0,1,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,2.5,1.3333333333333333,4.0,0.5545,0.0,0.8373333333333334,22.83333333333333,101.66666666666669,111.16666666666669,12.616666666666667,1.25689
Bam Adebayo,2022-10-29,38,23,6,4,0,2.0,0.563,0.0,0.617,22.6,3.7,1,0.833,130.0,119.0,18.4,7,0,1,17.428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.7142857142857144,1.1428571428571428,3.571428571428572,0.5557142857142857,0.0,0.8367142857142857,22.8,105.71428571428572,112.28571428571428,13.44285714285714,1.24378
Bam Adebayo,2022-11-01,37,19,7,6,3,1.0,0.533,0.0,0.582,21.2,4.8,2,1.0,119.0,102.0,18.5,8,1,1,17.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875,3.125,1.375,3.375,0.552875,0.0,0.857125,22.6,107.375,111.0,14.075,1.2137
Bam Adebayo,2022-11-02,32,20,11,6,0,0.0,0.563,0.0,0.592,29.5,-1.1,4,1.0,109.0,113.0,14.7,9,1,1,17.88888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.222222222222221,3.4444444444444446,1.2222222222222223,3.4444444444444446,0.5539999999999999,0.0,0.873,23.366666666666667,107.55555555555556,111.22222222222224,14.144444444444444,1.01432
Bam Adebayo,2022-11-04,34,18,10,4,1,0.0,0.5,0.0,0.571,26.4,-0.7,5,1.0,99.0,100.0,12.4,10,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.5,1.2,3.6,0.5486,0.0,0.8856999999999999,23.67,106.7,110.1,13.97,1.07694
