Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Bam Adebayo,2025-01-19,25,6,11,5,1,1.0,0.333,0.0,0.333,20.7,-6.3,3,0.0,90.0,102.0,6.8,41,1,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.1,3.4,1.4,1.6,0.3779,0.2533,0.4417,20.32,94.2,99.4,11.330000000000002,1.86232
Bam Adebayo,2025-01-21,22,12,10,0,0,0.0,0.5,0.0,0.53,24.5,-7.0,1,0.667,109.0,120.0,8.6,42,1,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.3,3.2,1.3,1.6,0.3612,0.2533,0.4417,19.79,91.5,98.2,10.29,0.989211
Bam Adebayo,2025-01-23,29,11,14,3,0,0.0,0.417,0.0,0.427,20.7,-3.9,1,0.5,104.0,125.0,10.7,43,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,3.3,1.2,1.4,0.4029,0.2533,0.425,19.84,96.9,98.0,11.21,1.08081
Bam Adebayo,2025-01-25,37,17,16,4,0,1.0,0.462,1.0,0.576,22.1,-0.5,4,1.0,113.0,101.0,15.0,44,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.5,0.8,1.6,0.4175,0.3333,0.4417,19.66,99.3,98.0,11.27,1.14392
Bam Adebayo,2025-01-27,44,26,10,9,1,0.0,0.667,0.0,0.702,23.5,6.8,3,0.75,134.0,107.0,24.8,45,1,1,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,3.9,0.7,1.8,0.4199,0.2333,0.5166999999999999,19.72,99.3,99.4,11.64,1.06428
Bam Adebayo,2025-01-29,38,21,9,3,0,1.0,0.538,0.5,0.671,24.1,-2.5,4,0.833,110.0,132.0,15.8,46,1,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,3.9,0.4,2.1,0.4275,0.2333,0.55,19.77,99.5,104.0,11.670000000000002,0.913884
Bam Adebayo,2025-02-01,38,30,12,9,2,3.0,0.619,0.4,0.686,28.7,18.3,3,1.0,133.0,98.0,32.3,47,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7,4.2,0.5,2.3,0.4432,0.2233,0.65,20.62,100.7,104.2,13.52,1.11203
Bam Adebayo,2025-02-04,35,23,8,4,0,0.0,0.588,0.25,0.599,26.1,-3.3,3,0.4,111.0,133.0,16.5,48,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.6,0.5,2.6,0.502,0.2483,0.69,23.23,111.8,117.5,15.169999999999998,1.1777
Bam Adebayo,2025-02-05,34,18,13,4,0,0.0,0.5,0.333,0.533,30.1,-6.0,7,0.5,95.0,108.0,11.3,49,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,4.5,0.4,3.0,0.5091,0.2483,0.6649999999999999,24.41,111.0,116.1,15.56,1.18519
Bam Adebayo,2025-02-07,37,18,8,1,0,2.0,0.5,0.333,0.571,20.0,-0.8,1,0.75,110.0,109.0,12.9,50,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,4.2,0.4,3.0,0.5124000000000001,0.2815999999999999,0.6399999999999999,24.05,110.9,113.5,15.470000000000002,1.26883
Bam Adebayo,2025-02-10,34,22,12,4,0,0.0,0.353,0.2,0.514,29.5,9.7,0,0.9,124.0,115.0,20.9,51,1,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,4.1,0.3,2.7,0.5144,0.3016,0.73,24.93,114.3,114.8,16.880000000000003,1.06571
Bam Adebayo,2025-02-12,35,27,15,4,1,1.0,0.579,0.75,0.679,29.3,10.4,3,1.0,122.0,113.0,23.7,52,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,4.5,0.4,2.9,0.5223,0.3766,0.7633,25.410000000000004,115.6,114.1,18.39,0.962363
Bam Adebayo,2025-02-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,0,1,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,4.2,0.4,2.8,0.4806,0.3766,0.7133,23.34,105.2,101.6,17.32,1.05588
Bam Adebayo,2025-02-21,37,19,12,1,0,0.0,0.615,0.0,0.644,18.8,0.0,0,0.75,142.0,111.0,16.6,54,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.9,3.9,0.4,2.4,0.4958999999999999,0.2766,0.6883,23.01,108.1,102.6,17.479999999999997,1.21592
Bam Adebayo,2025-02-23,35,24,7,1,1,0.0,0.625,1.0,0.693,21.4,4.3,0,0.667,143.0,124.0,19.4,55,0,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,3.1,0.4,2.1,0.4916999999999999,0.3766,0.6799999999999999,22.8,109.0,104.3,16.94,0.965699
Bam Adebayo,2025-02-24,37,14,5,1,2,0.0,0.385,0.0,0.474,21.4,-4.8,4,1.0,85.0,104.0,7.9,56,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.9,0.6,2.1,0.4763999999999999,0.3266,0.6967,22.53,106.5,101.5,16.15,1.25971
Bam Adebayo,2025-02-26,35,20,9,3,0,1.0,0.75,0.5,0.776,19.7,-3.0,2,0.5,135.0,116.0,17.1,57,1,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,2.3,0.4,2.0,0.4894999999999999,0.3366,0.6466999999999999,21.63,106.7,103.3,14.63,0.862047
Bam Adebayo,2025-02-28,31,18,7,7,2,0.0,0.571,0.5,0.643,20.6,8.8,0,0.0,161.0,129.0,20.8,58,1,1,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,2.6,0.6,1.7,0.4877999999999999,0.3616,0.6067,21.08,111.7,102.9,15.060000000000002,0.869981
