Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Luka Doncic,36,32,8,5,0,0.0,0.423,0.0,0.512,40.1,7.0,1,0.833,110.0,108.0,22.3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.0,5.0,0.0,1.0,0.423,0.0,0.833,40.1,110.0,108.0,22.3,0.0,0,2020,12,23,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Luka Doncic,34,27,4,7,0,1.0,0.474,0.4,0.599,34.7,1.9,3,0.875,115.0,144.0,20.7,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,6.0,6.0,0.0,2.0,0.4485,0.2,0.854,37.400000000000006,112.5,126.0,21.5,1.08538,1,2020,12,25,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Luka Doncic,26,24,9,8,1,0.0,0.444,0.0,0.546,42.3,10.8,2,0.889,122.0,78.0,21.5,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,7.0,6.666666666666667,0.3333333333333333,2.0,0.447,0.1333333333333333,0.8656666666666667,39.03333333333333,115.66666666666669,110.0,21.5,1.10134,2,2020,12,27,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Luka Doncic,24,12,2,5,2,0.0,0.4,0.0,0.459,27.8,-4.0,3,0.571,89.0,115.0,7.3,4,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,5.75,6.25,0.75,2.25,0.43525,0.1,0.792,36.225,109.0,111.25,17.95,0.976755,3,2020,12,30,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Luka Doncic,36,27,15,7,0,1.0,0.409,0.3,0.52,39.8,7.7,5,0.667,96.0,85.0,18.7,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,7.6,6.4,0.6,2.8,0.43,0.1399999999999999,0.767,36.94,106.4,106.0,18.1,1.01432,4,2021,1,1,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Luka Doncic,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33333333333333,6.333333333333333,5.333333333333333,0.5,2.333333333333333,0.3583333333333333,0.1166666666666666,0.6391666666666667,30.78333333333333,88.66666666666667,88.33333333333333,15.083333333333334,1.13131,5,2021,1,3,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Luka Doncic,38,33,16,11,0,0.0,0.48,0.3,0.597,42.6,5.0,8,1.0,112.0,104.0,24.4,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142857142857142,7.714285714285714,6.142857142857143,0.4285714285714285,3.142857142857143,0.3757142857142857,0.1428571428571428,0.6907142857142857,32.471428571428575,92.0,90.57142857142856,16.414285714285715,0.94047,6,2021,1,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Luka Doncic,43,38,9,13,5,1.0,0.591,0.286,0.664,39.4,13.4,8,0.667,116.0,101.0,35.3,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.125,7.875,7.0,1.0,3.75,0.402625,0.16075,0.68775,33.3375,95.0,91.875,18.775,1.0831,7,2021,1,7,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Luka Doncic,35,20,10,10,1,2.0,0.35,0.333,0.469,36.5,-0.8,6,1.0,97.0,97.0,15.2,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,8.11111111111111,7.333333333333333,1.0,4.0,0.3967777777777777,0.1798888888888888,0.7224444444444444,33.68888888888889,95.22222222222224,92.44444444444444,18.37777777777778,1.33451,8,2021,1,9,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Luka Doncic,35,34,13,9,2,4.0,0.56,0.556,0.657,36.5,24.6,4,0.5,125.0,84.0,32.3,10,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,8.6,7.5,1.1,4.0,0.4131,0.2174999999999999,0.7001999999999999,33.97,98.2,91.6,19.77,0.931217,9,2021,1,13,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
