Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
James Harden,2024-10-23,LAC,,PHO,39:52,29,12,8,1,0,.357,.222,.454,41.8,-2.6,8,.778,87,105,14.8
James Harden,2024-10-26,LAC,@,DEN,37:45,23,6,16,1,1,.455,.200,.688,27.9,8.6,7,.923,124,109,22.6
James Harden,2024-10-27,LAC,@,GSW,35:39,23,7,11,0,0,.316,.167,.501,31.9,1.5,5,1.000,107,107,16.9
James Harden,2024-10-30,LAC,,POR,31:43,19,5,10,3,0,.333,.455,.481,33.5,4.5,5,.500,96,105,13.7
James Harden,2024-10-31,LAC,,PHO,35:41,25,10,13,2,2,.421,.300,.566,32.5,7.4,6,.857,112,121,23.2
James Harden,2024-11-02,LAC,,OKC,32:26,12,13,7,3,3,.308,.222,.432,20.9,9.7,2,1.000,95,90,15.6
James Harden,2024-11-04,LAC,,SAS,33:20,17,8,4,1,3,.600,.600,.723,18.3,8.8,2,.500,136,108,17.5
James Harden,2024-11-06,LAC,,PHI,33:57,18,4,6,3,1,.333,.167,.475,35.5,-6.8,6,.778,90,103,11.4
James Harden,2024-11-08,LAC,@,SAC,34:32,22,4,8,2,0,.313,.500,.551,33.4,1.6,7,1.000,101,99,13.8
James Harden,2024-11-09,LAC,,TOR,34:09,24,12,7,1,0,.294,.250,.528,36.1,1.7,4,.923,107,102,18.8
James Harden,2024-11-11,LAC,@,OKC,37:13,17,11,9,0,0,.333,.429,.494,24.5,-6.5,5,.800,117,136,11.9
James Harden,2024-11-13,LAC,@,HOU,31:25,19,6,7,3,0,.400,.375,.552,24.2,10.4,1,.800,118,104,18.8
James Harden,2024-11-15,LAC,@,HOU,30:35,21,6,2,0,1,.500,.333,.666,27.3,0.0,5,1.000,105,122,11.7
James Harden,2024-11-17,LAC,,UTA,34:21,20,6,11,2,2,.500,.250,.617,20.5,14.9,0,.800,153,107,25.5
James Harden,2024-11-18,LAC,,GSW,40:41,12,6,16,2,2,.267,.333,.378,20.3,3.6,3,1.000,101,95,15.7
James Harden,2024-11-20,LAC,,ORL,33:51,24,7,5,0,0,.357,.500,.622,31.0,0.3,5,.917,120,103,15.2
James Harden,2024-11-22,LAC,,SAC,36:15,22,6,9,3,1,.278,.200,.491,30.9,7.6,4,1.000,101,85,19.2
James Harden,2024-11-24,LAC,@,PHI,27:06,23,2,8,1,0,.400,.429,.753,31.3,8.6,4,1.000,142,108,20.4
James Harden,2024-11-25,LAC,@,BOS,29:51,19,8,9,0,0,.471,.375,.559,32.2,2.4,5,,99,131,13.6
James Harden,2024-11-27,LAC,@,WAS,31:52,43,4,7,3,0,.591,.636,.801,40.0,24.1,4,.909,147,96,37.9
James Harden,2024-11-29,LAC,@,MIN,36:45,20,6,11,5,0,.350,.333,.460,32.1,9.9,4,.750,96,91,18.5
James Harden,2024-12-01,LAC,,DEN,38:25,39,9,11,1,0,.385,.400,.615,39.6,7.7,5,1.000,129,122,30.4
James Harden,2024-12-03,LAC,,POR,31:46,23,1,7,1,0,.400,.300,.607,32.6,-2.9,4,.889,127,120,15.9
James Harden,2024-12-04,LAC,,MIN,24:30,5,3,3,0,0,.100,.167,.230,26.1,-15.1,4,1.000,46,113,-2.6
James Harden,2024-12-08,LAC,,HOU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Harden,2024-12-13,LAC,@,DEN,31:30,15,5,6,2,0,.429,.333,.504,33.1,-9.5,9,.500,70,116,5.5
