Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MEM,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Ja Morant,2022-10-19,38,34,4,9,0,1.0,0.458,0.5,0.589,37.2,7.1,6,0.818,115.0,111.0,21.8,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,9.0,0.0,6.0,0.458,0.5,0.818,37.2,115.0,111.0,21.8,0.0
Ja Morant,2022-10-21,31,49,4,8,1,2.0,0.654,0.833,0.772,43.5,28.7,3,0.769,154.0,121.0,43.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,4.0,8.5,0.5,4.5,0.556,0.6665,0.7935,40.35,134.5,116.0,32.4,1.10105
Ja Morant,2022-10-22,30,20,1,4,1,0.0,0.5,0.0,0.644,28.3,-0.7,3,1.0,116.0,140.0,13.9,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.333333333333336,3.0,7.0,0.6666666666666666,4.0,0.5373333333333333,0.4443333333333333,0.8623333333333333,36.333333333333336,128.33333333333334,124.0,26.23333333333333,1.083
Ja Morant,2022-10-24,34,38,8,7,2,0.0,0.545,0.667,0.708,35.0,18.5,2,0.909,152.0,123.0,34.7,4,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.25,4.25,7.0,1.0,3.5,0.53925,0.5,0.874,36.0,134.25,123.75,28.35,1.08625
Ja Morant,2022-10-27,32,22,5,6,0,0.0,0.444,0.333,0.545,31.6,-1.7,3,1.0,113.0,118.0,15.3,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.6,4.4,6.8,0.8,3.4,0.5202,0.4666,0.8992000000000001,35.12,130.0,122.6,25.74,1.15057
Ja Morant,2022-10-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.166666666666668,3.6666666666666665,5.666666666666667,0.6666666666666666,2.833333333333333,0.4335,0.3888333333333333,0.7493333333333334,29.266666666666666,108.33333333333331,102.16666666666669,21.45,1.18077
Ja Morant,2022-10-31,31,37,5,4,0,0.0,0.667,0.5,0.752,33.3,16.6,3,0.8,144.0,123.0,28.9,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.571428571428573,3.857142857142857,5.428571428571429,0.5714285714285714,2.857142857142857,0.4668571428571428,0.4047142857142857,0.7565714285714286,29.842857142857145,113.42857142857144,105.14285714285714,22.514285714285712,1.16243
Ja Morant,2022-11-02,32,20,9,7,2,0.0,0.368,0.0,0.453,41.4,-9.5,8,0.857,80.0,98.0,10.3,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.5,4.5,5.625,0.75,3.5,0.4545,0.354125,0.7691250000000001,31.2875,109.25,104.25,20.9875,1.04483
Ja Morant,2022-11-04,25,12,4,11,0,0.0,0.333,0.333,0.436,29.2,-5.6,5,0.75,100.0,101.0,8.7,9,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77777777777778,4.444444444444445,6.222222222222222,0.6666666666666666,3.6666666666666665,0.441,0.3517777777777777,0.767,31.05555555555556,108.22222222222224,103.88888888888889,19.62222222222222,1.01363
Ja Morant,2022-11-06,33,23,9,6,1,0.0,0.333,0.25,0.388,44.2,-2.5,4,0.667,85.0,102.0,11.6,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.5,4.9,6.2,0.7,3.7,0.4301999999999999,0.3416,0.757,32.37,105.9,103.7,18.82,1.29228
