Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MEM,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Ja Morant,2021-10-20,34,37,6,6,0,2.0,0.586,0.25,0.619,39.5,6.9,2,1.0,130.0,121.0,28.5,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,6.0,0.0,2.0,0.586,0.25,1.0,39.5,130.0,121.0,28.5,0.0
Ja Morant,2021-10-23,35,28,2,8,1,0.0,0.526,0.286,0.622,34.1,3.1,5,0.75,116.0,123.0,18.9,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,4.0,7.0,0.5,3.5,0.556,0.268,0.875,36.8,123.0,122.0,23.7,1.09825
Ja Morant,2021-10-24,38,40,3,10,3,0.0,0.619,0.714,0.774,32.4,18.6,6,0.818,140.0,121.0,34.2,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.6666666666666665,8.0,1.3333333333333333,4.333333333333333,0.577,0.4166666666666667,0.856,35.333333333333336,128.66666666666666,121.66666666666669,27.2,1.10537
Ja Morant,2021-10-27,32,17,9,10,1,0.0,0.417,0.5,0.599,27.9,0.3,9,0.8,93.0,118.0,11.9,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.5,5.0,8.5,1.25,5.5,0.537,0.4375,0.842,33.475,119.75,120.75,23.375,1.00618
Ja Morant,2021-10-28,42,30,7,5,4,0.0,0.5,0.25,0.609,31.4,7.9,5,1.0,105.0,92.0,23.6,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,5.4,7.8,1.8,5.4,0.5296000000000001,0.4,0.8736,33.06,116.8,115.0,23.42,0.986784
Ja Morant,2021-10-30,33,20,4,7,2,0.0,0.389,0.25,0.484,31.0,-2.3,3,0.833,100.0,131.0,14.5,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,5.166666666666667,7.666666666666667,1.8333333333333333,5.0,0.5061666666666667,0.375,0.8668333333333332,32.71666666666667,114.0,117.66666666666669,21.933333333333334,0.977898
Ja Morant,2021-11-01,35,26,7,8,1,0.0,0.545,0.333,0.568,32.9,9.0,4,0.5,114.0,101.0,20.9,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.285714285714285,5.428571428571429,7.714285714285714,1.7142857142857142,4.857142857142857,0.5117142857142857,0.369,0.8144285714285714,32.74285714285714,114.0,115.28571428571428,21.785714285714285,0.919773
Ja Morant,2021-11-03,33,18,6,6,3,0.0,0.5,0.0,0.472,32.9,-2.3,3,0.286,92.0,107.0,14.0,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.5,7.5,1.875,4.625,0.51025,0.322875,0.748375,32.7625,111.25,114.25,20.8125,1.04203
Ja Morant,2021-11-05,29,11,6,4,0,0.0,0.235,0.0,0.293,28.7,-8.5,1,0.75,72.0,121.0,4.7,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.22222222222222,5.555555555555555,7.111111111111111,1.6666666666666667,4.222222222222222,0.4796666666666667,0.287,0.7485555555555555,32.31111111111111,106.88888888888889,115.0,19.022222222222226,1.11938
Ja Morant,2021-11-08,41,33,6,8,1,1.0,0.417,0.5,0.564,35.5,5.7,3,0.833,123.0,119.0,24.7,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.6,7.2,1.6,4.1,0.4734,0.3083,0.757,32.63,108.5,115.4,19.59,0.978708
