Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Anthony Edwards,32,11,8,7,0,0.0,0.235,0.143,0.293,25.6,-8.7,2,0.5,76.0,106.0,3.6,1,1,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,0.235,0.143,0.5,25.6,76.0,106.0,3.6,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Anthony Edwards,41,30,5,2,0,1.0,0.522,0.333,0.595,28.3,0.9,5,0.6,109.0,123.0,16.9,2,1,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5,4.5,0.0,3.5,0.3785,0.238,0.55,26.950000000000003,92.5,114.5,10.25,0.974794,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Anthony Edwards,34,30,11,3,1,0.0,0.684,0.429,0.738,30.9,6.5,4,0.333,124.0,104.0,22.7,3,0,0,23.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.3333333333333333,3.6666666666666665,0.4803333333333333,0.3016666666666667,0.4776666666666667,28.266666666666666,103.0,111.0,14.4,1.12624,2,2022,10,23,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Anthony Edwards,35,9,10,2,0,0.0,0.2,0.125,0.276,23.3,-15.7,3,0.667,55.0,111.0,0.3,4,1,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,3.5,0.25,3.5,0.41025,0.2575,0.525,27.025,91.0,111.0,10.875,1.07458,3,2022,10,24,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Anthony Edwards,38,34,3,9,2,0.0,0.571,0.583,0.747,33.6,2.9,5,0.75,124.0,122.0,26.7,5,1,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.4,4.6,0.6,3.8,0.4423999999999999,0.3226,0.5700000000000001,28.34,97.6,113.2,14.04,0.992626,4,2022,10,26,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Anthony Edwards,38,29,4,2,1,0.0,0.5,0.375,0.588,28.0,-0.3,2,0.667,110.0,102.0,17.2,6,1,0,23.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333333,4.166666666666667,0.6666666666666666,3.5,0.4519999999999999,0.3313333333333333,0.5861666666666667,28.28333333333333,99.66666666666669,111.33333333333331,14.566666666666668,1.05478,5,2022,10,28,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Anthony Edwards,36,18,2,6,2,1.0,0.389,0.25,0.466,22.6,1.7,1,1.0,107.0,112.0,13.1,7,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.142857142857143,4.428571428571429,0.8571428571428571,3.142857142857143,0.443,0.3197142857142857,0.6452857142857144,27.47142857142857,100.71428571428572,111.42857142857144,14.357142857142858,1.1237,6,2022,10,30,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Anthony Edwards,40,24,6,1,3,1.0,0.381,0.5,0.517,27.8,0.8,3,0.6,95.0,112.0,12.9,8,0,0,23.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,4.0,1.125,3.125,0.43525,0.34225,0.639625,27.5125,100.0,111.5,14.175,1.10324,7,2022,11,1,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Anthony Edwards,37,24,3,3,1,0.0,0.526,0.333,0.604,25.7,3.5,3,0.5,106.0,113.0,14.1,9,1,0,23.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.777777777777778,3.888888888888889,1.1111111111111112,3.111111111111111,0.4453333333333333,0.3412222222222222,0.6241111111111111,27.31111111111112,100.66666666666669,111.66666666666669,14.166666666666666,0.868631,8,2022,11,4,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Anthony Edwards,33,19,2,3,2,0.0,0.538,0.4,0.663,23.8,-4.6,4,1.0,108.0,115.0,12.6,10,1,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.8,1.2,3.2,0.4546,0.3471,0.6617,26.96,101.4,112.0,14.01,1.09,9,2022,11,5,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
