Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
DeMar DeRozan,2024-10-24,SAC,,MIN,42:32,26,8,2,1,0,.389,.000,.538,27.7,-2.2,2,.857,107,116,18.6
DeMar DeRozan,2024-10-26,SAC,@,LAL,37:13,23,0,3,3,0,.750,.667,.836,18.0,3.0,2,.750,140,126,20.1
DeMar DeRozan,2024-10-28,SAC,,POR,33:54,23,4,3,3,0,.500,.000,.625,25.4,5.5,1,.900,131,97,20.9
DeMar DeRozan,2024-10-29,SAC,@,UTA,34:03,20,4,8,1,1,.643,.000,.653,20.9,8.1,1,.667,140,102,20.9
DeMar DeRozan,2024-11-01,SAC,@,ATL,38:47,27,8,2,3,1,.563,1.000,.662,22.8,5.8,1,.800,134,106,24.7
DeMar DeRozan,2024-11-02,SAC,@,TOR,42:53,33,3,4,3,0,.444,.286,.549,33.8,-2.5,6,1.000,102,118,19.2
DeMar DeRozan,2024-11-04,SAC,@,MIA,35:59,26,3,6,0,2,.556,.500,.644,26.5,7.2,1,1.000,141,118,21.7
DeMar DeRozan,2024-11-06,SAC,,TOR,35:16,27,2,3,1,0,.524,.500,.605,30.2,-1.7,3,1.000,116,116,17.0
DeMar DeRozan,2024-11-08,SAC,,LAC,39:36,13,1,6,2,0,.417,.000,.472,18.6,-0.8,2,.750,95,112,10.3
DeMar DeRozan,2024-11-10,SAC,@,PHO,42:41,34,3,3,1,0,.560,1.000,.615,29.4,2.9,2,.833,118,107,23.7
DeMar DeRozan,2024-11-11,SAC,@,SAS,37:32,21,8,6,1,2,.533,1.000,.610,20.8,8.5,0,.800,138,120,22.3
DeMar DeRozan,2024-11-13,SAC,,PHO,17:26,2,5,3,1,2,.500,,.500,10.7,1.0,2,,100,99,5.0
DeMar DeRozan,2024-11-15,SAC,,MIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMar DeRozan,2024-11-16,SAC,,UTA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMar DeRozan,2024-11-18,SAC,,ATL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMar DeRozan,2024-11-22,SAC,@,LAC,36:07,16,6,2,1,1,.316,.000,.355,30.0,-8.4,2,.500,70,104,5.2
DeMar DeRozan,2024-11-24,SAC,,BRK,35:43,18,5,5,0,0,.389,.000,.436,29.8,-10.1,3,.667,95,122,8.2
DeMar DeRozan,2024-11-25,SAC,,OKC,35:31,30,2,6,1,0,.619,.000,.659,28.2,9.0,0,1.000,142,137,25.9
DeMar DeRozan,2024-11-27,SAC,@,MIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMar DeRozan,2024-11-29,SAC,@,POR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMar DeRozan,2024-12-01,SAC,,SAS,36:46,28,5,8,3,0,.500,.000,.584,25.7,9.0,0,.889,148,126,28.1
DeMar DeRozan,2024-12-03,SAC,,HOU,33:51,16,5,5,1,1,.400,.000,.465,24.8,-5.9,2,.800,99,115,11.4
DeMar DeRozan,2024-12-05,SAC,@,MEM,35:24,26,3,1,1,0,.400,1.000,.614,25.5,1.5,2,.929,124,113,16.5
DeMar DeRozan,2024-12-06,SAC,@,SAS,32:21,23,3,2,1,0,.533,.333,.652,26.1,-5.1,2,1.000,121,113,15.8
DeMar DeRozan,2024-12-08,SAC,,UTA,29:09,18,1,4,1,1,.571,.000,.605,22.0,-2.0,0,1.000,136,103,15.0
