Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIA,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,3.0,2.5,0.6,0.5,0.1815999999999999,0.0,0.3556,12.51,54.7,50.7,7.530000000000001,1.09398,10,2021,1,16,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.4,2.0,0.5,0.4,0.1529999999999999,0.0,0.3556,10.19,44.4,40.9,6.890000000000001,1.00528,11,2021,1,18,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2,2.4,2.0,0.5,0.4,0.1529999999999999,0.0,0.3556,10.19,44.4,40.9,6.890000000000001,0.901272,12,2021,1,20,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2,2.4,2.0,0.5,0.4,0.1529999999999999,0.0,0.3556,10.19,44.4,40.9,6.890000000000001,1.12905,13,2021,1,22,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1,1.8,0.3,0.1,0.1529999999999999,0.0,0.2889,8.4,40.9,31.5,7.0200000000000005,1.22384,14,2021,1,23,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.8,1.2,0.2,0.1,0.1029999999999999,0.0,0.1889,5.739999999999999,26.9,22.3,5.25,1.16132,15,2021,1,25,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.0,0.9,0.2,0.0,0.0556,0.0,0.1,2.28,15.2,11.0,3.02,1.16076,16,2021,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10585,17,2021,1,28,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Jimmy Butler,34,30,7,8,0,0.0,0.421,0.0,0.576,36.0,9.1,0,0.875,138.0,114.0,26.8,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.7,0.8,0.0,0.0,0.0421,0.0,0.0875,3.6,13.8,11.4,2.68,1.19002,18,2021,1,30,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,37,25,9,5,4,0.0,0.529,0.0,0.584,29.7,5.0,3,0.7,120.0,117.0,23.1,20,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.6,1.3,0.4,0.3,0.095,0.0,0.1575,6.57,25.8,23.1,4.99,1.11274,19,2021,2,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Jimmy Butler,37,19,8,9,1,0.0,0.455,0.0,0.6,19.4,8.4,0,0.818,150.0,111.0,23.0,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,2.4,2.2,0.5,0.3,0.1405,0.0,0.2392999999999999,8.51,40.8,34.2,7.290000000000001,1.32,20,2021,2,3,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jimmy Butler,26,14,8,9,3,1.0,0.571,0.0,0.665,20.9,15.8,2,0.75,143.0,82.0,20.3,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,3.2,3.1,0.8,0.5,0.1976,0.0,0.3142999999999999,10.6,55.1,42.4,9.32,1.00339,21,2021,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Jimmy Butler,34,17,10,9,1,0.0,0.273,0.0,0.522,27.6,1.6,4,0.917,111.0,108.0,16.8,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.2,4.0,0.9,0.9,0.2249,0.0,0.4059999999999999,13.36,66.2,53.2,11.0,1.00623,22,2021,2,7,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Jimmy Butler,36,26,8,10,1,1.0,0.4,0.5,0.602,32.1,12.7,2,0.867,130.0,101.0,25.8,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,5.0,5.0,1.0,1.1,0.2649,0.05,0.4926999999999999,16.57,79.2,63.3,13.580000000000002,1.13173,23,2021,2,9,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Jimmy Butler,39,27,10,10,0,0.0,0.444,0.5,0.591,29.4,7.1,3,0.909,125.0,100.0,24.2,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,6.0,6.0,1.0,1.4,0.3093,0.1,0.5836,19.51,91.7,73.3,16.0,1.27906,24,2021,2,11,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jimmy Butler,32,15,8,5,3,0.0,0.3,0.5,0.491,25.1,2.9,3,0.667,102.0,107.0,13.5,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.3,6.8,6.5,1.3,1.7,0.3393,0.15,0.6503,22.02,101.9,84.0,17.35,1.06003,25,2021,2,13,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,38,30,10,10,2,0.0,0.526,0.0,0.641,28.4,11.6,1,1.0,145.0,127.0,32.5,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,7.8,7.5,1.5,1.8,0.3919,0.15,0.7503,24.86,116.4,96.7,20.6,1.0279,26,2021,2,15,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Jimmy Butler,41,13,12,11,3,0.0,0.4,0.5,0.433,22.1,0.0,5,0.0,91.0,105.0,14.2,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,9.0,8.6,1.8,2.3,0.4319,0.2,0.7503,27.07,125.5,107.2,22.02,0.913859,27,2021,2,17,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jimmy Butler,35,13,10,13,1,0.0,0.5,0.0,0.505,19.3,1.9,3,0.5,119.0,108.0,17.1,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.9,9.3,9.1,1.9,2.6,0.4398000000000001,0.2,0.7128,25.4,123.6,106.6,21.05,1.34073,28,2021,2,18,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jimmy Butler,34,24,8,5,2,0.0,0.4,0.0,0.492,37.9,3.3,5,0.8,96.0,96.0,16.1,30,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,9.2,9.1,1.7,2.8,0.4269,0.2,0.7228,26.22000000000001,121.2,104.5,20.35,1.14707,29,2021,2,20,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,29,15,4,9,1,1.0,0.273,0.0,0.501,24.9,7.1,1,1.0,131.0,101.0,17.5,31,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,8.8,9.1,1.7,2.9,0.4087,0.2,0.741,26.77,119.3,103.5,19.8,1.02072,30,2021,2,22,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Jimmy Butler,34,27,8,10,3,1.0,0.471,0.75,0.658,30.2,17.9,2,1.0,145.0,109.0,29.8,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.7,8.8,9.2,1.7,2.9,0.3987,0.275,0.766,27.7,119.5,106.2,20.75,1.07694,31,2021,2,24,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jimmy Butler,35,33,10,8,1,0.0,0.545,0.0,0.615,36.8,10.5,3,0.818,134.0,116.0,29.8,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.3,8.8,9.1,1.7,2.8,0.4259,0.275,0.7561,28.62,121.8,107.0,22.05,0.943671,32,2021,2,26,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,8.0,8.1,1.6,2.6,0.3859,0.225,0.6694,25.41,108.8,96.9,19.47,1.19388,33,2021,2,28,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,7.1,1.6,2.3,0.3415,0.175,0.5784999999999999,22.47,96.3,86.9,17.05,1.10716,34,2021,3,2,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Jimmy Butler,34,29,3,9,3,0.0,0.714,0.5,0.807,31.4,17.7,3,0.889,146.0,102.0,28.8,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,6.5,7.5,1.6,2.3,0.3829,0.175,0.6007,23.1,100.7,86.4,18.58,1.20471,35,2021,3,4,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Jimmy Butler,36,27,8,11,3,1.0,0.529,0.25,0.594,30.0,13.6,2,0.615,129.0,97.0,28.1,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,6.3,7.6,1.7,2.4,0.3832,0.2,0.5622,23.26,99.1,83.4,18.14,1.1684,36,2021,3,11,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Jimmy Butler,33,28,3,8,4,1.0,0.529,0.0,0.628,36.1,14.4,2,0.833,125.0,88.0,27.3,38,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,5.4,7.3,1.8,2.1,0.3961,0.15,0.6455,24.660000000000004,102.5,81.7,19.450000000000003,1.21111,37,2021,3,12,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Jimmy Butler,36,29,7,9,5,1.0,0.588,0.0,0.678,27.6,18.9,1,0.9,148.0,92.0,34.2,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,5.1,6.9,2.2,1.9,0.4049,0.15,0.6855,25.49,105.4,80.1,21.16,1.0545,38,2021,3,14,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Jimmy Butler,32,28,12,4,2,0.0,0.688,0.0,0.751,30.4,11.4,3,1.0,141.0,103.0,27.4,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,5.5,6.8,2.2,1.7,0.4337,0.15,0.7055,24.74,109.9,80.8,22.29,1.09126,39,2021,3,16,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Jimmy Butler,36,24,7,2,1,0.0,0.5,0.333,0.563,28.0,9.5,1,0.667,111.0,94.0,17.1,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,5.8,6.1,2.2,1.7,0.4564,0.1833,0.6721999999999999,25.05,107.9,80.1,22.25,1.20852,40,2021,3,17,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Jimmy Butler,32,17,8,4,2,0.0,0.6,0.0,0.697,20.6,1.4,3,1.0,124.0,133.0,17.4,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,5.8,5.5,2.1,1.8,0.4692999999999999,0.1083,0.6721999999999999,24.09,105.8,82.5,21.01,1.14352,41,2021,3,19,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Jimmy Butler,42,21,15,7,0,0.0,0.438,0.0,0.538,22.6,3.8,2,0.875,122.0,108.0,20.8,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,6.3,5.4,2.0,1.7,0.4586,0.1083,0.6779,22.67,104.6,81.7,20.11,1.05503,42,2021,3,21,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Jimmy Butler,27,14,11,1,1,0.0,0.538,0.0,0.538,30.2,-6.7,5,0.0,85.0,119.0,8.5,44,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,7.4,5.5,2.1,2.2,0.5124000000000001,0.1083,0.6779,25.69,113.1,93.6,20.96,0.929658,43,2021,3,23,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
