Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_GSW,TM_MIA,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,3.4,3.4,1.1,1.3,0.3668,0.0833,0.4692,16.04,87.2,82.1,11.61,0.951056,10,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6,2.6,0.9,1.2,0.3201,0.05,0.4044999999999999,13.32,73.6,71.4,8.97,1.1972,11,2024,11,17,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Jimmy Butler,34,30,10,5,1,0.0,0.667,1.0,0.847,22.5,19.8,0,1.0,186.0,90.0,33.5,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,3.2,2.4,0.6,1.2,0.3232,0.15,0.4227,13.5,75.4,70.0,9.54,1.03471,12,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Jimmy Butler,38,33,9,6,1,2.0,0.647,0.0,0.686,29.4,13.5,3,0.688,133.0,103.0,30.6,14,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,3.7,2.6,0.5,1.1,0.3212,0.15,0.4165,14.57,77.5,67.9,11.37,1.15053,13,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Jimmy Butler,37,23,4,5,0,0.0,0.5,0.0,0.649,24.8,2.9,1,0.846,141.0,129.0,20.3,15,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.3,2.7,0.5,0.8,0.325,0.15,0.4261,14.51,80.4,70.7,12.07,1.12623,14,2024,11,26,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Jimmy Butler,25,6,4,3,0,0.0,1.0,1.0,1.5,7.3,0.4,2,0.0,133.0,103.0,6.7,16,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,3.5,2.4,0.3,0.9,0.3776,0.2,0.3534,12.2,81.2,69.0,10.55,0.97386,15,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jimmy Butler,34,26,2,6,2,0.0,0.571,0.5,0.724,22.6,10.7,0,0.889,159.0,115.0,25.4,17,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,2.7,0.4,0.7,0.3884999999999999,0.25,0.3422999999999999,12.54,86.1,68.1,11.86,0.876119,16,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jimmy Butler,34,17,5,3,1,0.0,0.667,0.0,0.73,14.2,1.9,0,0.833,163.0,121.0,17.7,18,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.5,3.4,2.8,0.5,0.6,0.4051999999999999,0.25,0.4256,12.08,91.5,66.1,13.419999999999998,1.20909,17,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,3.4,2.8,0.5,0.6,0.4051999999999999,0.25,0.4256,12.08,91.5,66.1,13.419999999999998,1.10101,18,2024,12,2,0,-2.4492935982947064e-16,1.0,0.0,1.0
Jimmy Butler,29,17,9,5,2,1.0,0.667,1.0,0.683,20.0,8.1,1,0.0,155.0,95.0,20.9,20,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.3,3.3,0.7,0.7,0.4719,0.35,0.4256,14.080000000000002,107.0,75.6,15.51,1.12502,19,2024,12,4,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jimmy Butler,34,24,7,4,0,1.0,0.75,1.0,0.845,19.6,8.6,1,1.0,168.0,123.0,24.2,21,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,5.0,3.7,0.7,0.8,0.5469,0.45,0.5256000000000001,16.04,123.8,87.9,17.93,1.18742,20,2024,12,7,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,35,18,3,5,2,0.0,0.5,0.0,0.58,20.5,2.8,1,0.75,129.0,115.0,17.0,22,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,5.3,4.2,0.9,0.9,0.5969,0.45,0.6006,18.09,136.7,99.4,19.63,1.07694,21,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Jimmy Butler,29,11,5,4,0,1.0,0.375,0.0,0.477,20.8,-3.2,3,0.625,101.0,106.0,8.6,23,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.5,4.8,4.1,0.8,1.2,0.5677000000000001,0.35,0.5631,17.919999999999998,128.2,101.0,17.139999999999997,1.17555,22,2024,12,12,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Jimmy Butler,44,35,19,10,4,1.0,0.571,0.333,0.666,25.6,19.6,0,0.833,154.0,104.0,44.5,24,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,5.8,4.5,1.1,0.9,0.5601,0.3833,0.5776,17.54,130.3,101.1,18.53,1.20633,23,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
Jimmy Butler,7,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.3,0,0.0,233.0,118.0,1.4,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,5.4,4.2,1.1,0.8,0.5101,0.3833,0.493,15.060000000000002,139.5,100.0,16.639999999999997,0.992606,24,2024,12,20,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,5.0,3.9,1.1,0.6,0.4101,0.2833,0.493,14.330000000000002,126.2,89.7,15.97,1.05276,25,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,4.8,3.3,0.9,0.6,0.353,0.2333,0.4041,12.07,110.3,78.2,13.429999999999998,1.02552,26,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.3,3.0,0.8,0.6,0.2863,0.2333,0.3208,10.65,94.0,66.1,11.66,0.972872,27,2024,12,26,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.3,3.0,0.8,0.6,0.2863,0.2333,0.3208,10.65,94.0,66.1,11.66,1.23721,28,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.4,2.5,0.6,0.5,0.2196,0.1333,0.3208,8.65,78.5,56.6,9.57,1.14358,29,2024,12,29,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Jimmy Butler,25,9,4,2,0,0.0,0.6,0.5,0.765,10.8,-1.9,0,1.0,160.0,116.0,8.9,31,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,3.1,2.3,0.6,0.4,0.2046,0.0833,0.3208,7.770000000000001,77.7,55.9,8.04,1.15725,30,2025,1,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jimmy Butler,27,9,2,4,2,0.0,0.5,0.5,0.654,14.2,-0.6,1,1.0,129.0,132.0,10.4,32,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.0,2.2,0.6,0.4,0.2046,0.1333,0.3458,7.140000000000001,77.7,57.6,7.38,1.0877,31,2025,1,2,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.3,2.5,1.8,0.6,0.1,0.1671,0.1333,0.2833,5.0600000000000005,67.6,47.0,6.5200000000000005,1.13848,32,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,0.6,0.8,0.2,0.1,0.11,0.1,0.2,2.5,52.2,36.6,2.0700000000000003,0.961165,33,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.6,0.2,0.1,0.11,0.1,0.2,2.5,28.9,24.8,1.9300000000000004,1.25243,34,2025,1,7,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,0.6,0.6,0.2,0.1,0.11,0.1,0.2,2.5,28.9,24.8,1.9300000000000004,1.32249,35,2025,1,9,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.6,0.2,0.1,0.11,0.1,0.2,2.5,28.9,24.8,1.9300000000000004,1.15985,36,2025,1,11,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.6,0.2,0.1,0.11,0.1,0.2,2.5,28.9,24.8,1.9300000000000004,1.23484,37,2025,1,13,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.6,0.2,0.1,0.11,0.1,0.2,2.5,28.9,24.8,1.9300000000000004,1.27854,38,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jimmy Butler,33,18,3,2,0,0.0,0.467,0.0,0.537,24.4,-5.3,1,1.0,111.0,139.0,12.4,40,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.9,0.8,0.2,0.2,0.1567,0.1,0.3,4.94,40.0,38.7,3.1700000000000004,1.31248,39,2025,1,17,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jimmy Butler,28,8,3,7,0,2.0,0.429,0.0,0.508,12.3,0.8,0,1.0,144.0,112.0,10.7,41,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.8,1.3,0.2,0.2,0.1396,0.05,0.3,5.089999999999999,38.4,38.3,3.35,1.86232,40,2025,1,19,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Jimmy Butler,27,13,4,8,0,0.0,0.444,1.0,0.604,21.0,5.1,2,1.0,131.0,129.0,13.9,42,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9,1.0,1.7,0.0,0.3,0.134,0.1,0.3,5.7700000000000005,38.6,38.0,3.7,0.989211,41,2025,1,21,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Jimmy Butler,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.0,1.7,0.0,0.3,0.134,0.1,0.3,5.7700000000000005,38.6,38.0,3.7,1.08081,42,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
