Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ORL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Paolo Banchero,33,8,9,6,0,2.0,0.071,0.0,0.228,29.2,-10.6,5,0.75,55.0,106.0,1.1,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.1,5.2,2.8,0.4,2.9,0.2796,0.184,0.4878,25.52,64.2,80.8,8.35,1.11676,45,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Paolo Banchero,40,32,9,7,0,0.0,0.5,0.5,0.568,32.8,3.4,3,0.5,116.0,114.0,22.4,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,6.1,3.5,0.4,3.2,0.3296,0.2339999999999999,0.5378000000000001,28.8,75.8,92.2,10.59,0.939582,46,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Paolo Banchero,44,17,5,6,1,0.0,0.333,0.25,0.381,28.8,-11.2,5,0.333,74.0,115.0,4.8,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.6,4.1,0.5,3.7,0.3629,0.259,0.5711,31.68,83.2,103.7,11.07,0.971214,47,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Paolo Banchero,33,21,6,3,1,0.0,0.435,0.0,0.432,37.3,-5.4,3,0.333,89.0,131.0,10.0,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.1,7.2,4.4,0.6,4.0,0.4064,0.259,0.6043999999999999,35.410000000000004,92.1,116.8,12.07,1.13792,48,2025,1,30,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Paolo Banchero,34,9,6,6,2,1.0,0.211,0.0,0.221,29.1,-11.5,3,0.333,55.0,111.0,1.0,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6,7.1,4.7,0.6,4.0,0.3751,0.1964999999999999,0.5677,33.58,85.5,117.3,9.57,1.39201,49,2025,2,1,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Paolo Banchero,37,18,6,3,1,0.0,0.375,0.0,0.368,29.4,-6.1,2,0.0,83.0,112.0,6.9,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,6.9,4.4,0.7,3.6,0.3501,0.1465,0.4859,33.470000000000006,82.0,117.6,8.57,1.21794,50,2025,2,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Paolo Banchero,31,23,0,9,1,0.0,0.6,0.333,0.669,27.9,6.6,2,0.8,141.0,122.0,20.6,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.5,6.4,5.1,0.8,3.1,0.3701,0.1512,0.4859,31.65,88.8,117.9,9.97,1.13376,51,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Paolo Banchero,30,18,8,4,1,3.0,0.429,0.333,0.514,26.9,7.6,1,0.625,107.0,107.0,15.5,53,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,6.8,5.1,0.9,3.0,0.373,0.1845,0.477,30.53,89.7,114.8,10.42,1.13617,52,2025,2,6,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Paolo Banchero,34,17,7,6,0,1.0,0.412,0.0,0.453,30.3,-6.4,5,0.75,89.0,118.0,9.1,54,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.9,6.8,5.2,0.7,3.4,0.3892,0.1845,0.4852999999999999,30.97,90.6,115.1,10.52,1.18631,53,2025,2,8,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Paolo Banchero,33,31,6,4,0,1.0,0.455,0.444,0.607,40.3,1.8,4,0.875,109.0,118.0,19.3,55,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,6.2,5.4,0.7,3.3,0.3821,0.186,0.5298999999999999,31.2,91.8,115.4,11.070000000000002,1.02754,54,2025,2,10,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Paolo Banchero,30,24,8,6,0,1.0,0.4,0.444,0.541,32.8,13.1,0,0.8,128.0,94.0,20.1,56,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.1,5.4,0.7,2.8,0.4149999999999999,0.2304,0.5349,31.56,99.1,114.2,12.97,0.990048,55,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Paolo Banchero,37,36,10,5,0,0.0,0.44,0.3,0.562,41.2,5.7,3,0.688,116.0,111.0,24.8,57,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,6.2,5.2,0.7,2.8,0.409,0.2104,0.5537,32.4,99.1,113.9,13.21,1.22533,56,2025,2,20,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Paolo Banchero,29,21,6,2,0,1.0,0.238,0.167,0.393,39.4,-5.4,1,0.769,88.0,104.0,8.4,58,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,6.3,4.8,0.6,2.4,0.3995,0.2021,0.5972999999999999,33.459999999999994,100.5,112.8,13.57,1.18747,57,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Paolo Banchero,30,19,5,5,0,1.0,0.417,0.5,0.595,26.6,3.8,3,0.889,120.0,94.0,15.3,59,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.6,6.2,5.0,0.5,2.4,0.3977,0.2521,0.6529,32.39,103.6,109.1,14.1,0.994383,58,2025,2,23,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Paolo Banchero,32,26,5,4,1,1.0,0.409,0.143,0.501,38.4,7.8,2,0.778,102.0,135.0,17.4,60,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,6.1,4.8,0.4,2.3,0.4175,0.2663999999999999,0.6974,33.32,108.3,111.5,15.74,1.13705,59,2025,2,25,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Paolo Banchero,36,41,6,5,2,0.0,0.593,0.4,0.672,41.1,10.4,5,0.625,123.0,124.0,28.0,61,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,6.1,5.0,0.5,2.6,0.4392999999999999,0.3064,0.7599,34.489999999999995,112.3,112.7,17.85,0.879962,60,2025,2,27,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
