Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Donovan Mitchell,2023-10-25,CLE,@,BRK,35:44,27,5,6,4,1,.524,.400,.630,26.6,15.7,0,1.000,139,109,27.5
Donovan Mitchell,2023-10-27,CLE,,OKC,42:09,43,8,5,3,2,.556,.364,.675,36.4,15.5,5,.818,120,98,34.6
Donovan Mitchell,2023-10-28,CLE,,IND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-10-31,CLE,,NYK,28:47,26,3,3,3,0,.550,.000,.597,35.3,14.0,2,1.000,119,110,20.4
Donovan Mitchell,2023-11-01,CLE,@,NYK,36:44,30,6,4,1,1,.409,.400,.609,38.4,6.6,5,1.000,103,94,17.9
Donovan Mitchell,2023-11-03,CLE,@,IND,36:39,38,5,9,1,0,.619,.571,.748,34.4,13.6,3,.800,139,121,33.5
Donovan Mitchell,2023-11-05,CLE,,GSW,34:02,31,2,7,2,0,.579,.455,.747,30.8,14.6,4,1.000,135,109,24.8
Donovan Mitchell,2023-11-08,CLE,@,OKC,37:15,20,5,5,2,0,.348,.111,.411,26.7,-3.2,0,1.000,102,126,13.3
Donovan Mitchell,2023-11-11,CLE,@,GSW,36:06,21,7,5,2,1,.318,.333,.426,30.8,-2.1,2,.833,93,105,13.1
Donovan Mitchell,2023-11-13,CLE,@,SAC,38:09,22,2,5,1,1,.333,.444,.483,28.5,-1.7,2,1.000,110,141,13.9
Donovan Mitchell,2023-11-15,CLE,@,POR,36:20,34,6,4,1,0,.650,.625,.781,32.3,9.3,3,.750,138,101,25.8
Donovan Mitchell,2023-11-17,CLE,,DET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-11-19,CLE,,DEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-11-21,CLE,@,PHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-11-22,CLE,,MIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-11-25,CLE,,LAL,34:58,22,5,6,1,0,.222,.333,.464,29.5,-1.4,1,.923,105,118,16.3
Donovan Mitchell,2023-11-26,CLE,,TOR,33:46,10,5,4,1,0,.235,.000,.273,22.9,-7.1,0,.667,77,106,5.0
Donovan Mitchell,2023-11-28,CLE,,ATL,35:02,40,11,5,3,1,.560,.273,.691,41.1,10.9,6,1.000,124,95,32.2
Donovan Mitchell,2023-11-30,CLE,,POR,33:30,23,7,6,4,0,.350,.111,.489,31.6,12.6,1,1.000,119,103,21.9
Donovan Mitchell,2023-12-02,CLE,@,DET,32:54,20,3,4,2,0,.368,.400,.472,34.1,-4.6,4,.800,88,104,10.4
Donovan Mitchell,2023-12-06,CLE,,ORL,37:02,35,7,6,1,0,.500,.500,.626,37.7,6.1,4,.667,120,111,24.7
Donovan Mitchell,2023-12-08,CLE,@,MIA,36:05,27,13,6,1,0,.529,.375,.658,30.5,6.1,5,.750,118,100,22.0
Donovan Mitchell,2023-12-11,CLE,@,ORL,36:53,22,3,3,3,1,.333,.200,.501,27.5,6.4,2,.889,113,111,15.3
Donovan Mitchell,2023-12-12,CLE,@,BOS,35:08,29,6,3,1,0,.500,.385,.634,32.8,3.4,3,1.000,110,124,18.7
Donovan Mitchell,2023-12-14,CLE,@,BOS,39:49,31,8,6,1,0,.500,.250,.592,33.1,5.2,3,1.000,118,123,23.2
Donovan Mitchell,2023-12-16,CLE,,ATL,40:52,22,5,13,2,0,.333,.444,.483,23.7,4.2,1,1.000,137,124,21.3
Donovan Mitchell,2023-12-18,CLE,,HOU,45:25,37,1,6,0,2,.519,.364,.634,29.6,3.4,2,1.000,132,132,25.6
Donovan Mitchell,2023-12-20,CLE,,UTA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-12-21,CLE,,NOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-12-23,CLE,@,CHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-12-27,CLE,@,DAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2023-12-29,CLE,,MIL,36:02,34,6,9,2,1,.609,.200,.687,31.0,15.9,2,1.000,134,115,31.5
Donovan Mitchell,2024-01-01,CLE,@,TOR,37:59,26,7,7,4,0,.381,.444,.550,30.8,4.5,3,1.000,109,114,21.3
Donovan Mitchell,2024-01-03,CLE,,WAS,24:15,22,3,4,2,2,.375,.444,.590,35.2,9.4,2,1.000,134,98,18.7
Donovan Mitchell,2024-01-05,CLE,,WAS,25:31,26,2,4,1,0,.533,.625,.702,36.8,10.1,3,.625,127,95,18.5
Donovan Mitchell,2024-01-07,CLE,,SAS,36:52,17,2,9,1,0,.389,.100,.430,27.3,-6.9,4,.500,95,121,9.9
Donovan Mitchell,2024-01-11,CLE,,BRK,40:37,45,12,6,4,0,.500,.333,.630,45.1,14.4,7,.846,116,98,34.4
Donovan Mitchell,2024-01-15,CLE,,CHI,36:30,34,3,7,2,0,.524,.400,.693,31.5,17.1,2,1.000,143,95,30.3
Donovan Mitchell,2024-01-17,CLE,,MIL,25:53,31,5,7,3,0,.632,.500,.747,36.2,24.3,1,.750,153,88,30.5
Donovan Mitchell,2024-01-20,CLE,@,ATL,35:43,18,6,8,0,1,.353,.000,.458,26.4,-3.5,1,1.000,107,100,14.4
Donovan Mitchell,2024-01-22,CLE,@,ORL,30:01,25,3,13,4,0,.474,.375,.602,38.5,13.3,3,1.000,136,101,25.1
Donovan Mitchell,2024-01-24,CLE,@,MIL,39:19,23,7,8,1,0,.417,.182,.446,35.4,-9.4,6,.250,83,123,9.7
Donovan Mitchell,2024-01-26,CLE,@,MIL,36:32,32,8,6,1,1,.444,.500,.556,37.4,8.8,5,.500,104,99,20.0
Donovan Mitchell,2024-01-29,CLE,,LAC,38:44,28,4,12,2,1,.524,.200,.592,28.8,11.7,2,.667,131,109,26.4
Donovan Mitchell,2024-01-31,CLE,,DET,35:21,45,6,8,2,1,.560,.462,.743,40.5,20.0,2,.917,153,125,40.8
Donovan Mitchell,2024-02-01,CLE,@,MEM,33:23,25,4,7,0,0,.526,.333,.602,33.0,0.6,4,.500,109,109,15.8
Donovan Mitchell,2024-02-03,CLE,@,SAS,35:28,31,8,7,2,2,.600,.444,.727,28.3,18.9,2,1.000,141,97,30.9
Donovan Mitchell,2024-02-05,CLE,,SAC,32:53,29,2,5,2,0,.550,.455,.694,29.5,6.9,0,1.000,142,114,25.1
Donovan Mitchell,2024-02-07,CLE,@,WAS,37:34,40,8,5,1,0,.560,.500,.712,37.8,10.9,5,1.000,121,104,29.6
Donovan Mitchell,2024-02-08,CLE,@,BRK,30:05,27,5,4,3,3,.556,.400,.699,36.3,13.3,4,1.000,119,90,23.4
Donovan Mitchell,2024-02-10,CLE,@,TOR,31:27,15,4,6,2,1,.455,.500,.631,21.1,5.5,3,1.000,119,100,14.0
Donovan Mitchell,2024-02-12,CLE,,PHI,37:22,36,4,6,3,0,.450,.444,.655,34.6,9.4,3,.824,133,127,29.4
Donovan Mitchell,2024-02-14,CLE,,CHI,38:52,30,6,7,2,0,.381,.250,.561,32.9,8.5,0,.923,125,110,26.4
Donovan Mitchell,2024-02-22,CLE,,ORL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2024-02-23,CLE,@,PHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2024-02-25,CLE,@,WAS,36:18,16,4,5,1,0,.400,.500,.656,19.2,-4.3,3,1.000,111,108,11.3
Donovan Mitchell,2024-02-27,CLE,,DAL,38:09,31,7,6,0,1,.550,.636,.727,33.3,1.5,7,.667,106,123,19.8
Donovan Mitchell,2024-02-28,CLE,@,CHI,44:24,19,5,3,0,0,.385,.444,.591,22.1,-10.4,5,.714,88,121,7.7
Donovan Mitchell,2024-03-01,CLE,@,DET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donovan Mitchell,2024-03-03,CLE,,NYK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
