Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_PHI,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Tyrese Maxey,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1.5,2.4,0.9,1.3,0.253,0.1701,0.5157,17.75,66.3,71.3,10.6,1.06103,10,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.3,2.0,0.8,1.2,0.2269,0.1534,0.4324,14.77,56.8,59.4,9.51,0.910586,11,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.9,1.6,0.7,0.7,0.1830999999999999,0.124,0.3524,11.1,44.6,48.8,6.789999999999999,1.24607,12,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Tyrese Maxey,20,8,3,2,1,0.0,0.231,0.0,0.288,32.6,-15.6,1,1.0,71.0,121.0,2.0,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.9,1.1,0.6,0.7,0.1582,0.104,0.3666999999999999,10.89,39.7,49.3,4.54,1.02878,13,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,26,26,4,5,4,0.0,0.647,0.5,0.745,28.0,24.6,0,1.0,165.0,98.0,26.8,15,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,1.1,1.0,0.7,0.4,0.1808,0.1096,0.3666999999999999,11.02,45.4,46.9,5.529999999999999,1.14158,14,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,30,17,4,4,2,0.0,0.385,0.5,0.576,22.7,2.7,1,1.0,122.0,127.0,14.1,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.2,1.2,0.8,0.5,0.1648,0.1167,0.4,10.8,44.0,47.2,4.5600000000000005,0.862745,15,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Tyrese Maxey,45,39,2,10,5,0.0,0.412,0.5,0.539,38.7,10.0,4,1.0,111.0,109.0,27.8,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.3,2.1,1.2,0.6,0.1675,0.15,0.4,12.2,46.9,45.5,7.069999999999999,1.006,16,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,35,28,4,6,2,0.0,0.458,0.5,0.563,32.8,6.3,2,0.5,119.0,98.0,19.8,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.7,2.7,1.4,0.8,0.2133,0.2,0.45,15.48,58.8,55.3,9.05,1.04087,17,2024,11,30,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Tyrese Maxey,37,21,3,7,2,1.0,0.313,0.143,0.504,27.8,0.7,1,0.909,118.0,114.0,18.5,19,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2.0,3.4,1.6,0.9,0.2446,0.2143,0.5408999999999999,18.26,70.6,66.7,10.9,1.07619,18,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Tyrese Maxey,38,16,4,6,2,0.0,0.368,0.0,0.402,28.5,-8.1,4,1.0,87.0,118.0,8.5,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.4,4.0,1.8,1.3,0.2814,0.2143,0.6409,21.11,79.3,78.5,11.75,1.12886,19,2024,12,4,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,35,16,2,2,3,0.0,0.294,0.143,0.398,26.6,-4.2,1,0.714,88.0,97.0,8.1,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,2.6,4.2,2.1,1.4,0.3108,0.2286,0.7123,23.77,88.1,88.2,12.56,1.09091,20,2024,12,6,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,42,25,11,14,1,0.0,0.455,0.25,0.546,25.6,5.7,3,1.0,118.0,100.0,23.5,22,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,3.7,5.6,2.2,1.7,0.3563,0.2536,0.8122999999999999,26.33,99.9,98.2,14.91,1.25475,21,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Tyrese Maxey,37,22,3,2,1,1.0,0.467,0.6,0.608,27.6,-4.6,6,0.714,95.0,124.0,10.3,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,4.0,5.8,2.3,2.3,0.403,0.3136,0.8836999999999999,29.09,109.4,110.6,15.94,1.08406,22,2024,12,13,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,40,40,5,5,4,0.0,0.429,0.5,0.593,40.0,4.7,4,0.769,118.0,103.0,28.2,24,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.2,6.1,2.6,2.6,0.4227999999999999,0.3636,0.8606,29.829999999999995,114.1,108.8,18.56,1.01466,23,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
Tyrese Maxey,38,23,4,6,1,1.0,0.5,0.364,0.609,25.1,1.2,2,0.5,118.0,112.0,18.3,25,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,4.2,6.2,2.3,2.8,0.4080999999999999,0.35,0.8106,29.54,109.4,110.2,17.71,1.17957,24,2024,12,20,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,33,27,1,3,1,0.0,0.381,0.5,0.551,33.8,6.8,1,0.75,117.0,136.0,17.1,26,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,3.9,6.1,2.2,2.8,0.4077,0.35,0.7856,30.65,108.9,111.1,18.009999999999998,0.96099,25,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Tyrese Maxey,41,32,10,8,3,0.0,0.48,0.455,0.588,29.1,11.7,1,0.6,124.0,100.0,28.7,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,4.7,5.9,2.0,2.5,0.4145,0.3455,0.7455999999999999,29.69,110.2,110.2,18.1,0.92236,26,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Tyrese Maxey,41,33,4,12,3,1.0,0.522,0.333,0.644,32.9,10.9,3,1.0,130.0,117.0,31.6,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,4.7,6.5,2.1,2.6,0.4208999999999999,0.3288,0.7956,29.7,111.3,112.1,19.28,1.01029,27,2024,12,25,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,41,32,0,6,2,1.0,0.391,0.385,0.584,32.4,2.7,2,0.9,121.0,122.0,22.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.6,4.4,6.4,2.1,2.7,0.4286999999999999,0.353,0.7947,30.16,111.6,112.9,19.71,1.21197,28,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Tyrese Maxey,36,23,1,3,1,0.0,0.538,0.429,0.735,24.4,-1.7,4,1.0,125.0,109.0,14.5,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.3,4.1,6.1,2.0,2.7,0.4457,0.3959,0.7947,29.75,115.4,112.0,20.31,1.16121,29,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
Tyrese Maxey,42,27,2,7,5,1.0,0.435,0.3,0.545,29.8,3.9,4,1.0,106.0,111.0,20.9,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.4,4.1,6.6,2.2,3.0,0.4598000000000001,0.4115999999999999,0.8233,30.07,117.2,113.4,21.59,0.93985,30,2025,1,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,32,14,3,6,4,2.0,0.308,0.333,0.474,24.9,1.4,3,1.0,92.0,128.0,13.2,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,3.3,5.8,2.5,3.0,0.4451,0.4199,0.8233,30.0,114.6,116.2,20.56,1.03622,31,2025,1,2,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Tyrese Maxey,32,18,2,7,0,0.0,0.417,0.333,0.597,25.4,-4.0,4,0.857,110.0,98.0,12.7,33,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,3.2,6.3,2.4,2.8,0.4401,0.3932,0.8375999999999999,29.78,116.1,113.6,20.8,1.07004,32,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Tyrese Maxey,44,31,0,10,2,0.0,0.44,0.429,0.57,31.5,6.6,4,0.6,112.0,115.0,21.7,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.7,6.8,2.2,2.8,0.4412,0.3861,0.8207000000000001,28.93,115.5,114.8,20.15,1.27951,33,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Tyrese Maxey,39,29,3,6,2,0.0,0.407,0.214,0.489,36.2,-1.7,1,0.667,109.0,113.0,19.0,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,2.6,6.8,2.3,2.7,0.4319,0.3711,0.8374,30.04,114.6,114.9,20.22,1.35389,34,2025,1,8,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,41,30,6,12,1,0.0,0.5,0.25,0.638,26.7,9.1,1,1.0,149.0,129.0,30.6,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,3.1,7.7,2.3,2.7,0.4438000000000001,0.3460999999999999,0.8624,29.33,117.8,114.2,21.57,1.25,35,2025,1,10,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,39,29,4,5,3,0.0,0.368,0.333,0.587,38.0,-0.9,6,0.923,102.0,107.0,18.2,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,2.5,7.4,2.3,3.2,0.4326,0.3339,0.8947,30.22000000000001,115.6,114.9,20.520000000000003,1.10506,36,2025,1,12,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Tyrese Maxey,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,2.1,6.2,2.0,2.9,0.3803999999999999,0.3006,0.7947,26.93,102.6,103.2,17.360000000000003,0.870362,37,2025,1,14,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Tyrese Maxey,46,33,6,6,1,1.0,0.406,0.222,0.482,40.3,-5.8,4,1.0,102.0,131.0,19.1,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,2.7,6.2,1.9,3.1,0.3819,0.2843,0.8047000000000001,27.72000000000001,100.7,104.1,16.990000000000002,1.21375,38,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Tyrese Maxey,39,28,1,3,0,0.0,0.435,0.286,0.546,29.5,-0.3,0,1.0,119.0,129.0,17.1,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,2.7,6.2,1.8,2.7,0.3716,0.27,0.8047000000000001,28.23,100.1,106.1,17.25,0.939408,39,2025,1,18,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Tyrese Maxey,41,37,6,7,1,0.0,0.5,0.4,0.631,34.7,7.5,2,1.0,120.0,126.0,28.3,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,3.1,6.2,1.4,2.5,0.3781,0.28,0.8047000000000001,28.72,101.5,107.6,17.990000000000002,1.08278,40,2025,1,19,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Tyrese Maxey,34,28,2,10,2,0.0,0.524,0.3,0.627,31.4,7.8,2,1.0,125.0,148.0,24.9,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,3.0,6.6,1.2,2.4,0.3997,0.2767,0.8047000000000001,29.370000000000005,104.8,109.6,19.160000000000004,0.998378,41,2025,1,21,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Tyrese Maxey,40,29,3,7,2,2.0,0.5,0.5,0.688,24.0,8.0,2,1.0,151.0,128.0,26.8,43,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,3.1,6.6,1.4,2.2,0.408,0.2934,0.819,29.23,108.9,112.6,20.57,1.08175,42,2025,1,24,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Tyrese Maxey,43,31,5,9,2,1.0,0.522,0.385,0.649,27.4,9.8,3,1.0,122.0,98.0,27.2,44,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,3.6,6.5,1.4,2.1,0.4162,0.289,0.859,28.82,109.9,110.9,21.12,1.25675,43,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
