Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NYK,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Karl-Anthony Towns,24,12,7,3,0,0.0,0.556,0.5,0.636,19.8,3.9,0,1.0,138.0,144.0,11.5,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,0.0,0.0,0.556,0.5,1.0,19.8,138.0,144.0,11.5,0.0,0,2024,10,22,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,32,21,15,0,1,2.0,0.455,1.0,0.682,21.1,9.6,0,0.9,161.0,94.0,22.6,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,11.0,1.5,0.5,0.0,0.5055000000000001,0.75,0.95,20.450000000000003,149.5,119.0,17.05,1.05735,1,2024,10,25,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,32,13,10,3,1,0.0,0.5,0.5,0.666,16.7,1.0,3,1.0,114.0,111.0,10.1,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333334,10.666666666666666,2.0,0.6666666666666666,1.0,0.5036666666666667,0.6666666666666666,0.9666666666666668,19.2,137.66666666666666,116.33333333333331,14.733333333333334,1.06251,2,2024,10,28,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Karl-Anthony Towns,39,44,13,2,0,0.0,0.68,0.8,0.796,36.0,10.8,2,1.0,147.0,118.0,35.8,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.25,2.0,0.5,1.25,0.54775,0.7,0.975,23.4,140.0,116.75,20.0,0.997075,3,2024,10,30,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,27,21,11,7,2,1.0,0.444,0.5,0.543,30.8,13.4,1,0.667,129.0,93.0,21.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,11.2,3.0,0.8,1.2,0.527,0.6599999999999999,0.9134,24.880000000000003,137.8,112.0,20.380000000000003,1.0174,4,2024,11,1,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,32,17,19,0,0,1.0,0.412,0.0,0.453,30.0,-6.1,3,0.75,97.0,114.0,12.9,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33333333333333,12.5,2.5,0.6666666666666666,1.5,0.5078333333333334,0.5499999999999999,0.8861666666666667,25.73333333333333,131.0,112.33333333333331,19.133333333333333,1.16434,5,2024,11,4,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Karl-Anthony Towns,38,34,16,1,1,3.0,0.478,0.556,0.652,34.4,5.1,3,1.0,123.0,115.0,29.1,7,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.142857142857142,13.0,2.2857142857142856,0.7142857142857143,1.7142857142857142,0.5035714285714286,0.5508571428571428,0.9024285714285716,26.97142857142857,129.85714285714286,112.71428571428572,20.557142857142857,1.14008,6,2024,11,6,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,32,32,11,5,0,0.0,0.6,0.5,0.721,32.8,14.6,2,0.8,140.0,102.0,26.8,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,12.75,2.625,0.625,1.75,0.515625,0.5445,0.889625,27.7,131.125,111.375,21.3375,1.01112,7,2024,11,8,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,39,30,9,0,0,1.0,0.579,0.4,0.666,27.8,-1.2,2,0.75,125.0,132.0,20.5,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88888888888889,12.333333333333334,2.333333333333333,0.5555555555555556,1.7777777777777777,0.5226666666666666,0.5284444444444445,0.8741111111111111,27.711111111111112,130.44444444444446,113.66666666666669,21.244444444444444,1.05994,8,2024,11,10,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,38,21,13,6,1,1.0,0.438,0.333,0.563,23.3,5.3,2,0.833,119.0,98.0,20.0,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,12.4,2.7,0.6,1.8,0.5142,0.5089,0.8699999999999999,27.27,129.3,112.1,21.12,0.955414,9,2024,11,12,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,39,46,10,3,3,0.0,0.6,0.5,0.686,39.4,9.8,4,0.5,120.0,113.0,33.1,11,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,12.7,2.7,0.9,2.2,0.5186,0.5089,0.82,29.23,127.5,109.0,23.28,1.11737,10,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,11.2,2.7,0.8,2.2,0.4730999999999999,0.4089,0.73,27.120000000000005,111.4,99.6,21.02,1.4044,11,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,30,26,15,6,1,1.0,0.625,0.333,0.714,29.5,17.3,1,1.0,153.0,106.0,27.8,13,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,11.7,3.0,0.8,2.0,0.4856,0.3922,0.73,28.4,115.3,99.1,22.79,1.22409,12,2024,11,17,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,25,24,12,3,0,0.0,0.571,0.75,0.741,30.1,12.3,0,1.0,156.0,105.0,23.1,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.1,11.6,3.1,0.8,1.8,0.4747,0.3872,0.73,27.81,116.2,97.8,21.52,1.20082,13,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Karl-Anthony Towns,34,34,10,2,1,0.0,0.632,0.375,0.755,32.5,1.9,3,0.875,139.0,121.0,26.3,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.4,11.5,2.6,0.7,2.0,0.4935,0.3747,0.7508,27.98,117.2,100.6,21.96,1.19289,14,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,39,16,16,5,0,1.0,0.316,0.111,0.394,24.2,-5.0,2,1.0,101.0,123.0,14.5,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.3,11.2,3.1,0.7,1.9,0.4839,0.3858,0.7758,27.4,117.6,101.5,22.12,1.13411,15,2024,11,23,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,34,30,15,4,3,0.0,0.8,1.0,0.85,27.9,9.8,4,0.667,134.0,104.0,28.6,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,11.1,3.4,0.9,2.0,0.5161,0.4302,0.7424999999999999,26.75,118.7,100.4,22.07,0.996702,16,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Karl-Anthony Towns,35,25,14,4,0,1.0,0.438,0.5,0.613,27.2,5.5,1,0.9,129.0,130.0,21.7,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,11.4,3.3,0.9,1.9,0.4998999999999999,0.4302,0.7525000000000001,26.19,117.6,103.2,21.56,1.05286,17,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,39,19,12,5,1,2.0,0.5,0.4,0.578,24.7,0.7,6,1.0,101.0,101.0,14.5,19,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,11.7,3.8,1.0,2.3,0.492,0.4301999999999999,0.7775000000000001,25.880000000000003,115.2,100.1,20.96,0.978777,18,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,25,14,19,2,1,1.0,0.333,0.2,0.493,27.3,1.8,2,1.0,111.0,71.0,14.8,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,12.3,3.4,1.0,2.3,0.4814999999999999,0.4169,0.7942,26.28,114.4,97.4,20.44,1.13034,19,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,36,23,15,0,0,2.0,0.444,0.4,0.569,30.0,-5.5,5,1.0,92.0,97.0,13.7,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,12.8,3.1,0.7,2.4,0.4659,0.4069,0.8442000000000001,25.34,111.6,95.8,18.500000000000004,0.920345,20,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,39,27,16,2,0,2.0,0.6,0.4,0.712,25.8,1.3,2,0.778,137.0,105.0,24.5,22,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,14.4,3.3,0.7,2.6,0.5259,0.4469,0.922,27.92,125.3,106.3,20.95,1.15911,21,2024,12,5,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,12.9,2.7,0.6,2.5,0.4634,0.4136,0.8220000000000001,24.97,110.0,95.7,18.17,1.22975,22,2024,12,7,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,36,24,15,6,2,2.0,0.538,0.4,0.69,27.3,9.7,3,0.8,131.0,101.0,25.6,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2,13.2,3.0,0.8,2.8,0.4601,0.3786,0.8019999999999999,24.69,107.5,95.3,18.42,1.19546,23,2024,12,9,0,-2.4492935982947064e-16,1.0,0.0,1.0
Karl-Anthony Towns,37,19,19,5,3,3.0,0.467,0.333,0.539,24.8,5.1,4,0.5,102.0,89.0,19.6,25,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,14.1,3.3,1.0,2.9,0.4436,0.3744,0.7645,23.92,103.8,92.1,17.75,1.28051,24,2024,12,11,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,43,22,22,5,0,1.0,0.467,0.333,0.608,25.9,2.1,6,1.0,107.0,92.0,19.1,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,14.7,3.3,1.0,3.3,0.4587,0.3965999999999999,0.7645,24.09,104.4,89.0,18.21,1.11383,25,2024,12,15,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,38,32,20,6,2,0.0,0.833,1.0,1.003,21.4,18.5,4,0.778,157.0,101.0,35.4,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.2,3.5,0.9,3.3,0.462,0.3966,0.7756000000000001,23.44,106.7,88.7,18.89,0.885147,26,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,27,11,10,4,0,1.0,0.3,0.4,0.486,26.0,-6.0,5,1.0,88.0,97.0,5.5,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,14.8,3.5,0.9,3.7,0.4482,0.3866,0.7856,23.32,102.6,85.4,17.27,1.28565,27,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
