Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Karl-Anthony Towns,34,30,16,2,1,1.0,0.44,0.125,0.534,37.3,4.5,0,1.0,115.0,111.0,24.4,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,11.6,4.8,0.6,3.0,0.506,0.4596999999999999,0.8477,31.079999999999995,117.9,115.9,22.880000000000003,1.07872,48,2021,4,2,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,44,39,14,5,1,1.0,0.478,0.333,0.669,33.0,9.5,2,0.929,136.0,123.0,32.7,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,12.4,4.6,0.6,2.8,0.5012000000000001,0.4679999999999999,0.8628,31.079999999999995,119.7,114.8,23.87,0.908871,49,2021,4,3,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,36,23,13,5,2,0.0,0.444,0.667,0.569,23.6,8.6,1,1.0,133.0,103.0,22.8,51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.6,12.7,4.3,0.7,2.5,0.4831,0.4633,0.8771000000000001,29.98,118.9,113.5,22.53,1.23637,50,2021,4,5,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Karl-Anthony Towns,35,32,12,6,0,1.0,0.706,0.333,0.78,28.2,7.1,4,0.75,139.0,134.0,28.2,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,13.0,4.8,0.7,2.4,0.4786999999999999,0.4216,0.8771000000000001,30.41,121.4,115.7,23.72,1.06478,51,2021,4,7,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,42,30,12,7,1,0.0,0.455,0.444,0.609,31.4,0.2,6,1.0,109.0,131.0,21.7,53,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,13.2,5.4,0.6,2.9,0.4885,0.4243,0.8971,29.82,121.6,117.4,23.65,0.989505,52,2021,4,9,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,37,27,12,8,0,2.0,0.533,0.429,0.729,27.7,8.0,4,1.0,133.0,114.0,25.5,54,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,13.9,5.6,0.6,3.1,0.5018,0.4227999999999999,0.8971,29.6,124.2,115.6,24.75,1.22715,53,2021,4,11,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,12.3,4.8,0.5,2.6,0.4671999999999999,0.3784,0.8096,25.74,114.2,106.0,22.56,1.20143,54,2021,4,13,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.8,4.4,0.5,2.2,0.4035999999999999,0.3117,0.7179,23.03,99.8,92.9,19.88,0.85651,55,2021,4,14,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,26,24,5,5,0,1.0,0.571,1.0,0.703,34.0,9.1,3,0.571,124.0,114.0,16.5,57,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,10.1,4.4,0.5,2.3,0.4016,0.3617,0.725,23.99,98.8,93.3,18.69,1.31745,56,2021,4,16,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,25,16,6,5,0,0.0,0.333,0.167,0.465,36.0,-5.2,3,1.0,93.0,127.0,8.6,58,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,9.0,4.3,0.5,2.3,0.396,0.3498,0.725,25.12,98.2,95.7,18.04,1.0608,57,2021,4,18,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,36,26,18,5,0,4.0,0.529,0.444,0.662,25.8,7.3,3,0.667,137.0,113.0,27.2,59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.7,9.2,4.6,0.4,2.6,0.4049,0.3817,0.6917,23.97,100.4,95.9,18.32,1.07335,58,2021,4,20,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,33,26,5,6,1,0.0,0.412,0.5,0.62,31.3,3.5,2,1.0,131.0,135.0,20.8,60,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.4,8.3,4.7,0.4,2.6,0.3983,0.3984,0.6988,23.8,99.9,97.1,17.130000000000003,1.29079,59,2021,4,21,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,37,24,12,3,0,1.0,0.5,0.286,0.581,28.0,3.9,4,0.667,107.0,99.0,16.2,61,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.5,8.2,4.5,0.2,2.9,0.4039,0.3603,0.6655,24.24,97.3,96.7,16.47,0.861256,60,2021,4,24,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,36,21,11,2,1,0.0,0.538,0.25,0.653,24.5,-0.4,4,0.857,109.0,105.0,15.2,62,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.4,8.1,4.1,0.3,2.9,0.3871,0.352,0.6761999999999999,23.87,94.3,93.8,15.169999999999998,0.987172,61,2021,4,26,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Karl-Anthony Towns,31,31,7,5,1,0.0,0.545,0.286,0.618,38.9,4.0,5,0.714,110.0,106.0,20.0,63,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,7.6,3.9,0.3,2.8,0.3961,0.3362,0.6476000000000001,24.62,94.4,91.3,15.0,1.22333,62,2021,4,27,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,33,22,11,7,0,0.0,0.333,0.429,0.491,29.8,3.5,2,0.7,119.0,117.0,16.8,64,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.5,3.8,0.3,2.6,0.3761,0.3361999999999999,0.6176,24.83,93.0,91.6,14.13,1.26757,63,2021,4,29,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,37,28,14,3,3,0.0,0.421,0.444,0.622,28.1,2.1,4,1.0,112.0,111.0,21.2,65,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,8.9,4.1,0.6,3.0,0.4182,0.3805999999999999,0.7176,27.640000000000004,104.2,102.7,16.25,0.881568,64,2021,5,1,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,24,22,4,5,1,0.0,0.467,0.5,0.64,35.5,0.5,4,1.0,119.0,132.0,14.8,66,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.3,4.6,0.7,3.4,0.4649,0.4306,0.8176,31.19,116.1,115.9,17.73,1.20439,65,2021,5,5,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,31,27,6,4,0,0.0,0.5,0.333,0.648,34.0,3.0,4,0.818,115.0,121.0,16.8,67,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,9.4,4.5,0.7,3.5,0.4578,0.3639,0.8423,31.19,115.2,116.6,17.759999999999998,1.30574,66,2021,5,7,4,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,29,27,9,4,1,2.0,0.526,0.286,0.624,32.3,11.3,1,0.833,134.0,89.0,24.2,68,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,9.7,4.4,0.8,3.3,0.4770999999999999,0.3758,0.8256,30.82,119.3,112.8,19.32,1.1676,67,2021,5,9,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,34,28,8,5,3,0.0,0.526,0.364,0.66,26.9,9.8,2,0.8,129.0,93.0,25.2,69,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,8.7,4.4,1.1,3.2,0.4768,0.3678,0.8389,30.93,118.5,110.8,19.12,1.11859,68,2021,5,11,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,39,20,11,4,0,0.0,0.333,0.571,0.484,28.9,-4.7,5,0.667,95.0,120.0,10.5,70,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.3,4.2,1.0,3.5,0.4689,0.3748999999999999,0.8055999999999999,30.69,114.9,109.3,18.09,1.09348,69,2021,5,13,3,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,27,24,14,2,0,0.0,0.474,0.0,0.543,36.4,1.3,3,0.857,113.0,123.0,17.7,71,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.5,4.1,1.0,3.4,0.4663,0.3463,0.8246,31.53,115.5,111.7,18.24,1.00258,70,2021,5,15,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,31,23,9,5,2,0.0,0.5,0.25,0.683,25.0,4.5,1,0.909,153.0,118.0,22.2,72,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,9.3,4.4,1.1,3.1,0.4625,0.3463,0.8298,31.579999999999995,119.9,113.0,18.94,1.09973,71,2021,5,16,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
