Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Bradley Beal,2021-11-10,37,15,7,7,0,0.0,0.211,0.2,0.347,31.8,-11.8,4,1.0,80.0,108.0,4.7,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.2,5.2,0.8,3.6,0.3792,0.2396,0.7,30.090000000000003,87.1,96.4,12.76,1.08122
Bradley Beal,2021-11-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.2,5.2,0.8,3.6,0.3792,0.2396,0.7,30.090000000000003,87.1,96.4,12.76,1.14699
Bradley Beal,2021-11-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,4.9,4.8,0.8,3.1,0.3428,0.2165,0.7,26.57,79.7,85.7,12.25,1.05842
Bradley Beal,2021-11-17,35,24,3,7,2,0.0,0.45,0.455,0.587,28.7,11.4,2,1.0,111.0,105.0,18.2,14,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,4.2,5.3,0.7,2.8,0.3598,0.262,0.7,25.62,83.7,86.0,13.529999999999998,0.978065
Bradley Beal,2021-11-18,36,30,6,5,1,0.0,0.611,0.375,0.727,35.8,4.8,6,0.833,112.0,122.0,21.3,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,4.0,5.0,0.8,3.3,0.3786,0.2745,0.6833,26.0,83.4,86.9,13.65,1.02417
Bradley Beal,2021-11-20,37,21,4,9,0,0.0,0.471,0.143,0.56,31.2,-2.8,6,1.0,104.0,116.0,12.2,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,3.7,5.3,0.6,3.5,0.3882,0.2512999999999999,0.6833,25.34,83.8,89.1,12.53,1.04217
Bradley Beal,2021-11-22,39,18,7,9,1,1.0,0.278,0.286,0.436,24.2,1.4,4,1.0,104.0,109.0,13.9,17,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.2,5.9,0.5,3.5,0.3684,0.2526,0.6833,24.37,84.9,87.3,12.6,1.17888
Bradley Beal,2021-11-24,28,23,5,1,0,0.0,0.55,0.0,0.539,34.5,-3.8,3,0.333,94.0,126.0,11.4,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,4.0,5.3,0.4,3.6,0.379,0.2125999999999999,0.6166,25.06,81.7,88.2,11.43,1.05339
Bradley Beal,2021-11-26,37,20,4,6,0,0.0,0.444,0.286,0.53,28.1,-3.7,3,1.0,102.0,110.0,11.8,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,4.1,5.2,0.4,3.4,0.3651,0.2412,0.6166,24.880000000000003,81.5,89.8,11.43,1.10028
Bradley Beal,2021-11-27,38,26,5,7,2,0.0,0.714,1.0,0.781,24.3,6.3,3,0.833,140.0,118.0,23.6,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,4.1,5.1,0.6,3.1,0.3729,0.2745,0.6999,23.86,84.7,91.4,11.71,0.987654
Bradley Beal,2021-11-29,36,18,2,8,0,0.0,0.381,0.2,0.411,30.8,-6.1,2,0.5,94.0,133.0,10.3,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3.6,5.2,0.6,2.9,0.3899,0.2745,0.6498999999999999,23.76,86.1,93.9,12.27,0.892721
Bradley Beal,2021-12-01,38,19,6,9,1,0.0,0.4,0.2,0.437,27.6,-2.3,3,0.5,104.0,115.0,14.7,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,4.2,6.1,0.7,3.2,0.4298999999999999,0.2945,0.6999,26.52,96.5,105.4,13.74,0.945376
Bradley Beal,2021-12-03,27,14,3,1,0,1.0,0.353,0.0,0.373,35.7,-11.1,1,0.5,75.0,125.0,5.0,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,4.5,6.2,0.7,3.3,0.4652,0.2945,0.7499,30.09,104.0,117.9,14.24,0.898995
Bradley Beal,2021-12-05,35,14,1,7,0,0.0,0.333,0.333,0.464,21.8,0.4,0,0.714,111.0,120.0,11.6,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.3,4.3,6.2,0.5,3.1,0.4534999999999999,0.2823,0.7213,29.4,104.0,119.4,13.580000000000002,0.981401
Bradley Beal,2021-12-06,39,34,2,4,0,0.0,0.632,0.333,0.726,29.2,4.6,1,0.9,149.0,137.0,26.7,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,3.9,6.1,0.4,2.6,0.4556,0.2780999999999999,0.728,28.74,107.7,120.9,14.12,1.20309
Bradley Beal,2021-12-08,43,25,6,3,1,0.0,0.526,0.0,0.555,28.0,-6.4,4,0.625,104.0,119.0,14.6,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,4.1,5.5,0.5,2.4,0.4610999999999999,0.2638,0.6904999999999999,28.42,107.7,121.2,14.360000000000005,1.1171
Bradley Beal,2021-12-11,34,21,5,5,1,0.0,0.474,0.333,0.528,34.5,-3.7,6,1.0,90.0,129.0,10.9,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.4,3.9,5.1,0.5,2.6,0.4807,0.2685,0.6904999999999999,29.45,106.3,123.2,14.060000000000002,0.962285
Bradley Beal,2021-12-13,39,19,3,10,0,1.0,0.421,0.4,0.468,25.3,-0.5,2,0.333,102.0,116.0,13.5,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.7,6.0,0.5,2.5,0.4677999999999999,0.3085,0.6904999999999999,28.53,107.1,122.2,14.27,1.07991
Bradley Beal,2021-12-15,36,30,5,5,1,0.0,0.542,0.333,0.582,35.2,2.7,3,0.5,111.0,123.0,19.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.8,5.9,0.6,2.5,0.4775999999999999,0.3132,0.6405,29.24,108.0,123.5,15.07,1.19966
Bradley Beal,2021-12-16,31,26,3,5,1,0.0,0.611,0.667,0.658,35.8,2.8,5,0.5,106.0,123.0,16.6,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.6,5.7,0.5,2.7,0.4673,0.2799,0.6072,30.39,104.6,124.0,14.37,0.99732
Bradley Beal,2021-12-18,36,37,5,7,0,1.0,0.542,0.4,0.651,36.0,14.9,2,0.9,132.0,109.0,30.5,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.9,3.9,5.6,0.5,2.7,0.4833999999999999,0.2999,0.6472,30.910000000000004,108.4,121.6,16.389999999999997,1.21963
Bradley Beal,2021-12-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.3,4.7,0.4,2.4,0.4434,0.2799,0.5972000000000001,28.15,98.0,110.1,14.919999999999998,0.883281
Bradley Beal,2021-12-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,3.0,4.6,0.4,2.3,0.4080999999999999,0.2799,0.5472,24.58,90.5,97.6,14.419999999999998,1.04048
Bradley Beal,2021-12-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,2.9,3.9,0.4,2.3,0.3748,0.2466,0.4758,22.4,79.4,85.6,13.26,0.908966
Bradley Beal,2021-12-30,34,29,6,10,1,0.0,0.565,0.4,0.619,34.6,11.4,2,1.0,127.0,101.0,25.5,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,3.3,4.5,0.5,2.4,0.3681,0.2532999999999999,0.4857999999999999,22.94,77.2,82.0,13.14,1.12867
Bradley Beal,2022-01-01,43,27,2,17,4,0.0,0.4,0.0,0.525,28.5,7.8,2,0.846,121.0,114.0,29.1,36,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,2.9,5.9,0.8,2.2,0.3555,0.2533,0.5079,22.99,78.9,81.5,14.59,1.01911
Bradley Beal,2022-01-03,43,35,7,8,0,1.0,0.5,0.375,0.652,29.7,2.3,4,0.909,128.0,120.0,27.2,37,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,3.1,6.2,0.7,2.0,0.3581,0.2575,0.4987999999999999,22.51,82.7,80.6,16.22,1.21088
Bradley Beal,2022-01-05,30,27,5,5,1,1.0,0.36,0.375,0.488,42.5,0.8,3,1.0,100.0,107.0,14.8,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,3.3,5.7,0.8,2.1,0.352,0.255,0.5654999999999999,24.23,82.5,79.7,16.35,1.26216
Bradley Beal,2022-01-07,34,26,3,6,1,0.0,0.643,0.5,0.781,26.8,1.5,5,1.0,124.0,129.0,19.7,39,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,3.1,5.8,0.8,2.3,0.3621,0.2717,0.6154999999999999,23.39,83.8,80.3,16.339999999999996,0.972825
Bradley Beal,2022-01-09,37,20,6,7,0,1.0,0.318,0.429,0.421,30.6,-0.7,2,0.75,97.0,105.0,11.6,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,3.4,6.0,0.7,2.0,0.3328,0.2478999999999999,0.6405,22.87,82.9,78.5,15.84,0.957906
Bradley Beal,2022-01-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.9,5.3,0.7,1.8,0.2785999999999999,0.2078999999999999,0.5505000000000001,19.27,69.7,67.6,12.79,1.06854
Bradley Beal,2022-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.9,5.3,0.7,1.8,0.2785999999999999,0.2078999999999999,0.5505000000000001,19.27,69.7,67.6,12.79,1.00493
Bradley Beal,2022-01-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.4,2.9,5.3,0.7,1.8,0.2785999999999999,0.2078999999999999,0.5505000000000001,19.27,69.7,67.6,12.79,1.36054
Bradley Beal,2022-01-17,33,13,5,6,0,1.0,0.417,0.333,0.488,19.9,-0.3,2,0.667,105.0,103.0,11.0,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,3.4,5.9,0.7,2.0,0.3203,0.2412,0.6172000000000001,21.26,80.2,77.9,13.89,0.998853
Bradley Beal,2022-01-19,37,23,4,9,2,1.0,0.389,0.429,0.534,26.4,5.9,1,0.75,127.0,119.0,20.4,45,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,3.2,5.8,0.8,1.9,0.3026999999999999,0.2440999999999999,0.5922000000000001,20.44,80.2,79.7,13.38,1.16016
Bradley Beal,2022-01-21,40,25,5,8,0,0.0,0.526,0.333,0.59,34.5,-6.0,9,0.8,95.0,122.0,13.0,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.9,3.5,4.9,0.4,2.6,0.3153,0.2774,0.5876,21.04,77.6,80.5,11.77,1.06043
Bradley Beal,2022-01-23,31,19,5,7,2,0.0,0.412,0.0,0.495,30.6,5.6,2,1.0,103.0,119.0,16.7,47,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,3.3,4.8,0.6,2.4,0.3065,0.2399,0.5967,21.13,75.1,80.4,10.72,1.12851
Bradley Beal,2022-01-25,40,23,9,6,1,0.0,0.533,0.4,0.652,23.7,-0.4,5,0.833,109.0,111.0,17.0,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,3.7,4.9,0.6,2.6,0.3238,0.2424,0.5800000000000001,19.250000000000004,76.0,80.8,10.94,1.11519
Bradley Beal,2022-01-29,35,9,2,12,1,1.0,0.182,0.0,0.32,20.8,-2.8,2,0.714,89.0,127.0,9.2,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,3.6,5.5,0.6,2.3,0.2776999999999999,0.1924,0.5514,18.65,72.5,80.6,9.89,1.07721
Bradley Beal,2022-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,3.0,4.8,0.6,2.1,0.2459,0.1495,0.4763999999999999,15.59,62.8,70.1,8.73,1.41519
Bradley Beal,2022-02-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,3.0,4.8,0.6,2.1,0.2459,0.1495,0.4763999999999999,15.59,62.8,70.1,8.73,1.04192
