Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jamal Murray,34,9,4,1,2,0.0,0.111,0.0,0.373,17.5,-12.4,2,1.0,75.0,112.0,2.6,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,2.0,2.0,0.111,0.0,1.0,17.5,75.0,112.0,2.6,0.0,0,2020,12,23,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Jamal Murray,37,23,5,3,1,0.0,0.45,0.364,0.551,28.6,-1.2,3,0.5,103.0,132.0,13.0,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.5,2.0,1.5,2.5,0.2805,0.182,0.75,23.05,89.0,122.0,7.8,1.01988,1,2020,12,25,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Jamal Murray,31,21,5,2,0,1.0,0.5,0.667,0.615,25.6,0.4,2,0.429,115.0,111.0,14.8,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,4.666666666666667,2.0,1.0,2.333333333333333,0.3536666666666666,0.3436666666666667,0.643,23.9,97.66666666666669,118.33333333333331,10.133333333333333,1.14222,2,2020,12,28,0,-2.4492935982947064e-16,1.0,0.0,1.0
Jamal Murray,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.25,3.5,1.5,0.75,1.75,0.26525,0.25775,0.48225,17.925,73.25,88.75,7.6,1.15942,3,2020,12,29,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Jamal Murray,41,31,4,5,2,0.0,0.545,0.5,0.665,29.9,8.6,3,1.0,119.0,113.0,23.3,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,3.6,2.2,1.0,2.0,0.3212,0.3062,0.5858000000000001,20.32,82.4,93.6,10.74,0.970502,4,2021,1,1,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jamal Murray,36,36,5,4,1,0.0,0.65,0.429,0.751,27.6,13.1,0,0.778,163.0,115.0,32.5,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.8333333333333335,2.5,1.0,1.6666666666666667,0.376,0.3266666666666666,0.6178333333333333,21.53333333333333,95.83333333333331,97.16666666666669,14.366666666666667,1.21524,5,2021,1,3,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Jamal Murray,32,13,1,3,0,0.0,0.429,0.25,0.674,15.6,-4.9,2,1.0,125.0,121.0,8.1,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.4285714285714284,2.571428571428572,0.8571428571428571,1.7142857142857142,0.3835714285714285,0.3157142857142857,0.6724285714285714,20.685714285714287,100.0,100.57142857142856,13.471428571428572,1.23031,6,2021,1,5,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Jamal Murray,46,21,4,9,1,0.0,0.421,0.333,0.528,22.0,0.4,3,1.0,110.0,120.0,15.6,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,3.5,3.375,0.875,1.875,0.38825,0.317875,0.713375,20.85,101.25,103.0,13.7375,1.00705,7,2021,1,7,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Jamal Murray,29,14,1,4,1,0.0,0.545,0.667,0.636,19.0,-1.5,2,0.0,120.0,114.0,10.0,9,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,3.2222222222222223,3.4444444444444446,0.8888888888888888,1.8888888888888888,0.4056666666666667,0.3566666666666667,0.6341111111111111,20.64444444444445,103.33333333333331,104.22222222222224,13.322222222222225,1.08312,8,2021,1,9,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jamal Murray,29,9,0,3,0,0.0,0.444,0.25,0.5,14.6,-5.3,0,0.0,119.0,107.0,5.6,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,2.9,3.4,0.8,1.7,0.4095,0.346,0.5707,20.04,104.9,104.5,12.55,1.02812,9,2021,1,10,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Jamal Murray,35,20,0,4,1,0.0,0.45,0.4,0.479,30.5,-10.5,3,0.0,91.0,134.0,9.2,11,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2.5,3.7,0.7,1.8,0.4434,0.386,0.4707,21.34,106.5,106.7,13.21,1.20857,10,2021,1,12,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Jamal Murray,37,17,9,6,2,0.0,0.333,0.125,0.412,26.4,-4.4,3,0.667,90.0,101.0,11.5,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,2.9,4.0,0.8,1.8,0.4317,0.3621,0.4874,21.12,105.2,103.6,13.06,0.988946,11,2021,1,14,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
