Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHO,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
LaMelo Ball,2024-12-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,2.0,3.8,0.9,0.9,0.1621,0.1305,0.24,13.62,45.8,45.5,8.27,1.03872
LaMelo Ball,2025-01-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,2.0,3.8,0.9,0.9,0.1621,0.1305,0.24,13.62,45.8,45.5,8.27,0.929444
LaMelo Ball,2025-01-05,33,24,3,4,0,0.0,0.35,0.273,0.501,33.8,-2.6,3,0.778,105.0,123.0,11.9,34,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2.3,4.2,0.9,1.2,0.1971,0.1578,0.3177999999999999,17.0,56.3,57.8,9.46,1.15777
LaMelo Ball,2025-01-07,35,32,10,7,4,0.0,0.429,0.313,0.53,34.2,17.3,1,0.6,128.0,98.0,28.1,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,3.3,4.9,1.3,1.3,0.24,0.1891,0.3778,20.42,69.1,67.6,12.27,1.01344
LaMelo Ball,2025-01-12,40,25,6,11,3,1.0,0.36,0.294,0.483,30.0,4.8,3,1.0,112.0,117.0,20.5,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,3.4,4.9,1.2,1.3,0.2426999999999999,0.181,0.4277999999999999,20.15,70.1,68.6,12.85,1.11242
LaMelo Ball,2025-01-15,39,27,6,9,0,3.0,0.524,0.222,0.605,31.0,0.0,6,1.0,110.0,111.0,19.3,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.2,3.6,4.5,0.8,1.8,0.2607,0.1865,0.4378,19.0,69.3,68.1,11.97,1.06157
LaMelo Ball,2025-01-17,32,26,1,9,2,0.0,0.368,0.111,0.526,35.5,0.8,3,0.846,116.0,123.0,19.5,38,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,3.7,5.4,1.0,2.1,0.2975,0.1976,0.5224,22.55,80.9,80.4,13.920000000000002,1.03676
LaMelo Ball,2025-01-20,38,23,7,9,1,1.0,0.381,0.5,0.505,26.4,5.2,2,0.5,116.0,110.0,18.0,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,3.9,5.5,1.1,2.3,0.2855999999999999,0.2021,0.5724,22.630000000000003,78.6,79.2,13.54,1.19403
LaMelo Ball,2025-01-22,34,22,8,6,0,0.0,0.35,0.333,0.486,29.8,-4.9,2,1.0,114.0,136.0,15.0,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,4.1,5.5,1.0,2.0,0.2762,0.2045999999999999,0.5724,22.07,80.1,81.8,13.23,1.02428
LaMelo Ball,2025-01-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.9,4.1,5.5,1.0,2.0,0.2762,0.2045999999999999,0.5724,22.07,80.1,81.8,13.23,0.80305
LaMelo Ball,2025-01-25,30,25,5,7,3,0.0,0.429,0.308,0.529,40.0,1.4,4,0.5,104.0,90.0,17.3,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,4.6,6.2,1.3,2.4,0.3191,0.2354,0.6224000000000001,26.07,90.5,90.8,14.96,1.3561
LaMelo Ball,2025-01-27,9,7,0,1,1,0.0,0.4,0.667,0.595,34.7,5.8,1,0.5,102.0,111.0,4.2,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,4.6,6.3,1.4,2.5,0.3591,0.3021,0.6724,29.54,100.7,101.9,15.38,1.09826
LaMelo Ball,2025-01-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,4.3,5.9,1.4,2.2,0.3241,0.2748,0.5946,26.16,90.2,89.6,14.19,1.13798
LaMelo Ball,2025-01-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,3.3,5.2,1.0,2.1,0.2812,0.2435,0.5346,22.74,77.4,79.8,11.38,1.13837
LaMelo Ball,2025-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.7,4.1,0.7,1.8,0.2452,0.2141,0.4346,19.74,66.2,68.1,9.33,1.33234
LaMelo Ball,2025-02-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,2.1,3.2,0.7,1.2,0.1928,0.1919,0.3346,16.639999999999997,55.2,57.0,7.4,0.992173
LaMelo Ball,2025-02-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,2.0,2.3,0.5,0.9,0.156,0.1808,0.25,13.089999999999998,43.6,44.7,5.450000000000001,1.16401
LaMelo Ball,2025-02-07,36,24,4,10,0,0.0,0.346,0.364,0.446,34.6,-4.8,3,1.0,112.0,128.0,13.8,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8,1.7,2.4,0.4,1.0,0.1525,0.1672,0.3,13.91,43.2,46.5,5.029999999999999,1.14077
LaMelo Ball,2025-02-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.9,1.8,0.4,0.8,0.1175,0.1339,0.2,10.93,31.8,32.9,3.53,1.10973
LaMelo Ball,2025-02-10,10,5,1,3,1,0.0,0.4,0.333,0.5,21.5,12.7,0,0.0,128.0,100.0,5.7,51,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,1.0,2.1,0.5,0.8,0.1575,0.1672,0.2,13.080000000000002,44.6,42.9,4.1,0.876433
