Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CHO,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
LaMelo Ball,2024-10-23,38,34,8,11,1,1.0,0.5,0.333,0.697,29.7,17.5,2,1.0,157.0,109.0,33.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,11.0,1.0,2.0,0.5,0.333,1.0,29.7,157.0,109.0,33.0,0.0
LaMelo Ball,2024-10-25,29,34,5,4,1,1.0,0.5,0.643,0.751,42.7,7.2,10,0.833,106.0,121.0,17.6,2,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.5,7.5,1.0,6.0,0.5,0.488,0.9165,36.2,131.5,115.0,25.3,1.07544
LaMelo Ball,2024-10-26,37,27,8,7,1,0.0,0.409,0.2,0.529,33.9,0.9,5,0.875,109.0,116.0,16.9,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.666666666666668,7.0,7.333333333333333,1.0,5.666666666666667,0.4696666666666667,0.3919999999999999,0.9026666666666668,35.43333333333334,124.0,115.33333333333331,22.5,1.1587
LaMelo Ball,2024-10-30,32,19,3,6,2,0.0,0.35,0.333,0.465,32.4,-13.8,6,1.0,89.0,128.0,7.3,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.5,6.0,7.0,1.25,5.75,0.43975,0.37725,0.927,34.675,115.25,118.5,18.7,1.11783
LaMelo Ball,2024-11-01,31,31,2,4,1,0.0,0.48,0.357,0.589,41.6,1.7,4,0.667,111.0,130.0,15.9,5,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.2,6.4,1.2,5.4,0.4478,0.3732,0.875,36.06,114.4,120.8,18.14,1.13386
LaMelo Ball,2024-11-02,37,36,4,6,3,0.0,0.577,0.5,0.692,38.3,11.4,6,0.0,113.0,114.0,24.6,6,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.166666666666668,5.0,6.333333333333333,1.5,5.5,0.4693333333333333,0.3943333333333333,0.7291666666666666,36.43333333333333,114.16666666666669,119.66666666666669,19.216666666666665,1.07747
LaMelo Ball,2024-11-04,25,19,2,2,1,0.0,0.4,0.25,0.525,41.3,-5.3,5,0.714,85.0,121.0,6.9,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,4.571428571428571,5.714285714285714,1.4285714285714286,5.428571428571429,0.4594285714285714,0.3737142857142857,0.7270000000000001,37.12857142857143,110.0,119.85714285714286,17.45714285714286,1.15557
LaMelo Ball,2024-11-06,32,25,6,8,2,0.0,0.435,0.417,0.543,34.4,9.9,2,0.0,114.0,104.0,19.9,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.125,4.75,6.0,1.5,5.0,0.456375,0.379125,0.636125,36.7875,110.5,117.875,17.7625,1.00353
LaMelo Ball,2024-11-08,33,31,7,6,1,1.0,0.345,0.278,0.477,43.9,9.5,1,0.75,113.0,87.0,20.5,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.444444444444443,5.0,6.0,1.4444444444444444,4.555555555555555,0.444,0.3678888888888889,0.6487777777777778,37.577777777777776,110.77777777777776,114.44444444444444,18.066666666666663,1.13439
LaMelo Ball,2024-11-10,41,38,4,8,2,0.0,0.433,0.333,0.574,40.7,9.5,6,0.857,109.0,104.0,23.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,4.9,6.2,1.5,4.7,0.4429,0.3644,0.6696,37.89,110.6,113.4,18.64,1.15094
LaMelo Ball,2024-11-12,35,35,6,7,0,0.0,0.481,0.429,0.618,38.2,11.7,3,1.0,117.0,116.0,24.2,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,4.7,5.8,1.4,4.8,0.441,0.374,0.6696,38.74,106.6,114.1,17.759999999999998,0.970323
LaMelo Ball,2024-11-16,36,26,9,6,0,0.0,0.35,0.143,0.523,31.6,-2.3,2,1.0,123.0,123.0,18.9,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,5.1,6.0,1.3,4.0,0.426,0.324,0.6862999999999999,37.63,108.3,114.3,17.89,1.09066
LaMelo Ball,2024-11-17,35,31,1,12,1,0.0,0.379,0.333,0.504,41.1,-0.5,5,1.0,106.0,136.0,17.8,13,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,4.4,6.5,1.3,4.0,0.423,0.3373,0.6988,38.35,108.0,116.3,17.98,1.1205
LaMelo Ball,2024-11-19,24,12,2,5,1,0.0,0.231,0.375,0.419,32.0,-12.4,4,1.0,93.0,122.0,4.0,14,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,4.3,6.4,1.2,3.8,0.4110999999999999,0.3415,0.6988,38.31,108.4,115.7,17.65,1.21746
LaMelo Ball,2024-11-21,33,35,6,9,1,0.0,0.444,0.286,0.573,44.7,7.5,2,0.875,128.0,117.0,25.6,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,4.7,6.9,1.2,3.6,0.4075,0.3344,0.7196,38.62,110.1,114.4,18.62,1.22814
LaMelo Ball,2024-11-23,40,50,5,10,1,0.0,0.447,0.353,0.572,48.4,10.5,4,0.769,119.0,124.0,33.3,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,4.8,7.3,1.0,3.4,0.3944999999999999,0.3197,0.7965,39.63,110.7,115.4,19.49,1.09692
LaMelo Ball,2024-11-25,40,44,9,7,1,1.0,0.567,0.364,0.656,44.4,16.9,7,0.75,119.0,99.0,29.7,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,5.5,7.8,1.0,3.6,0.4112,0.3311,0.8000999999999999,39.940000000000005,114.1,113.2,21.770000000000003,1.0644
LaMelo Ball,2024-11-27,37,32,10,7,0,0.0,0.314,0.35,0.43,50.3,-1.2,7,0.6,86.0,106.0,11.6,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,5.9,7.7,0.8,4.1,0.3991,0.3244,0.8600999999999999,41.53,111.3,113.4,20.94,1.18221
LaMelo Ball,2024-11-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,5.2,7.1,0.7,4.0,0.3646,0.2966,0.7850999999999999,37.14,100.0,104.7,18.89,1.28855
LaMelo Ball,2024-11-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,4.8,6.3,0.5,3.4,0.3213,0.2633,0.6994,33.07000000000001,89.1,94.3,16.509999999999998,0.972908
LaMelo Ball,2024-12-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.2,5.6,0.5,3.1,0.2732,0.2204,0.5993999999999999,29.25,77.4,82.7,14.09,0.927536
LaMelo Ball,2024-12-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,3.3,5.0,0.5,2.9,0.2382,0.2061,0.4993999999999999,26.090000000000003,65.1,70.4,12.2,0.988921
LaMelo Ball,2024-12-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,3.2,3.8,0.4,2.4,0.2003,0.1728,0.3994,21.98,54.5,56.8,10.42,1.02219
LaMelo Ball,2024-12-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,3.0,3.3,0.3,2.0,0.1772,0.1352999999999999,0.2994,18.78,45.2,44.6,10.02,1.1692
LaMelo Ball,2024-12-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2.4,2.4,0.2,1.8,0.1328,0.1066999999999999,0.2118999999999999,14.31,32.4,32.9,7.459999999999999,1.03176
LaMelo Ball,2024-12-16,26,15,5,11,4,0.0,0.333,0.375,0.447,32.7,6.0,3,0.5,102.0,107.0,14.7,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,2.4,2.5,0.5,1.7,0.1214,0.1089,0.185,12.74,30.7,31.2,5.6,1.20234
LaMelo Ball,2024-12-19,34,34,4,13,4,0.0,0.344,0.167,0.467,42.5,15.4,1,0.9,118.0,116.0,28.1,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.1,1.9,3.1,0.8,1.1,0.0991,0.0891999999999999,0.2,12.55,30.6,32.9,5.44,1.07589
LaMelo Ball,2024-12-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.9,2.4,0.8,0.4,0.0677,0.0542,0.1399999999999999,7.520000000000001,22.0,22.3,4.279999999999999,1.03238
LaMelo Ball,2024-12-23,30,23,5,8,0,1.0,0.5,0.455,0.639,25.6,14.4,0,0.0,139.0,122.0,21.8,29,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.4,3.2,0.8,0.4,0.1177,0.0997,0.1399999999999999,10.080000000000002,35.9,34.5,6.459999999999999,1.01923
LaMelo Ball,2024-12-26,38,31,6,6,1,0.0,0.444,0.308,0.547,35.4,-1.2,5,1.0,99.0,110.0,18.1,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,2.0,3.8,0.9,0.9,0.1621,0.1305,0.24,13.62,45.8,45.5,8.27,1.13915
LaMelo Ball,2024-12-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,2.0,3.8,0.9,0.9,0.1621,0.1305,0.24,13.62,45.8,45.5,8.27,1.14086
