Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIA,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Jimmy Butler,2020-12-23,36,19,3,7,7,0.0,0.467,0.0,0.552,27.5,5.6,6,1.0,96.0,96.0,18.1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,7.0,7.0,6.0,0.467,0.0,1.0,27.5,96.0,96.0,18.1,0.0
Jimmy Butler,2020-12-25,16,4,6,5,1,0.0,0.286,0.0,0.286,23.2,0.2,1,0.0,103.0,98.0,6.4,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.5,6.0,4.0,3.5,0.3765,0.0,0.5,25.35,99.5,97.0,12.25,0.911602
Jimmy Butler,2020-12-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,3.0,4.0,2.6666666666666665,2.333333333333333,0.251,0.0,0.3333333333333333,16.900000000000002,66.33333333333333,64.66666666666667,8.166666666666666,1.2464
Jimmy Butler,2020-12-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,2.25,3.0,2.0,1.75,0.18825,0.0,0.25,12.675,49.75,48.5,6.125,0.91219
Jimmy Butler,2021-01-01,27,2,3,2,2,0.0,0.0,0.0,0.137,17.9,-11.4,3,0.667,35.0,94.0,-1.3,5,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.4,2.8,2.0,2.0,0.1506,0.0,0.3334,13.72,46.8,57.6,4.640000000000001,1.12569
Jimmy Butler,2021-01-04,26,18,3,6,1,0.0,0.5,0.0,0.615,26.6,6.8,0,1.0,140.0,92.0,17.7,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,2.5,3.333333333333333,1.8333333333333333,1.6666666666666667,0.2088333333333333,0.0,0.4444999999999999,15.866666666666667,62.333333333333336,63.333333333333336,6.816666666666667,0.958026
Jimmy Butler,2021-01-06,33,26,8,3,0,3.0,0.474,0.0,0.566,34.6,7.2,1,0.889,117.0,113.0,22.3,7,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857142857142858,3.2857142857142856,3.2857142857142856,1.5714285714285714,1.5714285714285714,0.2467142857142857,0.0,0.508,18.542857142857144,70.14285714285714,70.42857142857143,9.028571428571428,1.04491
Jimmy Butler,2021-01-09,36,26,10,9,2,1.0,0.556,0.0,0.63,22.8,10.5,0,1.0,152.0,110.0,30.2,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.875,4.125,4.0,1.625,1.375,0.285375,0.0,0.5695,19.075,80.375,75.375,11.675,1.07982
Jimmy Butler,2021-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.555555555555555,3.6666666666666665,3.555555555555556,1.4444444444444444,1.2222222222222223,0.2536666666666666,0.0,0.5062222222222222,16.955555555555556,71.44444444444444,67.0,10.377777777777778,1.09804
Jimmy Butler,2021-01-14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.3,3.2,1.3,1.1,0.2283,0.0,0.4556,15.26,64.3,60.3,9.34,1.13427
Jimmy Butler,2021-01-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,3.0,2.5,0.6,0.5,0.1815999999999999,0.0,0.3556,12.51,54.7,50.7,7.530000000000001,1.09398
Jimmy Butler,2021-01-18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.4,2.0,0.5,0.4,0.1529999999999999,0.0,0.3556,10.19,44.4,40.9,6.890000000000001,1.00528
Jimmy Butler,2021-01-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2,2.4,2.0,0.5,0.4,0.1529999999999999,0.0,0.3556,10.19,44.4,40.9,6.890000000000001,0.901272
Jimmy Butler,2021-01-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2,2.4,2.0,0.5,0.4,0.1529999999999999,0.0,0.3556,10.19,44.4,40.9,6.890000000000001,1.12905
Jimmy Butler,2021-01-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1,1.8,0.3,0.1,0.1529999999999999,0.0,0.2889,8.4,40.9,31.5,7.0200000000000005,1.22384
Jimmy Butler,2021-01-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.8,1.2,0.2,0.1,0.1029999999999999,0.0,0.1889,5.739999999999999,26.9,22.3,5.25,1.16132
Jimmy Butler,2021-01-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.0,0.9,0.2,0.0,0.0556,0.0,0.1,2.28,15.2,11.0,3.02,1.16076
Jimmy Butler,2021-01-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10585
Jimmy Butler,2021-01-30,34,30,7,8,0,0.0,0.421,0.0,0.576,36.0,9.1,0,0.875,138.0,114.0,26.8,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.7,0.8,0.0,0.0,0.0421,0.0,0.0875,3.6,13.8,11.4,2.68,1.19002
Jimmy Butler,2021-02-01,37,25,9,5,4,0.0,0.529,0.0,0.584,29.7,5.0,3,0.7,120.0,117.0,23.1,20,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.6,1.3,0.4,0.3,0.095,0.0,0.1575,6.57,25.8,23.1,4.99,1.11274
Jimmy Butler,2021-02-03,37,19,8,9,1,0.0,0.455,0.0,0.6,19.4,8.4,0,0.818,150.0,111.0,23.0,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,2.4,2.2,0.5,0.3,0.1405,0.0,0.2392999999999999,8.51,40.8,34.2,7.290000000000001,1.32
Jimmy Butler,2021-02-05,26,14,8,9,3,1.0,0.571,0.0,0.665,20.9,15.8,2,0.75,143.0,82.0,20.3,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,3.2,3.1,0.8,0.5,0.1976,0.0,0.3142999999999999,10.6,55.1,42.4,9.32,1.00339
Jimmy Butler,2021-02-07,34,17,10,9,1,0.0,0.273,0.0,0.522,27.6,1.6,4,0.917,111.0,108.0,16.8,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.2,4.0,0.9,0.9,0.2249,0.0,0.4059999999999999,13.36,66.2,53.2,11.0,1.00623
Jimmy Butler,2021-02-09,36,26,8,10,1,1.0,0.4,0.5,0.602,32.1,12.7,2,0.867,130.0,101.0,25.8,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,5.0,5.0,1.0,1.1,0.2649,0.05,0.4926999999999999,16.57,79.2,63.3,13.580000000000002,1.13173
Jimmy Butler,2021-02-11,39,27,10,10,0,0.0,0.444,0.5,0.591,29.4,7.1,3,0.909,125.0,100.0,24.2,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,6.0,6.0,1.0,1.4,0.3093,0.1,0.5836,19.51,91.7,73.3,16.0,1.27906
Jimmy Butler,2021-02-13,32,15,8,5,3,0.0,0.3,0.5,0.491,25.1,2.9,3,0.667,102.0,107.0,13.5,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.3,6.8,6.5,1.3,1.7,0.3393,0.15,0.6503,22.02,101.9,84.0,17.35,1.06003
