Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NYK,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jalen Brunson,39,31,4,11,1,0.0,0.5,0.143,0.563,34.7,0.0,4,0.75,119.0,126.0,22.9,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,2.8,6.5,0.8,2.1,0.4223,0.2083,0.7442,29.23,111.3,109.0,20.21,1.10787,40,2025,1,13,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jalen Brunson,45,38,5,4,2,0.0,0.636,0.5,0.732,32.1,2.9,5,0.778,131.0,125.0,28.7,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,6.0,1.0,2.3,0.4278,0.231,0.7279,28.39,110.0,108.9,18.69,1.16803,41,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jalen Brunson,36,26,1,5,2,0.0,0.391,0.429,0.516,33.2,3.5,1,1.0,117.0,133.0,17.5,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,2.8,5.9,1.1,2.2,0.4316,0.2572,0.7279,29.290000000000003,111.1,111.1,19.22,1.26259,42,2025,1,17,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Jalen Brunson,39,34,1,6,1,0.0,0.667,0.6,0.744,27.7,8.0,3,0.636,137.0,115.0,26.3,44,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,2.9,6.5,1.2,2.5,0.4982999999999999,0.3172,0.7915,32.06,124.8,122.6,21.85,1.03035,43,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jalen Brunson,39,17,3,4,0,0.0,0.389,0.25,0.43,24.6,-9.0,1,0.5,91.0,109.0,7.5,45,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,2.9,6.0,1.1,2.3,0.4981,0.3422,0.7748,31.390000000000004,124.2,121.1,21.25,1.28153,44,2025,1,21,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Jalen Brunson,36,25,1,11,1,0.0,0.529,0.667,0.682,21.7,6.6,2,1.0,146.0,121.0,23.7,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.9,2.8,6.3,1.0,2.4,0.496,0.3839,0.7839,30.47000000000001,123.9,119.8,20.56,1.17989,45,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Jalen Brunson,25,20,1,6,2,0.0,0.571,0.667,0.672,23.6,8.6,1,0.0,145.0,109.0,16.9,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,2.8,6.5,1.1,2.3,0.515,0.4506,0.7039,29.26,128.1,118.6,21.07,0.996372,46,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Jalen Brunson,36,30,4,15,2,1.0,0.625,0.5,0.786,26.1,20.9,2,1.0,158.0,113.0,34.8,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,2.6,7.3,1.2,2.4,0.539,0.4756,0.7539,29.95,132.4,119.1,23.41,1.20547,47,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Jalen Brunson,40,17,2,7,1,0.0,0.389,0.0,0.403,27.4,-14.7,6,0.429,77.0,131.0,4.9,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,2.7,7.5,1.3,2.6,0.5311999999999999,0.4256,0.6968,29.71,127.8,119.0,22.11,0.903104,48,2025,2,1,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jalen Brunson,37,42,6,10,2,0.0,0.519,0.25,0.633,40.3,13.0,4,0.929,130.0,114.0,35.5,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.8,7.9,1.4,2.9,0.5216000000000001,0.4006,0.7021999999999999,29.140000000000004,125.1,119.6,21.87,1.13344,49,2025,2,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Jalen Brunson,34,28,1,5,2,1.0,0.476,0.286,0.571,30.8,5.8,1,0.75,133.0,123.0,21.2,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.7,2.5,7.3,1.5,2.6,0.5192,0.4149,0.7022,28.75,126.5,119.3,21.7,1.1275,50,2025,2,4,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Jalen Brunson,36,36,0,5,0,0.0,0.556,0.429,0.759,32.7,11.8,2,1.0,147.0,149.0,28.5,52,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,2.0,7.4,1.3,2.3,0.5112,0.4078,0.7243999999999999,28.81,128.1,121.7,21.68,1.27847,51,2025,2,8,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jalen Brunson,23,8,2,7,0,0.0,0.364,0.0,0.364,25.2,-14.8,3,0.0,86.0,119.0,2.4,53,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,2.1,7.6,1.1,2.5,0.5085,0.3649,0.6244,28.01,125.0,120.3,20.17,1.19734,52,2025,2,11,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Jalen Brunson,43,36,3,8,0,0.0,0.619,0.429,0.709,27.5,2.7,3,0.7,138.0,133.0,28.0,54,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,2.3,7.8,1.0,2.5,0.5037,0.3478,0.6308,27.99,125.1,122.1,20.34,1.05107,53,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jalen Brunson,38,22,3,12,1,1.0,0.381,0.222,0.483,27.4,3.6,2,1.0,110.0,105.0,19.1,55,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,2.3,8.6,1.1,2.6,0.5029,0.345,0.6808,28.27,127.0,121.7,21.5,1.17499,54,2025,2,20,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jalen Brunson,28,26,4,4,1,0.0,0.588,0.5,0.693,33.2,4.7,3,1.0,121.0,139.0,18.9,56,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,2.6,7.9,1.1,2.7,0.5088,0.3283,0.6808,29.420000000000005,124.5,123.5,21.02,0.91144,55,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Jalen Brunson,38,22,3,4,1,0.0,0.474,0.444,0.579,27.3,0.7,4,0.0,97.0,124.0,13.0,57,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,2.8,7.7,1.0,3.0,0.4991,0.306,0.6808,29.79,119.7,125.0,20.63,1.05477,56,2025,2,23,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Jalen Brunson,36,34,3,7,1,0.0,0.471,0.6,0.707,32.4,10.5,2,0.938,144.0,112.0,29.3,58,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,2.7,6.9,0.9,3.0,0.4836999999999999,0.316,0.6746,30.42,118.3,124.9,20.08,1.28,57,2025,2,26,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jalen Brunson,36,23,7,6,3,1.0,0.435,0.333,0.491,31.5,1.7,3,1.0,96.0,106.0,17.9,59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,3.2,6.8,1.1,2.7,0.4883,0.3493,0.7316999999999999,30.83,120.2,122.4,21.380000000000003,1.24579,58,2025,2,28,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
