Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_NOP,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Zion Williamson,2024-10-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zion Williamson,2024-10-25,29,16,11,7,1,3.0,0.267,0.0,0.378,32.2,3.7,1,0.571,99.0,94.0,15.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.5,3.5,0.5,0.5,0.1335,0.0,0.2855,16.1,49.5,47.0,7.5,1.26411
Zion Williamson,2024-10-27,28,14,3,4,0,1.0,0.25,0.0,0.427,28.7,-9.9,3,0.8,96.0,138.0,7.0,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.666666666666667,3.6666666666666665,0.3333333333333333,1.3333333333333333,0.1723333333333333,0.0,0.457,20.3,65.0,77.33333333333333,7.333333333333333,0.984875
Zion Williamson,2024-10-29,30,31,8,3,0,1.0,0.632,0.5,0.688,42.9,-0.9,7,0.75,108.0,128.0,19.5,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,5.5,3.5,0.25,2.75,0.28725,0.125,0.53025,25.95,75.75,90.0,10.375,1.06477
Zion Williamson,2024-10-30,33,12,12,4,0,1.0,0.25,0.0,0.26,34.9,-13.2,4,0.286,68.0,116.0,2.3,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,6.8,3.6,0.2,3.0,0.2798,0.1,0.4814,27.74,74.2,95.2,8.76,1.05696
Zion Williamson,2024-11-01,37,34,6,10,2,0.0,0.7,0.5,0.723,29.4,13.9,3,0.625,141.0,117.0,31.4,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833333333333332,6.666666666666667,4.666666666666667,0.5,3.0,0.3498333333333334,0.1666666666666666,0.5053333333333333,28.016666666666666,85.33333333333333,98.83333333333331,12.533333333333331,1.10866
Zion Williamson,2024-11-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.285714285714286,5.714285714285714,4.0,0.4285714285714285,2.571428571428572,0.2998571428571429,0.1428571428571428,0.4331428571428571,24.014285714285712,73.14285714285714,84.71428571428571,10.742857142857144,1.15602
Zion Williamson,2024-11-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.375,5.0,3.5,0.375,2.25,0.262375,0.125,0.379,21.0125,64.0,74.125,9.4,0.968614
Zion Williamson,2024-11-06,29,29,8,4,1,1.0,0.5,0.0,0.611,41.3,2.5,4,0.846,117.0,129.0,21.7,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11111111111111,5.333333333333333,3.555555555555556,0.4444444444444444,2.4444444444444446,0.2887777777777778,0.1111111111111111,0.4308888888888889,23.266666666666666,69.88888888888889,80.22222222222223,10.766666666666667,1.1215
Zion Williamson,2024-11-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,4.8,3.2,0.4,2.2,0.2599,0.1,0.3878,20.94,62.9,72.2,9.69,1.20593
Zion Williamson,2024-11-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,4.8,3.2,0.4,2.2,0.2599,0.1,0.3878,20.94,62.9,72.2,9.69,1.10774
