Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Brandon Ingram,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.3,0.2,1.7,0.2335999999999999,0.2428999999999999,0.39,14.68,53.1,55.5,7.77,1.09908,10,2021,11,8,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Brandon Ingram,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.5,0.2,1.5,0.1836,0.1762,0.3099999999999999,11.61,40.9,42.6,5.7700000000000005,0.913619,11,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Brandon Ingram,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.1,0.1,0.8,0.1314,0.1333,0.25,8.59,30.6,32.7,4.160000000000001,0.839259,12,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Brandon Ingram,29,19,3,4,0,1.0,0.412,0.25,0.506,36.0,-7.4,4,1.0,93.0,116.0,9.1,14,1,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.4,0.1,0.8,0.1202,0.1012,0.25,9.25,28.8,34.0,3.54,1.11632,13,2021,11,13,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,32,31,5,4,0,0.0,0.391,0.5,0.548,43.3,6.4,1,0.917,114.0,116.0,21.0,15,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,0.0,0.7,0.1212,0.1083,0.2416999999999999,10.84,30.7,34.9,4.31,0.928121,14,2021,11,15,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Brandon Ingram,37,19,4,5,0,0.0,0.429,0.167,0.571,26.8,-4.7,5,1.0,100.0,129.0,10.5,16,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,0.0,1.0,0.1232,0.0917,0.2916999999999999,10.61,30.7,36.1,4.06,0.909435,15,2021,11,17,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Brandon Ingram,39,17,12,5,0,0.0,0.353,0.6,0.453,29.3,-5.5,6,0.5,81.0,90.0,7.4,17,1,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.8,0.0,1.6,0.1585,0.1517,0.3417,13.54,38.8,45.1,4.8,1.2021,16,2021,11,19,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Brandon Ingram,26,12,3,4,0,0.0,0.286,0.5,0.392,27.0,-4.4,1,1.0,91.0,118.0,6.5,18,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.2,0.0,1.7,0.1871,0.2017,0.4417,16.240000000000002,47.9,56.9,5.45,1.14964,17,2021,11,20,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,37,9,8,4,0,1.0,0.154,0.143,0.305,23.3,-12.9,6,1.0,63.0,115.0,0.2,19,1,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.6,0.0,2.3,0.2024999999999999,0.216,0.5417,18.57,54.2,68.4,5.47,0.927168,18,2021,11,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Brandon Ingram,32,26,5,3,1,0.0,0.6,0.333,0.702,23.5,8.0,0,0.875,153.0,102.0,23.3,20,1,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.9,0.1,2.3,0.2625,0.2493,0.6292,20.92,69.5,78.6,7.8,1.03698,19,2021,11,24,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Brandon Ingram,38,21,8,5,1,0.0,0.364,0.25,0.442,34.2,-4.4,5,1.0,80.0,101.0,10.3,21,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8,3.4,0.2,2.8,0.2989,0.2743,0.7292,24.34,77.5,88.7,8.83,1.04026,20,2021,11,26,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Brandon Ingram,26,11,4,3,0,1.0,0.286,0.0,0.359,30.8,-13.0,4,1.0,71.0,130.0,3.2,22,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2,3.7,0.2,3.2,0.3275,0.2743,0.8291999999999999,27.42,84.6,101.7,9.15,0.97646,21,2021,11,27,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Brandon Ingram,34,27,7,4,0,0.0,0.667,0.5,0.683,26.9,4.1,1,0.5,138.0,119.0,21.9,23,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.1,0.2,3.3,0.3942,0.3243,0.8792,30.110000000000003,98.4,113.6,11.34,1.02777,22,2021,11,29,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Brandon Ingram,31,29,2,3,0,0.0,0.647,0.6,0.773,29.6,7.1,2,1.0,149.0,156.0,22.2,24,1,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.0,0.2,3.1,0.4176999999999999,0.3593,0.8792,29.47,104.0,117.6,12.65,1.12495,23,2021,12,1,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Brandon Ingram,38,24,8,12,2,0.0,0.35,0.25,0.483,30.3,10.1,2,0.818,116.0,92.0,22.8,25,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.8,0.4,3.2,0.4136,0.3343,0.8693,28.17,104.2,115.2,12.830000000000002,1.10953,24,2021,12,3,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Brandon Ingram,38,40,5,4,1,1.0,0.536,0.3,0.635,35.9,13.2,0,0.875,151.0,134.0,30.8,26,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.7,0.5,2.7,0.4243,0.3476,0.8568,29.08,109.3,115.7,14.86,1.11485,25,2021,12,5,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Brandon Ingram,43,16,8,5,4,0.0,0.5,0.25,0.601,20.1,-2.7,6,1.0,92.0,109.0,11.9,27,1,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.7,0.9,2.7,0.4389999999999999,0.3126,0.9068,28.160000000000004,110.4,117.6,15.31,1.08122,26,2021,12,8,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Brandon Ingram,34,26,3,5,0,2.0,0.474,0.5,0.626,25.5,12.9,0,1.0,143.0,97.0,22.1,28,1,0,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.8,0.9,2.6,0.4578,0.3126,0.9068,28.01,115.6,115.5,16.869999999999997,1.13374,27,2021,12,10,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Brandon Ingram,38,27,7,9,1,0.0,0.44,0.0,0.473,32.1,5.7,1,0.625,108.0,115.0,20.3,29,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.7,5.3,1.0,2.1,0.4864,0.2982999999999999,0.8693,28.89,120.1,115.5,18.880000000000003,1.22454,28,2021,12,12,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Brandon Ingram,37,34,8,4,1,0.0,0.524,0.5,0.616,35.5,4.9,2,0.733,123.0,113.0,25.5,30,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4,1.0,2.3,0.4788,0.315,0.8551,30.09,117.1,116.6,19.1,1.05357,29,2021,12,15,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Brandon Ingram,43,22,5,5,3,0.0,0.375,0.375,0.551,23.2,1.1,3,0.778,109.0,103.0,17.4,31,1,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.4,1.2,2.1,0.4799,0.3275,0.8329000000000001,28.99,120.0,116.8,19.81,1.02937,30,2021,12,17,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Brandon Ingram,37,28,8,8,0,0.0,0.545,0.286,0.579,34.0,4.0,3,0.4,117.0,111.0,21.2,32,1,0,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.1,5.9,1.2,2.0,0.5058,0.3560999999999999,0.7729,29.31,124.6,114.9,21.61,0.979552,31,2021,12,21,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Brandon Ingram,36,31,6,4,0,0.0,0.522,0.0,0.594,34.5,3.9,2,1.0,122.0,116.0,22.7,33,0,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,1.2,2.1,0.4913,0.3061,0.8229,30.070000000000004,123.0,114.6,21.69,1.01713,32,2021,12,23,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Brandon Ingram,9,0,2,2,1,0.0,0.0,0.0,0.0,18.9,-13.3,1,0.0,27.0,107.0,-0.1,34,0,1,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.8,1.3,2.0,0.4266,0.2460999999999999,0.7229,29.0,110.8,109.7,19.46,1.07542,33,2021,12,26,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Brandon Ingram,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,1,1,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.6,1.1,1.8,0.3916,0.2211,0.6411,25.97,99.2,100.5,17.18,0.885411,34,2021,12,28,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
