Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Bam Adebayo,34,28,7,6,0,3.0,0.727,0.0,0.86,25.8,15.9,2,1.0,165.0,122.0,29.5,11,1,1,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.2,0.8,2.2,0.5102,0.0,0.6639,18.0,102.1,85.6,14.32,1.09398,10,2021,1,16,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,35,28,11,5,2,1.0,0.6,0.0,0.706,35.8,1.1,7,0.909,116.0,106.0,22.0,12,1,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.5,0.8,2.6,0.5146,0.0,0.6673,18.99,102.4,86.5,15.139999999999995,1.00528,11,2021,1,18,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Bam Adebayo,34,14,13,7,0,0.0,0.429,0.0,0.47,22.9,0.3,2,1.0,120.0,109.0,15.0,13,0,1,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.2,4.8,0.7,2.3,0.4861,0.0,0.6673,18.99,104.7,83.9,15.679999999999998,0.901272,12,2021,1,20,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Bam Adebayo,34,14,8,4,0,0.0,0.462,0.0,0.504,25.1,-5.4,4,1.0,91.0,114.0,8.9,14,0,1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.2,4.2,0.6,2.5,0.4785,0.0,0.6873,19.25,99.8,85.1,14.1,1.12905,13,2021,1,22,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Bam Adebayo,38,41,5,9,1,0.0,0.7,1.0,0.784,31.0,17.2,1,0.857,157.0,125.0,37.6,15,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,4.9,0.3,2.3,0.4817999999999999,0.1,0.6980000000000001,20.21,104.4,88.9,15.99,1.22384,14,2021,1,23,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,35,26,10,5,0,1.0,0.526,1.0,0.601,32.4,11.3,3,0.833,113.0,106.0,21.3,16,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,5.0,0.3,2.5,0.4444,0.2,0.7146000000000001,21.43,99.1,90.1,16.119999999999997,1.16132,15,2021,1,25,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Bam Adebayo,34,15,7,6,0,0.0,0.462,0.0,0.508,25.2,-0.4,3,0.75,100.0,120.0,12.0,17,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.6,0.3,2.6,0.4406,0.2,0.7063,21.880000000000003,96.3,90.8,15.52,1.16076,16,2021,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Bam Adebayo,35,16,13,7,1,0.0,0.375,0.0,0.45,23.7,3.9,1,1.0,110.0,107.0,16.8,18,1,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.9,0.4,2.3,0.4281,0.2,0.7349,22.19,97.2,90.9,16.31,1.10585,17,2021,1,28,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Bam Adebayo,36,18,13,4,2,1.0,0.636,0.0,0.705,23.0,3.0,5,1.0,110.0,101.0,17.5,19,1,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.7,5.3,0.6,2.8,0.4916999999999999,0.2,0.8349,24.49,108.2,101.0,18.06,1.19002,18,2021,1,30,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,39,23,9,2,0,3.0,0.667,0.0,0.686,20.7,1.4,1,0.75,139.0,126.0,20.1,20,1,1,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.5,0.6,2.9,0.5584,0.2,0.9099,26.559999999999995,122.1,113.6,20.07,1.11274,19,2021,2,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Bam Adebayo,35,17,11,6,2,1.0,0.533,0.0,0.535,24.6,2.6,3,0.5,105.0,100.0,15.3,21,1,1,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.5,0.8,3.0,0.5389999999999999,0.2,0.8599,26.44,116.1,111.4,18.65,1.32,20,2021,2,3,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bam Adebayo,28,21,4,3,1,2.0,0.5,0.0,0.708,22.9,10.4,0,1.0,163.0,94.0,21.3,22,1,1,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,5.3,0.7,2.3,0.529,0.2,0.869,25.15,120.8,110.2,18.58,1.00339,21,2021,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Bam Adebayo,39,24,11,5,1,1.0,0.588,0.0,0.611,24.9,8.2,1,0.667,128.0,106.0,23.6,23,0,1,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.1,0.8,2.2,0.5448999999999999,0.2,0.8356999999999999,25.35,121.6,109.9,19.44,1.00623,22,2021,2,7,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Bam Adebayo,35,19,6,2,2,2.0,0.333,0.0,0.592,26.5,4.0,3,0.813,118.0,102.0,17.9,24,1,1,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,4.9,1.0,2.1,0.532,0.2,0.817,25.49,124.3,108.7,20.34,1.13173,23,2021,2,9,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Bam Adebayo,34,10,13,8,2,0.0,0.375,0.0,0.49,24.2,-4.1,8,0.8,78.0,89.0,6.7,25,0,1,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,4.8,1.1,2.8,0.4995,0.1,0.8112999999999999,24.81,116.4,105.1,17.25,1.27906,24,2021,2,11,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Bam Adebayo,37,14,10,6,2,0.0,0.412,0.0,0.412,21.2,2.4,1,0.0,96.0,110.0,13.9,26,0,1,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.7,4.9,1.3,2.6,0.4881,0.0,0.728,23.69,114.7,105.5,16.51,1.06003,25,2021,2,13,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,36,27,12,7,1,2.0,0.8,0.0,0.785,24.9,11.8,3,0.6,142.0,124.0,28.4,27,0,1,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.0,1.4,2.6,0.5219,0.0,0.713,23.66,118.9,105.9,18.15,1.0279,26,2021,2,15,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Bam Adebayo,34,24,5,7,0,2.0,0.625,0.0,0.659,28.5,7.7,3,0.8,125.0,112.0,20.0,28,0,1,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,5.0,1.3,2.8,0.5469,0.0,0.6930000000000001,24.14,120.4,106.4,18.47,0.913859,27,2021,2,17,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bam Adebayo,36,16,12,10,0,0.0,0.462,0.0,0.542,22.3,0.7,4,1.0,113.0,109.0,16.3,29,0,1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3,5.6,1.1,2.7,0.5295,0.0,0.693,24.07,120.7,107.2,18.35,1.34073,28,2021,2,18,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Bam Adebayo,36,16,10,6,2,1.0,0.5,0.0,0.5,21.8,7.1,2,0.0,105.0,93.0,16.7,30,0,1,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,6.0,1.3,2.8,0.5128,0.0,0.618,24.18,117.3,103.9,18.01,1.14707,29,2021,2,20,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Bam Adebayo,37,19,13,5,0,1.0,0.7,0.0,0.752,20.5,2.2,4,0.833,126.0,102.0,18.5,31,0,1,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.9,1.1,2.9,0.5295,0.0,0.6513,23.77,119.4,104.1,18.33,1.02072,30,2021,2,22,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Bam Adebayo,35,19,12,4,1,1.0,0.636,0.0,0.696,19.2,6.4,1,0.833,156.0,117.0,22.4,32,1,1,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.4,6.0,1.1,3.0,0.5431,0.0,0.6345999999999999,23.4,118.7,106.4,18.44,1.07694,31,2021,2,24,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Bam Adebayo,34,19,11,7,1,1.0,0.5,0.0,0.586,24.0,5.7,3,1.0,124.0,111.0,18.5,33,1,1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.4,6.2,1.1,3.2,0.5343,0.0,0.6679,23.31,118.3,106.9,17.93,0.943671,32,2021,2,26,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Bam Adebayo,35,16,13,5,0,3.0,0.5,0.0,0.563,24.1,1.2,5,0.8,104.0,102.0,15.3,34,1,1,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,6.5,0.9,3.4,0.5509999999999999,0.0,0.6666000000000001,23.07,116.9,106.9,17.669999999999998,1.19388,33,2021,2,28,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Bam Adebayo,33,11,2,3,0,0.0,0.375,0.0,0.517,18.5,-5.1,1,0.833,105.0,121.0,7.9,35,1,1,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.7,2.7,0.5509999999999999,0.0,0.6698999999999999,22.5,119.6,110.1,17.79,1.10716,34,2021,3,2,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
