Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MEM,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,3.5,6.1,0.4,2.5,0.2538,0.1567,0.5157,20.18,66.5,65.9,9.78,1.06874,11,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,3.3,5.1,0.4,2.2,0.2205,0.1567,0.4157,17.04,55.1,54.7,8.45,1.12921,12,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,3.3,5.1,0.4,2.2,0.2205,0.1567,0.4157,17.04,55.1,54.7,8.45,1.07006,13,2024,11,17,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,2.5,4.0,0.4,1.7,0.1891999999999999,0.14,0.3407,13.8,45.9,42.5,7.540000000000001,1.05342,14,2024,11,19,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.5,2.6,0.3,1.4,0.1329,0.1,0.255,10.54,32.0,33.1,4.62,1.02601,15,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.9,1.4,0.1,0.8,0.0867,0.1,0.18,7.5,21.3,22.6,2.99,1.09417,16,2024,11,23,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Ja Morant,23,22,2,11,0,1.0,0.5,0.667,0.671,31.7,17.3,2,0.8,149.0,107.0,22.2,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,0.6,1.6,0.1,0.7,0.0911999999999999,0.1334,0.16,7.140000000000001,24.6,21.4,3.33,0.957967,17,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,1.1,0.0,0.2,0.0499999999999999,0.0667,0.08,3.17,14.9,10.7,2.22,1.02841,18,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Ja Morant,29,27,3,7,3,0.0,0.556,0.0,0.64,36.7,7.0,5,1.0,114.0,102.0,21.8,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.5,1.8,0.3,0.7,0.1056,0.0667,0.18,6.840000000000001,26.3,20.9,4.4,1.12106,19,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Ja Morant,27,19,2,8,1,1.0,0.462,0.286,0.607,24.4,7.4,0,0.833,142.0,114.0,19.0,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.7,2.6,0.4,0.7,0.1518,0.0953,0.2633,9.28,40.5,32.3,6.3,1.27654,20,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Ja Morant,31,31,2,4,3,0.0,0.5,0.5,0.618,38.9,5.6,6,0.857,104.0,112.0,19.6,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.9,3.0,0.7,1.3,0.2017999999999999,0.1453,0.349,13.169999999999998,50.9,43.5,8.260000000000002,1.25164,21,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Ja Morant,28,8,3,7,0,1.0,0.154,0.0,0.271,24.9,-9.1,2,1.0,84.0,112.0,4.2,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.7,1.2,3.7,0.7,1.5,0.2172,0.1453,0.449,15.66,59.3,54.7,8.680000000000001,1.10187,22,2024,12,5,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Ja Morant,34,32,9,9,2,0.0,0.55,0.667,0.693,31.4,12.2,3,0.857,137.0,111.0,29.2,24,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2.1,4.6,0.9,1.8,0.2722,0.212,0.5347,18.8,73.0,65.8,11.6,1.08992,23,2024,12,7,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,2.1,4.6,0.9,1.8,0.2722,0.212,0.5347,18.8,73.0,65.8,11.6,1.0697,24,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Ja Morant,32,28,7,10,1,0.0,0.526,0.5,0.622,31.5,6.9,3,0.625,130.0,113.0,24.6,26,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,2.8,5.6,1.0,2.1,0.3248,0.262,0.5972,21.95,86.0,77.1,14.06,1.2369,25,2024,12,13,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Ja Morant,31,20,7,6,3,0.0,0.286,0.286,0.408,37.0,-1.6,7,0.75,80.0,101.0,8.8,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,3.5,6.2,1.3,2.8,0.3534,0.2906,0.6721999999999999,25.65,94.0,87.2,14.94,0.958143,26,2024,12,15,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Ja Morant,17,9,3,3,2,2.0,0.444,0.2,0.5,22.7,7.2,1,0.0,120.0,79.0,9.7,28,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,3.6,5.4,1.5,2.7,0.3478,0.2439,0.5922000000000001,24.75,91.1,84.4,13.69,1.37434,27,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,3.6,5.4,1.5,2.7,0.3478,0.2439,0.5922000000000001,24.75,91.1,84.4,13.69,1.11344,28,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Ja Morant,29,23,6,4,1,1.0,0.35,0.25,0.489,38.1,-2.2,7,0.875,86.0,105.0,10.7,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.9,5.1,1.3,2.9,0.3272,0.2689,0.5797000000000001,24.89,88.3,84.7,12.580000000000002,1.12494,29,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Ja Morant,24,15,2,9,0,0.0,0.5,0.333,0.638,21.0,1.1,3,1.0,136.0,118.0,13.9,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.6,3.9,5.2,1.2,3.2,0.3309999999999999,0.2736,0.5964,24.55,87.7,85.1,12.07,1.29694,30,2024,12,26,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Ja Morant,25,25,2,7,1,0.0,0.727,0.75,0.888,27.2,12.1,3,0.857,151.0,118.0,22.8,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.9,5.5,1.0,2.9,0.3537,0.2986,0.5963999999999999,23.380000000000003,92.4,85.7,12.39,1.20485,31,2024,12,27,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,3.6,4.8,1.0,2.7,0.3383,0.2986,0.4963999999999999,20.89,84.0,74.5,11.97,0.912843,32,2024,12,29,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.7,3.9,0.8,2.4,0.2833,0.2319,0.4106999999999999,17.75,70.3,63.4,9.05,1.07138,33,2024,12,31,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.7,3.9,0.8,2.4,0.2833,0.2319,0.4106999999999999,17.75,70.3,63.4,9.05,1.06973,34,2025,1,3,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.0,2.9,0.7,2.1,0.2307,0.1819,0.3482,14.6,57.3,52.1,6.590000000000001,1.03308,35,2025,1,4,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.3,2.3,0.4,1.4,0.2021,0.1533,0.2732,10.9,49.3,42.0,5.71,1.27165,36,2025,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Ja Morant,29,27,3,3,1,0.0,0.409,0.2,0.503,43.3,-3.8,4,0.727,99.0,118.0,13.6,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.3,2.3,0.3,1.7,0.1985999999999999,0.1533,0.3459,12.96,47.2,45.9,6.1000000000000005,1.12323,37,2025,1,9,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Ja Morant,30,12,5,4,1,0.0,0.263,0.0,0.302,30.7,-18.0,5,1.0,70.0,125.0,0.2,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,1.8,2.7,0.4,2.2,0.2248999999999999,0.1533,0.4458999999999999,16.029999999999998,54.2,58.4,6.119999999999999,0.913992,38,2025,1,11,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Ja Morant,37,29,3,4,4,0.0,0.458,0.364,0.544,39.1,-2.2,7,0.5,95.0,117.0,15.3,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.5,2.7,0.7,2.2,0.2357,0.1647,0.4084,16.130000000000003,55.1,59.6,6.58,1.04202,39,2025,1,13,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Ja Morant,31,21,4,12,2,0.0,0.692,0.5,0.756,20.5,12.8,2,1.0,153.0,111.0,23.9,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.4,1.7,3.0,0.9,2.1,0.2549,0.1814,0.4084,16.080000000000002,56.8,58.9,7.580000000000001,1.03501,40,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.9,1.5,2.3,0.8,1.8,0.1822,0.1064,0.3227,13.360000000000005,41.7,47.1,5.3,1.22333,41,2025,1,17,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Ja Morant,30,19,4,7,1,0.0,0.313,0.0,0.437,33.3,0.3,2,0.692,100.0,109.0,12.5,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.9,3.0,0.9,2.0,0.2135,0.1064,0.3919,16.69,51.7,58.0,6.55,1.25952,42,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Ja Morant,32,16,4,13,3,1.0,0.556,0.4,0.743,19.7,9.8,5,1.0,134.0,113.0,19.9,44,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.3,4.3,1.2,2.5,0.2691,0.1464,0.4919,18.66,65.1,69.3,8.540000000000001,1.0453,43,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
