Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MEM,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05339,10,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18172,11,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04517,12,2023,11,19,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2757,13,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07741,14,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19231,15,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12464,16,2023,11,29,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14116,17,2023,12,1,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19568,18,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09739,19,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907774,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02752,21,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784877,22,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982406,23,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18391,24,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
Ja Morant,35,34,6,8,2,1.0,0.5,0.0,0.581,42.3,8.8,5,0.833,120.0,117.0,26.7,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.6,0.8,0.2,0.5,0.05,0.0,0.0833,4.23,12.0,11.7,2.67,0.998072,25,2023,12,19,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Ja Morant,34,20,5,8,0,0.0,0.438,0.333,0.536,25.9,-0.5,2,0.833,120.0,112.0,16.3,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.1,1.6,0.2,0.7,0.0938,0.0333,0.1666,6.819999999999999,24.0,22.9,4.3,1.13411,26,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Ja Morant,36,30,6,11,1,1.0,0.56,0.333,0.59,32.1,6.8,3,1.0,126.0,119.0,25.9,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.7,2.7,0.3,1.0,0.1498,0.0666,0.2666,10.03,36.6,34.8,6.890000000000001,1.16246,27,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Ja Morant,40,31,4,7,1,2.0,0.5,0.143,0.563,37.0,1.0,6,0.75,99.0,107.0,19.9,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.1,3.4,0.4,1.6,0.1998,0.0809,0.3416,13.73,46.5,45.5,8.879999999999999,1.07943,28,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.1,3.4,0.4,1.6,0.1998,0.0809,0.3416,13.73,46.5,45.5,8.879999999999999,1.12246,29,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Ja Morant,37,19,6,10,0,0.0,0.368,0.0,0.439,29.5,-6.5,3,0.833,93.0,119.0,12.3,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2.7,4.4,0.4,1.9,0.2366,0.0809,0.4248999999999999,16.68,55.8,57.4,10.11,1.02729,30,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Ja Morant,31,17,3,3,0,0.0,0.333,0.5,0.548,23.5,-0.9,0,0.875,113.0,126.0,11.6,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.1,3.0,4.7,0.4,1.9,0.2699,0.1309,0.5124,19.03,67.1,70.0,11.27,1.06796,31,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Ja Morant,35,26,5,10,1,0.0,0.467,0.333,0.641,31.1,7.6,4,0.75,122.0,101.0,21.4,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.7,3.5,5.7,0.5,2.3,0.3166,0.1642,0.5873999999999999,22.14,79.3,80.1,13.41,1.27528,32,2024,1,2,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Ja Morant,35,28,8,9,1,0.0,0.556,0.5,0.678,27.7,12.3,2,0.833,137.0,116.0,26.7,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,4.3,6.6,0.6,2.5,0.3722,0.2142,0.6707,24.91,93.0,91.7,16.08,1.14502,33,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Ja Morant,35,21,7,7,1,1.0,0.412,0.429,0.547,27.3,-0.4,2,0.8,122.0,112.0,17.8,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,5.0,7.3,0.7,2.7,0.4134,0.2571,0.7506999999999999,27.64,105.2,102.9,17.86,1.04031,34,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,4.4,6.5,0.5,2.2,0.3634,0.2571,0.6674,23.41,93.2,91.2,15.19,0.9922,35,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,3.9,5.7,0.5,2.0,0.3196,0.2238,0.5841,20.82,81.2,80.0,13.56,1.08284,36,2024,1,9,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,3.3,4.6,0.4,1.7,0.2636,0.1905,0.4840999999999999,17.610000000000003,68.6,68.1,10.97,1.22621,37,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,2.9,3.9,0.3,1.1,0.2136,0.1762,0.4090999999999999,13.910000000000002,58.7,57.4,8.98,1.23941,38,2024,1,13,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,2.9,3.9,0.3,1.1,0.2136,0.1762,0.4090999999999999,13.910000000000002,58.7,57.4,8.98,1.28534,39,2024,1,15,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.3,2.9,0.3,0.8,0.1768,0.1762,0.3258,10.96,49.4,45.5,7.75,1.13043,40,2024,1,18,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.0,2.6,0.3,0.8,0.1435,0.1262,0.2383,8.61,38.1,32.9,6.589999999999999,1.09141,41,2024,1,20,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9,1.5,1.6,0.2,0.4,0.0968,0.0929,0.1633,5.5,25.9,22.8,4.45,1.22078,42,2024,1,22,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.7,0.7,0.1,0.2,0.0412,0.0429,0.08,2.73,12.2,11.2,1.78,1.11791,43,2024,1,24,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Ja Morant,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33545,44,2024,1,26,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
