Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kyrie Irving,2023-10-25,36,22,2,6,1,0.0,0.417,0.125,0.45,28.9,-5.1,2,1.0,100.0,114.0,11.8,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,6.0,1.0,2.0,0.417,0.125,1.0,28.9,100.0,114.0,11.8,0.0
Kyrie Irving,2023-10-27,34,17,7,6,0,0.0,0.353,0.25,0.453,23.6,-2.8,0,1.0,113.0,122.0,13.4,2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,4.5,6.0,0.5,1.0,0.385,0.1875,1.0,26.25,106.5,118.0,12.6,1.13376
Kyrie Irving,2023-10-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,0.3333333333333333,0.6666666666666666,0.2566666666666666,0.125,0.6666666666666666,17.5,71.0,78.66666666666667,8.4,1.06742
Kyrie Irving,2023-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,2.25,3.0,0.25,0.5,0.1925,0.09375,0.5,13.125,53.25,59.0,6.300000000000001,0.997151
Kyrie Irving,2023-11-03,35,22,1,7,4,2.0,0.6,0.2,0.656,25.1,8.9,3,0.75,124.0,124.0,21.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2.0,3.8,1.0,1.0,0.2739999999999999,0.1149999999999999,0.55,15.52,67.4,72.0,9.42,1.06499
Kyrie Irving,2023-11-05,34,18,3,10,1,1.0,0.429,0.333,0.571,21.8,3.6,2,1.0,124.0,113.0,17.0,6,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.166666666666666,2.1666666666666665,4.833333333333333,1.0,1.1666666666666667,0.2998333333333333,0.1513333333333333,0.625,16.566666666666666,76.83333333333333,78.83333333333333,10.683333333333332,1.21257
Kyrie Irving,2023-11-06,37,21,6,10,3,0.0,0.4,0.333,0.473,30.2,4.1,3,0.6,106.0,97.0,17.8,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,2.7142857142857144,5.571428571428571,1.2857142857142858,1.4285714285714286,0.3141428571428571,0.1772857142857143,0.6214285714285713,18.514285714285712,81.0,81.42857142857143,11.7,0.971154
Kyrie Irving,2023-11-08,36,22,4,5,0,0.0,0.421,0.429,0.541,25.3,-2.4,1,1.0,113.0,126.0,14.8,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.25,2.875,5.5,1.125,1.375,0.3275,0.20875,0.66875,19.3625,85.0,87.0,12.0875,1.04729
Kyrie Irving,2023-11-10,28,27,6,3,2,0.0,0.421,0.556,0.624,34.2,7.9,2,1.0,136.0,125.0,21.6,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.555555555555557,3.2222222222222223,5.222222222222222,1.2222222222222223,1.4444444444444444,0.3378888888888889,0.2473333333333333,0.7055555555555555,21.011111111111116,90.66666666666669,91.22222222222224,13.144444444444446,0.998253
Kyrie Irving,2023-11-12,29,35,6,7,0,1.0,0.65,0.7,0.838,30.9,22.4,1,1.0,162.0,119.0,32.6,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,3.5,5.4,1.1,1.4,0.3691,0.2926,0.735,22.0,97.8,94.0,15.09,1.02741
Kyrie Irving,2023-11-14,26,17,2,6,0,0.0,0.462,0.429,0.576,24.2,5.3,1,0.5,131.0,134.0,13.3,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,3.5,5.4,1.0,1.3,0.3736,0.323,0.6849999999999999,21.53,100.9,96.0,15.24,1.25101
Kyrie Irving,2023-11-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.2,2.8,4.8,1.0,1.3,0.3383,0.298,0.585,19.17,89.6,83.8,13.900000000000002,1.06437
Kyrie Irving,2023-11-18,34,39,4,6,1,0.0,0.552,0.3,0.634,39.1,10.1,2,1.0,129.0,126.0,28.3,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,3.2,5.4,1.1,1.5,0.3934999999999999,0.328,0.6849999999999999,23.08,102.5,96.4,16.73,0.949071
Kyrie Irving,2023-11-19,33,23,2,1,0,0.0,0.471,0.333,0.599,26.8,-3.8,1,1.0,120.0,141.0,13.8,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.4,3.4,5.5,1.1,1.6,0.4406,0.3613,0.7849999999999999,25.76,114.5,110.5,18.110000000000003,1.09928
Kyrie Irving,2023-11-22,35,28,6,2,2,0.0,0.5,0.5,0.612,32.1,9.8,2,1.0,114.0,106.0,20.6,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.9,5.0,0.9,1.5,0.4306,0.3913,0.8099999999999999,26.46,113.5,108.7,17.98,0.936502
Kyrie Irving,2023-11-25,32,26,6,3,1,0.0,0.5,0.429,0.579,32.9,10.5,1,1.0,114.0,113.0,17.7,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,4.2,4.3,0.9,1.4,0.4377,0.4009,0.8099999999999999,27.57,112.5,108.7,18.05,1.12131
Kyrie Irving,2023-11-28,36,27,2,5,1,1.0,0.364,0.286,0.52,32.1,4.2,0,1.0,123.0,121.0,20.6,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,3.8,3.8,0.7,1.1,0.4341,0.3962,0.85,27.76,114.2,111.1,18.33,0.85957
Kyrie Irving,2023-12-01,36,10,5,5,0,0.0,0.2,0.0,0.291,21.7,-14.2,1,0.8,75.0,120.0,3.5,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,3.9,3.8,0.7,1.1,0.412,0.3533,0.8300000000000001,27.4,110.4,110.5,17.2,0.921519
Kyrie Irving,2023-12-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,3.3,3.5,0.5,0.9,0.3699,0.2976999999999999,0.7300000000000001,23.98,96.8,98.0,15.04,1.0544
Kyrie Irving,2023-12-06,27,26,3,4,3,0.0,0.688,0.571,0.813,25.8,14.4,1,0.0,152.0,91.0,24.1,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.6,3.0,3.2,0.8,0.9,0.3737,0.2848,0.6300000000000001,23.47,95.8,95.2,14.19,1.05006
Kyrie Irving,2023-12-08,13,11,2,2,1,0.0,0.667,0.0,0.751,22.8,11.4,0,1.0,163.0,106.0,11.0,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,2.8,0.9,0.8,0.3942,0.2419,0.68,23.33,99.0,92.4,13.96,1.07173
