Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DAL,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kyrie Irving,2024-11-12,36,21,3,6,0,0.0,0.615,0.333,0.691,23.9,-1.4,5,0.8,111.0,124.0,13.2,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,4.8,5.2,1.4,2.1,0.5636,0.5161,0.9035,25.41,131.2,114.5,21.82,1.13019
Kyrie Irving,2024-11-14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,4.6,4.7,1.1,2.0,0.5227,0.4761,0.8035,22.71,120.8,103.0,20.35,1.23887
Kyrie Irving,2024-11-16,28,22,8,6,2,0.0,0.6,0.333,0.674,27.9,12.7,3,0.667,123.0,90.0,19.9,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.9,4.8,4.4,1.2,1.9,0.5256000000000001,0.4594,0.7702,23.22,120.0,101.4,20.12,1.20892
Kyrie Irving,2024-11-17,36,23,1,6,0,0.0,0.5,0.5,0.609,22.8,5.1,1,1.0,148.0,131.0,17.1,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,4.5,4.5,1.1,1.9,0.5191000000000001,0.4344,0.8102,22.63,120.3,102.1,19.07,0.840294
Kyrie Irving,2024-11-19,27,18,1,7,0,0.0,0.545,0.8,0.758,19.4,10.2,1,1.0,162.0,103.0,16.9,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,3.8,4.5,1.1,1.7,0.5236000000000001,0.4311,0.8102,21.94,123.5,100.1,18.45,1.12752
Kyrie Irving,2024-11-22,38,19,6,6,1,1.0,0.368,0.167,0.458,25.8,-3.9,3,1.0,102.0,121.0,12.4,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,4.2,4.8,1.0,1.9,0.5149,0.3978,0.8245000000000001,22.29,120.9,103.5,18.31,0.927585
Kyrie Irving,2024-11-24,39,27,4,6,0,0.0,0.429,0.25,0.561,28.1,0.2,3,0.857,109.0,115.0,16.3,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,4.1,5.0,1.0,2.0,0.5054000000000001,0.3799,0.8102,22.45,120.0,101.8,18.08,0.861464
Kyrie Irving,2024-11-25,41,32,7,6,0,0.0,0.393,0.462,0.538,31.2,-2.2,3,1.0,114.0,114.0,19.7,18,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,4.2,5.4,0.7,2.2,0.4810999999999999,0.3928,0.8102,23.67,118.4,104.5,18.32,1.21973
Kyrie Irving,2024-11-27,35,23,7,6,0,0.0,0.476,0.333,0.548,28.2,-2.0,1,0.0,125.0,121.0,16.4,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,4.2,5.4,0.4,2.1,0.4699,0.3928,0.7323999999999999,23.8,116.7,104.5,17.16,1.1323
Kyrie Irving,2024-11-30,36,30,7,9,4,0.0,0.44,0.462,0.58,34.3,15.3,3,1.0,119.0,93.0,26.7,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.5,4.4,5.8,0.7,2.3,0.4366,0.364,0.7323999999999999,24.16,111.3,101.2,15.86,1.2677
Kyrie Irving,2024-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.4,4.1,5.2,0.7,1.8,0.3751,0.3307,0.6524,21.77,100.2,88.8,14.539999999999996,1.0525
Kyrie Irving,2024-12-03,35,10,6,2,1,0.0,0.214,0.0,0.317,21.5,-12.5,4,1.0,74.0,113.0,1.2,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,4.7,5.4,0.8,2.2,0.3965,0.3307,0.7524,23.92,107.6,100.1,14.66,1.10414
Kyrie Irving,2024-12-05,25,25,4,3,2,0.0,0.625,0.6,0.722,32.0,7.9,2,0.667,138.0,98.0,19.9,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.7,4.3,5.1,0.8,2.1,0.399,0.3574,0.7524,24.33,109.1,100.9,14.66,1.13598
Kyrie Irving,2024-12-07,39,29,6,4,2,1.0,0.643,0.667,0.895,20.5,11.4,3,1.0,154.0,115.0,26.3,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.3,4.8,4.9,1.0,2.3,0.4133,0.3741,0.7524,24.1,109.7,99.3,15.580000000000002,1.22522
Kyrie Irving,2024-12-10,40,17,2,5,1,1.0,0.5,0.6,0.607,17.7,1.2,2,0.0,113.0,124.0,13.0,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,4.9,4.7,1.1,2.4,0.4088,0.3541,0.6524,23.93,104.8,101.4,15.189999999999998,1.05416
Kyrie Irving,2024-12-15,35,21,3,8,0,0.0,0.5,0.25,0.577,24.1,-4.6,2,0.8,133.0,141.0,17.5,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,4.6,4.9,1.0,2.3,0.422,0.3623999999999999,0.6324,23.76,107.9,103.4,15.7,0.923741
Kyrie Irving,2024-12-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,4.2,4.3,1.0,2.0,0.3791,0.3374,0.5467,20.95,97.0,91.9,14.07,1.00258
Kyrie Irving,2024-12-21,38,15,3,6,0,0.0,0.24,0.222,0.295,30.4,-12.3,1,1.0,80.0,110.0,4.0,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.8,4.3,1.0,1.8,0.3638,0.3134,0.5467,20.87,93.6,91.5,12.5,0.929664
Kyrie Irving,2024-12-23,29,20,3,2,1,1.0,0.5,0.333,0.635,22.4,5.3,0,1.0,142.0,110.0,17.0,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.7,3.4,3.9,1.1,1.7,0.3661999999999999,0.3134,0.6466999999999999,20.29,95.3,90.4,12.56,1.11861
Kyrie Irving,2024-12-25,37,39,5,2,0,1.0,0.519,0.357,0.658,38.9,12.5,2,1.0,129.0,119.0,27.3,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,3.2,3.2,0.7,1.6,0.3741,0.3029,0.6466999999999999,20.75,96.3,93.0,12.62,1.14411
Kyrie Irving,2024-12-27,40,20,4,5,1,0.0,0.286,0.5,0.448,32.3,-6.6,5,1.0,81.0,100.0,6.8,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,3.6,3.7,0.8,2.1,0.4027,0.3529,0.7466999999999999,23.98,104.4,103.0,13.3,1.06496
Kyrie Irving,2024-12-28,39,46,2,2,2,1.0,0.615,0.417,0.768,37.2,11.8,4,1.0,137.0,125.0,34.9,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.2,3.2,3.7,0.9,2.1,0.4427999999999999,0.3945999999999999,0.7466999999999999,25.55,110.7,104.2,16.669999999999998,1.1921
Kyrie Irving,2024-12-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.7,2.8,3.4,0.7,1.9,0.3802999999999999,0.3346,0.6799999999999999,22.35,96.9,94.4,14.68,1.30823
Kyrie Irving,2025-01-01,37,16,7,2,3,2.0,0.538,0.0,0.559,23.1,-3.3,4,0.667,90.0,103.0,11.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,2.9,3.2,0.8,2.0,0.3698,0.2678999999999999,0.6467,22.61,90.5,93.2,13.21,1.06955
Kyrie Irving,2025-01-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,2.7,2.7,0.7,1.8,0.3198,0.2078999999999999,0.6467,20.84,79.2,80.8,11.91,1.06229
Kyrie Irving,2025-01-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,2.4,1.9,0.7,1.6,0.2698,0.1829,0.5667,18.43,65.9,66.7,10.16,1.16795
Kyrie Irving,2025-01-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,2.4,1.9,0.7,1.6,0.2698,0.1829,0.5667,18.43,65.9,66.7,10.16,1.27052
Kyrie Irving,2025-01-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.1,2.1,1.3,0.7,1.5,0.2458,0.1607,0.4667,15.39,57.9,55.7,9.76,1.05042
Kyrie Irving,2025-01-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.8,1.1,0.6,1.5,0.1958,0.1274,0.3666999999999999,13.15,43.7,44.7,8.059999999999999,0.99197
Kyrie Irving,2025-01-14,30,11,4,2,4,1.0,0.222,0.0,0.278,29.4,-7.2,1,0.75,63.0,111.0,5.9,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.7,1.1,1.0,1.4,0.1661,0.0917,0.3417,12.2,37.1,43.9,5.92,0.993239
Kyrie Irving,2025-01-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.3,0.6,0.9,0.9,0.1375,0.0417,0.2416999999999999,8.97,29.0,33.9,5.24,1.07593
Kyrie Irving,2025-01-17,39,25,5,5,1,0.0,0.474,0.375,0.602,28.8,0.1,3,1.0,114.0,111.0,17.9,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.6,0.9,0.8,0.8,0.1234,0.0375,0.2416999999999999,8.129999999999999,26.7,32.5,3.54,1.04015
Kyrie Irving,2025-01-20,41,33,4,3,3,0.0,0.458,0.375,0.59,33.3,6.2,4,0.889,117.0,118.0,23.7,43,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.0,1.2,1.1,1.2,0.1692,0.075,0.3306,11.46,38.4,44.3,5.909999999999999,1.18184
Kyrie Irving,2025-01-22,38,36,4,9,0,0.0,0.571,0.364,0.734,30.5,12.9,3,1.0,140.0,121.0,29.4,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.7,1.9,0.8,1.1,0.1725,0.1113999999999999,0.3639,12.2,43.4,46.1,7.689999999999999,1.0436
Kyrie Irving,2025-01-23,39,24,3,4,2,0.0,0.471,0.5,0.64,23.1,2.5,2,1.0,125.0,116.0,17.4,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2.0,2.3,1.0,1.3,0.2195999999999999,0.1614,0.4639,14.51,55.9,57.7,9.43,1.08429
Kyrie Irving,2025-01-25,42,22,4,5,0,1.0,0.478,0.0,0.478,26.3,-3.2,3,0.0,96.0,131.0,12.3,46,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,2.4,2.8,1.0,1.6,0.2673999999999999,0.1614,0.4639,17.14,65.5,70.8,10.66,1.20587
Kyrie Irving,2025-01-27,28,13,5,5,0,0.0,0.444,0.333,0.604,18.1,-4.5,1,0.75,132.0,111.0,10.7,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.4,2.9,3.3,1.0,1.7,0.3117999999999999,0.1947,0.5389,18.95,78.7,81.9,11.73,1.19253
Kyrie Irving,2025-01-29,39,25,9,6,1,0.0,0.476,0.333,0.56,24.2,-0.3,2,0.667,134.0,135.0,21.8,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,3.8,3.9,1.1,1.9,0.3594,0.228,0.6056,21.37,92.1,95.4,13.91,1.02182
Kyrie Irving,2025-01-31,37,28,6,3,1,0.0,0.391,0.3,0.537,32.7,1.1,3,1.0,114.0,125.0,17.8,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,4.4,4.2,1.2,2.2,0.3984999999999999,0.258,0.7056,24.64,103.5,107.9,15.69,1.26022
Kyrie Irving,2025-02-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,4.0,4.0,0.8,2.1,0.3762999999999999,0.258,0.6306,21.7,97.2,96.8,15.1,1.11475
Kyrie Irving,2025-02-04,42,34,9,4,1,1.0,0.524,0.25,0.658,29.9,6.0,3,0.909,136.0,125.0,27.9,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.9,4.4,0.9,2.4,0.4286999999999999,0.283,0.7215,24.69,110.8,109.3,17.889999999999997,1.22343
Kyrie Irving,2025-02-06,40,19,3,4,4,0.0,0.412,0.5,0.531,23.5,-2.6,3,1.0,105.0,121.0,14.6,52,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,4.7,4.3,1.2,2.4,0.4225,0.2955,0.7215,24.16,109.9,110.3,17.560000000000002,1.01991
