Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIN,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Anthony Edwards,2024-12-06,35,30,4,9,1,2.0,0.611,0.4,0.759,28.3,16.7,4,1.0,131.0,91.0,27.3,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.7,4.2,1.6,2.6,0.4312,0.4141,0.8975,29.58,111.2,104.0,18.06,0.949464
Anthony Edwards,2024-12-08,37,27,5,6,1,0.0,0.526,0.556,0.679,32.7,1.7,6,1.0,109.0,121.0,17.2,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,5.7,4.6,1.7,3.0,0.4319,0.4268,0.8975,29.68,110.0,103.5,17.54,1.02527
Anthony Edwards,2024-12-13,33,23,6,1,1,1.0,0.45,0.286,0.518,35.9,0.3,5,0.6,88.0,92.0,11.4,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,5.9,4.1,1.7,3.3,0.4126,0.4125,0.8574999999999999,31.24,104.1,100.4,16.54,1.00026
Anthony Edwards,2024-12-15,28,26,5,2,0,0.0,0.476,0.429,0.582,33.0,6.7,1,1.0,116.0,97.0,16.0,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.7,6.1,4.1,1.5,3.2,0.4152,0.3998,0.8574999999999999,31.75,103.9,98.8,16.330000000000002,1.18944
Anthony Edwards,2024-12-19,34,17,5,7,3,1.0,0.438,0.429,0.531,23.9,4.0,2,0.0,105.0,125.0,16.7,26,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,5.7,4.1,1.8,3.1,0.4161,0.3882,0.7575000000000001,31.15,102.1,99.5,15.97,0.936094
Anthony Edwards,2024-12-21,39,19,7,5,0,0.0,0.3,0.364,0.437,25.0,-2.5,1,0.75,100.0,120.0,10.4,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,5.4,4.5,1.7,2.9,0.4097,0.3996,0.7325,30.74,100.9,101.0,14.87,1.3301
Anthony Edwards,2024-12-23,32,16,6,4,2,0.0,0.35,0.143,0.391,32.1,-9.3,5,1.0,78.0,117.0,6.8,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,5.5,4.4,1.6,3.3,0.4072,0.3695,0.745,30.320000000000004,97.8,101.2,13.27,1.14503
Anthony Edwards,2024-12-25,39,26,8,5,2,1.0,0.458,0.571,0.542,33.7,4.6,4,0.0,100.0,105.0,18.6,29,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,5.9,4.6,1.6,3.3,0.4197,0.3822,0.685,30.26,99.1,101.8,14.09,1.03263
Anthony Edwards,2024-12-27,35,24,5,3,0,1.0,0.529,0.5,0.655,27.3,0.2,3,0.667,116.0,120.0,15.4,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,5.7,4.6,1.4,3.3,0.4495,0.4122,0.7017,30.06,104.7,105.9,15.38,1.04483
Anthony Edwards,2024-12-29,38,14,8,4,0,1.0,0.3,0.111,0.342,23.8,-6.3,2,1.0,84.0,114.0,6.3,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.2,5.9,4.6,1.0,3.3,0.4438,0.3788999999999999,0.7017,29.570000000000004,102.7,110.2,14.61,0.894027
Anthony Edwards,2024-12-31,39,20,7,2,0,1.0,0.5,0.571,0.727,19.1,2.7,3,1.0,124.0,116.0,14.0,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,6.2,3.9,0.9,3.2,0.4327,0.396,0.7017,28.65,102.0,112.7,13.28,0.956355
Anthony Edwards,2025-01-02,36,15,4,6,0,0.0,0.313,0.222,0.422,26.3,-8.3,2,0.75,108.0,140.0,8.8,33,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.1,3.9,0.8,2.8,0.4114,0.3626,0.6767,28.01,101.9,114.6,12.44,0.730641
Anthony Edwards,2025-01-04,44,53,6,2,0,0.0,0.516,0.667,0.73,42.1,10.8,6,0.917,123.0,126.0,33.3,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.1,4.0,0.7,2.9,0.418,0.4006999999999999,0.7083999999999999,28.630000000000003,105.4,118.0,14.63,0.924174
Anthony Edwards,2025-01-06,37,37,7,8,1,0.0,0.483,0.462,0.601,37.0,15.6,2,0.75,131.0,110.0,28.2,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,6.3,4.6,0.8,3.0,0.4186999999999999,0.404,0.6834,29.03,106.9,119.3,15.85,0.932712
Anthony Edwards,2025-01-07,38,32,9,3,2,0.0,0.476,0.636,0.677,30.2,9.0,4,0.833,117.0,95.0,22.9,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,6.7,4.2,0.7,3.2,0.4225,0.4246999999999999,0.7666999999999999,29.66,108.1,116.3,16.47,0.964804
Anthony Edwards,2025-01-09,36,21,3,7,2,0.0,0.263,0.364,0.457,30.3,3.8,2,0.778,107.0,98.0,14.3,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,6.3,4.4,0.9,3.3,0.4187999999999999,0.4246999999999999,0.7695000000000001,30.190000000000005,108.8,114.1,16.86,1.03297
Anthony Edwards,2025-01-11,39,15,5,6,1,0.0,0.308,0.0,0.466,24.4,-13.2,6,1.0,88.0,125.0,7.0,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,6.2,4.6,0.8,3.4,0.4145999999999999,0.4104,0.7695000000000001,29.42,109.8,114.9,16.88,1.07826
Anthony Edwards,2025-01-13,36,41,6,7,3,1.0,0.56,0.455,0.719,40.5,14.4,7,1.0,129.0,103.0,32.5,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.2,6.0,4.8,0.9,3.7,0.4248,0.3988,0.8695,30.1,112.7,114.7,18.27,1.24599
Anthony Edwards,2025-01-15,41,28,8,2,1,1.0,0.368,0.444,0.587,31.4,-1.5,5,0.909,109.0,128.0,17.6,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,6.3,4.7,1.0,3.9,0.4086999999999999,0.3932,0.8937000000000002,30.51,112.0,115.5,18.49,1.07452
Anthony Edwards,2025-01-17,38,36,13,7,0,0.0,0.571,0.615,0.791,36.1,14.1,6,1.0,137.0,108.0,29.7,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,6.8,5.0,1.0,4.3,0.4357999999999999,0.4436,0.8937000000000002,31.74,117.3,114.9,20.83,1.20172
Anthony Edwards,2025-01-18,41,28,3,5,1,1.0,0.409,0.444,0.568,29.3,1.6,2,1.0,115.0,132.0,19.5,42,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,6.4,5.3,1.1,4.2,0.4266999999999999,0.4309,0.8937000000000002,32.76,116.4,116.5,21.38,1.22263
Anthony Edwards,2025-01-20,38,32,4,3,0,1.0,0.421,0.375,0.594,33.6,4.9,5,0.722,110.0,114.0,18.9,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,6.4,5.0,1.1,4.5,0.4375,0.4462,0.8909,33.49,116.6,113.9,22.39,1.48986
Anthony Edwards,2025-01-22,36,21,5,7,0,0.0,0.316,0.286,0.466,31.4,-5.1,3,0.875,101.0,121.0,13.5,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,6.3,5.5,1.1,4.2,0.4175,0.4081,0.8867,32.42,114.4,113.4,20.41,1.09507
Anthony Edwards,2025-01-25,33,34,1,9,0,0.0,0.609,0.375,0.687,34.0,6.7,3,0.75,142.0,119.0,25.5,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,5.7,5.6,1.0,4.3,0.4301,0.3994,0.8867,32.12,115.5,114.3,20.14,1.09944
Anthony Edwards,2025-01-27,35,23,5,4,2,1.0,0.3,0.182,0.447,33.4,2.0,3,0.692,97.0,94.0,13.8,46,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,5.3,5.7,1.0,4.2,0.4125,0.354,0.8726,32.44,113.5,114.2,19.23,1.03654
Anthony Edwards,2025-01-29,40,33,7,5,2,4.0,0.55,0.375,0.689,36.2,4.5,7,0.889,109.0,108.0,25.6,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,5.7,5.5,1.0,4.7,0.4412,0.3550999999999999,0.8836999999999999,33.03,113.7,115.2,20.360000000000003,1.12531
Anthony Edwards,2025-01-30,35,36,6,11,0,3.0,0.667,0.667,0.854,31.0,17.6,3,0.857,164.0,115.0,35.6,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.2,5.8,6.0,0.9,4.4,0.4771000000000001,0.4218,0.8694,33.690000000000005,121.3,114.2,23.22,1.15663
Anthony Edwards,2025-02-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.1,5.2,5.3,0.6,3.7,0.4211,0.3762999999999999,0.7694,29.640000000000004,108.4,103.9,19.97,1.26058
Anthony Edwards,2025-02-03,38,21,6,4,2,1.0,0.333,0.3,0.461,30.2,-3.0,3,1.0,93.0,117.0,12.6,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.4,5.0,5.5,0.7,3.5,0.4176,0.3619,0.7785,29.52,106.8,102.8,19.47,1.3214
Anthony Edwards,2025-02-05,37,49,9,3,1,1.0,0.464,0.429,0.682,43.9,14.0,5,0.944,139.0,114.0,36.1,51,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,4.6,5.1,0.8,3.4,0.4069,0.3433,0.7729,30.3,107.0,103.4,20.11,1.18208
Anthony Edwards,2025-02-06,38,41,7,6,0,1.0,0.44,0.417,0.649,37.8,10.3,4,0.933,138.0,123.0,30.1,52,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,5.2,0.7,3.6,0.41,0.3406,0.7662,31.15,109.3,102.5,21.17,1.03179
Anthony Edwards,2025-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.8,4.6,4.9,0.7,3.1,0.3679,0.3031,0.6940000000000001,27.79,98.3,91.1,19.28,1.02
