Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Tyrese Haliburton,36,26,4,7,0,0.0,0.556,0.5,0.673,24.8,6.5,3,1.0,129.0,118.0,20.9,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,4.0,7.0,0.0,3.0,0.556,0.5,1.0,24.8,129.0,118.0,20.9,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,27,27,3,12,1,0.0,0.5,0.2,0.627,34.8,5.9,4,1.0,130.0,128.0,23.1,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.5,3.5,9.5,0.5,3.5,0.528,0.35,1.0,29.8,129.5,123.0,22.0,1.195,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,32,24,4,10,5,0.0,0.438,0.5,0.615,24.7,15.6,1,0.875,148.0,107.0,27.4,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,3.6666666666666665,9.666666666666666,2.0,2.6666666666666665,0.498,0.3999999999999999,0.9583333333333334,28.1,135.66666666666666,117.66666666666669,23.8,1.21694,2,2022,10,22,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,31,19,6,10,0,0.0,0.636,0.5,0.8,21.4,9.7,4,1.0,134.0,134.0,19.7,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.25,9.75,1.5,3.0,0.5325,0.425,0.96875,26.425,135.25,121.75,22.775,1.16669,3,2022,10,24,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Tyrese Haliburton,38,17,4,11,1,1.0,0.4,0.333,0.507,25.4,-4.9,6,0.75,93.0,122.0,13.1,5,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,4.2,10.0,1.4,3.6,0.506,0.4065999999999999,0.925,26.22,126.8,121.8,20.84,1.00258,4,2022,10,26,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,36,25,2,12,1,0.0,0.563,0.5,0.704,23.0,8.5,1,1.0,151.0,119.0,26.0,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,3.8333333333333335,10.333333333333334,1.3333333333333333,3.1666666666666665,0.5155,0.4221666666666666,0.9375,25.683333333333334,130.83333333333334,121.33333333333331,21.7,0.979107,5,2022,10,28,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,33,26,6,8,3,0.0,0.438,0.6,0.697,27.1,15.0,3,1.0,145.0,117.0,25.4,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.428571428571427,4.142857142857143,10.0,1.5714285714285714,3.142857142857143,0.5044285714285714,0.4475714285714285,0.9464285714285714,25.885714285714283,132.85714285714286,120.71428571428572,22.228571428571428,1.18417,6,2022,10,29,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,33,11,8,5,2,0.0,0.364,0.25,0.463,22.5,-7.6,7,1.0,73.0,111.0,5.8,8,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.875,4.625,9.375,1.625,3.625,0.486875,0.422875,0.953125,25.4625,125.375,119.5,20.175,1.25818,7,2022,10,31,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Tyrese Haliburton,36,22,9,9,2,0.0,0.563,0.375,0.619,22.8,10.5,1,0.25,125.0,94.0,22.8,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88888888888889,5.111111111111111,9.333333333333334,1.6666666666666667,3.333333333333333,0.4953333333333333,0.4175555555555555,0.875,25.166666666666668,125.33333333333331,116.66666666666669,20.466666666666665,1.08176,8,2022,11,4,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,34,20,4,13,2,0.0,0.5,0.6,0.714,19.9,11.0,2,0.0,154.0,123.0,22.9,10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,5.0,9.7,1.7,3.2,0.4958,0.4357999999999999,0.7875,24.64,128.2,117.3,20.71,1.05904,9,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Tyrese Haliburton,33,21,1,12,3,0.0,0.6,0.375,0.7,18.9,14.7,1,0.0,151.0,112.0,24.8,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,4.7,10.2,2.0,3.0,0.5002,0.4232999999999999,0.6875,24.05,130.4,116.7,21.1,1.00903,10,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,39,8,6,15,2,1.0,0.214,0.222,0.277,18.9,-1.6,3,0.0,104.0,102.0,10.6,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.3,5.0,10.5,2.1,2.9,0.4716,0.4255,0.5875,22.46,127.8,114.1,19.85,1.24426,11,2022,11,12,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
