Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Tyrese Haliburton,38,33,7,15,2,1.0,0.611,0.583,0.817,21.3,24.4,0,0.8,178.0,114.0,39.7,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,3.9,11.4,1.0,1.8,0.4653,0.3598,0.8545999999999999,22.5,131.4,107.3,23.87,1.23212,10,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Tyrese Haliburton,25,12,2,3,0,1.0,0.286,0.333,0.392,29.4,-12.1,4,1.0,73.0,122.0,2.4,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,3.3,10.4,1.0,2.1,0.4500999999999999,0.3359999999999999,0.8545999999999999,23.0,124.5,107.8,21.84,0.973041,11,2023,11,19,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Tyrese Haliburton,39,37,5,16,3,1.0,0.611,0.6,0.878,28.3,16.5,6,0.857,152.0,137.0,39.2,13,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.3,10.7,1.1,2.3,0.4736999999999999,0.3835,0.8545999999999999,23.18,128.8,110.5,23.92,1.21417,12,2023,11,21,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Tyrese Haliburton,34,33,3,16,0,1.0,0.545,0.5,0.682,33.8,10.4,3,0.8,141.0,132.0,31.0,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.9,3.6,12.3,1.1,2.6,0.5281999999999999,0.4335,0.9346,26.56,142.9,123.7,27.02,1.18896,13,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,32,26,2,10,0,0.0,0.391,0.385,0.535,31.3,5.6,1,1.0,133.0,123.0,20.1,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,3.6,12.0,0.9,2.3,0.5316,0.472,0.9457,27.01,144.9,124.8,27.360000000000003,1.06826,14,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,36,33,2,9,0,0.0,0.647,0.5,0.787,27.1,11.8,3,0.889,147.0,118.0,28.6,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.7,3.6,11.7,0.9,2.3,0.5296,0.4553,0.9346,26.610000000000003,142.7,123.3,26.24,1.01551,15,2023,11,27,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Tyrese Haliburton,40,44,2,10,3,1.0,0.536,0.375,0.661,35.2,15.1,2,0.667,133.0,131.0,38.1,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,3.6,11.9,1.1,2.3,0.5358,0.4498999999999999,0.9013,26.880000000000003,143.4,125.7,28.17,1.28557,16,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,3.0,10.6,1.0,2.1,0.4858,0.4332,0.8013,24.89,129.4,114.2,26.14,1.17555,17,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,40,26,10,13,1,0.0,0.556,0.455,0.705,20.2,14.1,0,1.0,162.0,110.0,30.9,19,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,3.4,10.9,1.1,1.9,0.4826,0.4231,0.8013,24.57,130.2,113.0,26.370000000000005,1.1332,18,2023,12,4,0,-2.4492935982947064e-16,1.0,0.0,1.0
Tyrese Haliburton,37,27,7,15,0,1.0,0.579,0.333,0.679,21.4,16.4,0,1.0,162.0,120.0,32.2,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,4.0,10.7,0.9,1.9,0.4762,0.4064,0.8013,24.8,128.1,110.7,26.22,1.17477,19,2023,12,7,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Tyrese Haliburton,33,14,5,16,1,2.0,0.417,0.5,0.563,24.0,1.7,7,1.0,108.0,117.0,14.9,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,3.8,10.8,0.8,2.6,0.4568,0.3981,0.8212999999999999,25.07,121.1,111.0,23.74,1.21526,20,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Tyrese Haliburton,31,22,5,7,0,0.0,0.5,0.25,0.577,26.2,1.3,3,0.714,118.0,131.0,17.0,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,4.1,11.2,0.8,2.5,0.4782,0.3898,0.7927,24.75,125.6,111.9,25.2,1.15981,21,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,28,19,2,11,0,0.0,0.412,0.333,0.519,30.0,-2.1,4,1.0,108.0,130.0,13.8,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.4,3.8,10.7,0.5,2.3,0.4583,0.3631,0.807,24.92,121.2,111.2,22.66,1.31695,22,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,3.5,9.1,0.5,2.0,0.4038,0.3131,0.727,21.54,107.1,98.0,19.56,0.969174,23,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,31,8,2,11,0,0.0,0.25,0.2,0.311,22.7,-16.0,4,0.5,82.0,154.0,4.3,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,3.5,9.2,0.5,2.3,0.3897,0.2946,0.6769999999999999,20.68,102.0,101.1,17.98,1.16468,24,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
Tyrese Haliburton,28,19,3,13,1,1.0,0.429,0.333,0.603,32.1,4.4,4,1.0,133.0,121.0,19.7,26,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,3.6,9.6,0.6,2.4,0.3679,0.2779,0.6881,21.18,100.6,101.4,17.09,1.14789,25,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,38,17,4,14,0,0.0,0.368,0.167,0.428,27.5,-5.9,4,0.5,103.0,126.0,12.3,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,3.8,10.0,0.3,2.6,0.3511,0.2571,0.6714,20.41,97.6,100.9,14.510000000000002,1.14619,26,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Tyrese Haliburton,40,29,2,15,3,0.0,0.545,0.6,0.622,30.8,11.6,3,0.667,133.0,124.0,28.3,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,4.0,11.5,0.6,2.9,0.4056,0.3171,0.7381,23.49,110.9,113.3,17.34,1.10513,27,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,38,33,6,10,1,0.0,0.619,0.538,0.77,28.0,14.1,3,0.0,146.0,119.0,30.3,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,3.6,11.2,0.6,3.2,0.4119,0.3254,0.6381,24.270000000000003,109.3,114.2,17.28,1.05906,28,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Tyrese Haliburton,37,21,3,20,2,1.0,0.412,0.462,0.587,21.4,17.2,0,0.5,154.0,106.0,28.3,30,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,3.2,11.7,0.8,3.2,0.3952,0.3383,0.5881000000000001,24.27,108.5,112.8,16.89,1.12048,29,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Tyrese Haliburton,36,22,5,23,2,1.0,0.471,0.2,0.586,25.3,13.2,2,1.0,157.0,123.0,32.0,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.2,12.4,0.9,2.7,0.4006,0.3083,0.5881000000000001,24.4,113.4,113.4,18.6,1.06959,30,2023,12,30,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,37,26,9,11,1,1.0,0.5,0.143,0.557,27.4,11.2,2,1.0,121.0,107.0,25.5,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,3.6,12.8,1.0,2.6,0.4006,0.2976,0.6167,24.520000000000003,113.7,111.0,19.45,1.04927,31,2024,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Tyrese Haliburton,34,31,2,12,1,3.0,0.5,0.455,0.685,27.9,17.2,0,1.0,154.0,120.0,32.7,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,3.6,12.9,1.1,2.2,0.4094,0.3097999999999999,0.6167,24.309999999999995,118.3,110.0,21.34,1.12754,32,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,25,10,8,18,2,1.0,0.667,0.5,0.833,13.4,20.1,2,0.0,174.0,104.0,23.1,34,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,4.4,14.7,1.3,2.4,0.4761,0.3598,0.6167,25.65,135.7,120.4,23.65,1.27763,33,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,35,17,6,7,5,0.0,0.294,0.222,0.443,29.0,4.0,4,1.0,88.0,109.0,14.8,35,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,4.8,14.3,1.8,2.4,0.4805,0.362,0.6667,26.28,136.3,115.9,24.7,0.865106,34,2024,1,6,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Tyrese Haliburton,13,7,2,6,0,0.0,0.6,0.333,0.7,21.9,2.1,2,0.0,130.0,131.0,7.1,36,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,4.7,13.6,1.7,2.2,0.4976,0.362,0.5667,25.26,136.0,116.9,23.44,0.983088,35,2024,1,8,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.6,4.3,12.2,1.7,1.8,0.4608,0.3453,0.5166999999999999,22.51,125.7,104.3,22.21,1.29416,36,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,4.1,10.7,1.4,1.5,0.4063,0.2853,0.45,19.43,112.4,91.9,19.380000000000003,1.1252,37,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,3.5,9.7,1.3,1.2,0.3444,0.2315,0.45,16.63,97.8,80.0,16.35,1.10473,38,2024,1,14,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.3,3.2,7.7,1.1,1.2,0.3032,0.1853,0.4,14.49,82.4,69.4,13.52,1.15247,39,2024,1,15,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.1,2.7,5.4,0.9,1.0,0.2561,0.1653,0.3,11.96,66.7,57.1,10.32,1.11632,40,2024,1,18,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Tyrese Haliburton,35,21,2,17,0,0.0,0.429,0.286,0.585,21.5,10.6,0,0.778,151.0,122.0,24.9,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.6,2.0,6.0,0.8,0.8,0.249,0.1796,0.2778,11.37,69.7,58.6,10.26,1.10471,41,2024,1,19,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.8,4.8,0.7,0.8,0.199,0.1341,0.1778,8.58,54.3,46.6,6.99,1.02879,42,2024,1,21,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
