Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Tyrese Haliburton,35,15,5,4,3,2.0,0.333,0.111,0.397,27.6,-5.3,3,1.0,82.0,106.0,10.1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,4.0,3.0,3.0,0.333,0.111,1.0,27.6,82.0,106.0,10.1,0.0,0,2024,10,23,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,26,0,1,5,1,0.0,0.0,0.0,0.0,15.5,-18.2,1,0.0,33.0,132.0,-2.6,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.0,4.5,2.0,2.0,0.1665,0.0555,0.5,21.55,57.5,119.0,3.75,1.43167,1,2024,10,25,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,37,22,4,2,0,1.0,0.444,0.444,0.545,27.7,-3.0,3,0.4,94.0,115.0,11.3,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,3.333333333333333,3.6666666666666665,1.3333333333333333,2.333333333333333,0.259,0.185,0.4666666666666666,23.6,69.66666666666667,117.66666666666669,6.266666666666667,1.07464,2,2024,10,27,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Tyrese Haliburton,35,19,9,10,1,0.0,0.4,0.444,0.567,21.3,8.5,1,0.75,139.0,120.0,21.0,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.75,5.25,1.25,2.0,0.29425,0.24975,0.5375,23.025,87.0,118.25,9.95,1.14444,3,2024,10,28,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Tyrese Haliburton,40,17,6,12,2,0.0,0.368,0.2,0.437,20.4,-0.4,1,1.0,119.0,116.0,15.7,5,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,5.0,6.6,1.4,1.8,0.309,0.2398,0.63,22.5,93.4,117.8,11.1,1.02007,4,2024,10,30,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,33,11,2,11,0,0.0,0.25,0.167,0.517,16.7,-3.6,2,1.0,128.0,131.0,12.1,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.5,7.333333333333333,1.1666666666666667,1.8333333333333333,0.2991666666666666,0.2276666666666666,0.6916666666666668,21.53333333333333,99.16666666666669,120.0,11.266666666666666,1.09086,5,2024,11,1,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,36,25,4,12,2,1.0,0.625,0.25,0.671,24.5,10.4,2,0.5,138.0,118.0,26.5,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.571428571428571,4.428571428571429,8.0,1.2857142857142858,1.8571428571428568,0.3457142857142857,0.2308571428571428,0.6642857142857144,21.957142857142856,104.71428571428572,119.71428571428572,13.44285714285714,0.821454,6,2024,11,4,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Tyrese Haliburton,37,17,3,4,1,0.0,0.545,0.6,0.715,17.1,0.7,1,1.0,138.0,118.0,13.8,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,4.25,7.5,1.25,1.75,0.370625,0.277,0.70625,21.35,108.875,119.5,13.4875,0.964881,7,2024,11,6,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Tyrese Haliburton,34,6,7,9,1,1.0,0.182,0.0,0.253,18.9,-6.4,2,1.0,75.0,109.0,7.2,9,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,4.555555555555555,7.666666666666667,1.2222222222222223,1.7777777777777777,0.3496666666666667,0.2462222222222222,0.7388888888888889,21.077777777777776,105.11111111111111,118.33333333333331,12.78888888888889,1.04454,8,2024,11,8,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Tyrese Haliburton,35,35,2,14,2,0.0,0.611,0.4,0.766,31.1,17.7,2,0.818,160.0,120.0,36.0,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,4.3,8.3,1.3,1.8,0.3758,0.2616,0.7468,22.08,110.6,118.5,15.11,0.979422,9,2024,11,10,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
