Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BOS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Jayson Tatum,2022-10-18,39,35,12,4,1,1.0,0.65,0.286,0.73,32.1,9.4,3,0.778,133.0,116.0,30.1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.0,4.0,1.0,3.0,0.65,0.286,0.778,32.1,133.0,116.0,30.1,0.0
Jayson Tatum,2022-10-21,37,29,5,4,1,2.0,0.455,0.286,0.578,33.8,6.7,2,1.0,129.0,114.0,22.7,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.5,4.0,1.0,2.5,0.5525,0.286,0.889,32.95,131.0,115.0,26.4,1.08614
Jayson Tatum,2022-10-22,38,40,8,1,1,2.0,0.667,0.4,0.801,30.8,13.7,1,0.889,151.0,118.0,34.2,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,8.333333333333334,3.0,1.0,2.0,0.5906666666666667,0.324,0.8889999999999999,32.233333333333334,137.66666666666666,116.0,29.0,1.03921
Jayson Tatum,2022-10-24,35,26,8,5,0,0.0,0.444,0.5,0.63,25.4,8.3,1,1.0,130.0,123.0,20.7,4,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,8.25,3.5,0.75,1.75,0.554,0.368,0.91675,30.525,135.75,117.75,26.925,1.28369
Jayson Tatum,2022-10-28,42,32,7,4,1,1.0,0.579,0.429,0.71,29.0,5.4,4,0.875,122.0,124.0,24.1,5,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,8.0,3.6,0.8,2.2,0.5589999999999999,0.3802,0.9084,30.22,133.0,119.0,26.360000000000003,0.918966
Jayson Tatum,2022-10-30,27,23,4,3,1,0.0,0.533,0.5,0.724,34.5,7.0,4,1.0,105.0,99.0,16.0,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.83333333333333,7.333333333333333,3.5,0.8333333333333334,2.5,0.5546666666666666,0.4001666666666666,0.9236666666666666,30.933333333333334,128.33333333333334,115.66666666666669,24.633333333333336,1.21546
Jayson Tatum,2022-11-02,43,26,12,6,1,4.0,0.381,0.222,0.53,31.7,6.8,6,1.0,97.0,99.0,21.3,7,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.142857142857142,8.0,3.857142857142857,0.8571428571428571,3.0,0.5298571428571429,0.3747142857142856,0.9345714285714284,31.04285714285714,123.85714285714286,113.28571428571428,24.15714285714285,1.06077
Jayson Tatum,2022-11-04,40,36,12,6,1,1.0,0.348,0.3,0.566,34.7,7.7,1,0.85,126.0,113.0,29.6,8,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.875,8.5,4.125,0.875,2.75,0.507125,0.365375,0.924,31.5,124.125,113.25,24.8375,0.841501
Jayson Tatum,2022-11-05,37,26,4,5,1,2.0,0.471,0.462,0.693,27.2,5.1,3,1.0,127.0,121.0,20.2,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33333333333333,8.0,4.222222222222222,0.8888888888888888,2.7777777777777777,0.5031111111111111,0.376111111111111,0.9324444444444444,31.022222222222226,124.44444444444444,114.11111111111111,24.322222222222223,0.968343
Jayson Tatum,2022-11-07,40,39,3,2,0,2.0,0.48,0.273,0.609,37.8,6.8,2,0.75,116.0,110.0,25.6,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,7.5,4.0,0.8,2.7,0.5008,0.3658,0.9142,31.7,123.6,113.7,24.45,0.993598
