Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_OKC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Shai Gilgeous-Alexander,28,28,6,5,7,0.0,0.625,0.25,0.734,32.0,21.3,2,1.0,138.0,66.0,30.7,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.2,6.4,4.9,2.5,2.2,0.4588,0.2912,0.8013999999999999,29.75,104.7,93.0,22.020000000000003,1.16861,10,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Shai Gilgeous-Alexander,29,24,2,7,3,1.0,0.286,0.429,0.481,40.5,2.0,2,1.0,111.0,108.0,17.7,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,5.5,5.2,2.3,1.9,0.4297000000000001,0.2341,0.8013999999999999,30.05,105.2,95.0,20.97,1.01674,11,2023,11,16,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,41,40,7,6,2,2.0,0.621,0.667,0.669,36.1,13.6,3,1.0,126.0,112.0,33.6,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,5.8,5.1,2.4,2.2,0.4793,0.3008,0.8263999999999999,30.84,111.4,92.8,24.04,1.23701,12,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,23,28,3,4,1,0.0,0.769,1.0,0.871,39.0,11.7,3,1.0,156.0,97.0,23.8,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.1,5.2,5.1,2.2,2.0,0.5084,0.3675,0.8263999999999999,30.51,116.1,92.2,24.08,1.09184,13,2023,11,19,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Shai Gilgeous-Alexander,37,40,5,12,1,3.0,0.579,0.333,0.743,36.5,24.8,2,0.944,160.0,112.0,41.3,15,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,5.2,5.5,2.0,2.0,0.5263,0.4008,0.8408,31.46,122.5,93.0,26.6,1.26136,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,36,31,6,5,2,0.0,0.476,0.5,0.61,30.9,9.6,1,1.0,138.0,131.0,26.6,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,5.8,6.0,2.2,2.1,0.5739,0.4508,0.9408,34.55,136.3,106.1,29.26,1.09993,15,2023,11,25,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,34,32,4,4,3,2.0,0.591,0.0,0.649,36.1,16.6,3,1.0,119.0,103.0,26.8,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,5.4,5.8,2.4,2.2,0.5780000000000001,0.4079,0.9575,35.46,134.9,105.1,29.540000000000003,0.942892,16,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Shai Gilgeous-Alexander,35,33,4,7,1,0.0,0.611,0.25,0.737,27.8,10.7,0,1.0,161.0,114.0,30.3,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,5.1,5.9,2.3,1.9,0.5709,0.3829,0.9652,34.78,135.8,104.8,28.69,0.983004,17,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,39,17,3,9,5,1.0,0.462,0.667,0.576,17.2,8.8,2,0.75,133.0,112.0,19.6,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,4.7,6.3,2.6,1.9,0.5610999999999999,0.4496,0.9569,33.07,137.7,106.0,27.92,1.08981,18,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,37,33,3,6,6,1.0,0.722,0.0,0.751,29.5,19.3,2,0.778,139.0,102.0,33.0,20,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,4.3,6.5,3.1,2.0,0.5742,0.4096,0.9472,32.56,138.1,105.7,28.340000000000003,1.02699,19,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,42,38,5,5,5,1.0,0.5,0.0,0.545,35.5,8.7,0,0.727,126.0,118.0,32.1,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,4.2,6.5,2.9,1.8,0.5617,0.3846,0.9199,32.910000000000004,136.9,110.9,28.48,1.03276,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Shai Gilgeous-Alexander,28,30,4,7,3,0.0,0.706,0.0,0.764,30.7,15.9,1,1.0,157.0,110.0,31.0,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.2,4.4,6.5,2.9,1.7,0.6037,0.3417,0.9199,31.93,141.5,111.1,29.81,1.14495,21,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Shai Gilgeous-Alexander,38,43,6,9,2,0.0,0.481,0.2,0.616,37.6,14.1,3,0.889,132.0,121.0,35.6,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.5,4.3,6.8,2.9,1.7,0.5897,0.295,0.9088,32.08,142.1,112.0,30.01,1.13672,22,2023,12,14,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,37,25,6,8,2,0.0,0.45,0.0,0.531,31.0,4.4,2,0.875,116.0,120.0,21.2,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,4.6,7.2,3.0,1.6,0.5578000000000001,0.195,0.8962999999999999,31.28,138.1,114.3,29.750000000000007,0.968941,23,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,28,30,9,5,4,0.0,0.444,0.333,0.621,38.7,13.3,2,0.929,125.0,81.0,26.8,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,5.0,6.5,3.3,1.6,0.5443,0.195,0.8948,31.5,134.6,111.2,28.3,1.01316,24,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
Shai Gilgeous-Alexander,32,31,8,4,4,2.0,0.44,0.167,0.535,42.3,4.4,1,0.889,117.0,103.0,27.9,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,5.2,6.4,3.5,1.6,0.5407,0.1617,0.8836999999999999,32.64,132.5,108.4,28.43,1.14022,25,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,38,34,5,7,3,0.0,0.571,0.2,0.669,31.7,9.6,3,0.9,132.0,127.0,29.7,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,5.3,6.7,3.5,1.6,0.5387000000000001,0.1817,0.8737,32.2,133.8,110.8,28.72,1.1277,26,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,33,34,6,9,2,1.0,0.737,0.0,0.77,36.4,11.6,3,0.857,145.0,106.0,32.5,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,5.5,6.9,3.6,1.9,0.5513,0.1567,0.8593999999999999,33.059999999999995,132.2,110.0,28.94,0.996821,27,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Shai Gilgeous-Alexander,36,36,7,8,2,2.0,0.565,0.4,0.668,35.6,16.8,1,0.889,141.0,115.0,35.2,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,5.9,6.8,3.3,1.8,0.5616,0.13,0.8733000000000001,34.9,133.0,110.3,30.5,1.16329,28,2023,12,27,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,33,40,4,3,2,1.0,0.7,0.667,0.82,33.5,20.3,1,1.0,162.0,93.0,35.4,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,6.0,6.5,2.9,1.7,0.5594,0.1967,0.8955,35.3,135.3,109.4,30.74,1.03181,29,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Shai Gilgeous-Alexander,35,24,4,6,0,0.0,0.467,0.5,0.633,26.3,1.5,1,1.0,136.0,114.0,19.9,31,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,5.9,6.6,2.4,1.8,0.5561,0.2467,0.9228,34.38,136.3,109.0,29.52,1.1631,30,2023,12,31,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Shai Gilgeous-Alexander,37,36,6,7,1,0.0,0.636,0.6,0.705,30.8,9.4,0,0.625,151.0,127.0,30.7,32,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,6.1,6.6,2.2,1.7,0.5490999999999999,0.3067,0.8853,34.39,135.7,110.7,29.49,0.961218,31,2024,1,2,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Shai Gilgeous-Alexander,35,33,13,8,0,0.0,0.458,0.667,0.572,36.2,0.2,2,0.818,125.0,133.0,26.9,33,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,6.8,6.5,2.0,1.6,0.5468,0.3534,0.8782,34.25,135.0,111.9,28.620000000000005,1.12726,32,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,36,34,9,6,0,0.0,0.579,0.4,0.664,34.5,5.3,2,0.667,131.0,125.0,26.4,34,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,7.1,6.3,1.8,1.6,0.5597,0.3934,0.8573999999999999,34.6,136.5,112.4,29.14,1.11902,33,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Shai Gilgeous-Alexander,36,32,6,5,3,1.0,0.647,0.667,0.748,29.1,4.7,3,0.8,139.0,122.0,28.1,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.4,6.8,6.3,1.7,1.7,0.58,0.4268,0.8445,33.64,137.9,116.5,29.270000000000003,1.18686,34,2024,1,8,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Shai Gilgeous-Alexander,34,28,2,8,1,1.0,0.647,0.4,0.729,29.7,6.3,3,0.8,132.0,119.0,23.8,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,6.2,6.7,1.4,1.9,0.6007,0.4501,0.8356,32.38,139.4,118.1,28.86,1.13283,35,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,21,31,5,4,0,1.0,0.733,0.333,0.837,40.7,19.0,2,1.0,154.0,79.0,27.5,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.8,6.2,6.4,1.1,1.8,0.6169,0.4634,0.8455999999999999,33.28,141.6,113.3,28.64,1.13432,36,2024,1,11,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,36,37,6,7,3,1.0,0.65,0.0,0.732,30.3,24.7,0,0.917,161.0,98.0,38.2,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,6.2,6.2,1.2,1.5,0.6082000000000001,0.4634,0.8516,32.67,143.2,112.5,29.21,1.03125,37,2024,1,13,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,34,24,3,6,1,1.0,0.474,0.167,0.566,30.3,2.6,3,1.0,113.0,118.0,16.9,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,5.8,6.0,1.1,1.7,0.5991,0.4401,0.8627,32.14,140.4,112.8,27.380000000000003,1.21701,38,2024,1,15,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Shai Gilgeous-Alexander,34,19,2,4,0,2.0,0.375,0.0,0.487,29.5,-8.6,2,0.875,107.0,142.0,11.4,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,5.6,6.1,0.9,1.8,0.5666,0.3734,0.8502000000000001,31.74,134.9,117.7,24.98,1.14571,39,2024,1,16,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Shai Gilgeous-Alexander,35,31,6,6,1,1.0,0.533,0.0,0.69,32.3,0.7,4,0.882,131.0,125.0,25.4,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.5,5.8,6.1,1.0,2.1,0.5732,0.3234,0.8384,32.34,134.4,118.8,25.53,1.0219,40,2024,1,18,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,37,33,2,6,2,0.0,0.455,0.5,0.595,36.8,12.4,2,0.923,121.0,107.0,26.4,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,5.4,6.0,1.1,2.3,0.5551,0.3134,0.8682000000000001,32.940000000000005,131.4,116.8,25.1,1.02462,41,2024,1,20,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
