Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
LeBron James,2024-12-19,34,19,6,7,0,1.0,0.381,0.25,0.434,28.0,-0.2,2,1.0,97.0,102.0,12.5,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,6.0,6.9,0.5,3.5,0.3528,0.1545,0.5583,25.95,78.3,90.7,12.98,1.15607
LeBron James,2024-12-21,34,32,7,6,4,0.0,0.542,0.125,0.601,40.2,11.3,4,0.833,111.0,94.0,25.5,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.6,5.7,6.4,0.8,3.4,0.3626,0.1669999999999999,0.6416000000000001,26.860000000000003,79.2,89.6,14.01,1.06755
LeBron James,2024-12-23,35,28,11,11,0,0.0,0.625,0.5,0.734,27.2,12.5,2,0.857,153.0,122.0,29.8,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,6.0,6.9,0.8,3.1,0.3866,0.217,0.6273000000000001,26.86,86.7,90.8,16.34,1.22324
LeBron James,2024-12-25,37,31,4,10,2,1.0,0.545,0.5,0.64,30.3,14.0,1,1.0,140.0,117.0,29.1,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.9,6.5,1.0,2.9,0.3982,0.267,0.6273,25.75,90.2,91.1,17.06,1.10338
LeBron James,2024-12-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.6,5.1,6.1,1.0,2.3,0.3732,0.267,0.5772999999999999,22.25,84.5,79.2,17.1,1.12191
LeBron James,2024-12-31,34,23,4,7,0,1.0,0.529,0.5,0.643,24.8,7.6,2,1.0,122.0,125.0,19.1,32,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,6.0,0.9,2.0,0.3594,0.292,0.5772999999999999,20.99,85.0,77.7,16.619999999999997,0.87116
LeBron James,2025-01-02,36,38,3,8,0,0.0,0.6,0.7,0.734,35.0,14.8,4,0.5,131.0,116.0,28.6,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.9,4.3,5.7,0.7,2.0,0.3634,0.3075,0.544,21.3,85.1,77.9,15.85,1.21374
LeBron James,2025-01-03,30,30,3,8,0,0.0,0.65,0.4,0.718,32.4,12.5,3,1.0,140.0,109.0,23.5,34,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,4.6,6.5,0.7,2.3,0.4284,0.3475,0.644,24.54,99.1,88.8,18.2,1.23583
LeBron James,2025-01-05,36,21,13,9,1,0.0,0.5,0.571,0.622,25.1,7.6,2,0.5,131.0,121.0,20.6,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.9,7.4,0.8,2.5,0.4784,0.4046,0.6940000000000001,27.05,112.2,100.9,20.26,1.20276
LeBron James,2025-01-07,35,18,10,8,1,0.0,0.5,0.25,0.615,24.0,4.2,2,0.833,124.0,126.0,19.2,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.1,7.4,0.8,2.2,0.4871999999999999,0.3796,0.7523,26.7,114.9,103.2,20.79,1.11345
LeBron James,2025-01-13,32,18,5,8,1,1.0,0.636,0.667,0.705,26.1,1.4,7,0.5,103.0,133.0,13.3,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.9,6.0,7.5,0.9,2.7,0.5126999999999999,0.4213,0.7022999999999999,26.51,115.5,106.3,20.87,1.18627
LeBron James,2025-01-15,38,22,5,9,2,0.0,0.6,0.5,0.693,21.8,7.6,2,0.5,133.0,115.0,22.9,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,5.8,7.8,0.7,2.5,0.5185000000000001,0.4588,0.6689999999999999,24.67,117.7,108.4,20.610000000000003,1.07231
LeBron James,2025-01-17,35,29,7,8,1,2.0,0.706,0.667,0.811,31.5,15.1,5,0.5,127.0,107.0,26.2,39,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.4,7.5,0.8,2.8,0.5266,0.4755,0.6333,25.1,115.1,106.9,20.25,1.23711
LeBron James,2025-01-19,35,25,5,11,3,1.0,0.45,0.333,0.552,37.3,8.1,5,0.833,109.0,117.0,21.7,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,5.5,7.6,0.9,3.2,0.5171,0.4588,0.6165999999999999,25.8,112.0,106.9,19.51,0.89
LeBron James,2025-01-21,36,21,10,13,2,1.0,0.444,0.333,0.543,30.1,8.3,5,1.0,104.0,83.0,21.4,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,6.5,8.9,1.1,3.7,0.5615,0.4921,0.7165999999999999,28.809999999999995,122.4,115.2,21.65,1.12022
LeBron James,2025-01-23,31,20,14,6,0,0.0,0.45,0.0,0.479,33.4,1.9,2,1.0,110.0,100.0,17.2,42,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,7.5,8.8,1.1,3.7,0.5536000000000001,0.4421,0.7165999999999999,29.67,121.2,112.7,21.46,1.02413
LeBron James,2025-01-25,35,25,5,12,1,0.0,0.48,0.0,0.483,37.6,2.8,3,0.5,112.0,115.0,20.2,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,7.7,9.2,1.2,3.6,0.5416,0.3721,0.7165999999999999,29.93,119.3,112.6,20.62,1.01691
LeBron James,2025-01-27,36,22,7,8,0,0.0,0.529,0.125,0.573,27.6,0.1,5,0.6,107.0,114.0,15.6,44,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,8.1,9.2,1.2,3.8,0.5295,0.3445999999999999,0.6766,29.45,116.0,113.1,19.83,0.909878
LeBron James,2025-01-28,33,31,8,9,1,0.0,0.625,0.25,0.744,40.7,7.3,8,0.909,117.0,118.0,25.1,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,7.6,9.2,1.2,4.4,0.542,0.3125,0.7175,31.01,114.6,112.8,20.28,0.943695
LeBron James,2025-01-30,27,24,3,11,0,0.0,0.474,0.25,0.566,34.6,9.4,0,1.0,143.0,103.0,22.5,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7,6.9,9.5,1.1,4.2,0.5394,0.3125,0.7342000000000001,32.07000000000001,116.5,110.5,20.61,1.03465
LeBron James,2025-02-01,37,33,11,12,0,0.0,0.538,0.375,0.594,41.1,1.4,5,0.5,118.0,112.0,25.1,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,7.5,9.9,1.0,4.0,0.5296000000000001,0.2833,0.7342000000000001,33.57000000000001,118.0,108.4,21.79,1.12295
LeBron James,2025-02-04,31,26,8,9,3,0.0,0.615,0.5,0.729,30.4,14.0,3,0.727,142.0,93.0,26.0,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,7.8,9.9,1.1,4.1,0.5311,0.2833,0.7569000000000001,34.43,118.9,106.2,22.1,1.20057
LeBron James,2025-02-06,38,42,17,8,1,1.0,0.56,0.667,0.714,37.9,16.2,3,0.8,136.0,102.0,38.7,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,8.8,9.9,1.1,3.9,0.5165,0.2833,0.7869,35.07,119.8,105.7,23.35,1.21493
LeBron James,2025-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,8.3,8.8,0.8,3.4,0.4715,0.25,0.7036,31.34,108.9,94.0,21.18,1.08239
LeBron James,2025-02-10,29,24,7,8,1,0.0,0.588,0.429,0.671,36.5,1.3,7,0.5,108.0,111.0,17.0,51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.7,8.0,8.3,0.7,3.6,0.4859,0.2595999999999999,0.6536000000000001,31.98,109.3,96.8,20.74,1.27124
LeBron James,2025-02-12,34,18,6,7,1,0.0,0.462,0.5,0.61,21.2,0.5,3,0.5,117.0,129.0,14.4,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.5,7.2,8.4,0.8,3.7,0.4871,0.3096,0.6036,30.76,110.0,99.7,20.46,1.26695
LeBron James,2025-02-19,38,26,7,11,1,2.0,0.455,0.364,0.568,27.8,14.3,2,1.0,122.0,97.0,25.2,53,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,7.4,8.3,0.8,3.6,0.4846,0.346,0.6536000000000001,29.78,111.0,97.9,20.96,1.06722
