Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
LeBron James,2022-10-18,35,31,15,8,0,0.0,0.462,0.3,0.558,35.5,7.1,5,1.0,109.0,111.0,23.9,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,8.0,0.0,5.0,0.462,0.3,1.0,35.5,109.0,111.0,23.9,0.0
LeBron James,2022-10-20,37,20,10,6,1,2.0,0.412,0.25,0.509,24.5,6.0,2,0.667,102.0,98.0,17.3,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,12.5,7.0,0.5,3.5,0.437,0.275,0.8335,30.0,105.5,104.5,20.6,0.0
LeBron James,2022-10-23,38,31,8,8,2,2.0,0.545,0.222,0.618,32.5,13.1,4,0.714,114.0,102.0,26.2,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.33333333333333,11.0,7.333333333333333,1.0,3.6666666666666665,0.473,0.2573333333333333,0.7936666666666667,30.83333333333333,108.33333333333331,103.66666666666669,22.46666666666667,1.01335
LeBron James,2022-10-26,35,19,7,9,1,0.0,0.381,0.25,0.434,36.6,-3.9,8,0.5,76.0,110.0,8.9,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,10.0,7.75,1.0,4.75,0.45,0.2555,0.7202500000000001,32.275,100.25,105.25,19.075,1.38907
LeBron James,2022-10-28,37,28,7,5,4,0.0,0.417,0.167,0.509,31.8,8.3,3,0.875,107.0,102.0,21.8,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,9.4,7.2,1.6,4.4,0.4434,0.2378,0.7512000000000001,32.18,101.6,104.6,19.62,1.15067
LeBron James,2022-10-30,35,26,6,8,1,0.0,0.455,0.4,0.537,33.4,5.6,3,0.8,112.0,113.0,19.2,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83333333333333,8.833333333333334,7.333333333333333,1.5,4.166666666666667,0.4453333333333333,0.2648333333333333,0.7593333333333333,32.38333333333333,103.33333333333331,106.0,19.55,1.0193
LeBron James,2022-11-02,40,20,10,8,0,2.0,0.391,0.0,0.404,28.5,-1.3,2,0.5,90.0,104.0,13.5,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,7.428571428571429,1.2857142857142858,3.857142857142857,0.4375714285714286,0.227,0.7222857142857143,31.82857142857143,101.42857142857144,105.71428571428572,18.685714285714287,0.923975
LeBron James,2022-11-04,34,17,10,8,0,1.0,0.368,0.0,0.401,32.0,-7.3,3,0.6,94.0,134.0,11.6,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,9.125,7.5,1.125,3.75,0.428875,0.198625,0.707,31.85,100.5,109.25,17.8,1.07418
LeBron James,2022-11-06,34,27,7,4,0,0.0,0.565,0.25,0.555,32.0,8.1,1,0.0,111.0,117.0,19.6,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33333333333333,8.88888888888889,7.111111111111111,1.0,3.4444444444444446,0.444,0.2043333333333333,0.6284444444444444,31.866666666666667,101.66666666666669,110.11111111111111,18.0,0.890125
LeBron James,2022-11-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.9,8.0,6.4,0.9,3.1,0.3996,0.1839,0.5656,28.68,91.5,99.1,16.2,0.997433
LeBron James,2022-11-09,32,30,8,5,2,0.0,0.545,0.444,0.631,35.9,12.7,3,0.5,113.0,110.0,23.1,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,7.3,6.1,1.1,2.9,0.4079,0.1983,0.5156,28.72,91.9,99.0,16.119999999999997,1.18616
LeBron James,2022-11-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.8,6.3,5.5,1.0,2.7,0.3666999999999999,0.1733,0.4488999999999999,26.27,81.7,89.2,14.39,1.19329
LeBron James,2022-11-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,5.5,4.7,0.8,2.3,0.3122,0.1511,0.3775,23.02,70.3,79.0,11.77,0.938387
LeBron James,2022-11-18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,4.8,3.8,0.7,1.5,0.2740999999999999,0.1261,0.3275,19.36,62.7,68.0,10.88,0.946746
